# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-737.811,0.997763,0.0063409,9,511,0,753.947,-0.56174,-1.25728,1.29567,-1.42688,-1.66262,-0.978995,-1.67385,-0.938082,-0.335047,1.14712,1.18291,-0.706214,-0.796304,0.0705121,0.728369,1.25809,-1.63897,-1.05636,0.939391,-0.823354,0.25151,0.14793,0.304038,0.128812,5.20318,4.79215,0.994531,0.991774,0.000437415,0.227076,0.357798,0.219698,0.20973,0.239557,0.209263,0.241431,0.270191,0.246286,0.247255,0,0,0,0,0,0,0.243408,0.230632,0.268959,0.230036,0,0,0,0,0.242705,0.226843,0.243662,0.258057,0.295692,0,0,0,8,10,6,9
-739.641,0.999577,0.00636915,9,511,0,754.157,-0.365336,-0.415027,-0.0479528,-0.839839,-1.39787,-0.80125,-1.10792,-0.363671,-0.992355,1.66089,-0.408792,0.774878,-0.318078,-0.0295072,0.673383,3.61875,1.43795,1.54153,1.00654,1.30109,0.777111,0.142028,0.108791,0.217663,4.99032,5.49907,0.993242,0.995926,0.000437415,0.309803,0.373051,0.244606,0.174041,0.250131,0.208516,0.318302,0.223577,0.290209,0.234897,0,0,0,0,0,0,0.266178,0.254824,0.266975,0.260685,0,0,0,0,0.252771,0.240646,0.270742,0.245169,0.363209,0,0,0,8,10,6,9
-740.928,0.997179,0.00652365,9,511,0,750.37,-1.71024,0.0135882,1.5435,0.965587,-0.336565,0.0188528,-0.0714416,0.306187,-0.243174,0.924151,0.0140995,-0.86529,0.496931,0.0661907,-0.372861,-3.59316,-1.57889,-1.43007,-1.29655,-1.27304,0.436598,0.228475,0.464887,0.372909,5.17867,5.50716,0.994396,0.995959,0.000437415,0.212021,0.341591,0.288262,0.187926,0.2124,0.205972,0.233805,0.194142,0.255001,0.218523,0,0,0,0,0,0,0.280305,0.176951,0.201868,0.195302,0,0,0,0,0.230593,0.224827,0.249606,0.214139,0.293812,0,0,0,8,10,6,9
-731.206,0.998777,0.00670027,9,511,0,753.408,-1.3531,0.0529377,1.52758,-0.447831,-1.07556,-0.959378,-0.469963,0.108416,-0.584217,0.886258,0.481261,0.0695328,0.431601,1.52983,0.246169,1.99867,-0.220315,-0.715473,-0.63395,-0.145415,0.318231,0.4787,0.27415,0.139141,4.71645,4.44154,0.991132,0.988359,0.000437415,0.227658,0.319907,0.200946,0.170862,0.176148,0.199822,0.230766,0.19409,0.232868,0.200467,0,0,0,0,0,0,0.227457,0.199032,0.204087,0.226408,0,0,0,0,0.202585,0.213648,0.227274,0.211027,0.246536,0,0,0,8,10,6,9
-735.426,0.999759,0.00696975,8,255,0,748.044,-1.07123,0.247122,1.39233,-1.00178,-0.770848,-0.862788,-0.374188,0.226036,-0.169437,0.881764,0.400962,-0.379922,0.370932,1.80831,0.626394,2.39057,-0.408473,-0.483695,-0.935732,-0.197325,0.254958,0.386278,0.241899,0.231559,4.6519,4.22065,0.990547,0.985524,0.000437415,0.269459,0.330278,0.211765,0.221716,0.217715,0.239574,0.268408,0.249167,0.2682,0.233696,0,0,0,0,0,0,0.24606,0.256445,0.252277,0.274935,0,0,0,0,0.22242,0.242414,0.268585,0.251145,0.299121,0,0,0,8,10,6,9
-739.404,0.999293,0.00731382,9,511,0,746.078,-0.510964,-0.367363,0.693592,-0.141738,-1.00865,-1.1005,-0.603152,0.467322,-0.799235,-0.531058,-0.910815,0.222406,-0.190378,-1.78839,-0.534547,-2.44302,0.303326,0.308164,0.608964,0.426806,0.210862,0.537974,0.645298,0.136945,4.92666,4.1921,0.992802,0.985111,0.000437415,0.204935,0.243143,0.212677,0.184066,0.181213,0.197067,0.234612,0.190697,0.222778,0.189909,0,0,0,0,0,0,0.249043,0.159753,0.151991,0.197861,0,0,0,0,0.192991,0.203645,0.228013,0.199394,0.205224,0,0,0,8,10,6,9
-734.364,0.999963,0.0076959,8,511,0,751.957,-1.029,0.553508,1.80002,0.205326,-1.108,-0.870284,-0.732941,-0.203713,-0.172372,1.09722,-0.496318,-0.152076,0.201914,1.20698,0.602495,0.765601,0.124392,0.407524,0.072019,0.713407,0.487635,0.0882372,0.19237,0.0523832,5.01542,5.8791,0.993409,0.997211,0.000437415,0.308269,0.449462,0.273407,0.165764,0.182377,0.19255,0.235735,0.23849,0.268362,0.24278,0,0,0,0,0,0,0.275416,0.229804,0.237663,0.242285,0,0,0,0,0.251404,0.252701,0.25774,0.25804,0.270394,0,0,0,8,10,6,9
-734.143,0.997009,0.00813917,8,511,0,744.042,-1.20695,0.080032,2.15171,-0.426,-1.24942,-0.413802,0.224964,0.903236,-0.271765,0.894452,-1.79239,-0.19076,0.826252,0.782893,-0.568671,-0.336848,0.0639244,0.921515,0.0146695,0.649093,0.28436,0.107791,0.267998,0.0486799,4.13342,5.31669,0.984225,0.995115,0.000437415,0.209736,0.322812,0.186985,0.154091,0.187511,0.216613,0.250924,0.193712,0.243891,0.195164,0,0,0,0,0,0,0.222353,0.187071,0.22291,0.253392,0,0,0,0,0.215593,0.220801,0.226428,0.216743,0.226355,0,0,0,8,10,6,9
-733.493,0.99914,0.00854925,9,511,0,746.816,-0.776024,0.0687753,0.865193,-0.186019,-0.806493,-0.421345,-0.150439,0.135576,-0.158705,-0.476436,-1.53895,0.175969,0.800477,1.27105,-0.995114,-1.30046,0.676124,-0.620684,-0.0197794,0.7376,0.415713,0.186865,0.981678,0.100322,6.61325,4.48936,0.998659,0.988897,0.000437415,0.222858,0.284752,0.20519,0.16655,0.189807,0.207594,0.227664,0.207034,0.232344,0.199208,0,0,0,0,0,0,0.238267,0.145901,0.199175,0.244612,0,0,0,0,0.212542,0.217063,0.22191,0.216924,0.211631,0,0,0,8,10,6,9
-737.952,0.998826,0.00905176,9,511,0,753.647,-1.37464,0.209536,1.9632,-1.04876,-1.07101,-0.972987,-0.416054,0.655794,-0.193166,2.28845,0.778088,0.440871,-0.408133,-0.01015,0.308601,0.0268411,0.264621,1.18624,0.387295,0.211565,0.232455,0.153682,0.00952186,0.0673372,3.86671,4.60704,0.979502,0.990117,0.000437415,0.25268,0.336666,0.201656,0.200827,0.204499,0.226299,0.272697,0.23547,0.26289,0.220891,0,0,0,0,0,0,0.243069,0.243031,0.2432,0.244164,0,0,0,0,0.230713,0.237349,0.250484,0.240042,0.27139,0,0,0,8,10,6,9
-729.877,0.99979,0.00958356,8,255,0,752.124,-0.680847,-0.662725,1.14992,-1.44883,-0.700335,-1.01994,-0.795828,-0.167467,-0.864138,0.618096,-0.220499,-0.256113,-0.689231,-0.0217319,-0.312496,0.452953,-0.2003,0.904452,-1.32663,0.745716,0.302992,0.23304,0.157411,0.206575,5.12869,5.8352,0.994111,0.997086,0.000437415,0.2458,0.360189,0.204506,0.243703,0.22637,0.238432,0.274534,0.234709,0.271959,0.235514,0,0,0,0,0,0,0.246748,0.26894,0.259313,0.26604,0,0,0,0,0.236562,0.244912,0.269356,0.242346,0.301972,0,0,0,8,10,6,9
-730.188,0.99968,0.0101806,8,511,0,741.584,-0.683192,-0.720161,0.873256,-1.47912,-0.769866,-1.04573,-0.899902,-0.0388483,-0.707647,0.494772,-0.0360728,-0.284535,-0.403908,-0.652782,-0.442282,0.380509,-0.179534,0.913531,-1.22511,0.417429,0.299533,0.1396,0.116258,0.17983,5.10391,5.32325,0.993964,0.995147,0.000437415,0.250037,0.34927,0.209939,0.247262,0.232236,0.240099,0.290122,0.25074,0.26585,0.251794,0,0,0,0,0,0,0.253428,0.269163,0.262971,0.266233,0,0,0,0,0.241656,0.246449,0.276018,0.252864,0.295397,0,0,0,8,10,6,9
-735.566,0.999837,0.0108127,8,255,0,744.863,-1.5401,0.837909,1.01789,0.174962,-1.17921,-0.182285,-0.0951109,-0.0224488,-0.250484,0.743645,1.1224,-0.111847,0.297794,0.390741,2.41181,-0.65839,-0.207211,0.0860289,1.98934,-0.952193,0.408709,0.499725,0.166914,0.689957,5.51533,5.42201,0.995992,0.995601,0.000437415,0.315236,0.33114,0.26043,0.169104,0.233572,0.239945,0.245347,0.228668,0.239877,0.275363,0,0,0,0,0,0,0.265675,0.2247,0.254424,0.257141,0,0,0,0,0.23679,0.247695,0.257035,0.22849,0.368124,0,0,0,8,10,6,9
-738.036,0.997572,0.0114876,8,255,0,752.141,-0.768774,-0.96535,1.03268,-0.937892,-0.342376,-1.23255,-1.17941,0.332673,0.202549,0.290265,-2.56987,0.426644,0.145799,0.615226,-0.483562,-0.760185,1.6557,-0.297069,1.48368,0.240659,0.356155,0.086988,0.0464215,0.113879,5.74146,4.7604,0.9968,0.99151,0.000437415,0.216032,0.358804,0.217687,0.255791,0.200407,0.203446,0.303935,0.294266,0.273819,0.228021,0,0,0,0,0,0,0.252529,0.257669,0.25001,0.250463,0,0,0,0,0.235185,0.236254,0.268041,0.265203,0.267114,0,0,0,8,10,6,9
-736.228,0.999865,0.012121,8,255,0,750.937,-0.352514,0.277831,0.69207,-0.618114,-1.49557,-0.973676,-0.921064,-0.628232,-0.172041,0.278433,-0.167486,-0.871669,0.894456,-1.59114,-0.318213,1.64245,-0.86412,2.16223,-0.0435675,-1.15381,0.443957,0.133778,0.238262,0.611245,4.17816,5.65303,0.984905,0.996505,0.000437415,0.312547,0.352708,0.234982,0.172887,0.208127,0.211955,0.234186,0.271892,0.254471,0.243635,0,0,0,0,0,0,0.259623,0.222485,0.244114,0.246369,0,0,0,0,0.20892,0.214201,0.245325,0.299466,0.358963,0,0,0,8,10,6,9
-734.716,0.999856,0.0128682,8,255,0,747.58,-1.7466,0.137681,1.41747,0.547506,0.101707,-0.624062,0.223694,0.623686,0.863694,1.11459,0.296018,-1.06603,-0.00852217,-1.04665,0.0875148,-1.2042,2.10318,-0.750054,0.0982933,-1.10348,0.473813,0.252812,0.258818,0.220243,5.64621,4.79579,0.996482,0.991803,0.000437415,0.202725,0.316988,0.23568,0.200002,0.150823,0.209347,0.242195,0.263504,0.244355,0.2088,0,0,0,0,0,0,0.244766,0.224425,0.193905,0.229871,0,0,0,0,0.192632,0.222821,0.238171,0.247718,0.257963,0,0,0,8,10,6,9
-732.831,0.999925,0.0136524,8,255,0,745.312,-1.37812,0.690399,1.70235,0.170422,-1.08624,-0.851395,-0.448463,0.209959,0.343815,2.61916,1.07884,1.08893,0.654596,-0.42326,-1.07744,0.45038,-0.612051,-0.459736,0.851438,0.915591,0.465392,0.109169,0.442064,0.177678,4.57319,5.23945,0.989781,0.994725,0.000437415,0.277101,0.378248,0.232046,0.145088,0.159005,0.185344,0.235288,0.246491,0.246144,0.217484,0,0,0,0,0,0,0.26941,0.177356,0.19252,0.220732,0,0,0,0,0.20469,0.216156,0.235846,0.239992,0.317506,0,0,0,8,10,6,9
-734.152,0.988404,0.0144766,8,255,0,748.63,-0.738353,0.0869074,1.17337,-0.677493,-1.77542,-0.791101,-1.00694,-0.266463,-0.46025,0.964307,-0.706058,-0.649333,-0.519856,-2.09998,0.934346,-0.3873,0.470066,-1.60932,-0.352454,1.4203,0.348682,0.106709,0.132159,0.156536,5.22496,4.81127,0.994648,0.991928,0.000437415,0.293864,0.377691,0.2419,0.178877,0.234734,0.221526,0.269048,0.256013,0.27667,0.243019,0,0,0,0,0,0,0.266063,0.239183,0.263196,0.257802,0,0,0,0,0.251341,0.245143,0.26683,0.26104,0.305425,0,0,0,8,10,6,9
-727.826,0.99452,0.0148538,8,255,0,744.902,-0.214694,-0.323149,0.898936,-0.712339,-0.079262,-1.05935,-0.872696,-0.460252,-1.03072,0.174417,-0.103657,0.829962,0.510028,-0.0323482,-0.126739,0.200147,-0.826256,-0.614709,0.858755,-0.0948747,0.841692,0.63934,0.241831,0.453069,5.54845,5.384,0.996122,0.995432,0.000437415,0.277903,0.515856,0.217596,0.320493,0.172257,0.195652,0.25554,0.175697,0.277551,0.245634,0,0,0,0,0,0,0.263279,0.291774,0.248419,0.256344,0,0,0,0,0.235061,0.249577,0.28365,0.23725,0.341077,0,0,0,8,10,6,9
-724.941,0.967657,0.0154955,7,255,0,741.192,-0.182849,-0.55053,0.601629,-0.848665,-0.388962,-0.932558,-0.537032,-0.340383,-1.05145,-0.0613252,-0.573434,0.903553,-0.110609,0.286068,0.125584,0.0130449,-0.515311,-0.228231,1.06895,0.120683,0.723605,0.50329,0.363291,0.213267,5.64827,5.08514,0.996489,0.99385,0.000437415,0.242726,0.423417,0.205452,0.264745,0.195759,0.244517,0.271608,0.182619,0.279417,0.231923,0,0,0,0,0,0,0.252121,0.283798,0.246595,0.273342,0,0,0,0,0.244372,0.259772,0.267654,0.239863,0.279092,0,0,0,8,10,6,9
-726.754,0.998847,0.0150085,8,255,0,737.387,-1.23827,0.592837,1.00358,-0.410485,-1.31224,-0.227049,-0.230257,-0.573667,-0.347165,0.668302,0.513657,-0.978205,0.213659,-0.237794,-0.486531,-0.298016,0.044283,0.350882,-1.2174,-0.423407,0.476509,0.990636,0.598764,0.572749,5.54496,5.05011,0.996108,0.993632,0.000437415,0.31557,0.358475,0.223616,0.158562,0.238926,0.238652,0.210587,0.228822,0.264108,0.236255,0,0,0,0,0,0,0.255223,0.168169,0.276086,0.275713,0,0,0,0,0.252361,0.252022,0.217537,0.239896,0.357386,0,0,0,8,10,6,9
-736.284,0.995765,0.0158304,7,127,0,742.855,-1.53083,-0.00757332,1.30014,-0.17813,-0.464705,-0.146234,-0.319479,-0.116491,-0.565697,1.40747,1.09732,-0.737462,1.44462,1.47946,0.98946,-0.741241,0.25485,1.41522,-2.52107,-1.44303,0.421697,0.611251,2.45816,0.114704,5.49857,5.10359,0.995924,0.993962,0.000437415,0.214327,0.319788,0.202589,0.183948,0.204748,0.193226,0.206776,0.1777,0.229977,0.198752,0,0,0,0,0,0,0.231005,0.130252,0.24502,0.175723,0,0,0,0,0.214235,0.210979,0.214798,0.206414,0.245018,0,0,0,8,10,6,9
-737.045,0.998288,0.016544,8,255,0,747.971,-0.143285,-0.340501,1.34078,-1.65228,-1.12427,-0.945772,-1.24815,-0.979659,-0.618542,-0.369572,-1.61795,0.441539,-1.72397,-0.284075,-1.23168,0.684472,0.187542,-1.52267,1.96365,1.62701,0.34463,0.160609,0.0561131,0.479467,4.48918,5.09569,0.988895,0.993914,0.000437415,0.283794,0.413429,0.201725,0.232468,0.243568,0.224974,0.241434,0.264828,0.280529,0.242803,0,0,0,0,0,0,0.259778,0.265362,0.267267,0.264045,0,0,0,0,0.259821,0.233518,0.256781,0.290333,0.314891,0,0,0,8,10,6,9
-735.46,0.999431,0.0173931,8,255,0,746.825,-1.14863,-0.432184,0.543778,-0.267829,-1.04031,-0.711125,-0.187747,0.204865,0.132918,1.60161,1.65671,0.421034,2.43432,0.860325,0.598192,-0.348285,-0.91636,-0.589358,-1.96883,-0.902563,1.19799,0.107584,0.162385,0.149583,5.82004,4.8594,0.997041,0.992305,0.000437415,0.173605,0.402829,0.203633,0.0921325,0.130793,0.219602,0.31031,0.292213,0.235543,0.236561,0,0,0,0,0,0,0.241707,0.220485,0.229369,0.243981,0,0,0,0,0.21717,0.230145,0.240213,0.238347,0.278287,0,0,0,8,10,6,9
-732.365,0.99366,0.0183246,8,255,0,748.596,-0.602037,-0.31456,0.427519,-0.414591,-0.740721,-0.64149,-0.340911,-0.187483,-0.459388,0.429206,-1.63342,-0.519429,-2.88051,-1.00399,-0.540871,0.57856,0.705653,0.47283,1.95701,1.03957,0.807141,0.141278,0.210382,0.366785,4.28331,4.9381,0.986391,0.992883,0.000437415,0.241653,0.366121,0.227253,0.184574,0.196867,0.2378,0.260818,0.221003,0.271775,0.21891,0,0,0,0,0,0,0.250538,0.238134,0.241864,0.253398,0,0,0,0,0.225004,0.244436,0.254776,0.236646,0.299098,0,0,0,8,10,6,9
-732.94,0.980874,0.0189971,8,255,0,750.147,-1.44038,-0.556517,1.19643,-0.387745,-1.361,-0.554534,-0.193161,0.17962,-0.151726,1.08741,1.18122,0.423842,2.34496,1.27757,0.0601032,-0.534304,-0.713985,0.707029,-1.70736,-1.19094,0.771154,0.648947,0.685583,0.022034,5.38033,4.96161,0.995415,0.993047,0.000437415,0.184095,0.462575,0.204314,0.108501,0.184324,0.229599,0.283839,0.235255,0.242393,0.253086,0,0,0,0,0,0,0.263787,0.159422,0.243262,0.28905,0,0,0,0,0.245416,0.246808,0.24825,0.246968,0.251785,0,0,0,8,10,6,9
-730.379,0.985554,0.0190348,8,255,0,739.702,-0.505685,0.29665,0.809493,-0.518293,-1.26726,-0.347746,-0.316698,-0.282862,-0.363231,0.753784,-1.46465,-0.442352,-2.43832,-1.42246,0.419062,0.213772,1.05536,-0.470113,1.51043,0.912936,0.876553,0.111709,0.640038,0.968936,5.12179,4.8969,0.99407,0.992586,0.000437415,0.306018,0.405014,0.180821,0.104194,0.203329,0.20764,0.212413,0.201204,0.253064,0.211755,0,0,0,0,0,0,0.236111,0.164387,0.255054,0.258604,0,0,0,0,0.209375,0.214177,0.219498,0.207009,0.421615,0,0,0,8,10,6,9
-730.501,0.969057,0.0193013,8,255,0,740.55,-1.27033,0.174293,1.69233,-0.783875,-1.69598,-0.803678,-0.450567,0.0449039,-0.333478,1.87769,0.959752,-0.325727,2.40888,1.53359,-0.912146,-0.0767269,-0.889691,0.109405,-0.84019,-1.02184,0.58554,0.422322,0.563494,0.173901,5.03531,4.93826,0.993538,0.992884,0.000437415,0.258426,0.454581,0.166946,0.105619,0.165358,0.195496,0.244395,0.206353,0.261075,0.197209,0,0,0,0,0,0,0.238311,0.161732,0.236421,0.271592,0,0,0,0,0.212131,0.221897,0.236111,0.225202,0.293724,0,0,0,8,10,6,9
-730.591,0.955922,0.0187525,7,127,0,744.833,-1.40372,-0.138109,1.05888,-0.0313766,-0.888268,-0.495246,-0.228667,0.795099,-1.16246,1.03737,0.927632,0.378533,0.136145,0.633891,0.274046,0.559464,0.481874,0.798022,-1.12171,0.0744696,0.540038,0.313265,0.1135,0.087684,5.82863,5.09431,0.997067,0.993906,0.000437415,0.23093,0.364144,0.241314,0.166893,0.198492,0.222368,0.331882,0.147321,0.248233,0.242038,0,0,0,0,0,0,0.250457,0.233093,0.240954,0.246386,0,0,0,0,0.237941,0.242098,0.258505,0.227749,0.262489,0,0,0,8,10,6,9
