# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-730.353,0.997681,0.00943559,8,255,0,737.124,-0.83729,-0.154149,1.48775,-0.285542,-1.57825,-0.877359,-0.325313,0.118291,-0.307997,1.44075,0.838877,-1.38116,0.949129,0.421024,-0.403306,-0.547795,-0.527042,1.74712,0.309653,-0.907961,-0.62867,-3.0194,-0.300853,-2.22705,5.94341,5.25636,-0.926038,-0.024765,-0.0453892,-0.457396,-0.98292,0.271625,-1.60407,-1.41195,-0.612036,-0.663831,-0.441909,0.121751,1.39252,0.672254,0.0638466,0.855685,-0.318614,0.154825,-0.283468,1.18187,0.131376,0.484709,-0.228546,-0.77014,-0.133497,-0.441793,-4.13942,-0.378612,0.18279,2.91509,-3.09597,-3.48787,-1.00614,-0.845198,-0.131221,0.482647,0.998957,-1.38116,0.949129,0.421024,-0.403306,-0.547795,-0.527042,1.74712,0.309653,-0.907961,-2.68349,-1.27983,3.59906,-1.53369,1.45886,1.00215
-728.184,0.99972,0.00947091,9,511,0,739.403,-0.570533,-0.275657,0.82781,-0.260978,-1.12977,-0.269392,-0.188447,-0.0419943,-0.202549,-0.810086,-0.812215,1.26181,-1.02483,-0.289664,-0.194293,1.18156,0.336676,-1.80966,-0.12159,0.619554,0.0735605,-0.738937,-1.72379,-2.06721,5.58991,5.25515,-0.130187,-0.0852945,0.904318,0.468827,-1.41421,1.12783,0.485651,1.15333,-0.0123478,-1.83908,-0.392257,0.561676,-0.0360471,-0.38195,1.41262,-1.28843,0.535657,-0.236743,-0.483823,0.835061,-1.24985,1.73159,0.385711,0.285489,1.60844,0.482255,-6.85168,-4.57837,1.42676,1.47227,-1.65512,3.74083,-5.42667,-3.7358,-0.268637,-7.22444,1.41,1.26181,-1.02483,-0.289664,-0.194293,1.18156,0.336676,-1.80966,-0.12159,0.619554,1.86569,1.90316,-0.682368,0.0620528,0.891273,1.05355
-730.251,0.992246,0.0096934,8,511,0,737.42,-0.673,0.0592737,1.60511,-0.710826,-0.885335,-0.327203,-0.342043,-0.496029,-0.318739,0.809661,1.23885,-0.34665,1.42674,1.00614,0.703247,0.412262,-1.212,1.386,0.490707,-0.111483,-0.497934,-2.08184,-0.449319,-0.750228,4.69601,5.46157,0.0888414,-0.684096,-0.684379,0.340988,1.19878,0.124548,-0.751867,-0.736838,-0.408166,0.536274,-0.606153,1.24642,-0.395743,0.212737,0.157972,1.56388,-0.270181,-1.30904,0.126109,0.643617,-0.256563,0.493112,-1.12645,1.19526,0.487272,-0.455865,-25.5708,-0.358287,1.81429,-20.4263,-0.249877,1.42732,-10.6409,-9.7621,-4.61428,-4.10089,1.66196,-0.34665,1.42674,1.00614,0.703247,0.412262,-1.212,1.386,0.490707,-0.111483,5.88753,-3.20751,12.0246,2.36307,-1.21352,2.27346
-731.809,0.999274,0.00978593,8,255,0,739.836,-0.575005,0.0902313,1.80194,-1.01573,-0.818616,-0.834042,-0.439668,0.254079,-0.281533,1.48541,0.945685,0.261956,1.69574,0.667803,-0.0668361,0.759409,-1.56666,0.966242,0.720145,0.770147,-0.520831,-2.03722,-0.330887,-1.83982,5.97968,5.07374,-0.108922,0.972657,0.219501,0.374032,0.404521,-0.650714,-1.18974,-1.05204,0.628501,-0.77063,1.47261,-0.480949,0.849981,0.814416,0.78652,0.135901,-0.670677,1.10304,0.236586,-0.433967,-1.28537,-0.433769,0.885476,0.125814,-0.515023,1.25274,-25.3559,0.00779164,3.04471,-24.8957,1.07481,-1.96463,-11.0676,-0.975469,-1.87086,-2.74426,0.891121,0.261956,1.69574,0.667803,-0.0668361,0.759409,-1.56666,0.966242,0.720145,0.770147,9.25115,-5.63983,19.2329,-0.888727,1.4502,0.890762
-729.65,0.999942,0.0101741,8,511,0,743.199,-0.931082,-0.0299089,2.2326,-0.794156,-1.48522,-0.414463,-0.225928,-0.240375,-0.52093,0.923411,0.249786,-1.20832,0.85573,0.945321,0.320064,-1.34479,0.431124,-0.508488,1.69686,0.409093,-0.778715,-0.818942,-0.455617,-1.88537,4.74083,5.17399,-0.514786,0.736722,1.44063,-1.33142,0.350969,-0.379603,-2.32917,1.16583,-0.441974,0.8363,0.624499,0.41719,1.60083,0.553328,-0.107934,0.93591,-1.63381,1.0384,0.510839,0.72445,-0.129554,-1.16502,1.54479,-0.162332,1.07764,-0.833602,-5.26843,-0.645836,3.15673,-7.13441,-1.54076,3.74829,0.62241,-2.81338,-1.35256,-0.177011,-1.48021,-1.20832,0.85573,0.945321,0.320064,-1.34479,0.431124,-0.508488,1.69686,0.409093,1.4852,-1.1596,3.83335,-1.58749,-0.855235,0.693124
-734.86,0.998387,0.010657,8,511,0,746.388,-0.861983,0.195875,0.938358,-0.37403,-0.730223,-1.38658,-0.72786,0.71527,-1.09824,0.957123,0.657083,0.917993,1.19548,0.105004,1.35578,2.29778,0.709737,0.218836,0.124391,0.0264281,-0.78847,-2.09731,-0.717175,-3.18625,5.07407,4.97626,0.134424,-1.2641,-1.08523,0.0571786,0.650061,0.0701711,0.100539,0.258322,0.746678,0.0581505,-0.373209,1.90942,-0.305923,-1.02713,0.400708,2.84852,-0.0932136,0.708576,-1.88004,-0.455275,-0.500749,-0.772506,-0.458486,-0.617399,0.520279,-0.151135,-11.2372,2.15184,-2.80262,-1.36296,0.515105,-4.29899,-6.76875,2.43687,-2.19993,-0.97246,0.965535,0.917993,1.19548,0.105004,1.35578,2.29778,0.709737,0.218836,0.124391,0.0264281,2.70053,-2.18908,3.07347,-0.912506,-0.126918,-0.115495
-738.326,0.993275,0.0111533,8,511,0,759.054,-0.910652,-0.028178,2.18599,-0.914658,-0.306829,-0.799452,0.0664284,-0.0519679,0.00448723,0.228832,-0.22467,-1.62915,-0.550662,-0.124823,0.280229,1.08351,0.253176,-1.76528,2.25222,-1.89103,-0.817031,-0.695503,-1.72678,-1.72487,3.6286,4.83089,0.587352,0.817734,-1.45275,0.709407,0.193879,-1.99779,0.271168,1.04998,-1.22806,0.16939,1.7471,2.02843,1.71369,0.19568,1.40908,2.02866,0.674747,1.29684,-1.18583,1.14765,-1.30332,-1.58174,0.874303,-1.56343,-0.893028,-1.33312,27.0303,0.0665261,2.80766,2.90668,1.38755,0.743066,12.7586,0.201784,2.58456,11.4046,1.52776,-1.62915,-0.550662,-0.124823,0.280229,1.08351,0.253176,-1.76528,2.25222,-1.89103,0.016081,1.89346,-4.51938,-0.980358,-4.0151,-2.13564
-741.748,0.999121,0.0115255,8,255,0,754.117,-0.68703,-0.25416,1.39391,-0.679125,-1.77149,-0.907058,-0.455494,-0.526977,-1.28456,-0.0322186,-0.169505,0.765714,-0.144996,0.334836,-0.784327,-0.878727,-0.579659,1.71435,-2.61567,1.43338,-1.02544,-1.15157,-1.34932,-2.50137,7.88795,4.53014,1.33748,0.443547,-0.437467,2.14409,-0.71106,-1.96645,0.97325,-0.699231,-0.303729,-0.109192,0.464371,-1.53443,-0.918455,0.155864,-0.382212,0.654713,-0.217641,-0.786763,0.579601,-1.24191,1.54013,1.06781,-1.08387,-0.709474,-0.550976,0.0141593,13.8934,0.32821,-0.434505,3.98802,-1.15285,1.58933,4.83654,-1.41739,-1.47578,1.58706,2.28087,0.765714,-0.144996,0.334836,-0.784327,-0.878727,-0.579659,1.71435,-2.61567,1.43338,-7.67101,-1.16877,-3.59027,-1.94346,3.82694,-4.16478
-739.092,0.998266,0.0121511,8,255,0,757.014,-0.802011,0.750344,2.60015,-0.23515,-1.23377,-0.49421,-0.0528069,0.370678,-0.609384,-0.195703,-0.635479,0.555774,0.778925,-0.664052,1.06506,0.772752,0.991871,-1.5946,2.39963,-0.934564,-0.682708,-0.921184,-0.199578,-2.17961,3.41095,4.41527,-0.150063,-0.368251,-0.440562,0.463683,-2.25847,-0.403735,0.383581,0.91893,-1.10641,0.645976,1.38324,-2.72291,-1.1807,0.549593,-0.346462,0.418577,-0.648851,-0.649691,1.05524,-1.30813,-1.50427,-2.11212,-1.10593,0.0891845,2.08435,0.307351,12.9557,3.75811,5.27029,11.9189,-1.92549,1.14863,2.71841,0.191242,-1.40059,3.31889,0.517942,0.555774,0.778925,-0.664052,1.06506,0.772752,0.991871,-1.5946,2.39963,-0.934564,7.61448,-2.18091,-1.71239,-0.654108,-5.57991,-4.74767
-740.074,0.991981,0.0127954,8,255,0,749.871,-0.253936,-0.364811,0.455902,-1.1254,-1.2865,-1.12989,-0.946657,-0.943124,-1.04096,0.538541,0.188826,-0.0611738,-0.960419,-0.250368,-1.32225,-0.725248,-1.26778,1.75686,-2.43591,0.875131,0.125057,-0.343253,-1.83898,-1.44392,7.55634,4.50064,0.128187,-0.11815,-1.74577,0.553306,0.393715,-0.466912,-0.553799,-0.719855,-1.67821,0.262592,0.609899,0.841565,0.0204237,-1.43414,0.0159562,0.3218,-0.0333536,-0.319138,0.755738,-0.39181,1.82751,0.525706,-0.267498,1.68302,0.659142,1.04979,-12.6253,7.93019,9.51983,-4.33562,-0.514132,-2.71945,-19.2934,-10.1643,-4.53258,-6.77654,-2.45102,-0.0611738,-0.960419,-0.250368,-1.32225,-0.725248,-1.26778,1.75686,-2.43591,0.875131,31.2726,-4.09413,1.34523,0.496648,3.45852,-2.51537
-735.559,0.99908,0.0132358,8,255,0,755.502,-0.975514,-0.364979,1.93739,-0.690357,-0.209202,-0.309553,-0.0553538,-0.0535983,-0.240897,0.00256036,-0.00407241,-2.07139,-0.991678,-0.804204,-0.610891,1.14838,-0.807316,-2.01816,-0.798643,1.89294,-0.51767,0.0652249,-1.39953,-1.20397,4.05055,5.63277,0.0728718,2.25973,0.745353,0.312812,-0.626985,-0.455849,2.49926,-0.792534,0.163709,0.986076,-0.135189,0.152386,1.00497,0.285995,1.35039,0.675399,1.30451,-1.66971,2.47336,-0.95926,-0.714023,-0.924896,0.627802,-0.0905154,-2.58968,-1.49403,-13.107,-3.70573,3.40334,-5.9944,1.53605,0.278777,-1.35782,-3.44253,-2.06426,-18.6902,3.23803,-2.07139,-0.991678,-0.804204,-0.610891,1.14838,-0.807316,-2.01816,-0.798643,1.89294,3.94478,0.0127407,2.09169,-0.033396,-3.26368,2.55569
-733.951,0.996249,0.0139931,8,255,0,748.916,-0.283089,-0.124373,1.24871,-0.570013,-1.5004,-1.72775,-0.758207,-0.597822,-0.599965,-0.208794,-0.624024,-1.84719,0.146174,1.65695,-1.18089,0.508176,0.258748,-0.312207,0.31821,1.0268,-0.820202,-0.864296,-0.744717,-2.06534,6.53807,4.55512,1.04651,0.772176,1.40436,0.302216,1.66237,0.323664,-1.79942,1.58729,-0.0783182,-0.312105,0.316518,-1.73983,-1.04126,-1.1554,-0.38452,1.06885,-0.875932,-1.99582,-0.879103,1.72362,0.532061,0.319153,-0.300913,0.746408,-1.02967,-0.151946,15.2925,1.92714,0.0905496,11.1964,-0.833027,-4.05298,4.33784,-1.27131,1.00413,4.61186,0.319061,-1.84719,0.146174,1.65695,-1.18089,0.508176,0.258748,-0.312207,0.31821,1.0268,-6.37354,-2.34051,-2.96471,-2.26884,2.30824,-3.78895
-735.623,0.997798,0.0146736,8,255,0,748.428,-0.174476,0.0926696,1.41415,-0.606366,-1.59757,-1.5515,-0.793607,-0.255111,-0.572788,-0.476931,-0.904226,-1.67006,0.13817,1.89113,-1.34629,1.90073,0.359337,0.419957,0.0743323,1.37995,-0.829843,-0.547398,-1.1048,-2.05824,6.70752,5.06681,0.0224687,0.184067,0.433088,-0.737429,-0.0422943,1.26807,0.121835,1.12812,0.0310839,-0.795917,-0.429808,0.798194,-0.0481755,0.26377,-0.184266,3.37299,0.200766,1.8853,-0.669344,0.681995,0.317528,0.974639,-1.04666,0.117861,-0.0246299,1.52958,18.5905,2.81606,0.911631,8.46811,-0.839607,-1.8658,2.87105,0.448077,1.00178,8.837,-0.248823,-1.67006,0.13817,1.89113,-1.34629,1.90073,0.359337,0.419957,0.0743323,1.37995,-5.87753,-5.87854,-4.34494,-2.13376,2.51913,-0.447604
-737.108,0.990465,0.0154571,8,255,0,748.351,-1.54672,0.608324,1.5669,0.125573,-0.361691,-0.642176,-0.111859,0.472346,0.551303,0.74579,0.203135,1.18817,0.0800065,-0.91156,1.46465,-2.57922,0.52225,0.386919,1.13603,-1.70223,-0.736619,-0.966895,-2.12771,-2.06338,3.84815,5.05927,0.998564,-0.757578,1.07918,-0.0897061,-0.993456,1.21543,-0.429468,0.785102,-1.26159,1.33041,0.140858,1.17496,-0.290257,-1.80025,0.398447,-0.00887223,-1.09501,-1.03784,-1.33949,-0.19084,-0.773501,-1.7098,0.5164,0.169545,0.553081,-0.0163841,-22.1504,1.19325,-2.15097,-0.406314,0.400511,-2.74869,-7.80839,-1.30832,1.22239,-6.60539,-1.40015,1.18817,0.0800065,-0.91156,1.46465,-2.57922,0.52225,0.386919,1.13603,-1.70223,-4.84306,-5.59284,-1.15798,-1.17877,-4.50568,0.50413
-745.615,0.99848,0.0159383,8,255,0,762.915,-1.01396,-0.335381,1.74232,-1.23214,-1.83215,-0.417188,-0.444281,0.746539,-0.846652,0.0389637,-0.0384255,1.9949,-0.881696,0.00236563,-1.2448,-0.500439,0.750899,-1.92163,-2.99925,2.97544,-0.911317,-0.832976,-2.28228,-2.65878,6.74415,4.77379,0.404718,0.315723,2.59152,0.258425,-0.78338,0.886315,0.344232,0.27887,-0.319212,0.326309,1.84309,2.10355,-0.275556,-0.984418,1.07214,-2.99361,0.872883,-0.370804,-0.0035144,-0.618323,0.0928257,2.02127,-0.992432,-0.589644,-0.082234,0.23555,-18.2633,-1.46239,-0.255917,-3.82695,-1.60215,1.23177,-5.23005,1.21829,-1.97233,-8.85418,0.733821,1.9949,-0.881696,0.00236563,-1.2448,-0.500439,0.750899,-1.92163,-2.99925,2.97544,-1.04737,-0.917207,1.43539,-0.422454,2.50449,-1.03314
-744.586,0.999513,0.0168147,8,255,0,764.646,-0.801204,-0.403819,0.36704,-0.973218,-0.80813,-0.676161,-0.183201,0.225464,-1.05325,1.50282,-0.212227,-1.50613,1.72659,1.7412,1.1159,0.976797,0.286621,3.02836,1.3843,-1.13772,-0.50764,-2.47401,-1.75895,-2.25616,3.80287,4.38405,0.0826154,0.0301908,-2.00958,0.0689552,0.988957,-1.22253,-0.249093,-2.47763,0.105447,1.27706,0.80778,1.33991,0.299929,1.46728,-0.688014,0.167551,1.2221,0.0358735,-2.75458,2.93083,-0.89584,0.257641,-1.05391,0.75322,-0.386434,0.440771,17.3525,-0.907082,-5.32248,1.31016,0.688192,2.38977,14.3179,2.49303,-2.05378,2.14398,0.210118,-1.50613,1.72659,1.7412,1.1159,0.976797,0.286621,3.02836,1.3843,-1.13772,-6.09218,0.658284,-3.36794,-1.84221,-3.61567,-5.5834
