# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=744051095
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-740.604,0.999999,0.00340868,9,511,0,757.293,-1.41783,-0.133935,2.13023,-1.07022,-0.910588,-0.44532,-0.103386,0.158526,0.301027,1.13846,1.3824,0.119514,0.239714,-0.464098,-0.238684,-0.248089,1.8386,-0.992539,1.16102,-1.54235,-0.681728,-1.14036,-3.13831,-6.33712,5.83454,6.02813,-1.70295,-0.0243618,-0.023693,-1.74615,-1.85536,0.75044,0.343739,-1.86869,0.452227,-0.0754258,2.01286,2.3489,0.2969,0.0893019,-0.932855,-0.367309,1.04758,-0.390578,-0.167804,0.756901,-0.283484,0.0192063,-0.797307,-0.933903,0.37134,-2.31388,10.4814,-0.629843,3.82409,-1.58097,-0.266118,1.59425,2.51061,-1.02811,2.07063,1.39236,4.91946,0.119514,0.239714,-0.464098,-0.238684,-0.248089,1.8386,-0.992539,1.16102,-1.54235,2.68134,4.51352,-1.33038,-1.01465,1.36358,3.36934
-738.632,0.999397,0.00345057,10,1023,0,752.096,-0.42769,-0.215778,1.03329,-0.997246,-0.715621,-1.43124,-0.366004,0.585644,-0.00288447,-1.23887,-1.72475,-0.109324,-0.37385,0.282182,0.0903365,0.290031,-2.20041,1.06272,-1.20703,1.50881,-0.669992,-1.77237,-1.48368,-4.42951,4.0798,5.98415,1.73963,-0.058802,-0.917034,1.40286,0.967812,-1.27259,0.0191556,-0.591041,-0.651513,0.800815,-1.30634,0.0674233,-0.726168,-1.05509,-0.847951,0.211651,-1.85262,0.302776,-0.153056,-0.324155,0.393866,-0.891809,1.97655,-2.0999,-0.210002,0.198525,16.3528,0.452931,-1.17981,2.00325,0.95767,-2.48379,5.77367,3.17183,1.87807,0.363291,-0.566412,-0.109324,-0.37385,0.282182,0.0903365,0.290031,-2.20041,1.06272,-1.20703,1.50881,-2.7806,-4.92552,-4.29962,-0.908868,-2.53706,3.19375
-734.256,0.999808,0.00353878,10,1023,0,752.141,-1.41854,-0.0974114,1.91104,0.452478,-1.67088,-0.594054,-0.043037,-0.2321,-0.602121,1.79132,-0.0512831,0.660037,1.10785,0.738741,-0.891248,0.88088,0.34086,-0.485897,-1.5196,0.669384,-0.691861,-2.12733,-0.815799,-1.2927,5.72213,4.31645,-0.525207,0.869289,-0.878028,-0.758597,-0.508398,1.36034,-1.50558,-0.467236,-0.289011,-2.0858,-1.59836,-0.194471,-0.518311,0.190164,0.204845,0.179932,-2.26178,1.13338,-1.02283,1.4356,-0.169401,-0.684112,0.00171002,-3.07823,-1.38106,-0.079392,6.93182,-0.722655,1.58541,10.8787,-2.3742,-1.58357,5.48713,-2.3321,-1.6892,2.86758,-0.0919195,0.660037,1.10785,0.738741,-0.891248,0.88088,0.34086,-0.485897,-1.5196,0.669384,1.47043,0.976378,3.88737,-0.244377,1.17555,-5.27106
-736.983,0.999975,0.0036746,10,1023,0,744.535,-1.12222,0.439202,1.04277,-1.44935,0.20432,0.0555296,-0.135244,0.309969,0.615325,0.745751,0.0868904,1.67848,-0.535267,-0.713987,-0.601895,0.895166,0.824021,1.30555,-0.638008,0.307163,-0.878127,-1.52711,-1.65019,-1.43382,6.10612,5.97949,-0.392124,-0.401266,-0.165578,0.18207,0.785498,-0.725827,0.834087,-1.17466,-0.296375,-1.03412,-0.036754,-0.0946225,-1.3718,-1.04393,0.730017,-0.612884,-0.0643468,0.989079,1.38516,-0.600715,-0.232648,0.823728,-1.20602,-0.516334,-0.819584,0.275345,-8.51663,0.848215,-3.54671,-6.12197,2.07291,2.9694,-1.88034,-0.445451,2.71908,-2.73761,0.176413,1.67848,-0.535267,-0.713987,-0.601895,0.895166,0.824021,1.30555,-0.638008,0.307163,-1.8212,-2.03934,3.86572,-1.52595,1.68386,3.43843
-737.814,0.99999,0.00384936,10,1023,0,745.47,-1.13266,-0.174065,1.50663,0.763266,-1.27739,-0.595237,-0.297057,0.301662,-0.848499,1.37828,0.634711,0.117477,-0.697298,-1.04449,1.1595,1.03128,0.138084,1.10916,0.059981,1.14319,-0.924936,-3.33648,-2.78817,-1.44702,5.70533,4.28764,0.719322,-0.0011233,0.0565738,-0.292281,-1.27492,0.626851,-0.608662,-0.413278,-0.438612,0.694575,-0.19476,-1.70248,0.37411,0.469763,0.917923,-0.660154,-0.815232,-1.06383,0.673901,-0.0245849,-1.34027,-0.658805,-0.227304,0.189577,-1.42763,0.537517,7.45881,-0.42008,-1.01451,6.18752,-0.78522,0.469379,1.55052,2.52357,-2.47405,0.690228,0.927464,0.117477,-0.697298,-1.04449,1.1595,1.03128,0.138084,1.10916,0.059981,1.14319,-1.72075,-0.761014,-0.931963,0.00299394,1.14432,-5.95932
-732.452,0.999963,0.00405743,10,1023,0,749.615,-1.12733,-0.0569396,2.17352,-0.63748,-1.96976,-0.29487,0.118025,-0.334304,-0.401695,1.48105,-0.429666,0.632753,0.0352909,-0.881156,0.583749,-0.332054,-1.21715,-0.400129,-0.199891,0.868932,-0.747767,-3.06168,-2.51342,-2.11836,4.79349,5.19545,0.795228,0.846298,0.807225,-2.20076,-0.0942486,0.347169,-2.17601,0.551592,1.33419,-0.119001,-1.32141,0.421811,0.979337,0.608824,-1.03825,-1.70553,-1.30577,-1.87384,-0.265103,-0.75409,0.368016,0.834237,0.78567,-0.408533,-1.10127,2.14388,7.42864,-0.793705,2.76615,0.0814721,-1.99758,2.11625,6.73634,-3.38087,-0.565648,1.08884,-0.23064,0.632753,0.0352909,-0.881156,0.583749,-0.332054,-1.21715,-0.400129,-0.199891,0.868932,2.08628,-0.740314,-1.3857,-1.8242,-0.588933,0.451695
-730.055,0.99956,0.0042957,9,1023,0,744.199,0.354687,-0.905704,0.870561,-0.744858,-0.679653,-0.730957,-0.655066,-0.516256,-0.675975,0.565916,-0.204169,-0.0604324,0.394523,-0.361207,-0.974192,-0.356169,-1.47448,0.813509,0.51304,-1.62557,0.00785065,-1.08298,0.38257,-1.49835,5.56774,4.82665,0.0923447,0.432272,0.987449,-1.74761,-2.14734,-0.410514,0.396073,1.74944,0.817606,0.669412,-0.492556,0.657983,0.197354,-1.09611,0.23619,-0.501908,-1.90797,-0.103046,-0.00842168,0.280735,-1.08948,-1.72273,-1.24646,-0.294684,-1.78481,-0.127494,-22.7326,-9.55237,7.86417,-39.0166,3.46927,0.764119,-17.4626,-7.42746,-3.50749,-6.21013,-2.69018,-0.0604324,0.394523,-0.361207,-0.974192,-0.356169,-1.47448,0.813509,0.51304,-1.62557,27.0734,-3.17073,25.9676,0.844755,0.793249,-0.171116
-730.158,0.999964,0.00455716,10,1023,0,744.241,-1.24896,0.882314,2.01198,-0.616088,-0.621855,-0.828284,-0.103411,0.396504,-0.218411,0.60249,0.288362,0.393672,-0.941728,0.0588641,1.28403,0.597628,1.14926,-0.502995,-1.064,1.42829,-0.953085,-0.722592,-1.82408,-2.09557,4.83758,4.85037,0.359803,-1.64368,0.653006,1.17241,0.676871,0.30859,0.330319,-0.576757,1.13661,0.545024,-0.361684,1.2149,-1.95544,-1.15792,1.00676,0.838493,-1.39082,1.24843,-1.95336,-0.941544,0.940626,1.59062,0.38167,0.56587,-0.540457,-0.307547,14.5291,3.39056,0.747043,2.05765,0.477869,0.0500953,4.02178,1.0729,0.445339,5.19282,2.56768,0.393672,-0.941728,0.0588641,1.28403,0.597628,1.14926,-0.502995,-1.064,1.42829,-3.15226,3.38465,-2.35578,-0.992311,-0.421226,-1.74787
-728.359,0.999936,0.00485161,10,1023,0,739.622,-1.09279,0.0648642,0.688388,-0.216044,-0.772144,-0.458438,-0.0972393,0.143256,0.054044,0.72323,-0.224188,-0.571569,0.946812,-0.130558,-2.42601,-0.45083,-1.21598,0.754283,0.440115,1.29781,-0.395479,-0.944568,-0.182277,-1.41946,5.46913,5.40667,-1.82186,-1.81411,1.09081,-0.653968,-0.197563,1.33281,1.34512,0.360119,0.389324,-0.682553,0.274833,0.162343,-0.590156,0.00263214,0.259912,0.446521,0.691171,-0.195913,-0.968965,2.20714,-0.709849,0.0829675,-0.924909,-1.11,0.375338,0.377219,1.88076,0.237881,-5.49425,5.46747,-0.439333,-1.59622,5.79638,-0.288608,2.27963,2.89621,-2.5977,-0.571569,0.946812,-0.130558,-2.42601,-0.45083,-1.21598,0.754283,0.440115,1.29781,-6.84172,2.47379,-0.0680969,-1.04565,0.722774,1.42162
-727.369,0.999987,0.00517255,9,1023,0,736.902,-0.172863,-0.436264,0.489494,-0.460051,-0.634095,-0.631769,-0.439669,-0.0352506,-0.754031,0.277175,-0.277003,-0.665143,-0.0461267,0.0612326,-0.0328937,-1.24518,-1.55678,1.68469,-0.693244,0.892793,-0.0177757,-0.418748,0.347541,-2.23394,6.41563,4.68376,1.07863,-0.160075,1.02726,-1.87616,0.11034,0.0552717,0.639575,-0.603104,-0.389206,0.781967,-0.626922,0.349223,-1.03847,0.165185,2.60033,-0.0132661,0.686161,-0.137527,-0.751913,-1.04038,0.781848,0.473663,-0.378055,-0.0630777,-0.390798,0.309635,4.8425,-2.2409,-1.76469,10.0439,2.21799,0.325946,2.96256,1.59733,-2.74246,6.50493,-3.9428,-0.665143,-0.0461267,0.0612326,-0.0328937,-1.24518,-1.55678,1.68469,-0.693244,0.892793,-4.12812,2.6039,-2.71826,-1.46907,2.13141,-2.41793
-727.438,0.999724,0.00552075,10,1023,0,737.193,-1.2937,0.127333,0.736147,-0.293032,-0.222809,-0.427537,-0.0226064,0.442863,-0.0701133,0.873675,-0.242538,-0.0115167,-0.660086,-1.25937,-0.110357,2.07748,0.467251,-0.941738,0.752886,0.511946,0.255698,-1.4403,-1.43376,-1.35739,6.31762,5.48406,0.0268444,1.25832,-0.591411,0.780401,-1.57371,-0.656189,-0.840547,0.0387635,0.672692,1.42104,-0.483119,0.789878,0.463771,0.7092,0.10717,0.176534,1.54214,-1.39832,0.348744,-1.36822,-0.584514,-1.12357,-0.0450497,0.809014,-0.732517,0.369659,-5.36917,1.01443,-1.53279,-3.46338,1.99146,-7.70856,-2.48685,7.87766,-1.17797,-0.877508,-0.983713,-0.0115167,-0.660086,-1.25937,-0.110357,2.07748,0.467251,-0.941738,0.752886,0.511946,3.96157,-0.779195,-0.420332,-0.671056,1.98534,1.94315
-730.065,0.999006,0.00589065,9,511,0,736.327,0.0539961,-0.219211,0.758314,-0.334713,-1.81901,-1.0864,-0.828061,-0.154206,-0.268844,-0.458179,-0.404356,0.0851559,0.554195,0.505103,0.0843935,-1.16811,-0.00665634,1.34649,-0.0924084,0.0409214,-0.565777,0.208514,-0.535844,-1.64473,4.06003,5.30664,0.141249,-0.295733,-0.168972,-0.364708,0.529928,-0.545854,0.615726,0.538132,-0.0260589,-0.0446071,-0.097352,-0.0754939,0.372597,1.31072,0.071265,-1.79844,-0.682634,-0.0721622,-1.01121,-0.800303,1.45125,0.190104,-0.052985,-1.04125,0.198436,0.700435,-10.44,1.16688,-2.86058,1.13338,-2.95583,-3.78315,-9.70894,-0.486393,1.09616,-22.1706,6.7009,0.0851559,0.554195,0.505103,0.0843935,-1.16811,-0.00665634,1.34649,-0.0924084,0.0409214,1.74376,6.53714,4.81338,1.05517,-3.22073,1.39594
-734.394,0.999843,0.00627296,9,511,0,743.286,-0.915515,0.130887,2.99458,-1.46265,0.338657,-0.208375,-0.494931,0.0116975,-0.592583,0.154885,-0.391175,-0.0193631,-1.21657,-0.116292,0.821269,1.10525,-0.691977,0.787234,-0.312669,0.820283,-1.38932,-0.199112,-2.38949,-1.03907,6.18593,4.84172,0.418133,0.633157,0.66076,-0.368918,-0.60376,-0.351848,0.27305,-0.71814,-0.836922,-1.41849,-0.97954,0.0843292,0.496833,0.500131,0.123635,-1.11675,-0.0396474,1.38554,-0.107416,0.080067,0.0982437,1.21266,1.23138,-0.527928,-0.842771,2.04795,3.94472,0.193805,2.24322,-1.42504,1.4351,2.96762,0.192677,2.37165,-1.74231,7.89732,-6.29387,-0.0193631,-1.21657,-0.116292,0.821269,1.10525,-0.691977,0.787234,-0.312669,0.820283,-3.29293,3.65955,-0.709849,-0.853105,1.82927,-1.3072
-731.272,0.999671,0.00669558,9,511,0,751.555,-1.17738,0.0117097,0.214474,-0.380434,-1.22967,-0.159582,-0.108916,0.0129768,-0.117811,2.3873,0.017028,0.4863,0.782037,-0.239215,-0.822524,-0.495413,0.01585,-0.857863,0.458333,-0.939286,0.742404,-2.47937,-4.33088,-1.22537,4.87362,4.62409,-2.3282,-1.81339,-1.43182,1.38795,-2.21792,0.624767,1.70626,1.96702,-1.6134,0.62081,0.564149,0.914472,-1.14664,-0.727619,0.194181,1.46503,-1.49657,0.0494796,0.211853,-0.0378266,-0.392104,-0.641281,-0.59198,-1.29036,-1.56114,-0.558981,-10.605,3.85971,-14.9049,-7.99083,-4.52455,6.91633,-3.36743,-3.94448,-0.805905,2.08994,-0.170451,0.4863,0.782037,-0.239215,-0.822524,-0.495413,0.01585,-0.857863,0.458333,-0.939286,3.69676,-2.35779,-0.956117,0.400286,-0.592026,-1.74512
-733.703,0.999787,0.00714043,8,511,0,745.273,-0.996429,0.124334,1.39706,-0.308569,0.86994,-0.550086,-0.410209,-0.0515912,-0.332355,0.923367,-1.35305,1.39309,2.46056,-0.702524,0.62722,-0.421236,-0.0864622,-0.658192,0.922145,1.05929,-0.830791,-2.13729,-2.22142,-1.24489,4.87405,5.5583,-0.616798,-0.443304,-1.77731,0.837517,-0.473102,-0.194755,0.234019,-0.193084,0.226849,2.05968,0.682638,-0.272086,-0.570363,0.144242,-1.33863,-0.324516,0.0706385,-0.604878,-0.0207951,-1.73547,0.968796,-0.403694,-2.49123,-0.507176,-0.325918,-0.4675,1.7159,0.654439,-1.03221,1.56087,3.23063,0.469439,-0.78023,0.303048,-0.248514,0.341278,-1.61291,1.39309,2.46056,-0.702524,0.62722,-0.421236,-0.0864622,-0.658192,0.922145,1.05929,-3.16381,0.00497552,-0.670579,-1.7127,-0.474085,2.00389
-731.304,0.999855,0.00761325,9,511,0,742.93,-1.56092,0.421752,1.49858,-0.195794,-1.92221,0.410007,0.141823,0.160441,0.31837,0.782177,-0.569154,-0.53853,1.2479,-1.1629,-0.486077,0.469191,-0.964388,-1.47651,1.30317,-0.612455,-0.596348,-2.45599,-0.953997,-0.0540581,5.1277,4.79417,-0.553845,-0.0519718,1.12958,-0.401667,1.17066,0.900132,0.82806,-1.42823,0.132431,0.0153499,-1.30462,1.36749,2.52721,-0.762587,0.603299,-0.397908,-0.135634,-0.734152,0.989627,1.02949,-0.467749,-0.649964,-1.01554,0.561575,-0.425547,-0.867942,-5.03882,0.342732,-1.55238,-2.17538,-2.88252,11.8038,-3.98067,-7.28898,1.72827,-1.36932,-0.428127,-0.53853,1.2479,-1.1629,-0.486077,0.469191,-0.964388,-1.47651,1.30317,-0.612455,-2.67277,-1.33814,1.54699,-0.361385,0.0356564,-1.28218
