# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1,g_se,g_sp
-725.172,0.999196,0.00246331,10,1023,0,734.583,-1.111,-0.19896,2.44972,-0.104115,0.859263,-1.12501,0.299239,0.453483,-0.169959,-1.23281,5.32991,5.0531,-2.61178,-1.66605,0.661835,-1.19167,1.40598,0.658855,0.592733,-0.60034,-0.706699,-0.562164,1.76607,-0.557758,23.6857,-0.542279,1.16146,1.70081,1.97846,-0.775413,6.11292,-0.0744499,0.12972,-1.96629,0.618116,-0.724053
-729.469,0.998942,0.00248817,6,127,0,732.276,-1.01562,-0.132798,2.44986,-0.0714397,0.788753,-1.04827,0.383482,0.520797,-0.115339,-1.17698,5.30545,5.01404,1.58656,-0.67506,0.0908621,-0.220157,0.82958,-0.791428,-0.318462,-0.663436,-0.536644,-0.496445,0.290982,0.329959,52.6665,0.152233,1.91867,2.42117,2.1027,-0.0102393,11.5238,0.653551,0.55844,2.00275,0.784617,-1.56922
-727.534,0.999995,0.00255064,10,1023,0,732.836,-1.23445,0.849364,1.69068,-0.897697,-0.434704,0.18549,0.590267,0.999301,0.244288,-0.583704,5.62095,4.97727,-1.16469,-0.260809,-0.715025,0.598133,-1.87886,-0.774921,-0.825365,-0.80584,0.0181951,1.36569,-0.861406,-0.491761,51.7762,4.78328,0.419627,-2.31159,0.316428,4.82829,20.3858,3.17639,1.19968,16.6477,1.24055,-1.72919
-727.987,0.999734,0.00265393,9,1023,0,736.206,-1.7512,0.416434,1.69862,-0.507249,-0.237579,0.168123,0.460772,1.1938,0.0848393,-0.388703,5.17795,5.16865,-0.738554,1.68728,-0.35478,-2.11871,-0.821703,0.13071,0.0284978,-0.658213,0.513304,-1.75677,1.86995,-0.676339,-56.7181,-3.7867,-3.94977,-4.85448,-0.200058,-1.69587,-17.4739,0.36363,-2.38914,-19.2488,-0.224627,2.18283
-722.261,0.999975,0.00278303,8,319,0,731.058,-1.43486,0.473698,1.86385,-0.132016,-0.196727,0.0760181,0.558167,0.92991,0.21855,-0.186049,5.02706,5.20092,1.85658,-0.205363,-0.225265,-1.99275,-0.148078,0.665824,1.74062,1.80634,-0.671608,1.51137,0.753652,-0.150913,38.4254,1.37834,6.58968,-0.336844,0.569234,2.14401,22.017,4.26767,0.255714,24.1901,0.242466,-0.120531
-726.031,0.999999,0.00293934,9,511,0,728.1,-1.6246,1.0246,2.10097,-0.150573,-0.167124,0.389034,0.358866,1.13597,1.04878,-0.650852,4.60719,5.28786,0.125432,-0.371921,0.717893,0.769363,-0.111515,-1.58535,-0.0666425,-0.171939,-0.146543,-0.181179,-0.0267982,-0.512303,-37.6761,1.04765,-1.63355,-1.40577,0.126933,1.06039,-13.8328,-0.398636,1.97185,-13.768,-1.6401,1.88555
-730.187,0.999963,0.00311926,9,511,0,734.733,-1.64694,0.779025,2.99783,0.667162,1.18666,0.0382823,0.512447,1.57969,0.626192,-0.822409,4.22367,5.39929,1.38638,0.0341421,-0.0989019,0.0519956,0.106512,0.362651,-1.59112,-0.303572,-1.01844,-0.573129,1.32653,-1.12386,-36.55,-0.931447,1.45732,1.69094,2.32136,-1.26131,-11.1506,0.826627,0.0989282,-12.028,-3.02669,2.25736
-729.23,0.999922,0.00332104,9,767,0,739.416,-1.22834,-0.531146,1.40445,-1.91833,-0.858531,-0.663972,-0.210274,0.544009,-0.329043,-0.569311,7.10187,4.80291,1.31402,0.0923989,-1.30418,-0.685987,-2.13001,-1.49512,-0.599635,-2.2742,-0.964319,0.436039,1.00861,1.42287,-38.7626,-4.33559,-1.37436,-6.29234,-0.497994,-1.64669,-8.85043,0.228373,-1.03501,8.29507,2.91421,0.342615
-728.446,0.999995,0.00354386,9,511,0,735.959,-1.07228,0.790215,1.9498,0.401082,0.306723,-0.641993,0.0313534,0.316456,0.399321,-0.76421,3.57954,5.37854,1.15108,-1.02502,1.34467,1.29812,-0.0309338,-0.127006,2.41606,0.0510053,-0.656149,0.164008,-1.53048,0.706408,34.1718,4.19031,1.62026,5.15825,1.85864,0.212336,5.25621,-0.394398,2.06457,3.94935,-3.96807,0.794363
-730.118,0.999744,0.0037885,9,511,0,737.524,-1.12153,0.268512,1.80054,-1.4222,1.36617,-0.21814,0.114495,1.48778,0.690951,-0.856861,6.15106,4.73789,0.918994,0.942198,-1.61846,0.232883,1.29309,-0.392205,1.1849,0.519263,1.23068,0.856664,-2.1561,-0.0908242,35.3992,1.15706,0.342371,-2.36637,3.69197,2.53897,6.65297,4.82633,2.74757,8.09306,1.8794,-2.99324
-726.673,0.999946,0.00405097,9,511,0,739.208,-0.833564,-0.123967,1.16869,-0.671688,0.0106937,-0.823558,-0.537774,0.125182,-0.797862,-0.922527,4.84152,6.51597,1.5007,-0.630181,-0.104024,1.09674,-2.51208,-1.26964,0.488137,-2.14488,-1.88263,1.0544,-1.77651,0.79695,33.1129,1.4585,-0.513595,1.94517,1.57258,1.95789,5.19048,0.676882,-0.444012,-10.0902,-0.217519,4.35386
-725.769,0.999991,0.00433644,8,511,0,733.078,-1.00415,-0.540822,1.24539,-0.70745,-0.403142,-1.18651,0.0766884,0.608211,-0.255843,-0.571854,4.88547,6.47707,1.17543,-0.828646,0.5744,-0.0745251,-1.3626,-0.625327,1.5963,1.34923,1.72381,1.32699,0.233261,-0.901135,21.8518,-2.86182,-0.3756,0.134974,0.82028,-3.44305,14.4335,2.7666,0.263324,2.67012,-0.225004,4.36617
-723.142,0.999998,0.00464323,9,511,0,729.551,-0.941626,-0.615821,1.35252,-0.590075,-0.427742,-0.969532,-0.343419,0.263274,0.164799,-0.367818,4.92314,6.37908,2.10836,0.53679,0.146733,0.474357,-0.199025,1.51136,-0.927911,-1.35823,1.21006,-0.551773,0.20386,-0.999305,4.00099,-4.12144,3.52091,1.03364,1.05836,-2.9354,-1.18766,1.57247,3.31463,6.24975,-0.305244,4.27658
-724.357,0.999483,0.00497099,8,255,0,728.187,-0.905805,-0.574617,0.566951,-0.568119,-0.166874,-0.710931,-0.316193,-0.00665339,0.353225,-0.595529,4.41498,5.98523,0.637023,-1.05701,0.985721,0.393157,-0.124488,-0.695299,-0.0801182,0.529864,0.722318,0.399187,0.683618,1.7536,14.2182,-2.01759,-4.16484,1.88552,1.55761,1.32504,5.28328,-0.564156,3.60932,-6.0481,-1.50807,3.18351
-722.377,0.999744,0.00531188,8,255,0,728.642,-0.925841,-0.435471,0.907562,-1.06333,0.144075,-0.379264,-0.208326,-0.0813264,-0.052673,-0.42629,4.49993,5.83969,0.833811,0.911851,1.6979,-1.42685,0.718144,0.812966,0.29635,0.0822304,-1.63708,0.956013,0.537589,-0.965228,15.6922,-1.96511,-1.4101,-2.08165,2.69039,3.99283,8.09063,-1.51935,1.88396,-3.70683,-1.2405,2.76263
-720.382,0.999651,0.00567724,8,255,0,726.357,-1.10155,-0.541955,1.35506,-0.421765,-0.201724,-0.451373,-0.378604,0.719135,-0.0651089,-0.657704,4.85793,5.0465,-0.80222,-0.722615,-1.21034,-0.853421,1.03808,1.10246,-1.30768,-0.879438,0.377929,-0.0435597,-0.870786,1.70646,-9.67996,-3.0458,-1.0041,1.19796,0.998087,1.27937,-6.57069,2.13322,0.581657,-0.709003,-0.622251,0.128903
-720.76,0.999981,0.00606186,8,255,0,724.615,-1.07588,0.651033,1.71896,-0.808159,-0.718659,-0.61526,-0.302017,0.037964,-0.613306,-0.502075,4.90965,5.07083,0.783703,1.01121,0.214787,-1.87391,-0.703847,0.72947,-0.0926182,-0.358025,0.886944,-0.466881,0.52761,0.261555,-0.741485,5.87231,3.34887,-1.09853,0.0132574,-0.0529367,-5.02446,-1.86717,-1.63839,7.15155,-0.378909,0.118973
-722.095,0.999998,0.00647331,8,255,0,724.418,-1.17473,-0.0808101,1.4423,-1.36377,-0.617774,-0.234426,0.000443426,0.529507,-0.224235,-0.825807,4.82263,4.35204,0.294365,1.52056,0.187757,0.0938022,-0.128222,0.202196,-0.385613,-0.851587,-0.73338,-0.688782,-0.0833638,-0.501406,-1.43482,-0.718471,-1.57536,-2.4426,0.0406384,2.03841,1.98541,0.165483,-0.156166,-4.53838,-0.631769,-4.99833
-722.225,0.999949,0.00690677,8,255,0,725.945,-1.13362,0.0539952,1.42499,-1.42419,-0.887716,-0.318551,-0.128934,0.984071,-0.0692314,-0.888237,4.74244,4.48956,0.503775,0.609769,0.130103,0.0201759,-1.11961,-0.564201,-0.586903,1.77775,0.643489,0.24364,-0.24905,1.08885,2.95186,0.110976,-1.49084,-2.2577,-0.351227,1.86905,0.83015,2.20201,0.402701,-3.6844,-0.778517,-3.98425
-719.917,0.99967,0.00736115,8,255,0,726.278,-1.04329,-0.450502,1.68451,-1.1697,-1.18246,-0.470052,-0.420253,0.522092,-0.25799,-0.803025,5.44579,5.13467,-0.970834,-0.593866,-0.0545091,1.13352,-0.321709,-1.26687,0.824833,-1.82896,-0.517289,-0.938984,1.10011,1.4302,-2.42554,-1.59275,0.654983,-1.39,-0.72735,1.88095,-2.47998,1.08591,0.204673,-2.11664,0.660906,0.341067
-720.726,0.999857,0.00783155,8,255,0,725.406,-1.12795,0.182073,1.66945,-0.579896,-1.30258,-1.31251,-0.0885139,0.222142,-0.254026,-0.6847,6.06953,5.13129,0.0947135,-0.778622,-0.0456265,-0.440591,-0.88267,-1.61815,0.551937,1.72476,0.24233,-0.632077,1.0409,-0.574402,-5.16594,0.855823,0.570105,0.251425,-1.10122,-3.96855,1.10553,-1.00426,-0.208831,0.143721,1.64097,0.455937
-722.269,0.999288,0.00832772,8,255,0,725.83,-0.903324,-0.891421,0.95283,-1.41057,-0.560834,-0.585331,-0.536201,-0.19831,-0.568768,-0.567991,4.77753,5.91603,-0.45283,0.192412,0.889093,0.320892,-0.60034,0.0024172,-0.690459,-0.255253,0.44779,-1.31828,1.32562,1.17815,-12.412,-4.08454,-1.35418,-2.88473,0.694928,2.40851,-2.84425,-1.78437,-0.471488,1.33442,-0.860283,3.30336
-723.178,0.999596,0.00883247,8,255,0,727.494,-0.665653,-0.557331,0.803392,-1.36039,-1.1711,-1.31779,-0.731873,-0.216284,-0.38482,-0.500377,3.79893,5.98362,-0.996215,1.13686,-0.834552,0.967042,-1.03738,-1.41456,0.335229,-0.116452,-0.259791,-0.190425,-0.548963,-1.05219,10.312,0.167186,0.26349,-1.35693,-0.225891,-1.43072,2.32022,0.269155,1.71308,-5.34012,-3.82643,3.23658
-726.403,0.999124,0.00936582,8,255,0,732.074,-0.750967,-1.11208,0.893762,-0.506123,-1.38166,-0.930962,-0.523406,-0.224292,-1.07089,-0.23738,6.82866,4.31417,0.629452,0.190645,1.83582,-0.101362,0.527876,-1.30513,1.40599,0.609585,0.856672,0.238218,1.48432,0.45135,6.93315,-7.00728,3.27245,4.61961,-1.08395,-0.086405,4.99749,-0.515217,-2.99196,3.91159,2.64831,-5.39695
-725.285,0.978483,0.00990852,7,127,0,737.19,-0.829077,-0.167051,0.230051,-1.21611,-1.08156,-0.987324,-0.541023,-0.260678,0.325532,-0.433232,6.89998,5.38059,2.66971,2.2258,0.632549,-1.37435,0.64498,-0.0236751,1.85958,0.539638,0.691793,-1.06378,-0.924486,1.67625,-0.617851,1.94518,-6.10533,-2.00808,-0.335561,-0.674434,0.170903,-1.67696,5.12308,-0.768762,2.71893,1.39241
-724.724,0.999817,0.00991868,8,255,0,732.825,-1.09011,-0.326247,1.9477,-0.294138,-2.38019,-0.369827,-0.186078,0.312934,-1.26031,-0.848407,4.59566,5.78909,0.229875,-0.730023,-1.52004,-0.0196648,-0.363798,-0.673556,-0.783299,-0.163408,1.79197,0.770398,2.39599,1.59172,-1.6712,-1.46202,1.09785,1.66662,-2.57752,1.74718,-0.126355,-0.442531,-2.70813,-1.16941,-1.21811,2.82023
-722.846,0.998919,0.0104953,8,255,0,728.722,-1.24388,0.459513,2.77432,-0.375926,-2.00341,-0.806391,0.266567,0.602282,-0.168739,-0.9014,4.97401,5.37171,-0.750952,-1.1377,-0.120329,0.356196,-1.48038,0.147775,0.617885,-0.734482,-1.91207,-0.312169,-0.74061,1.52202,2.7592,0.749998,3.1755,0.368317,-2.12756,-1.48809,2.43955,-0.347615,-0.396626,1.21674,-0.221485,1.30825
-721.472,0.997372,0.011068,7,255,0,729.837,-1.06042,0.246392,1.07852,-0.813419,-0.790179,-0.32449,-0.0649167,0.792218,-0.317052,-0.688387,4.2035,5.52415,-0.668538,0.52707,2.4812,0.102447,-2.18954,-1.14292,1.78187,0.0491455,-0.166872,-0.190898,0.502275,0.493843,14.6458,1.66517,-2.51989,-0.533728,-0.123811,2.41926,4.36307,2.64268,-0.215103,-4.52718,-2.15831,1.65232
-721.862,0.999682,0.011614,7,255,0,726.549,-1.43028,0.46495,2.56597,-0.319015,-0.609714,-0.387905,0.684732,0.65637,0.16342,-0.680402,5.65847,4.76477,0.711768,1.07592,0.244772,-1.38155,-0.401661,0.984773,-0.349963,0.150144,-0.680472,1.37161,-1.17316,0.862586,5.44815,-0.262342,3.07985,-0.619941,-0.324688,-1.48551,7.67709,-1.18842,-0.173899,4.35676,1.06849,-1.89809
-722.867,0.994449,0.0122476,7,127,0,726.851,-1.31027,0.511668,1.52519,0.117855,0.276705,0.0235962,0.279867,1.09449,0.594664,-0.568854,6.35544,5.50081,0.960223,-0.338997,-0.923197,-1.02603,0.123995,0.244978,1.68031,-0.851876,-0.716124,0.690445,-0.625082,-0.148239,16.428,1.37707,-1.5483,2.59101,1.71669,2.38409,2.54464,3.1025,2.29926,-0.0878239,2.08192,1.53282
-721.616,0.998065,0.0127332,8,255,0,728.945,-1.32794,0.255408,2.12712,-0.52069,-1.02107,-0.420315,0.275129,0.433435,-0.656324,-0.676577,6.19421,4.64588,-0.187665,0.92016,0.292376,0.718708,0.881427,0.047361,2.35789,0.269106,-0.550453,1.60576,1.60806,-1.13872,-8.97946,-0.443663,1.51415,-0.772819,-0.869779,-0.641776,1.4928,-1.44215,-2.25375,-1.33368,1.80647,-2.19052
-720.971,0.996353,0.0133482,7,191,0,726.74,-1.24384,-0.061518,1.30181,-0.234682,-0.279717,-0.173069,-0.161389,0.872434,-0.391082,-0.220843,4.65688,4.99868,-0.326978,-0.255659,0.773959,0.265194,-0.714032,1.01129,-0.727432,0.844434,-1.1762,-0.818093,1.76986,-1.65412,-16.2745,-2.78478,0.763963,0.88691,0.801403,1.66855,-16.0308,5.9849,-2.46959,6.21914,-1.19875,0.230023
-719.534,0.999621,0.0139208,7,255,0,723.506,-1.01405,0.0622334,0.859204,-0.390019,-0.614852,-0.651009,-0.0201872,0.131203,-0.436104,-0.44963,5.16673,5.26581,0.80547,0.243704,-0.0145056,-0.818358,-0.760899,-1.12145,0.320445,-1.70401,0.263508,0.678493,1.02925,0.367035,19.8895,1.59903,-2.8711,2.17472,0.38091,0.146928,12.0336,-0.541663,-0.648273,-5.84268,0.295462,0.446821
-723.068,0.996009,0.0146237,7,127,0,729.248,-0.924684,-0.0899011,0.713055,-0.867101,-1.04868,-0.57989,-0.383632,0.220679,-0.0811566,0.203502,6.37774,4.39944,0.826905,1.28504,0.832774,0.198027,0.733529,-0.817386,0.697669,0.970128,-0.363871,0.0865011,-2.22565,1.251,-13.6075,2.13308,4.21196,-6.53057,-1.57682,-2.83795,-22.2814,5.964,3.25589,18.6921,2.05291,-3.18577
-725.477,0.999804,0.0152124,7,127,0,731.194,-0.91201,-0.329989,1.17976,-0.858949,-1.67509,-1.01795,-0.314108,0.141484,-0.749404,-0.673289,7.51004,5.86734,-0.709055,0.160554,-0.587922,-1.16736,0.991047,-0.0965564,0.559143,0.819431,-0.485564,-2.17937,-1.4505,0.361542,14.0985,-0.174353,-0.227815,0.447762,-1.46864,-0.455043,6.41213,0.448949,-0.951473,-6.16101,3.42182,2.84217
-724.194,0.996076,0.0159595,7,127,0,731.996,-0.993616,0.251416,1.58895,-1.4377,-0.424199,-0.356677,-0.554375,0.150469,-0.298091,-1.14247,6.2864,4.68315,0.938039,-0.438434,0.349562,1.16184,1.33671,-0.701887,0.137634,0.861149,0.902366,-0.227433,-2.66865,-1.42577,15.5967,1.53173,-0.29225,-0.984875,0.434271,2.56382,0.801088,-0.157134,0.315934,-6.38584,1.99021,-2.97219
-725.061,0.999519,0.0165781,7,127,0,731.433,-0.999764,-0.355094,1.0126,-1.61549,-0.092346,-0.909693,-0.324312,-0.717021,0.260512,-0.537661,6.14282,5.26791,-0.475085,1.37722,1.40234,-1.2496,0.0341293,1.37011,-1.04611,-0.0766663,0.131248,1.62195,0.83059,-0.881462,-14.39,-1.46473,-1.69134,-4.53561,1.64503,-1.33671,-0.252297,-5.82081,2.89424,6.50784,1.72018,1.35426
-727.246,0.998651,0.017351,7,127,0,735.357,-1.36069,0.491825,2.14014,0.587936,-0.735802,0.136444,0.77163,1.2479,-0.630045,-1.12789,6.76112,5.38172,-0.795958,-0.253889,-2.37372,0.048684,0.753738,-1.20761,-1.821,0.799808,-0.0438424,0.513186,1.20744,1.47714,2.68128,-0.0978773,-0.953187,2.42503,-0.435066,1.36212,3.74423,0.777058,-1.50383,-4.3037,2.55695,1.27914
-726.037,0.999859,0.0181072,7,127,0,731.079,-1.44379,0.861405,2.36029,0.0838679,0.39563,-0.158857,0.404051,1.1758,-1.18022,-0.548048,6.16539,5.42316,0.433288,0.167937,0.0211775,-1.34099,1.2319,-0.283602,-1.57026,-0.605651,0.763765,-0.0917551,-1.61463,-0.663056,-0.0259455,2.61879,3.48582,1.19934,1.72164,-0.681019,-1.11585,2.39336,-4.86048,9.61059,1.79812,1.72122
-727.326,0.990214,0.0189356,7,127,0,734.775,-1.12984,-0.790486,2.97183,-0.355893,0.135029,-0.805116,-0.577475,0.556506,0.106576,-1.36047,3.7758,5.09811,-0.825869,-0.990303,-0.66398,-1.14183,-0.826322,-0.91976,-0.0148232,-0.919917,1.29293,2.27166,-0.591748,-1.39057,-13.0113,-1.90859,1.84465,0.768331,0.81993,-0.0710257,-3.6611,-0.0553156,0.456029,-2.63055,-4.63865,0.440423
-724.408,0.999496,0.0193411,7,127,0,730.75,-1.70824,0.905483,0.791496,0.0458748,0.0459954,0.205664,0.349718,0.584597,0.225819,0.159824,5.97996,5.06411,0.214283,0.387442,1.17843,-1.3831,1.91558,-0.61632,-0.422179,0.836483,-0.166431,0.359128,-2.02504,-0.0563337,-19.114,12.2054,-12.633,-1.80177,0.958999,0.997164,-12.9624,-2.3696,-1.66232,-6.90912,1.47009,0.489525
-720.297,0.999764,0.0201795,6,63,0,729.999,-1.49218,-0.0495767,1.50797,0.234462,-0.0174704,0.0861505,0.398076,0.711377,0.562093,-0.337239,5.02543,5.14078,0.8535,1.27424,-0.422599,-0.334172,-0.433168,-0.716709,-0.0567435,0.644356,-0.44924,-3.5246,-1.73729,-0.0147295,-10.4772,-5.08589,-1.96577,2.40314,0.858891,0.992833,-1.25679,-0.706663,1.78036,-5.68632,-0.235914,0.56101
-718.827,0.986292,0.0210514,6,63,0,724.208,-1.40094,0.143938,1.59898,0.028195,-0.244623,-0.0864907,0.343229,0.698359,0.688463,-0.36575,4.98826,5.15343,1.70759,1.46274,0.671921,-1.33539,-1.38956,-1.01954,-0.05449,-0.0124222,0.556276,0.387826,-0.19357,0.0169614,1.88119,-2.32652,-0.098609,1.51597,0.457277,0.351448,2.24569,0.148432,3.15311,-1.57821,-0.207899,0.309649
-720.538,0.986461,0.0212719,5,63,0,723.774,-1.26197,0.170902,1.60158,-0.080417,-0.326606,-0.391178,0.315525,0.44257,0.830686,-0.608761,4.75177,5.34884,1.34782,0.311601,0.195581,-0.596962,-0.390932,-1.21382,-0.194595,-0.928886,0.26465,-0.445148,-0.93267,0.706082,10.2657,-0.589147,-0.846023,1.67699,0.448799,-0.285978,6.02759,-1.0526,3.45475,-1.62128,-0.669081,1.01774
-723.162,0.996099,0.0214959,7,127,0,730.536,-0.913129,-0.671755,1.56875,-1.11059,-1.21921,-1.14864,-0.738117,-0.336187,-1.62985,-0.949751,5.53722,4.50497,0.976907,0.883334,1.51364,-2.17529,-0.223906,0.185845,0.452723,1.50246,-1.37586,0.828385,0.662651,-0.651078,0.952153,-1.00569,0.648562,0.104519,-0.557028,0.164739,-0.112194,-1.32831,-2.47864,-4.2429,0.835554,-3.77407
-720.383,0.999669,0.0221979,7,127,0,728.263,-0.88194,-0.112123,1.02103,-0.732006,-0.476326,-1.04281,-0.345437,-0.392769,0.162033,-0.205677,4.83419,5.23511,-1.03747,-0.210972,1.48156,1.75858,-0.902227,1.54264,1.63074,0.135804,-0.822063,-0.147833,-0.599334,-1.55709,4.30824,1.8245,2.9124,-0.199024,1.19708,-4.6914,1.54266,-4.98775,4.70844,6.03487,-0.507574,0.795219
