# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,index.1
-728.241,0.993301,0.0281542,6,63,0,733.495,-1.42596,0.852656,-1.9214,1.25421,0.68663,1.12436,0.76356,-1.18516,1.13021,1.61837,-0.249963,0.41358,4.74722,4.73528,0.991399,0.991296,0.1,0.254773,0.0979149,0.287565,0.241957,0.27669,0.247841,0.128296,0.277174,0.319379,0.178091,10
-729.933,0.973935,0.0289685,6,127,0,738.706,-1.30863,-0.83242,-1.00994,0.826133,0.416511,-0.113474,0.628628,-1.60096,0.613263,2.14045,-0.10702,0.24848,6.69636,5.27109,0.998766,0.994888,0.1,0.18013,0.173707,0.249113,0.230564,0.208033,0.240047,0.153627,0.239351,0.315017,0.208298,10
-726.14,0.999783,0.0284044,6,63,0,733.98,-1.31957,0.273821,-1.24571,0.854986,-0.108352,0.333916,0.202844,-1.35552,0.767056,0.987206,0.179991,0.44435,6.07328,5.03939,0.997702,0.993564,0.1,0.23185,0.133183,0.28097,0.202989,0.236639,0.22628,0.12765,0.273144,0.29299,0.224507,10
-725.769,0.999405,0.0296664,7,127,0,734.77,-0.940928,-1.60831,-2.62237,0.0718887,-0.360708,-0.192889,-0.256524,-0.678039,-1.07287,1.35424,-0.968805,0.577659,4.29094,5.07781,0.986493,0.993805,0.1,0.133544,0.0790183,0.289174,0.240618,0.258774,0.251786,0.208729,0.173549,0.460423,0.182341,10
-724.633,0.995696,0.0309311,6,63,0,730.013,-0.91536,-0.135325,-2.56077,0.195001,-0.393522,-0.558745,-0.425549,-0.504841,0.0863326,0.14184,0.189656,0.73722,5.62466,5.0741,0.996405,0.993782,0.1,0.265978,0.057151,0.316133,0.230503,0.20961,0.226342,0.21627,0.299073,0.307722,0.315282,10
-722.96,0.985534,0.0319387,6,63,0,729.943,-1.05221,-0.340368,-1.90303,0.38466,0.265962,-0.367796,0.0290811,-0.64207,-0.619902,1.41832,-0.654006,0.645434,3.79203,4.95116,0.977948,0.992975,0.1,0.218933,0.0927519,0.309184,0.293064,0.215921,0.262418,0.187456,0.189646,0.465859,0.186286,10
-725.669,0.985019,0.0321677,5,31,0,730.138,-1.08491,-0.27569,-2.13478,0.701925,-0.0397554,-0.0525498,-0.228616,-0.6369,-0.620282,1.3496,-0.737828,0.469059,3.73708,5.15565,0.976731,0.994266,0.1,0.228955,0.110441,0.319589,0.249074,0.247954,0.232876,0.200423,0.201675,0.388917,0.192944,10
-740.191,0.943044,0.0323494,7,127,0,743.78,-1.01007,-1.98053,-0.371682,-0.700127,0.451687,1.07432,0.648564,0.167591,1.29806,0.095158,0.633839,0.0368606,7.01818,5.55753,0.999105,0.996157,0.1,0.252924,0.264293,0.261946,0.270236,0.274786,0.27167,0.268176,0.276433,0.267652,0.271562,10
-741.184,0.999842,0.0294597,7,127,0,749.077,-1.13432,-0.0577578,-1.32474,1.80282,-1.63744,-1.34584,0.132031,0.868821,1.04039,-0.378277,-0.1604,0.219087,3.59704,6.26027,0.973326,0.998093,0.1,0.241043,0.193949,0.323148,0.183463,0.193227,0.248731,0.280099,0.287741,0.228431,0.236953,10
-735.932,0.999921,0.0306764,6,63,0,746.242,-1.30368,-1.09114,-0.537645,0.425776,0.00354348,0.967374,1.02065,-0.854209,1.90033,0.29632,-0.0176418,0.106157,6.38071,4.2647,0.998309,0.986139,0.1,0.194737,0.204117,0.221235,0.213609,0.231299,0.232306,0.198712,0.249375,0.218876,0.213231,10
-733.69,0.997915,0.0319261,6,63,0,741.935,-1.17145,-1.01764,-0.254508,0.206783,0.310763,0.948354,1.00733,-0.766223,1.74448,0.0316774,-0.113102,0.153626,6.44824,4.72447,0.998419,0.991203,0.1,0.209526,0.229604,0.242379,0.245324,0.263908,0.265671,0.215995,0.288342,0.237473,0.233469,10
-730.466,0.999911,0.0330497,6,127,0,739.977,-1.05996,-0.23292,-1.57453,-0.397381,-0.424774,-1.24049,-0.0743789,0.923649,0.122364,1.19986,-0.331735,0.314131,4.02771,5.52196,0.982497,0.996018,0.1,0.243584,0.174427,0.234192,0.232652,0.190057,0.252877,0.316519,0.264731,0.335581,0.23791,10
-735.539,0.939877,0.0343486,6,127,0,742.09,-1.01671,-1.42164,0.0352155,0.829873,-0.750642,-0.141125,0.466872,-0.185485,0.929685,-0.417899,-1.92466,0.209447,5.79755,4.49514,0.996974,0.98896,0.1,0.21174,0.26711,0.300925,0.236145,0.259942,0.285176,0.258159,0.305341,0.248946,0.194689,10
-727.887,0.999587,0.0311075,6,63,0,739.093,-1.08287,-0.690577,-1.22039,0.271085,0.787536,-0.390392,0.33548,-0.915508,0.111084,1.12028,-0.965819,0.244942,5.57209,5.71089,0.996212,0.996701,0.1,0.22235,0.200721,0.265715,0.291116,0.235323,0.268804,0.21297,0.258139,0.308217,0.210911,10
-726.228,0.99119,0.0322912,6,63,0,735.379,-1.15093,-1.51672,-3.11154,0.921852,0.0293357,-0.522667,0.074417,-0.342093,-0.678802,1.00882,0.157852,0.421525,4.87483,5.06776,0.992421,0.993743,0.1,0.14304,0.0785277,0.318137,0.242584,0.202419,0.246093,0.214986,0.192001,0.326142,0.252676,10
-726.93,0.999607,0.0328705,6,63,0,733.79,-1.03657,0.104952,-1.76434,-0.10596,-0.494632,-0.43716,-0.219139,-1.68482,0.766482,0.294131,-0.0119406,0.475005,4.85973,5.09631,0.992307,0.993918,0.1,0.271562,0.133006,0.252203,0.218997,0.223702,0.242199,0.137423,0.337941,0.289698,0.260718,10
-725.092,0.999915,0.0340835,6,63,0,730.405,-1.2995,-0.132147,-2.11207,0.801854,0.647964,0.437467,0.50401,0.727366,-0.568802,2.09268,-0.202799,0.342253,4.97842,5.02848,0.993162,0.993494,0.1,0.206733,0.116874,0.264041,0.253935,0.240529,0.244714,0.259117,0.183295,0.358179,0.202796,10
-723.348,0.999499,0.0353441,6,63,0,730.184,-1.57566,0.621152,-1.55531,0.424353,0.30653,0.40323,0.481372,-0.520045,1.04875,1.25327,0.593705,0.951384,5.53412,5.34431,0.996066,0.995247,0.1,0.271958,0.0449864,0.236504,0.216864,0.232895,0.246439,0.112005,0.359416,0.405325,0.266819,10
-721.958,0.999461,0.0365954,5,63,0,726.304,-1.34322,-0.560685,-1.68097,0.83967,0.33418,0.0624534,0.598563,-0.893654,0.346195,1.18902,-0.0812236,0.745191,5.49605,5.84201,0.995914,0.997105,0.1,0.146661,0.0694055,0.327943,0.25083,0.214725,0.289632,0.118245,0.252517,0.387657,0.197223,10
-723.048,0.952171,0.0378659,6,63,0,729.603,-1.12115,0.0577122,-2.75111,0.22832,-0.00961277,0.104511,0.286139,-1.30258,0.106212,1.25012,-0.652243,0.478796,5.31701,5.00526,0.995117,0.993342,0.1,0.250956,0.0802932,0.266622,0.244946,0.255192,0.272069,0.148702,0.255347,0.372245,0.192563,10
-724.002,0.919823,0.0353106,5,31,0,730.11,-1.16529,0.219302,-3.04001,0.522717,-0.137987,0.212116,0.231729,-1.41142,0.0760633,0.882722,-0.468899,0.51998,5.48552,4.86009,0.995871,0.99231,0.1,0.258984,0.060311,0.290391,0.224952,0.258267,0.260226,0.130199,0.244948,0.330419,0.196375,10
-724.743,0.979986,0.030711,6,63,0,731.166,-1.36624,0.0944963,-0.697894,0.540749,-0.0737922,0.154356,0.675362,0.532409,0.390351,1.84645,0.806436,0.728619,5.55895,5.52066,0.996162,0.996013,0.1,0.214605,0.132995,0.274435,0.194661,0.222048,0.29439,0.273226,0.253162,0.494781,0.31461,10
-723.734,0.997533,0.0304649,6,63,0,733.538,-1.40529,-0.135692,-0.607094,0.886937,-0.00110601,0.230492,0.429508,0.602938,0.35145,1.67566,0.788723,0.639564,5.20237,5.41672,0.994527,0.995578,0.1,0.18361,0.142636,0.301947,0.196865,0.221339,0.244051,0.26509,0.234959,0.417365,0.288875,10
-724.101,0.9995,0.0313804,6,127,0,728.855,-1.2565,0.349116,-2.31236,0.510937,0.165295,0.051843,0.272498,-1.6265,0.147142,1.13563,-1.02322,0.545458,5.18401,4.69347,0.994426,0.990928,0.1,0.256151,0.0746202,0.273327,0.237517,0.226493,0.248269,0.104923,0.235729,0.345911,0.14008,10
-726.721,0.994096,0.0324438,6,63,0,731.015,-0.964713,-1.66873,-2.71507,0.16319,-0.304954,-0.776319,-0.283961,-0.479365,-0.382996,1.47772,0.470597,0.331734,5.04951,5.51578,0.993628,0.995993,0.1,0.179714,0.134076,0.286882,0.256188,0.227542,0.257517,0.245319,0.251286,0.383551,0.308189,10
-733.154,0.990803,0.0331426,6,127,0,740.519,-1.14475,0.430157,-0.192644,0.409509,-1.43917,-0.555983,1.19383,0.199735,0.759295,0.919614,-1.68013,0.101352,5.00076,4.59581,0.993312,0.990007,0.1,0.249525,0.237892,0.249133,0.21575,0.23128,0.264298,0.245177,0.255823,0.258929,0.211646,10
-739.732,0.917604,0.0336085,6,63,0,743.81,-1.32061,0.799633,0.41997,1.37596,0.203055,-1.99543,1.74912,0.486937,1.34421,2.20876,-0.0713639,0.0676058,5.00338,5.59382,0.99333,0.996293,0.1,0.219848,0.215478,0.226604,0.213009,0.189155,0.231056,0.216244,0.226228,0.236623,0.209915,10
-739.467,0.963765,0.0292098,7,127,0,752.747,-1.10068,-1.91046,-2.11128,-0.0853538,0.172462,1.76343,-0.276521,-0.936836,-0.968012,-0.0866839,-0.624581,0.0563153,5.05075,6.43266,0.993636,0.998394,0.1,0.230007,0.228011,0.248713,0.251436,0.268671,0.246707,0.239861,0.239541,0.248699,0.243082,10
-738.577,0.995556,0.0279983,6,127,0,746.253,-1.23355,0.240365,0.306471,0.205313,1.52368,1.00822,1.25456,0.22439,-0.189773,1.59089,0.72114,0.0246094,4.6921,4.0495,0.990916,0.982868,0.1,0.226596,0.226882,0.226445,0.232179,0.229925,0.231,0.226527,0.224747,0.232474,0.228677,10
-739.484,0.996162,0.0286808,7,127,0,745.122,-1.07577,0.139032,0.588653,0.216619,-0.782176,-1.49592,-0.0762188,-0.0213671,0.167064,2.28659,-0.717359,0.0432649,5.40832,6.76207,0.995541,0.998845,0.1,0.255451,0.259168,0.25609,0.247944,0.242231,0.253683,0.254133,0.255681,0.27352,0.248468,10
-734.569,0.981618,0.029405,7,127,0,746.456,-1.10413,0.479896,-1.43445,-0.903596,0.173449,-0.120155,1.94374,0.280246,0.0470495,-0.0363615,-1.38687,0.0501995,4.76418,4.80655,0.991542,0.99189,0.1,0.253498,0.235746,0.240581,0.250598,0.24784,0.267654,0.251606,0.249408,0.248625,0.236177,10
-736.31,0.999628,0.0292464,7,127,0,741.057,-1.08141,-1.36238,-0.889163,2.35359,-0.549166,0.647136,-0.707072,-0.805394,-0.0612567,1.93495,1.2302,0.0792617,4.82307,4.84441,0.992022,0.992189,0.1,0.233368,0.240145,0.290108,0.245097,0.263062,0.242789,0.241359,0.252323,0.283322,0.272119,10
-731.959,0.998996,0.0301791,7,127,0,745.545,-1.2365,0.588033,-1.05507,0.0328591,0.984481,-0.439089,1.42208,-0.205078,-0.314337,-1.0153,0.474883,0.137747,4.67365,5.27734,0.990748,0.99492,0.1,0.239485,0.200714,0.225836,0.249572,0.214673,0.261031,0.220157,0.217584,0.201594,0.236658,10
