# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-727.208,1,0.00349159,9,1023,0,730.512,-1.29711,1.39546,2.39529,-0.712251,0.015304,-1.28356,-0.165997,1.36647,0.494597,0.324584,6.212,4.71976,0.997999,0.991161,0.125,0.300657,0.372937,0.178243,0.21549,0.15268,0.205708,0.298683,0.24295,8
-724.941,0.999405,0.0037009,9,511,0,733.954,-1.51144,0.221484,2.38514,0.14616,0.510744,-0.160039,0.794372,0.718655,0.0409719,0.431539,5.27505,5.93029,0.994908,0.997349,0.125,0.195311,0.381743,0.190253,0.215678,0.170724,0.237101,0.231242,0.183358,8
-725.672,0.9989,0.00392863,9,511,0,736.113,-1.20034,0.810269,2.1627,-0.336232,-0.63038,-0.164166,0.422531,1.02646,0.518521,0.42129,3.99241,6.09227,0.981879,0.997745,0.125,0.297553,0.428197,0.207184,0.187565,0.219343,0.264574,0.316934,0.272517,8
-725.951,0.999486,0.0041738,9,1023,0,737.691,-1.12004,-0.676703,1.34599,-1.0189,1.11955,0.0924104,-0.174824,0.825903,-0.880113,0.356377,5.23699,5.43665,0.994712,0.995665,0.125,0.204045,0.345166,0.184952,0.32716,0.252164,0.234631,0.304554,0.192524,8
-725.926,1,0.00444925,9,511,0,730.294,-1.12746,-0.501038,2.04787,-0.293489,0.75079,-0.0826731,-0.196282,0.54145,-1.79415,0.353658,4.66396,4.7967,0.990659,0.991811,0.125,0.213382,0.40054,0.225961,0.296934,0.239267,0.232031,0.281714,0.146543,8
-722.132,0.999973,0.00475484,8,511,0,729.41,-1.08526,0.23729,2.09502,-0.856339,-0.840988,-0.864872,-0.324967,0.850823,-1.0062,0.488342,6.2028,5.12037,0.99798,0.994062,0.125,0.275004,0.484461,0.181912,0.18303,0.181293,0.223748,0.338549,0.171273,8
-725.636,0.999249,0.00508351,9,511,0,729.087,-1.21513,0.527312,3.20818,-1.11688,-0.605908,-0.731506,-0.184427,0.146975,0.406692,0.228179,5.90603,5.05119,0.997284,0.993639,0.125,0.250714,0.381522,0.186946,0.205317,0.200681,0.221454,0.234765,0.245579,8
-725.46,0.999369,0.00542404,8,511,0,732.212,-1.22366,0.260026,3.31035,-0.659008,-0.562044,-0.628888,-0.172452,1.09805,0.586689,0.385644,6.11753,4.74097,0.997801,0.991345,0.125,0.245384,0.513236,0.18576,0.191482,0.187523,0.215825,0.309982,0.269451,8
-729.61,0.998853,0.00578866,8,255,0,735.748,-1.14361,-0.265722,1.90786,-0.194897,-1.7083,0.741429,0.075578,0.885005,1.23181,0.16963,5.0229,5.22801,0.993458,0.994664,0.125,0.233494,0.305768,0.235651,0.192571,0.265448,0.244015,0.270224,0.28198,8
-735.995,0.999999,0.00616638,8,255,0,737.943,-1.13442,1.04452,2.40056,-0.56153,-2.60274,1.04094,-0.827352,0.92674,2.23929,0.161695,4.95073,5.01315,0.992972,0.993394,0.125,0.275773,0.321636,0.22702,0.174327,0.275658,0.219566,0.271986,0.315974,8
-728.641,0.999762,0.00658691,9,511,0,742.233,-1.07825,-1.54834,0.82887,0.407967,-0.0844483,-1.4427,-0.534168,-0.0869673,-0.265838,0.215665,4.93594,5.23192,0.992868,0.994685,0.125,0.195891,0.289154,0.270859,0.250402,0.199504,0.232641,0.2503,0.243132,8
-727.779,0.999906,0.00702647,8,255,0,734.958,-1.09268,0.288515,1.10782,-0.990114,0.850086,-2.04449,-0.1651,-0.334618,-0.471741,0.269905,4.46525,5.65094,0.988629,0.996498,0.125,0.26604,0.311381,0.204254,0.296663,0.161854,0.242827,0.234514,0.227936,8
-724.623,0.998825,0.0074924,8,255,0,732.245,-1.18699,-0.170419,2.83492,-0.523067,-0.421651,0.206007,0.0115248,0.897566,-0.414985,0.337306,5.89624,4.51137,0.997258,0.989136,0.125,0.223658,0.442565,0.203684,0.209288,0.246474,0.234494,0.2923,0.209661,8
-726.368,0.999818,0.0079582,8,255,0,730.355,-1.31066,0.111115,2.65694,-0.219021,0.959088,-0.592559,0.335419,0.0924952,0.181394,0.439618,5.9395,6.15614,0.997374,0.997884,0.125,0.220663,0.464405,0.196717,0.291311,0.172052,0.238086,0.219258,0.226022,8
-722.965,0.999785,0.00846861,8,255,0,730.696,-1.26077,0.424502,1.24142,-0.958389,0.307281,-0.480798,0.00059556,1.29774,-0.0377776,0.54458,4.66884,4.5637,0.990704,0.989684,0.125,0.263163,0.357848,0.143971,0.250973,0.179078,0.220897,0.364926,0.217322,8
-720.354,0.999861,0.00900209,8,255,0,725.415,-1.20634,0.0124179,1.38014,-0.411275,-1.33986,-0.480648,-0.0891687,0.564615,0.407891,0.627369,6.16638,5.56411,0.997906,0.996182,0.125,0.231734,0.415693,0.187802,0.114364,0.181253,0.220582,0.29899,0.278797,8
-719.981,0.999884,0.00956151,8,511,0,723.657,-1.01941,-0.253929,0.763318,-0.891039,-1.75648,-0.698316,-0.178815,-0.116231,-0.566544,0.793618,5.76261,5.0133,0.996867,0.993395,0.125,0.227773,0.398043,0.151029,0.082158,0.171703,0.238428,0.247563,0.18709,8
-720.655,0.999757,0.0101459,8,255,0,723.561,-1.16275,-0.0640707,1.46881,-0.650581,-2.01129,-0.992995,-0.0279855,0.285168,-0.0812418,0.500803,4.71214,5.15815,0.991095,0.994281,0.125,0.232395,0.394804,0.184137,0.102476,0.159756,0.235634,0.265039,0.230864,8
-722.076,0.997258,0.010751,7,127,0,726.614,-1.09874,-0.181305,1.38618,-0.181365,-2.36874,-0.598155,-0.151425,0.612515,-0.719378,0.573095,4.40157,5.2658,0.98789,0.994861,0.125,0.231006,0.424501,0.231,0.0789826,0.191308,0.234062,0.321321,0.18079,8
-723.252,0.998018,0.0113054,7,127,0,726.511,-1.08684,-0.192828,1.04782,-0.650972,-2.67716,-0.466273,-0.252512,0.359127,-0.712295,0.476321,4.50305,5.26605,0.989046,0.994863,0.125,0.235289,0.357154,0.198307,0.0861149,0.212665,0.230212,0.285819,0.193704,8
-722.073,0.99994,0.011901,7,127,0,726.358,-0.836531,-0.763766,0.984903,-0.257932,-2.26713,-0.729259,-0.481193,-0.0100605,-0.371462,0.658635,5.00732,5.21511,0.993356,0.994596,0.125,0.20758,0.453178,0.267682,0.0886896,0.211343,0.239857,0.30087,0.253281,8
-725.311,0.987571,0.0125788,7,127,0,731.731,-0.751653,-0.0886979,1.23595,-2.18731,-2.22047,-1.44241,-0.845073,0.0328829,-0.911572,0.388362,5.4388,4.99213,0.995674,0.993255,0.125,0.313007,0.4325,0.167825,0.166034,0.21218,0.253535,0.323248,0.248678,8
-720.738,0.999992,0.0128631,7,127,0,728.084,-1.18786,-0.0931716,1.44735,-0.824271,-1.23795,-0.708457,-0.20321,0.530224,-0.491424,0.644726,6.22589,4.86726,0.998026,0.992364,0.125,0.223059,0.436663,0.151963,0.120681,0.161838,0.211006,0.300271,0.181727,8
-720.237,0.999296,0.0135732,7,127,0,723.562,-1.13216,0.04453,0.798205,-0.425246,-1.17542,-0.379957,-0.0676277,0.143135,-0.661147,0.656154,6.13723,5.00939,0.997844,0.993369,0.125,0.249189,0.352421,0.196047,0.129722,0.200773,0.235676,0.261489,0.172791,8
-724.448,0.999511,0.0142826,7,127,0,728.355,-0.655292,-0.790736,0.540238,-1.673,-1.15817,-1.60238,-1.28432,-1.05207,-0.668312,0.427876,4.20555,4.94325,0.985306,0.992919,0.125,0.270196,0.395527,0.202437,0.240335,0.20736,0.230618,0.24872,0.280648,8
-721.085,0.999285,0.0150228,7,127,0,726.86,-0.475176,-0.678182,0.550492,-0.973717,-0.652315,-1.09935,-0.603424,-0.310187,-1.24764,1.00924,4.83913,5.54087,0.992148,0.996092,0.125,0.238736,0.52009,0.18879,0.243513,0.170134,0.252717,0.312549,0.150032,8
-722.809,0.987225,0.0157774,7,127,0,732.572,-0.797381,-0.58529,0.152472,-0.866159,-0.651262,-0.835675,-0.533508,-0.202153,-0.832319,0.821379,4.55325,6.0643,0.989577,0.997681,0.125,0.217869,0.338017,0.181113,0.208777,0.184856,0.225204,0.276193,0.185272,8
-722.008,0.976432,0.0160643,7,127,0,728.483,-1.17214,0.217402,1.28627,-0.512844,-1.28482,-0.19029,-0.283122,0.41705,-0.0188564,0.57647,5.95226,4.25724,0.997407,0.986036,0.125,0.259837,0.393973,0.187281,0.128667,0.217238,0.208276,0.282575,0.234512,8
-719.823,0.999524,0.0159178,7,127,0,727.034,-1.38142,0.40976,1.47056,-0.0264658,0.00357911,-0.487926,0.272173,0.311269,-0.384684,0.805021,4.73022,5.20852,0.991253,0.99456,0.125,0.258927,0.450764,0.197384,0.201244,0.14502,0.238247,0.244006,0.155632,8
-723.553,0.998123,0.016692,7,127,0,728.178,-1.16658,0.788539,0.913954,-0.697653,-1.08104,-0.423492,-0.121633,0.71096,0.695225,0.414093,4.7308,4.75784,0.991258,0.991489,0.125,0.301523,0.312572,0.18916,0.166002,0.20719,0.228474,0.294801,0.293448,8
-726.699,0.969021,0.0174287,7,127,0,732.62,-1.18221,-0.224549,0.99908,-0.909419,-0.68058,0.107324,0.305991,0.991774,0.316786,0.773918,4.80566,5.15348,0.991883,0.994254,0.125,0.204892,0.399151,0.131698,0.153303,0.249899,0.279811,0.397795,0.281498,8
-719.459,0.99879,0.0169454,6,111,0,733.915,-1.31842,0.133914,1.47054,-0.485784,-0.564595,-0.373396,-0.0296549,0.674708,0.0730489,0.854423,5.31655,5.32386,0.995114,0.99515,0.125,0.230765,0.484517,0.150143,0.141751,0.162811,0.206893,0.322582,0.221663,8
-722.951,0.999879,0.0177017,7,127,0,726.768,-0.924508,-0.627113,1.12265,-1.55757,-0.942929,-1.53807,-0.781675,0.494813,-0.848677,0.512542,4.54253,4.80155,0.989466,0.99185,0.125,0.223405,0.413601,0.151507,0.196581,0.152797,0.209963,0.338296,0.204323,8
-721.117,0.99634,0.0185248,7,127,0,727.977,-0.932297,-0.73915,0.618055,-0.919592,-1.12029,-0.83199,-0.489256,0.379376,-0.26302,0.763147,5.61696,5.32271,0.996377,0.995144,0.125,0.182967,0.386836,0.163272,0.143411,0.172612,0.213212,0.344619,0.243604,8
-721.068,0.998919,0.0192082,6,63,0,725.308,-1.12231,0.390177,1.03421,-0.203787,-0.528683,-0.210786,-0.116338,-0.187801,-0.459428,0.832877,5.92252,4.58365,0.997329,0.989886,0.125,0.310594,0.435131,0.215508,0.173268,0.214524,0.228076,0.217767,0.181687,8
-722.806,0.916343,0.0200244,7,127,0,732.748,-1.24051,0.0997167,1.8107,-0.857313,-0.570539,-1.00349,0.0984498,1.4461,0.365292,0.437691,5.51205,5.74756,0.995978,0.99682,0.125,0.232034,0.389842,0.165793,0.183888,0.157132,0.231935,0.352616,0.253389,8
-721.893,0.992024,0.0171923,6,127,0,728.484,-1.07223,0.607324,1.85051,-0.290003,-0.325441,-0.638506,-0.130307,0.588595,0.00597542,0.482337,4.18496,5.64995,0.985005,0.996495,0.125,0.314472,0.455206,0.229328,0.226321,0.200976,0.243225,0.312528,0.255528,8
-720.625,0.997395,0.0176336,7,127,0,726.86,-1.36572,0.377044,1.05661,0.19254,-0.127535,0.0148217,0.259507,0.195014,0.186047,1.02985,5.28202,4.46899,0.994944,0.988671,0.125,0.273403,0.431048,0.237319,0.182864,0.205795,0.250027,0.23778,0.23611,8
-727.175,0.983316,0.0183023,5,31,0,731.24,-1.58808,0.462688,1.46831,0.314307,-0.334216,0.0916301,0.125775,0.112945,0.055487,1.32149,5.30621,4.50694,0.995064,0.989088,0.125,0.273559,0.587171,0.236363,0.116115,0.187401,0.194369,0.191728,0.180236,8
-726.921,0.964713,0.0183795,7,127,0,733.906,-1.13854,-0.0309542,2.64403,-1.56874,-1.52801,-1.25655,-0.692551,1.21137,0.172043,0.307235,4.91621,5.81199,0.992726,0.997017,0.125,0.240846,0.419166,0.165134,0.166867,0.178786,0.205656,0.317267,0.252433,8
-725.368,0.999833,0.0176854,7,127,0,731.164,-1.09814,-0.0787685,2.17995,-1.57806,-1.6036,-1.00802,-0.342339,0.81478,0.254339,0.32917,5.03729,6.32579,0.993551,0.998214,0.125,0.245257,0.40599,0.165537,0.164379,0.193106,0.229554,0.303657,0.266115,8
-730.082,0.985338,0.0184334,6,127,0,734.093,-1.15625,0.784801,2.08489,-1.30691,-1.03197,-1.37855,0.551427,0.744249,0.582856,0.360386,5.83116,6.49809,0.997074,0.998496,0.125,0.294543,0.400139,0.164208,0.178263,0.160695,0.277374,0.291515,0.27965,8
-726.563,0.999974,0.0185824,6,127,0,736.783,-1.1458,0.00234529,2.35756,-1.29491,-2.53604,-1.5128,-0.493214,0.486629,-0.153078,0.298254,5.84372,5.54978,0.99711,0.996127,0.125,0.241385,0.39111,0.177699,0.129862,0.168402,0.215362,0.268812,0.232999,8
-725.63,0.999275,0.0193513,7,127,0,734.294,-0.729274,-0.559377,1.27985,-1.57799,-2.43992,-0.594361,-0.927488,0.0151795,-0.678363,0.512573,5.8323,5.89767,0.997077,0.997262,0.125,0.265808,0.481694,0.176811,0.121328,0.262324,0.230644,0.327064,0.254077,8
-725.451,0.99629,0.020107,7,127,0,730.027,-1.29947,0.150524,1.4384,-0.194241,0.745726,-0.728832,0.261541,1.33415,0.638021,0.317327,4.44722,5.36748,0.988424,0.995356,0.125,0.222405,0.300898,0.20406,0.256768,0.177884,0.228557,0.293984,0.2503,8
-724.68,0.997237,0.0207412,7,127,0,735.361,-1.20475,0.476658,2.93413,-0.767565,-1.25295,-0.619135,0.366255,0.137206,-0.563518,0.333268,6.237,5.43988,0.998048,0.995679,0.125,0.260015,0.443518,0.188383,0.164885,0.196063,0.252998,0.238845,0.199001,8
-721.506,0.997282,0.0214282,6,127,0,729.853,-1.27458,-0.254811,2.20358,-0.142058,0.0887332,0.173135,0.221279,0.805888,0.394949,0.513266,5.19697,4.90997,0.994497,0.992681,0.125,0.196966,0.464172,0.206281,0.22635,0.234026,0.238485,0.297142,0.255049,8
-720.829,0.999922,0.0221278,6,127,0,723.648,-1.08902,0.729999,1.23337,-0.585903,0.182505,-0.814548,-0.20767,0.486053,-0.448588,0.540446,4.92828,5.19272,0.992813,0.994474,0.125,0.333034,0.39593,0.196918,0.270836,0.178105,0.231252,0.30442,0.208918,8
-721.763,0.996763,0.0229692,6,63,0,726.269,-0.877913,-0.935791,1.52361,-1.07679,-0.34247,-0.808038,-0.678938,-0.0253521,-0.781401,0.423341,5.12764,5.75221,0.994104,0.996834,0.125,0.218561,0.442035,0.208538,0.264464,0.227938,0.237699,0.291389,0.229929,8
-724.703,0.99961,0.0236661,6,63,0,729.171,-0.809023,-0.996843,1.07593,-0.967468,-0.0650305,-1.32081,-0.624024,0.109588,-1.42943,0.474857,4.58889,6.167,0.989938,0.997907,0.125,0.217145,0.426019,0.219526,0.301555,0.192132,0.24874,0.319301,0.184253,8
-723.715,0.998401,0.0245214,6,127,0,732.464,-1.20011,0.544298,2.35482,-0.633205,-0.736506,-0.0543857,-0.311396,0.619689,0.480888,0.485045,4.89472,4.3839,0.99257,0.987677,0.125,0.281688,0.485524,0.181347,0.174027,0.226796,0.205681,0.289146,0.275506,8
-726.173,0.999693,0.0253278,6,63,0,729.618,-1.18875,0.399563,1.84893,0.0466867,-0.827832,-0.321975,-0.23146,1.09373,-0.244719,0.541903,6.97063,6.08198,0.999062,0.997722,0.125,0.274438,0.453434,0.238042,0.162826,0.203717,0.211789,0.355248,0.210592,8
-725.569,0.999702,0.026219,6,127,0,732.493,-1.84289,0.74857,1.89433,0.170589,-0.164645,0.666728,1.10106,1.03532,0.765763,0.725303,6.26564,5.81245,0.998103,0.997019,0.125,0.214173,0.384871,0.151979,0.123217,0.204352,0.260323,0.251248,0.21628,8
-722.144,0.940368,0.0271274,7,127,0,730.216,-1.34564,0.099343,1.5387,-0.0982613,-1.28362,-0.719869,0.388466,0.464146,-0.0434868,0.438732,5.62393,5.08596,0.996403,0.993855,0.125,0.21382,0.338372,0.199608,0.129116,0.159565,0.235916,0.241953,0.203475,8
-719.642,0.996745,0.0247619,7,127,0,724.167,-1.30382,0.0370378,1.66433,-0.283474,-1.18362,-0.684384,0.114,0.544772,0.0997769,0.582917,5.66406,4.66415,0.996544,0.990661,0.125,0.217172,0.417354,0.187086,0.119859,0.154106,0.224895,0.271652,0.223453,8
-718.938,0.996862,0.0254525,6,63,0,722.32,-1.22403,0.110615,1.52436,-0.487805,-0.542122,-0.0678135,0.0963901,0.860376,-0.218104,0.710775,4.70544,5.4683,0.991035,0.995799,0.125,0.241329,0.46492,0.172109,0.166678,0.218875,0.239482,0.35149,0.201161,8
-725.541,0.979295,0.0261571,5,31,0,726.321,-1.17997,0.380243,1.20882,-0.366536,-0.891923,-0.186719,-0.0617462,0.952412,-0.0184903,0.229706,4.39885,5.47869,0.987858,0.995843,0.125,0.251125,0.288579,0.220258,0.200232,0.227434,0.232517,0.27664,0.234295,8
-724.986,0.983409,0.0259102,6,63,0,729.277,-1.58085,0.445674,1.87457,0.0528267,-1.32055,-0.233226,0.330871,1.03074,-0.343267,0.887156,4.6706,5.58859,0.99072,0.996274,0.125,0.234071,0.520536,0.177412,0.0599526,0.143348,0.216308,0.3393,0.131772,8
-726.662,0.927983,0.0258826,6,63,0,734.767,-0.952949,-0.000175222,1.6754,-0.98103,-1.75144,-0.652598,-0.342762,-0.0463451,1.29291,0.374404,5.45708,4.7415,0.995752,0.99135,0.125,0.278279,0.419294,0.210777,0.16677,0.231959,0.253264,0.274821,0.384882,8
-724.279,0.999888,0.0230774,6,63,0,729.205,-1.22846,-0.191249,1.8777,-1.5617,-1.79016,-0.717937,0.154132,0.281086,0.911794,0.370762,4.98558,5.03754,0.993211,0.993552,0.125,0.214272,0.369986,0.140943,0.130996,0.183226,0.236618,0.245226,0.291028,8
-724.712,0.999882,0.0238477,7,127,0,732.71,-1.26534,-0.287533,2.08683,0.101553,-0.0400277,-0.250331,0.412361,0.170983,-1.24754,0.506755,5.16308,5.45347,0.994309,0.995737,0.125,0.196069,0.448229,0.229016,0.216594,0.199057,0.258003,0.235287,0.130387,8
-721.919,0.997502,0.0246318,7,127,0,730.324,-1.08367,-0.434015,1.84187,-1.1178,-1.15529,-1.26124,-0.00373873,0.38547,0.19321,0.44278,4.95521,5.74871,0.993003,0.996823,0.125,0.218258,0.433367,0.170992,0.168652,0.162176,0.252499,0.286388,0.269311,8
-726.061,0.99635,0.025308,6,63,0,729.446,-0.969721,-0.260422,0.481152,-0.930287,-2.2259,-0.549709,-0.666952,0.585899,0.617351,0.385321,5.02153,4.77116,0.993449,0.991601,0.125,0.25539,0.313389,0.209461,0.138547,0.234776,0.226757,0.322138,0.32479,8
-726.607,0.999605,0.0259322,7,127,0,733.046,-1.18912,0.349062,2.72671,-0.352069,-2.18276,-1.05623,0.166459,0.383344,-0.328133,0.29827,6.83082,5.38933,0.998921,0.995456,0.125,0.252561,0.407136,0.215155,0.137031,0.181806,0.242418,0.254496,0.216363,8
-729.91,0.994686,0.0267351,6,63,0,732.913,-1.07912,1.15959,1.84678,-0.26547,-2.48076,-1.38828,-0.275345,0.105336,-0.591771,0.417221,7.18416,4.82522,0.999242,0.992039,0.125,0.355417,0.423456,0.233281,0.10773,0.159985,0.232545,0.262083,0.209819,8
-732.053,0.998127,0.0272831,6,63,0,737.82,-1.19267,1.24684,1.78328,-0.204123,-2.30137,-1.71885,0.0917033,0.487021,-0.866028,0.256064,7.44531,5.26665,0.999416,0.994866,0.125,0.294548,0.323872,0.223577,0.14406,0.163446,0.237002,0.255791,0.195536,8
-725.834,0.999753,0.0280233,6,63,0,738.378,-0.978646,-0.417862,1.72379,-0.97899,-0.542867,-0.0594864,-0.787531,1.16235,-1.19554,0.444449,4.6824,4.90513,0.990828,0.992646,0.125,0.237875,0.447072,0.195642,0.22795,0.267943,0.209381,0.386502,0.180938,8
-723.445,0.999898,0.0288649,6,63,0,735.358,-1.0265,0.295567,1.61688,-0.440389,-0.454808,-1.6334,-0.547941,-0.492571,0.10196,0.303627,4.98665,5.36097,0.993218,0.995326,0.125,0.281555,0.369218,0.238628,0.237833,0.179102,0.232746,0.235761,0.269818,8
-723.252,0.994542,0.0297283,6,127,0,731.022,-0.899248,-0.863901,0.939263,-1.74093,-2.28822,-0.878697,-0.557022,0.243931,-1.04415,0.462465,4.96897,5.29441,0.993098,0.995005,0.125,0.214372,0.385831,0.153896,0.123741,0.213222,0.23924,0.312934,0.200667,8
-727.467,0.987562,0.0302873,6,63,0,730.826,-0.850269,-0.0858317,1.84151,-1.84224,-2.60609,-0.817878,-0.826526,-0.46581,-0.820989,0.447417,3.95995,4.51058,0.981293,0.989127,0.125,0.291384,0.493413,0.157823,0.117504,0.228606,0.227924,0.257562,0.22836,8
-727.261,0.998059,0.0304328,6,127,0,733.594,-1.0752,-0.162586,1.27995,-0.109071,0.983769,-0.960748,-0.384208,0.894727,0.363494,0.442808,6.77765,5.74172,0.998862,0.996801,0.125,0.241002,0.375563,0.245363,0.345342,0.182332,0.22351,0.336483,0.286133,8
