# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1,g_se,g_sp
-727.984,0.995694,0.0144608,8,255,0,731.994,-1.13955,-0.685928,-0.248216,0.277008,0.341898,-0.290274,1.88774,-1.82047,4.15861,4.93768,-1.31347,1.20742,-0.80976,0.777478,-0.651701,-0.377535,-0.466932,-0.338447,0.848357,1.39894,17.9027,-0.490109,1.01883,0.803802,0.992023,0.29528,1.74628,-1.35567,-2.22442,-1.27006
-728.338,0.997062,0.0144172,7,127,0,731.921,-1.18024,0.290469,-0.750654,0.523472,0.560078,0.0486421,1.50678,-1.12693,4.08851,5.13605,-0.176595,-1.22724,-0.190637,0.211132,0.233708,-0.94753,1.63619,0.486856,-1.27939,-0.213783,26.0744,1.55802,-1.40282,1.77086,2.57341,1.47726,5.03325,7.34547,-2.23899,-0.221829
-735.185,0.999239,0.0146144,7,127,0,737.992,-1.04919,-0.720249,-0.532793,1.50986,1.50454,-0.993364,1.66999,-2.90697,6.0961,5.35416,0.702791,0.684254,-0.556293,0.390245,0.677109,0.123747,0.274207,0.885191,-1.289,1.0932,25.9705,-0.492499,0.162331,1.74775,1.92197,-0.529358,1.10417,-1.89837,1.77333,0.790699
-736.559,0.99997,0.0150536,8,255,0,743.429,-1.31588,1.06567,0.569148,1.48756,-1.23913,0.387419,0.528509,-1.94871,4.17062,4.41363,-0.725378,-0.0261488,-0.853654,-2.5132,-1.25512,0.333433,0.688398,0.671163,1.5776,-1.03367,-22.681,1.48856,1.47296,1.95536,-1.96889,0.529642,-3.72211,-0.483719,-2.98249,-3.11781
-731.262,0.999692,0.0156476,8,255,0,742.16,-1.25895,-1.26019,0.405146,-2.13963,-0.515861,-0.875932,1.11879,-1.81095,4.60112,5.04364,-0.14383,0.553317,2.31747,-0.277679,-2.27337,0.182315,-1.13158,1.96725,-1.60164,1.76205,-24.7024,-1.59124,1.6288,-2.14151,-0.913784,-1.95712,-2.12578,-2.39721,-1.4951,0.538157
-729.518,0.999944,0.0163332,8,255,0,735.582,-1.03488,-0.699106,-2.46677,-0.485677,-1.13792,-0.762621,0.688153,-1.29108,4.76747,5.0009,1.54591,-0.868423,0.802307,-1.77446,-0.310529,-0.424641,1.65946,0.946506,-0.941305,-0.615699,-10.1472,-0.22595,-5.51088,0.279272,-1.81431,-0.4721,0.374392,6.41399,-0.839612,0.0871093
-728.961,0.997637,0.0171253,7,127,0,734.577,-1.05704,0.0782112,-0.448593,-0.732458,-0.918465,-1.97898,0.712628,-1.76544,4.7623,5.15419,-1.22682,0.218514,1.94344,-0.10664,0.815146,0.434176,0.333578,0.60649,0.679857,2.02392,1.93396,0.915006,1.26222,-0.277158,-0.79847,-3.0756,-0.801865,-0.883692,-0.72976,0.36073
-725.362,0.99978,0.0178773,7,127,0,731.072,-1.2093,-0.0435298,-0.0432263,-0.822364,-0.600937,-0.305476,1.23148,-1.22523,4.49006,4.69336,-0.121589,-0.496495,-0.441268,0.0878948,0.943397,2.97129,0.664048,0.791454,0.319624,0.259927,2.99846,0.516563,1.90304,-0.540551,-1.51401,-0.66688,0.953565,-0.729715,-1.44634,-2.37023
-729.479,0.974054,0.0188212,6,127,0,731.856,-0.981575,-0.199609,-0.971793,-1.25664,-0.789921,-0.663323,1.15104,-2.02869,5.04684,5.34351,0.863566,-0.31348,-1.37307,-0.289017,0.0357815,-0.389749,0.100081,0.236708,1.00266,0.845633,32.6244,0.531924,0.48275,-0.872828,-0.251339,0.664587,1.1341,-4.2361,0.185806,0.616137
-729.735,0.999924,0.0183633,7,127,0,733.306,-0.878065,-0.68898,-1.09446,-0.440066,0.510657,-0.482131,0.0159422,-0.838846,5.25767,5.21766,0.401168,0.716158,0.630082,-0.126535,1.23302,0.104953,1.25753,-1.53572,-0.482904,0.59234,29.6883,0.426737,-0.594636,1.08693,7.96182,3.55326,-1.40205,-0.718716,0.552229,0.135017
-729.236,1,0.0193928,7,255,0,733.697,-1.36896,0.225722,0.632145,0.413354,-0.83373,0.536179,2.13369,-1.69441,6.13369,5.18374,1.54508,-0.894768,-0.475109,0.142591,0.381239,-0.856971,-0.684563,1.42964,0.490942,1.36238,-12.0263,0.250767,1.60206,0.771289,-1.99732,0.521312,0.00142096,-3.63701,1.71296,0.809311
-727.75,0.999777,0.0204926,7,127,0,732.762,-1.22323,-0.130436,-0.463503,0.707146,-1.21034,-0.320923,2.0126,-1.74961,5.04308,4.67634,-0.737364,-0.608981,-1.88501,0.0115594,0.105632,-1.31847,-0.68069,0.303296,-1.79839,-0.12975,0.940702,0.152809,0.166737,1.29021,-1.90991,-0.310541,1.58142,-0.767304,-0.0933326,-2.40166
-728.886,0.999626,0.0216427,6,63,0,729.988,-1.20641,-0.605373,-0.322949,1.0494,-1.49527,-0.524603,1.99952,-1.73911,5.23928,5.34768,0.250708,-0.678546,0.117948,0.0612606,0.271646,-0.100048,-0.599711,-0.228013,0.271223,1.0465,-1.92702,-0.562411,0.47502,1.73039,-2.44218,-0.852424,1.62573,0.447072,0.286253,1.30809
-726.505,0.994907,0.0228442,6,127,0,730.28,-1.24604,0.0415983,-0.402715,0.393931,-0.370483,-0.428135,1.69249,-1.87734,5.5144,4.9355,-0.527414,-0.62557,0.27552,1.22417,-1.64706,-0.317809,0.584265,-1.3796,0.07641,0.491841,-8.80671,0.292639,0.0919279,0.809032,-0.553761,-0.711036,-0.158872,-3.81662,0.748904,-0.524975
-727.849,0.983806,0.0237794,7,127,0,730.253,-1.2019,-0.489545,-0.990119,1.22187,0.196578,-0.624874,1.59758,-1.41465,5.84588,5.30151,-1.72314,0.411214,-0.012067,0.215408,-0.462898,-0.740178,0.855288,0.0153339,0.353312,0.0693796,1.41137,-0.445635,-1.5416,2.40155,0.775539,-1.67734,2.03402,2.67768,1.33996,1.07531
-726.661,0.981276,0.0239747,6,63,0,730.139,-1.195,-0.254733,-0.612249,0.819559,-0.64744,0.0349573,1.14104,-1.72775,5.54288,5.18364,-1.4193,-0.337743,-0.632234,1.21157,0.866208,-0.759677,0.30143,-0.7398,0.820161,0.56833,-3.4587,0.0162059,-0.0583946,1.47639,-0.924542,0.741025,-1.17177,-3.12704,0.826296,0.574711
-725.959,0.998961,0.024004,7,127,0,736.658,-1.14694,-0.232534,-0.755357,0.466209,-0.947646,0.0801441,0.83648,-1.3235,5.36391,4.93526,0.0886844,0.11256,-0.838894,-2.22859,-1.66263,0.132832,-1.72164,2.57257,-1.11984,-1.4451,3.54618,0.338259,-0.323156,1.51056,-1.87478,2.09971,-1.05397,-1.24698,0.552911,-0.850359
-731.018,0.978725,0.0252629,6,63,0,733.984,-0.950956,-0.144885,-1.57184,-1.33472,-0.880009,-1.68719,0.610333,-1.29923,6.97991,5.14818,-1.43852,-0.771342,0.157763,-1.41157,0.807022,-0.111429,-0.40829,-0.0491817,-0.249728,0.595777,7.00987,1.52045,-1.47978,-0.839199,-0.453285,-3.51028,1.92504,1.72816,2.82367,0.273214
-730.407,0.98697,0.0251134,6,63,0,737.224,-1.13806,-0.609397,-1.27035,0.198127,-1.78986,-0.546514,0.31869,-2.37637,5.17456,5.07299,-0.842744,-0.505362,0.680204,1.68366,-0.304861,1.52257,0.287995,0.182711,-2.61184,-0.147804,-9.9585,-0.395567,-0.799716,0.491476,-1.91947,-0.175974,-1.71937,-2.1972,0.0934698,0.228956
-733.789,0.998164,0.0255449,6,63,0,741.188,-1.08557,-1.82924,-0.607497,0.171892,-0.576634,-0.579826,1.14378,-1.61165,4.95056,7.11808,0.867861,-0.44018,-0.836631,0.820373,-2.50375,-0.434198,0.691081,1.97346,0.1173,1.27907,5.27632,-2.2792,0.61816,0.880548,-0.466709,-0.168072,0.407306,-1.74462,-0.257571,5.56943
-730.783,0.994484,0.0267863,6,127,0,739.198,-1.16233,-1.6187,-1.26142,0.414246,-1.16515,-0.00737452,1.66911,-1.50581,5.88976,5.94534,-0.898853,1.11941,-0.732014,0.0547626,-0.45158,0.774125,0.129621,-0.920649,1.31752,-3.29048,-0.205245,-2.29584,-1.86776,1.18822,-2.17065,1.04414,2.34491,3.69518,1.40017,3.27757
-729.963,0.998751,0.0277869,7,127,0,734.086,-1.48009,1.18636,-0.0519652,-1.0805,0.246267,-0.0810816,1.23509,-0.610112,5.15296,4.38838,0.424828,0.179753,-0.976325,0.353964,-1.56939,0.395587,0.32731,-1.10704,1.55733,-0.759711,-5.03612,6.25498,-1.80072,-2.05701,-0.65802,-5.53944,3.32243,9.50042,0.110213,-3.91131
-728.78,0.995494,0.0291395,6,63,0,733.62,-1.23836,0.53549,0.0928792,-0.0907667,0.329606,-0.0232637,1.04435,-1.8575,6.17868,5.58897,-0.50449,1.77631,0.369056,-1.37537,0.177799,-0.273342,-0.410137,1.00507,-0.827064,-1.50807,-7.60899,0.990683,1.05823,0.249899,0.549488,0.123782,-2.07799,-3.73322,1.78731,2.23944
-725.102,0.999811,0.0302678,6,63,0,730.257,-1.23344,-0.465761,-0.567484,-0.614818,0.358093,0.0197502,1.36972,-1.0738,5.92356,4.86281,-0.947254,0.79864,-0.306364,0.430498,0.567125,-0.998516,1.52647,1.55374,1.12154,1.08373,11.0682,-0.712169,-0.964776,-0.262779,1.66479,0.893426,3.68455,3.12134,1.48961,-1.45926
-728.329,0.988953,0.0317792,6,63,0,730.673,-1.17138,0.511396,-0.163686,-1.36537,-0.443546,-0.66826,0.37183,-1.24201,5.11299,5.63663,0.500046,0.125727,1.02183,0.139155,1.07877,-0.851456,0.013517,0.30297,1.14471,0.260414,-16.2077,2.01481,1.61371,-1.31882,-0.909023,-2.22021,-5.28063,-1.15504,-0.0831257,2.55145
-727.303,0.990955,0.0323983,6,63,0,734.293,-1.30211,-1.13624,-0.702686,0.116431,0.392682,-0.212826,1.57023,-1.24105,4.56553,5.58623,-0.995449,0.847552,0.985882,-1.10318,0.149138,-1.94352,-0.845833,0.581182,-0.250232,2.27299,-15.872,-2.4513,-2.17918,0.693014,0.704451,-1.81574,0.864459,1.24329,-1.47576,2.45113
-733.612,0.994572,0.0331879,6,63,0,736.059,-1.2139,-0.589537,0.515673,-0.458386,1.69614,-1.28356,1.77547,-2.76637,5.85148,4.51889,-1.09021,1.04664,0.447478,-0.504596,-0.266074,0.0827272,-0.375016,-0.735035,0.665849,0.975824,-3.47617,-0.480711,1.08495,-0.307023,1.96181,-1.29109,0.545593,-2.50043,1.32541,-3.4373
-733.891,0.999891,0.0342988,6,63,0,737.189,-1.16893,0.0518927,1.04798,-0.932921,0.956381,-1.40011,1.04562,-3.31672,6.19632,5.12669,0.0755672,-0.835521,-0.134065,0.324367,1.50328,-0.373366,1.11004,0.008698,0.273236,-1.43654,-2.9881,0.155027,1.43061,-0.839173,1.06681,-1.30686,0.196455,-1.5577,1.82517,0.325085
-731.272,0.982295,0.0359109,6,63,0,739.323,-1.39117,0.184023,1.74062,-0.250681,0.932209,0.738987,1.82047,-1.80428,4.98686,5.11771,0.455564,-0.194879,-2.45768,0.780189,-1.2493,1.23621,0.865165,1.63534,-1.60177,0.360982,-10.343,0.109819,3.62042,-0.0831671,0.962511,0.698669,-1.61603,-3.87665,-0.315973,0.45382
-726.982,0.999901,0.0359187,6,63,0,733.608,-1.22578,0.826806,-1.0909,-0.114231,-0.685464,-0.187537,1.81208,-1.41503,5.11885,5.08753,-1.32317,1.36339,2.19462,0.102459,-0.191119,0.166761,1.70055,1.34293,-0.225588,-0.0581051,2.84017,2.12173,-2.03741,0.419179,-1.53371,-0.24559,2.82424,3.71164,0.0883871,0.0776146
-727.294,0.95593,0.0375563,6,63,0,730.911,-1.22987,0.813837,-0.138933,-0.697827,0.264814,-0.211832,0.527071,-1.33405,5.48419,5.02355,1.30633,-0.940797,1.14234,-0.69721,1.16501,0.00470376,-0.688912,0.978674,0.244012,-0.0388894,-8.47091,2.28396,1.1192,-0.389268,0.8821,-0.406064,-4.84017,-2.55457,0.698723,-0.0559671
-727.477,0.993142,0.0351343,6,63,0,729.518,-1.0823,-0.940729,0.116471,-0.639637,-0.0280174,-0.0881206,0.744135,-1.62817,4.95067,5.29064,0.371064,0.172989,-0.123103,-0.770218,0.235596,1.01512,0.407412,0.953518,0.527101,-0.931205,19.0937,-0.749751,2.72875,-0.153239,0.76328,1.56036,-1.02498,-2.47413,-0.127852,0.605299
-729.741,0.973083,0.0360919,5,63,0,731.732,-1.33934,-1.55978,0.510027,-0.8218,-0.558489,-0.581201,1.57759,-1.47572,5.04075,4.98165,0.811562,0.337348,0.369373,0.131024,0.638869,0.565261,-1.35475,-0.443149,-0.194511,0.507221,-25.6467,-2.70071,1.99465,-0.711808,-1.72014,-2.73433,-1.11834,-0.677867,-0.316595,0.386252
-729.496,0.998774,0.0352599,6,63,0,733.758,-1.18601,0.600528,-1.68561,-0.435895,0.843567,-0.0808285,0.542784,-1.42856,5.40964,5.1456,-1.58584,-1.34315,0.894634,-0.372313,1.05273,-0.960906,-0.755464,0.811649,0.0617332,0.0330963,-9.22545,1.80638,-3.43296,0.0313757,2.55623,0.666866,-3.77003,1.74885,0.563828,0.64099
-730.557,0.994995,0.036697,6,63,0,734.354,-1.12542,0.145932,-1.8496,-0.293205,0.976447,0.145531,0.252251,-1.69063,5.56594,5.14333,0.864931,1.94725,0.333333,-0.524547,-0.143442,-0.60862,0.77328,1.19537,-0.498629,0.0339049,0.0754492,0.885949,-2.40451,0.210414,2.50747,1.77844,-3.37896,0.98772,0.888204,0.375817
-730.582,0.999312,0.0378136,6,63,0,734.037,-1.10773,-0.29192,-0.657578,-2.05809,-0.89064,-1.23838,1.47316,-1.21538,4.10517,5.04941,0.204561,0.709771,-1.38376,0.27634,1.46153,0.253802,-0.956211,-0.992025,-0.276786,0.444653,2.48812,0.322674,0.131052,-2.24164,-1.86481,-4.25432,5.31012,9.23134,-2.67906,0.0067429
-729.493,0.999544,0.0393499,6,63,0,735.094,-1.09115,-1.40447,-0.615306,-1.28705,-0.574736,0.114692,0.264589,-1.63446,4.69411,5.8005,-0.230153,0.376611,0.396331,-1.56459,-0.776528,-1.02581,0.258126,-1.01576,-2.14292,1.02865,-2.141,-1.55963,0.595078,-0.9958,-0.445997,1.97828,-3.27899,-2.50448,-0.955606,2.83638
-726.639,0.999379,0.0409413,6,63,0,733.874,-1.45943,0.520314,0.170088,-1.24646,0.778689,0.141888,1.75506,-1.00695,5.34391,4.59851,-0.185706,-2.33717,-1.35123,-1.17345,-0.858858,0.841063,-0.259152,1.62127,-0.59337,1.12998,-1.95753,1.00805,0.27428,-1.72595,1.61538,-1.92427,2.69011,2.23394,0.48911,-2.74557
-734.371,0.868244,0.0425492,6,63,0,737.978,-0.991776,-0.579203,-2.70792,1.37077,-1.64849,-0.173489,1.15171,-2.14565,4.84227,5.57905,1.13179,0.808892,0.410684,-0.942075,0.860213,0.770145,0.496092,-1.54411,0.170718,0.479614,22.6707,-0.0530038,-2.42758,2.00039,-1.49977,1.34746,0.81419,-1.98164,-0.31442,1.78878
-728.193,0.993798,0.0323725,6,63,0,736.387,-1.08555,-0.791681,0.255791,-1.42413,0.232491,-0.581674,0.543744,-0.836909,5.18076,4.99144,1.54374,-1.30377,-0.514223,2.10506,0.401204,-2.117,-0.518649,1.00473,-0.497551,-1.19977,17.3754,-1.39149,7.87006,-1.62445,3.32987,-2.00021,0.0452185,3.41501,0.320521,-0.80829
-726.074,0.999778,0.0332271,6,63,0,733.425,-1.15109,-0.561015,-0.639181,-0.620208,0.313965,-0.507439,1.13816,-1.00853,4.57102,4.50017,-0.550643,0.838086,-2.16665,1.91421,-0.412555,1.09342,0.70656,-1.40535,-1.14446,-0.432521,13.5513,-0.579998,-0.384778,-0.0856595,2.45841,-1.4107,4.4898,3.82761,-1.05422,-4.18879
-725.826,0.998364,0.0345666,6,63,0,728.904,-1.18808,-1.1746,-0.645324,-0.847582,-0.0796568,-0.244206,0.986327,-0.992058,4.84857,5.78793,0.961925,-0.747646,0.0780318,-0.145075,1.33326,-0.160202,-0.240452,-1.08224,-1.25928,0.162419,-8.71368,-2.84004,-1.50619,-0.661632,0.0449931,-0.777294,0.944533,1.804,-0.623405,2.93155
-729.016,0.958943,0.0358167,5,63,0,733.837,-1.10526,-0.722157,-0.682056,-1.01236,0.805865,0.232849,0.747948,-1.47084,4.38433,4.56757,-0.670186,-1.22128,-0.0406818,0.150359,-1.29258,-0.580687,-0.0570716,0.420991,0.556506,2.27579,19.7858,-0.454173,0.499745,-0.626678,2.88093,2.89661,-1.027,-1.19539,-1.48772,-4.00525
-729.278,0.96893,0.0338586,6,63,0,736.243,-1.04694,-0.273502,-1.12735,-0.896247,-1.60147,-1.43953,1.4668,-1.63604,5.99478,5.16142,1.90997,-0.540884,-1.91284,-1.28358,0.646519,-0.138195,0.903429,-1.44984,0.435536,1.06695,11.2384,0.507468,-0.207777,-0.420518,-2.12146,-1.99622,2.75977,1.04873,1.5907,0.213422
-728.338,0.992428,0.0327677,6,63,0,735.56,-1.25181,0.578147,-0.414407,-0.0341044,0.432321,0.523617,0.611968,-0.706891,6.0021,4.87381,-0.398335,-0.907489,1.38672,0.475146,1.76415,-0.382944,2.17379,0.661315,-1.09701,1.29925,17.5186,3.84132,-1.50717,1.03102,3.30566,8.01799,-3.73416,4.30299,1.62175,-1.58244
-727.991,0.995664,0.0334664,5,63,0,734.407,-1.2775,0.596192,-0.304041,-0.776032,-0.104471,-0.703775,1.55162,-1.24596,5.88697,5.88246,-0.849606,-0.735519,0.366609,-1.25434,-1.05219,-1.62321,1.16475,-1.72486,-0.635889,1.17598,-9.61547,1.66545,-0.234066,-0.620595,-0.623916,-3.78358,1.45767,1.85923,1.36105,3.20968
-726.015,0.999179,0.0344165,5,63,0,731.035,-1.24802,-0.161954,-0.210549,-0.383023,0.254447,0.366268,2.00239,-1.6029,5.73013,5.36483,0.273806,1.29783,-0.181476,-0.694618,-0.56873,-1.93366,0.231454,0.932044,0.669469,1.52662,9.55429,-0.000134557,0.499599,-0.0407514,0.498175,1.28995,1.79539,-1.11969,1.19245,1.10747
-726.766,0.983898,0.0356565,5,63,0,734.088,-1.19483,-0.198974,-0.333368,-0.385565,0.307569,0.436832,2.01319,-1.72306,5.66109,5.18905,-0.126218,0.522561,1.74382,0.0354311,-0.717776,-0.926699,-0.0784755,1.66638,1.00909,2.47746,18.4279,0.104333,0.584334,-0.00427904,0.807859,1.83527,2.0152,-0.56596,1.12652,0.117875
-727.83,0.899,0.0356764,5,63,0,736.232,-1.1794,0.30221,-0.20882,-1.09948,-0.467214,-0.818978,1.54127,-1.41985,5.33274,4.35991,2.40192,-0.647969,0.0861539,1.08531,1.32577,2.06731,1.34711,-0.886474,0.794129,0.408996,11.6988,1.33127,1.53683,-0.824184,-0.548463,-1.70147,2.56831,1.22918,0.55283,-5.46457
-728.659,0.999905,0.0295431,6,63,0,732.337,-1.24701,-0.0369382,-0.206813,-1.72018,-1.02941,0.384674,1.64176,-1.4843,4.77221,5.88133,0.742322,-0.66515,-0.249249,-0.317159,-0.0584574,1.65768,-0.257879,0.0860967,-0.672282,1.70977,-3.93703,0.18372,0.4235,-1.78312,-2.38958,1.42541,0.563439,-0.773425,-0.768511,3.11062
-728.69,0.980052,0.0306493,6,63,0,733.902,-1.13272,0.0755603,-0.877305,-0.241396,0.831617,-0.440141,0.960768,-0.860248,4.28672,5.43667,0.449346,0.404368,-0.258666,-1.56981,-0.640602,0.562519,0.74727,-0.50705,-0.979533,2.24154,16.7751,1.6122,-3.02065,0.693007,6.21407,-1.90539,4.29189,9.51546,-1.78222,1.42227
-734.602,0.94182,0.0304195,6,127,0,739.403,-1.11462,1.12828,0.813366,-2.34092,-0.635262,-0.246838,2.08568,-2.58605,5.35016,4.69567,1.85467,-0.0180448,-0.642519,0.64476,1.27444,-0.266302,-0.744073,-0.341057,-1.19646,-1.23944,21.5233,1.5381,1.89036,-2.18855,-0.445371,0.322121,1.39268,-1.64945,0.641822,-3.04111
-728.258,0.995037,0.0277673,6,63,0,737.26,-1.66551,0.0189354,0.140986,-0.934477,1.00981,0.557591,1.44051,-0.613511,5.21322,5.5308,0.99002,-1.06314,-2.12267,2.64855,0.264888,1.09868,-0.931779,1.25983,-0.4593,-0.654558,-23.7817,-2.56595,-4.0471,-2.33662,2.70924,-2.25972,-1.24124,-3.50557,0.0904495,2.48293
-730.078,0.986965,0.0284811,6,63,0,733.341,-1.11714,1.21883,0.342425,-0.695459,-0.689185,0.112857,1.58886,-2.12872,4.91686,4.98938,-1.01642,0.020268,0.830418,-0.754876,1.23467,0.676305,-0.0555907,-0.114578,0.101056,1.49183,22.4677,1.97176,1.86204,-0.389501,-0.541619,1.12405,0.657952,-1.1224,-0.163154,-1.06307
-728.969,0.999547,0.0286948,7,127,0,733.998,-1.38562,-0.244349,-0.585772,-1.78242,-0.413104,0.16793,1.43994,-0.990503,6.33151,4.92252,-1.21406,1.73789,0.603186,0.00966375,-1.43835,0.387444,1.27473,0.158287,-0.476003,-1.05039,-21.8964,-0.977852,-3.29193,-2.50655,-2.80242,-0.669072,1.21252,2.94553,1.96721,0.0956838
-731.979,0.993945,0.0296955,6,63,0,735.335,-1.05154,-0.191762,-0.729769,1.09791,1.08579,-0.894854,0.901527,-1.39842,3.97462,5.49674,-0.833001,0.142007,0.059455,-1.40819,0.551303,0.234396,-1.07754,-0.793435,0.76846,-1.12712,22.221,0.678904,0.503425,2.49603,4.14174,-1.28409,0.480822,3.00224,-2.73416,1.50609
