# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-732.929,0.992372,0.0142325,8,255,0,743.804,0.116729,-1.25347,-1.44497,-0.906776,-0.701258,-1.14463,-0.524712,-0.654572,-0.77863,1.09334,-0.304397,1.39356,0.71628,-0.115466,1.41822,-0.425829,-0.0917158,-0.203265,-0.488269,-1.45778,-0.711704,-1.45812,5.18575,4.6667,0.0901055,-0.947088,0.275837,0.826566,0.0155781,0.601816,1.07014,1.44649,-1.00813,-1.63469,2.10449,0.128837,-1.51105,1.29826,-1.14297,-0.0204108,0.45201,1.08561,-0.288457,-0.187692,-1.04106,-0.364631,-0.584265,0.124479,-9.45844,-1.56107,-3.51908,-5.78081,3.54029,-4.8676,-4.63833,-3.57245,-0.956545,0.00764255,-0.304397,1.39356,0.71628,-0.115466,1.41822,-0.425829,-0.0917158,-0.203265,4.80923,0.562866,4.41589,-0.108885,0.114096,-2.01938
-739.977,0.999697,0.0143496,8,255,0,750.455,-2.05381,0.691119,-0.242547,1.154,1.13638,0.153978,1.52419,1.3406,0.942673,1.06582,1.81441,-0.37112,-0.750097,0.843017,0.11544,0.636081,0.88339,-0.0943723,-1.01933,-1.61856,-1.47266,-2.30096,4.99216,4.9499,0.587675,-0.358341,-0.576188,-1.00217,0.322383,-1.17004,-0.70333,0.896129,-0.345805,0.013676,0.259692,1.34433,0.51242,0.147913,1.52555,-0.243933,0.185732,-0.243492,0.314467,-0.845251,1.9296,0.644249,-1.76934,1.88024,-6.72879,1.5378,-1.96861,0.953896,3.70679,-2.76386,0.498608,0.140157,1.37974,0.127988,1.81441,-0.37112,-0.750097,0.843017,0.11544,0.636081,0.88339,-0.0943723,0.742847,-2.31434,-1.57996,-0.475509,-0.258314,-0.370194
-740.243,0.99957,0.0149071,8,255,0,752.272,-2.08013,0.81604,-0.219852,0.645701,-0.750953,0.75308,0.5309,0.948926,0.280262,1.87475,1.73014,-0.104775,1.49101,-0.784116,1.04866,-1.05841,-0.0638623,0.330338,-1.75284,-1.35029,-0.558934,-0.901761,4.58494,5.3432,0.575218,-1.16926,0.214193,-0.333384,-1.25337,-1.36805,-2.13456,-0.194868,-2.25992,0.716127,-1.35919,0.356073,1.25328,-1.12913,0.207644,-0.998236,-0.945737,0.202412,-0.0675879,0.0923188,-0.131564,1.03953,0.496688,-0.626243,-10.1404,1.48992,0.644345,-3.49708,-2.36955,2.21609,-4.00358,1.68149,-3.5933,0.94452,1.73014,-0.104775,1.49101,-0.784116,1.04866,-1.05841,-0.0638623,0.330338,-0.930378,-2.67266,-1.85812,-1.66833,-1.33319,1.46917
-738.739,0.994226,0.015559,8,255,0,753.933,-0.958547,-1.16326,-1.12014,0.101434,0.689924,-0.126895,-0.106608,-0.511896,-0.39345,1.02812,-0.427086,0.905911,0.211901,-1.4967,0.0595552,-0.901497,0.320515,-0.165502,-3.30012,-1.32477,-1.93094,-1.41308,5.92174,4.93119,0.00850704,1.44388,-1.19677,1.10202,1.56715,1.22639,0.597079,2.13457,0.881914,-0.742626,1.68458,0.212239,1.65885,-1.36704,1.13475,-1.44575,0.0466422,0.29166,1.64542,-0.876318,0.309981,0.517772,0.428663,-0.680926,3.08324,-1.05183,-0.777384,0.138981,1.1982,0.209106,1.02647,-1.41465,1.87619,-0.0143815,-0.427086,0.905911,0.211901,-1.4967,0.0595552,-0.901497,0.320515,-0.165502,-1.31205,-1.01067,-0.646041,-2.16528,1.45381,-0.868056
-740.762,0.984819,0.0160345,8,255,0,751.215,-1.10266,0.671696,0.660656,-0.316717,-1.21823,0.0845623,0.448389,0.318274,0.0289998,1.11999,-0.149083,0.0977932,-0.853115,1.78207,-0.346819,0.687783,0.556322,1.01903,-2.77589,-0.682956,-0.925138,-1.29404,4.42561,4.76511,-0.59412,-0.648496,0.232686,0.96302,0.750773,0.817497,-1.68323,1.55615,0.276936,0.795542,-0.834998,1.51409,-0.676737,-0.214159,-0.316178,-0.582779,1.14967,0.943641,-0.705916,1.74786,0.964851,-1.03658,-0.46484,-0.185407,32.3889,1.06329,1.76922,9.54188,-0.647068,3.58317,5.26876,16.1573,6.24741,0.278017,-0.149083,0.0977932,-0.853115,1.78207,-0.346819,0.687783,0.556322,1.01903,-0.615496,3.55785,-3.22528,1.43392,-1.15179,-2.79425
-741.151,0.999556,0.0161038,8,255,0,749.352,-0.427563,-2.2877,-1.97113,-0.284052,0.160783,-0.669607,-0.488641,-0.683007,-0.434237,-0.305502,-1.41966,-0.285006,0.356542,-1.52685,0.308425,1.10395,-0.0434963,0.856586,-1.82967,-1.91674,-1.04783,-0.554561,5.67308,5.32488,1.43129,0.29238,1.15558,1.39033,-0.407003,-0.0727355,0.614588,-0.440738,0.369561,0.0559332,-0.539826,0.0239666,-0.787179,1.43205,-0.275639,1.0123,0.564628,1.28838,-1.79506,-0.114687,0.141842,-0.301123,-0.765888,0.37736,14.2393,-2.15975,-1.05802,3.79379,2.82462,0.430538,3.89004,2.02707,5.40748,-4.0408,-1.41966,-0.285006,0.356542,-1.52685,0.308425,1.10395,-0.0434963,0.856586,-2.81382,-1.9241,-1.72184,-5.25308,1.12558,0.894012
-743.238,0.996845,0.0169563,8,255,0,755.15,-0.399587,-2.37769,-1.80965,-0.150609,-0.733249,-0.63086,-0.749527,-0.626083,-0.637106,1.33834,0.146353,-1.49411,1.8148,0.0301713,-1.70198,1.26659,1.25641,-0.27157,-2.06903,-1.16941,-0.523891,-0.780444,4.04669,4.69331,1.42269,-1.32629,-0.852767,-0.563627,2.00196,0.0406777,-0.339907,0.495938,-0.617176,-1.08034,-1.66524,0.436912,-0.519078,-1.72656,1.20726,0.596127,-0.684769,1.09753,-0.693239,-1.48774,-0.22131,0.293965,0.609645,-0.418278,11.5467,-2.12312,-0.511223,8.32403,-0.00451531,-0.631313,-2.31954,2.58817,2.54875,3.51965,0.146353,-1.49411,1.8148,0.0301713,-1.70198,1.26659,1.25641,-0.27157,-3.32089,-3.0391,-1.02798,0.163819,-2.72625,-2.60213
-738.779,0.987657,0.0177318,7,127,0,754.774,-0.663716,-0.976352,-0.818524,-0.378128,-0.990569,-0.677015,0.28595,-0.145227,-0.668606,1.27611,1.47215,-0.985103,2.81888,-1.2937,-0.626821,1.76426,1.05368,-0.570214,-0.915656,-0.945927,-0.395127,-2.01355,4.9887,5.43117,-0.130157,-2.20535,-0.849556,-1.71186,-0.254797,0.467325,-0.904373,-0.840228,-0.515366,0.814618,-0.348826,-1.2421,0.953846,0.474351,-1.58433,0.735168,0.96744,-0.0919824,-2.47685,-0.782187,0.550961,0.734638,-2.20949,-1.20638,-17.3192,-1.68142,-0.631345,-10.9643,-3.29233,-4.35528,-0.627303,-5.50858,-2.90617,0.297457,1.47215,-0.985103,2.81888,-1.2937,-0.626821,1.76426,1.05368,-0.570214,1.30148,0.938616,6.10966,-0.68072,-0.374086,1.93294
-735.569,0.99831,0.0180586,7,127,0,753.13,-0.810107,-0.122142,-0.453861,-0.328472,-0.777096,-0.293531,0.0927958,0.46418,-0.0446639,0.672178,0.148525,0.388037,2.45101,-1.02282,-0.647833,0.34384,1.47853,0.218046,0.111656,-1.35686,-0.13721,-1.23319,4.83914,4.63998,-0.929076,0.212804,1.03795,-0.777259,0.0259093,-1.42599,0.583184,-0.796533,1.34043,-1.10813,-1.47848,0.971572,-2.90998,1.33179,0.650827,-1.7779,-1.10823,0.562621,0.477899,-1.05474,-0.31796,-2.0578,0.68328,-1.36195,-12.5396,4.37314,-2.81835,-11.5169,-13.7939,-2.43756,-0.00646192,-1.34211,-1.56521,-1.4615,0.148525,0.388037,2.45101,-1.02282,-0.647833,0.34384,1.47853,0.218046,9.98129,-2.31068,4.36897,-0.770989,-0.679532,-1.73062
-739.316,0.998392,0.018999,7,255,0,751.498,-0.971862,-0.981288,-0.717533,-0.00827277,-0.588573,-0.792774,0.552343,-0.35092,-1.02327,0.794132,-2.19552,-1.31701,0.360346,0.970594,0.115331,0.953696,-0.467101,-1.47111,-1.85337,-1.74386,-1.90823,-2.2756,5.37639,4.65119,-0.468781,0.652644,0.0581826,-0.364606,0.954185,-1.14807,0.0175248,0.273157,-0.921616,0.95846,1.13744,0.334178,-3.06936,0.611809,0.68559,-0.969633,-1.44301,0.624117,0.199466,0.820547,-1.35724,-0.150617,-0.214584,-1.34341,3.12676,-0.745163,0.487136,0.652709,-0.0446442,-0.580939,-0.19275,0.180467,-0.573488,0.0884922,-2.19552,-1.31701,0.360346,0.970594,0.115331,0.953696,-0.467101,-1.47111,-3.64699,-1.51685,-0.873702,-0.588117,0.569089,-2.73156
-737.236,0.982797,0.0199967,8,255,0,748.169,-1.76413,-0.480923,-0.425022,0.0556244,-1.21592,0.053543,0.485722,0.428341,0.324063,0.899251,1.60082,1.42135,-0.583531,-0.996588,-0.494704,-1.07055,0.757497,1.58384,-1.59532,-0.166662,-1.44823,-0.448731,5.20797,4.64906,-0.57912,0.254611,-1.05131,0.94686,-0.539431,-0.197375,0.194521,-2.27866,-0.728165,-0.741145,2.50665,-0.215546,0.784683,-0.0309643,1.39932,0.310037,-1.02122,-0.226478,-0.664416,0.992711,0.540828,-0.782434,0.535932,0.333803,-8.33234,-0.174088,0.932147,-1.38376,-1.87553,-5.60717,1.46763,-4.99047,1.07924,-1.95238,1.60082,1.42135,-0.583531,-0.996588,-0.494704,-1.07055,0.757497,1.58384,-2.49489,-2.78899,-0.808155,-0.454502,0.179811,-2.25673
-734.847,0.988962,0.0201128,7,127,0,744.42,-1.04254,-0.346296,-0.284783,0.549422,-0.350504,-0.113359,0.476777,-0.236218,-0.184985,1.33476,1.75908,0.0469764,-0.4475,0.458327,-0.35995,0.477281,0.318212,1.30167,-1.39467,0.354423,-1.32251,-0.931039,6.019,5.49753,-0.945406,-0.163674,1.4541,0.62072,-1.79077,0.919832,0.479338,0.251883,-0.222619,-0.185583,1.15473,1.46671,-0.477372,-1.17154,-0.410367,-1.2541,0.69624,1.27033,-0.534241,0.440244,-0.496943,1.19886,0.307582,-0.334987,-12.7952,-0.159653,0.86402,-1.74367,-0.584457,-2.91516,-0.0209458,-29.2623,6.88794,0.34956,1.75908,0.0469764,-0.4475,0.458327,-0.35995,0.477281,0.318212,1.30167,-3.01455,4.90285,-2.39942,1.58872,1.54577,2.06541
-734.689,0.970424,0.0206029,7,127,0,747.238,-0.243903,-0.752567,-1.67917,-0.456747,-0.537213,-0.755981,0.166006,-0.302966,-0.404116,1.33748,-1.13677,-0.698459,-0.258335,0.254935,1.18115,1.69899,-0.498762,1.33245,-1.09753,-0.332341,-0.134247,-1.09585,4.38553,4.7849,1.01045,-0.158884,-0.0949891,0.544719,0.161391,-1.24456,-1.31656,1.24279,-0.298005,-0.538699,-1.86528,-0.108325,0.426564,-0.437729,0.464756,-0.330284,-0.363096,-1.18989,1.40792,-2.69801,-0.548425,-0.0984692,-0.802566,-1.60013,3.22574,0.140084,-2.6831,-0.633714,2.06406,-3.4004,7.0087,-1.00306,2.30975,0.65231,-1.13677,-0.698459,-0.258335,0.254935,1.18115,1.69899,-0.498762,1.33245,-1.88406,-1.44366,1.38543,1.23329,-1.74537,-1.63581
-744.699,0.98594,0.0200174,7,255,0,756.033,-0.144557,-1.29317,0.188523,-0.00548154,-0.191613,-0.251565,1.85511,-0.686034,-0.979124,0.228546,-1.05091,-3.11422,-2.68714,1.13503,0.100759,0.0555851,0.31857,0.00177896,-1.85183,0.338548,-1.25479,-2.98026,5.60765,5.29691,0.564712,-1.23705,0.961438,0.366493,-0.767953,-0.363277,-1.91996,-0.335165,0.610749,0.769512,-1.16943,-0.79415,-0.340759,0.289811,1.18473,1.7014,-0.489213,1.33306,-0.0622859,-0.194488,2.16468,0.416759,-0.837198,0.399675,10.2655,-1.40656,1.70766,1.66209,0.514578,0.0926677,3.05401,20.6347,-7.48173,-0.17704,-1.05091,-3.11422,-2.68714,1.13503,0.100759,0.0555851,0.31857,0.00177896,-1.91763,-7.70865,1.60673,-0.0112046,1.00618,0.90921
-740.748,0.976051,0.0203396,7,127,0,758.072,-1.68889,0.928068,-0.939993,0.631633,-0.197218,-0.626871,0.444158,0.768339,0.229165,1.18618,1.28299,1.72763,0.0539399,0.364152,-0.0380643,1.18398,-2.38112,-0.204507,-1.47327,-0.596934,-1.33045,-1.43784,5.35587,4.83211,-0.477908,-0.92868,-0.0598207,-1.25008,1.73887,-1.5437,0.536417,0.322584,0.0876347,0.642249,0.859591,2.87796,2.71234,-1.20736,-0.0959581,-0.24504,0.0570349,0.0308023,-1.07025,-1.81309,-0.45381,1.28619,-1.21825,0.291353,3.36481,2.84787,0.129601,3.20759,0.758308,-3.57461,-1.24653,7.62584,-0.771807,-0.0766214,1.28299,1.72763,0.0539399,0.364152,-0.0380643,1.18398,-2.38112,-0.204507,-1.18514,2.57997,0.719846,2.02019,0.547211,-1.35006
-740.868,0.996019,0.0201006,8,255,0,756.606,-1.4717,0.0905516,-0.605266,-0.118976,0.208834,0.54881,0.920982,-0.0645327,0.14034,1.62359,1.70014,0.843131,1.103,0.0265936,1.18975,-0.0973123,-1.96029,-1.76228,-1.08624,-3.11109,-2.16953,-0.892988,4.95547,4.84386,-0.738973,2.09463,-1.56139,1.10522,0.207788,0.486774,-0.928723,1.25846,-0.784198,-0.441603,0.411583,1.51384,-0.667143,0.419363,-0.835117,1.48542,-1.5568,0.923905,0.182245,2.12139,0.56365,-0.295837,0.412812,-2.23002,-2.79036,0.535527,-1.93677,-0.415576,0.677728,4.60495,4.34757,-3.56095,-3.04142,0.338972,1.70014,0.843131,1.103,0.0265936,1.18975,-0.0973123,-1.96029,-1.76228,-1.32107,-0.874597,-0.373149,3.5292,-0.304511,-1.08721
