# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1883340189
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_adjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,sigma.1,sigma.2,sigma.3,sigma.4,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4,g_se,g_sp
-736.354,0.999139,0.0169388,7,127,0,752.294,-1.17101,-1.37544,-0.986063,0.261094,-1.10765,-0.531995,0.801395,-0.0498726,-0.670204,-0.0572977,0.688715,-0.201418,0.163558,1.6589,0.815838,-0.816555,-0.0861202,0.282836,-1.7991,-1.97357,-1.05761,-2.52651,4.84374,4.94305,-1.39682,1.19358,0.566323,-0.302052,0.0853306,-1.86361,0.432138,3.18271,-0.508816,0.116321,0.0797359,-1.1688,-1.90794,-0.612627,-0.842784,-0.103234,0.193741,-1.11038,1.1442,1.01284,-0.45487,-1.67054,0.973552,0.601406,-7.70159,-1.46635,-0.380052,-1.2967,-1.52391,-1.13527,-0.155449,-1.11715,-0.649011,-0.770091,0.688715,-0.201418,0.163558,1.6589,0.815838,-0.816555,-0.0861202,0.282836,-2.87656,-1.01468,-0.0987937,-0.0625276,-0.633654,-0.468719
-736.027,0.995824,0.0170693,7,255,0,745.098,-1.01217,-1.4937,-0.690562,-0.13073,0.0558442,-0.623045,0.972377,-0.197158,-0.613548,-0.734566,1.04595,-0.323959,0.0498568,0.987404,-0.802836,-0.988836,0.545407,-1.12184,-1.20318,-0.807918,-1.42419,-2.98471,4.38862,4.686,0.877116,1.09801,0.611983,-0.399847,1.14417,0.88679,-1.30373,0.376741,0.0809193,-0.231877,-0.053907,0.00156725,-0.168837,-1.33384,-1.66858,0.261389,0.538177,-1.2414,-0.505376,1.7245,-0.640515,-0.602666,0.250431,1.03764,-7.76077,-2.6675,-0.54472,-1.90487,1.3153,-2.16201,0.678806,-3.0801,-0.862651,-1.22754,1.04595,-0.323959,0.0498568,0.987404,-0.802836,-0.988836,0.545407,-1.12184,0.479446,0.052036,0.273151,-0.0557543,-1.92289,-1.87224
-738.596,0.999382,0.0172267,8,255,0,747.466,-0.906282,0.80855,-0.501921,-0.0286938,-1.00595,-0.351975,0.207519,-0.367148,-1.05291,1.23231,1.18892,0.616402,-1.77358,-0.42103,0.61304,-0.724881,0.171285,-1.01586,-1.12914,-1.68058,-2.48505,-1.45339,5.21463,5.66947,0.584972,0.445863,0.368524,-0.520173,1.06141,-1.0284,-0.0306697,0.549398,0.433432,1.8213,-0.781535,0.487528,-0.493526,-1.12255,0.980207,0.838355,-0.519379,0.902882,-0.751033,0.165043,-0.147101,0.967677,1.15787,1.67617,1.90642,3.76091,1.23153,1.00651,-2.18462,0.488458,-1.63734,0.192448,-2.05747,0.464543,1.18892,0.616402,-1.77358,-0.42103,0.61304,-0.724881,0.171285,-1.01586,0.770205,-1.45592,-1.06449,0.477412,0.265915,2.42272
-741.292,0.998214,0.0177395,8,255,0,751.604,-1.81249,0.0783808,-1.45018,0.617511,0.562624,0.190676,0.245732,0.640845,0.204492,1.02607,0.0541242,-0.504313,-0.319557,0.90915,-0.834279,0.425884,-0.732393,-1.27683,-1.91762,-0.0179759,-1.92691,-2.97126,6.24197,4.54579,0.217453,1.64775,0.360421,0.248263,-0.536512,-1.5553,-0.460774,0.421715,-1.44289,0.474812,1.19687,0.711558,-1.74461,-0.582582,0.764569,-0.808196,0.298997,-0.812238,-0.400951,-0.643392,-1.06092,1.72132,0.523897,0.134284,-1.47844,0.625295,-1.12656,0.917455,1.59843,1.18342,-2.70816,8.32972,-6.86481,0.604334,0.0541242,-0.504313,-0.319557,0.90915,-0.834279,0.425884,-0.732393,-1.27683,-1.10867,3.31031,-0.834482,-1.18717,1.89466,-3.19099
-740.755,0.991209,0.0183224,7,255,0,751.238,-1.78318,-0.490881,-0.585991,1.59569,0.654889,0.426274,1.41474,0.430419,-0.113258,0.0342328,-0.357741,-0.572185,-0.749046,0.997621,-0.919728,-1.34475,-1.6878,-1.2918,-1.28513,-0.535575,-2.12385,-2.29383,5.4722,5.60968,0.384374,-0.526788,1.79426,0.0141749,-0.912342,-0.880209,2.21003,-0.10723,-1.29087,-0.95528,-0.366284,0.181088,-0.205071,-0.354496,0.321773,-1.66557,-0.446053,0.5883,0.207863,-0.839962,0.173854,0.940079,-1.44076,0.863236,-15.0112,-1.24057,-2.07758,1.274,1.22789,0.173155,-1.08767,-3.89964,-4.27868,-1.04279,-0.357741,-0.572185,-0.749046,0.997621,-0.919728,-1.34475,-1.6878,-1.2918,-1.7644,-1.88171,-3.35429,0.109795,0.649842,2.51118
-739.281,0.999347,0.0186104,7,255,0,748.88,-1.62524,-0.387222,-1.41864,0.573959,0.213167,-0.655834,1.36333,0.727162,0.309552,-0.428541,0.79557,-1.22495,-0.545522,0.0308289,-0.592801,-0.711423,-0.812161,-1.92396,-1.96174,-1.07873,-0.973863,-3.45102,5.18831,5.06226,-1.32158,-0.247953,0.156589,1.89514,1.17248,0.112943,0.466048,-0.720718,0.755145,-0.0673759,-0.764762,-0.0610759,-0.572295,1.08596,-0.738545,-1.15212,-1.48359,-0.529485,-1.00341,0.0495772,-0.301939,1.01704,0.526314,1.48786,-10.2707,-0.18562,-1.38842,-2.07672,0.977757,-2.58479,0.495408,-1.95184,0.0474512,-0.730525,0.79557,-1.22495,-0.545522,0.0308289,-0.592801,-0.711423,-0.812161,-1.92396,-3.32468,-2.71055,0.150766,-0.522869,0.125329,0.24698
-739.39,0.999779,0.0194596,7,127,0,749.199,-0.674623,-0.734022,-0.826939,0.510265,0.7778,0.997025,0.26878,-0.475657,-0.896609,0.434771,1.63925,-0.365434,-0.57864,0.121611,0.298297,0.15986,-0.411985,-0.32227,-1.92246,0.0564569,-1.87687,-1.65302,4.38037,5.11927,1.61662,0.208376,1.13887,0.578009,-1.28716,-1.18343,-0.239186,-0.276059,-0.296295,1.38252,-0.617281,1.19167,0.484223,-0.0174279,0.629802,0.733685,0.771135,1.89983,0.489297,0.14742,-0.857613,0.864093,0.998067,0.475588,-3.30587,-0.699095,-0.566295,-0.0284517,1.70122,4.3727,-1.76068,4.69495,-10.6378,-1.09657,1.63925,-0.365434,-0.57864,0.121611,0.298297,0.15986,-0.411985,-0.32227,0.396693,4.85158,-0.903953,1.83572,-1.85719,0.454654
-733.214,0.99491,0.0204281,7,255,0,749.833,-1.16261,-0.071282,0.0178458,0.363773,0.252992,-0.0839987,0.662241,-0.366056,-0.458294,0.94678,0.962534,-1.04929,-0.883938,0.34195,0.395671,0.067148,0.208624,-0.479172,-0.712624,-1.16342,-2.26308,-1.73098,4.63664,5.87618,-1.19936,1.09983,1.01673,-0.699472,-1.66122,-3.36448,2.05338,0.977111,0.227148,0.953989,-1.42132,-0.727774,-0.179302,0.233134,0.0173307,-0.172045,0.921047,-0.0834282,1.46198,-1.4942,-0.323851,-0.143067,0.875867,0.268569,-0.365277,0.121238,2.34176,1.70317,1.7829,-1.20442,-1.11204,-2.10007,0.848196,-0.252495,0.962534,-1.04929,-0.883938,0.34195,0.395671,0.067148,0.208624,-0.479172,-2.17718,-0.973552,-0.896786,-0.146882,-1.08509,3.03809
-740.685,0.995584,0.0211696,7,127,0,748.01,-0.780621,-1.09432,-2.1802,-0.197407,-1.59291,-1.01022,-0.809837,0.147016,-0.24007,1.82597,-0.60764,0.240714,0.0505788,-0.145527,1.83927,0.273735,0.688689,0.883407,-1.4459,-0.0885746,-0.780272,-1.4559,5.63787,4.26029,-0.0400576,-0.866663,0.493477,-0.40607,0.0882573,-0.255322,1.6224,0.443972,0.117037,0.603121,0.807775,-1.02714,-0.918176,0.311418,1.0581,0.16622,0.460206,-0.200235,-0.0492792,-0.56653,0.88844,-1.16479,-1.82363,-0.607367,-4.36631,-0.150655,-1.48922,1.52068,-2.08632,-3.01678,-6.64348,4.45946,-5.70602,1.35466,-0.60764,0.240714,0.0505788,-0.145527,1.83927,0.273735,0.688689,0.883407,-0.909593,1.7189,1.84322,0.934356,0.987107,-5.32811
-738.558,0.999537,0.0220148,7,127,0,747.488,-1.17293,-0.282627,0.36259,0.162135,0.513985,-0.656161,0.624022,0.00632494,-0.246282,0.885046,-0.143652,-0.999623,0.292541,0.257231,-0.558974,-0.196222,0.398091,0.662654,-0.764871,-0.0931277,-1.82171,-2.76202,4.53664,6.31419,-0.281322,1.47055,0.61802,0.073545,0.736569,0.173432,-0.128286,-0.381284,1.15716,-1.12111,0.72521,0.172613,-0.182502,0.0467367,-1.76254,-0.213115,-0.924356,-1.25187,1.31234,-0.159291,-0.276793,-1.23485,0.748859,-1.35136,3.93827,-0.312024,7.34094,1.90262,4.4469,-6.66345,-2.43412,5.5314,-0.664668,0.406435,-0.143652,-0.999623,0.292541,0.257231,-0.558974,-0.196222,0.398091,0.662654,5.4051,0.0758474,-0.329875,-0.959654,-1.28056,4.14552
-747.58,0.994071,0.0231876,7,127,0,752.994,-0.915805,-0.0476279,-0.890642,-0.116097,-0.994178,-0.58632,-0.409699,0.0520878,-0.00887075,0.949811,-1.24796,-1.16744,1.62253,0.309931,-0.246033,2.7703,1.39634,-0.341641,-2.13125,-1.54504,-0.360028,-0.261213,5.00589,4.09208,1.24666,-0.521062,0.178141,-0.399281,-0.17112,0.40668,-0.592207,0.0853216,-0.000685253,-0.21597,-0.109817,0.780531,0.0348042,-0.198898,0.520057,0.769622,-0.119428,-0.746668,-1.79015,-0.570103,1.06456,-0.294079,1.12602,0.310313,-1.19799,0.590829,0.57104,2.62175,-1.38732,-14.0979,-8.22075,7.10843,6.31942,3.93506,-1.24796,-1.16744,1.62253,0.309931,-0.246033,2.7703,1.39634,-0.341641,-1.39216,-0.843864,1.10414,11.9415,-0.165524,-6.82975
-742.726,0.998915,0.024041,7,127,0,759.235,-1.81585,-0.63724,-0.563341,0.536821,0.634102,0.0352405,0.476062,-0.580094,-0.831825,0.837355,-0.0997329,-0.593413,0.982336,1.28187,-0.632727,1.90007,0.0583406,-1.00107,-0.55582,-1.25553,0.431462,-2.7823,5.74928,5.9341,0.466628,-0.191233,1.0017,-0.14506,-0.0426769,1.10224,1.66113,0.592542,-0.0421238,-0.150446,1.41113,1.00584,-1.2989,0.439466,-0.107026,-2.07771,-1.61238,-0.22557,1.46883,0.63118,-0.62681,-3.08797,0.297089,1.71853,-3.31252,-2.8178,-3.82701,4.48617,11.6797,-8.13399,-3.5344,-1.67024,-0.237169,0.280108,-0.0997329,-0.593413,0.982336,1.28187,-0.632727,1.90007,0.0583406,-1.00107,5.39255,-0.665784,4.6284,-1.06899,1.18082,3.35265
-743.384,0.998604,0.025292,7,127,0,760.686,-0.982192,-1.55485,-0.227751,-0.107974,-0.883248,0.0836484,0.947158,-1.2654,-0.648164,1.60755,1.12992,-1.39397,-0.181463,0.50311,-1.08285,1.82162,-0.531779,0.091147,-1.69794,-2.17822,-1.35274,-3.69566,4.26497,5.62577,-0.035823,0.281341,-0.212035,1.33718,2.30956,0.223253,-0.120934,0.130901,0.0720869,-0.587856,-1.33658,0.607705,1.619,1.33235,0.222457,0.84025,0.645612,-1.55097,1.31995,0.921796,2.91785,0.764113,1.63461,1.55985,-0.210556,-1.88604,1.06769,-0.923218,-1.00071,1.90322,-0.37121,-2.29351,0.501061,1.40098,1.12992,-1.39397,-0.181463,0.50311,-1.08285,1.82162,-0.531779,0.091147,-2.32753,-0.26337,-0.0961942,-1.19405,-2.21634,2.27614
-737.846,0.994833,0.0265816,7,127,0,755.175,-0.666871,-0.770287,-1.6831,-0.291452,-0.913311,-1.05331,-0.100099,0.195323,0.149778,0.538204,-0.892998,0.349302,1.09265,0.295176,1.26212,0.301884,0.591477,0.136744,-0.759167,-2.69217,-0.569577,-3.882,5.41109,4.44,-0.755953,-1.0705,1.02252,2.11716,-0.818734,-0.248285,-0.763843,-1.7531,-0.418658,1.41548,1.60601,-1.6622,-0.660526,0.421256,-1.71144,1.8505,-0.828455,0.041001,-1.94902,0.0262883,0.510342,-0.51268,-1.22876,-1.41957,-7.51865,0.36302,-4.94556,-1.59195,-0.84111,-3.91161,-0.903355,-0.566948,0.429397,0.351044,-0.892998,0.349302,1.09265,0.295176,1.26212,0.301884,0.591477,0.136744,4.94018,-1.038,2.09556,-1.06108,0.574854,-3.57238
-737.152,0.971368,0.0276282,7,127,0,743.48,-0.359112,-0.879039,-0.943523,-0.349389,-0.426284,-0.476075,-0.358362,0.696157,-0.417882,-0.91871,0.870067,-1.5263,-0.0714459,-0.504976,0.236758,-0.13399,-0.145093,0.00980894,0.227574,-1.43249,-0.242556,-2.67092,5.1191,5.82033,0.0474603,-0.656204,-0.595383,-1.00919,-0.427288,-0.730973,-0.790695,0.0285782,0.457529,0.257869,-0.964415,0.470907,1.10159,0.335951,1.24723,0.313378,0.604722,0.136382,0.0840036,-1.64572,0.462832,-1.21847,0.534372,0.124389,-16.834,-6.72476,-15.7832,-8.84288,6.12286,6.06114,-17.9495,-1.9521,-1.98181,-1.70712,0.870067,-1.5263,-0.0714459,-0.504976,0.236758,-0.13399,-0.145093,0.00980894,18.1936,-2.29111,4.30259,0.184951,-0.0688215,3.22434
-736.194,0.972416,0.0268482,7,127,0,745.903,-0.947734,0.110233,-1.2925,0.566811,-0.143695,-0.083754,1.14145,-0.358768,-0.72287,1.80231,-0.127368,1.96019,0.556469,-0.301647,0.697625,-0.0685259,1.073,0.611821,-1.10621,-0.243824,-2.35991,-1.69285,5.03852,5.2814,-1.55015,0.449109,-1.50369,-0.261643,-0.939333,0.245216,-0.0767157,-0.235407,-1.62898,-1.36674,1.16797,-0.0894439,0.520111,-1.1016,1.144,-0.279308,0.991848,0.705055,0.463587,-0.0686327,0.587295,-0.439023,0.0973644,-1.57056,-3.79297,0.913742,-4.31046,1.28875,-0.173744,0.104502,4.06058,-1.46981,-4.11017,0.75282,-0.127368,1.96019,0.556469,-0.301647,0.697625,-0.0685259,1.073,0.611821,3.89589,1.14406,-1.10136,2.12905,-0.128495,1.19545
-739.544,0.997169,0.0261895,7,127,0,746.429,-1.11716,-0.142443,0.119607,-0.975325,1.31362,-0.067145,-0.114546,-0.0062755,0.0841897,1.42537,0.0422036,-0.558038,0.311927,-1.20467,1.2869,0.56061,1.14479,0.800359,-2.34336,-0.459885,-2.65034,-1.14319,4.60572,4.86242,0.0175391,-0.689242,0.584847,-0.894516,-1.03781,0.50096,0.557934,0.447032,-0.0824731,-1.09709,0.135593,-2.07233,-0.514085,0.115254,-0.503123,0.157834,-0.905538,-0.493042,-1.34592,-0.229858,0.175552,0.862007,0.671156,0.28667,0.738604,0.181003,1.18367,-1.05071,2.07475,-0.723731,-1.67186,-3.39277,6.47361,0.63559,0.0422036,-0.558038,0.311927,-1.20467,1.2869,0.56061,1.14479,0.800359,-0.0446397,0.14478,-0.400557,-1.77232,-1.14966,-1.15645
-738.966,0.957561,0.0274044,7,127,0,749.973,-1.22194,-0.215314,-0.632151,-0.541133,-0.750414,-0.904102,-0.144827,0.687318,0.0816186,1.57974,-0.738837,-0.691344,-0.700059,0.262097,0.657308,-1.30759,-1.45186,-1.16427,-0.814272,-1.12669,-3.04499,-1.7613,5.63473,4.58034,0.395411,0.47375,-0.800337,2.17284,-0.0245645,-2.42354,-1.38825,0.317824,-0.939416,-0.490498,0.366771,1.02855,0.0356108,1.23447,-1.84542,0.0917686,-0.497212,-0.263756,0.187448,0.0726263,0.164075,0.102325,-0.0899101,-0.843511,-24.1686,1.50127,1.31035,-0.683573,-1.84806,-6.70394,-10.7041,-4.82524,-1.99568,0.473081,-0.738837,-0.691344,-0.700059,0.262097,0.657308,-1.30759,-1.45186,-1.16427,2.83368,-4.95564,-0.35241,-0.169693,0.886999,-1.95133
