# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=896279109
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/c19zones_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1,g_se,g_sp
-728.483,0.999963,0.0246691,6,127,0,737.266,-0.967566,0.143725,-0.826099,-0.0139288,-0.204476,-1.0396,-0.0842064,-0.746374,5.02386,4.6506,1.75938,0.0718035,-2.33137,-2.75637,0.707411,-0.11429,-0.0632185,0.329946,0.189129,-0.877683,-3.48822,3.88869,-0.101295,2.03595,2.22189,-4.9243,-6.34052,3.45425,-0.167407,-2.28948
-728.527,0.994675,0.0256557,6,63,0,732.392,-1.20726,-1.07981,0.517569,-1.43967,-0.143888,-0.348194,1.16762,-1.57525,4.93112,5.76082,-0.800802,-0.23889,-0.373319,0.545192,-0.778494,0.869482,-1.63731,1.25323,-0.228138,0.963684,-4.86021,-1.44291,2.83224,-1.3379,-0.171316,-0.640592,-1.3219,-2.15053,-0.396641,2.75957
-727.166,0.999461,0.0263501,6,63,0,730.313,-1.26504,-1.04108,0.231245,-1.7488,-0.125627,0.42319,1.37399,-1.32371,5.31112,5.21823,-0.683864,0.61012,-1.35401,0.103739,0.110943,0.771632,0.525929,0.769285,0.509552,-1.36909,0.960563,-1.87078,2.13591,-1.92196,-0.480043,1.96171,-0.119574,-0.483349,0.44061,0.675865
-726.936,0.994223,0.0273394,6,127,0,731.322,-1.15485,-0.0852052,-0.628728,-0.326777,-0.960136,-1.20188,1.74911,-1.72468,4.7719,5.01971,0.604268,-0.948962,1.89851,-1.54238,-0.690826,-0.21703,0.810001,-0.435591,-0.0833392,-0.382467,0.638962,0.392909,0.179149,0.112138,-1.30926,-2.08744,1.57859,-0.412589,-0.718277,-0.283876
-726.604,0.999171,0.0280216,6,95,0,730.834,-1.16487,-0.0227361,-0.655777,-0.482197,-0.902517,-1.16327,1.59618,-1.71253,4.78468,5.03116,0.0161216,-0.724606,0.324985,1.8476,-0.739322,-0.548134,1.86519,-0.184311,-0.182805,-0.143281,-3.45606,0.464114,0.0425565,-0.0865297,-1.26436,-2.10932,0.909877,-1.14778,-0.733727,-0.12497
-727.833,0.927203,0.0290216,5,63,0,736.133,-1.1238,-0.383372,-1.69289,0.24976,0.102234,-0.159607,0.562923,-1.34539,4.88534,5.64358,2.40099,0.712931,1.16341,-0.891609,-1.40905,-1.40361,1.56429,-1.22392,-0.316939,-0.420818,-7.84054,0.0283148,-3.53996,1.17222,1.04191,1.017,-2.78973,0.480879,-0.53041,2.47124
-727.35,0.975598,0.0256647,7,127,0,735.353,-1.12156,-0.769748,-0.19737,-0.831439,-1.30993,-1.2109,1.26075,-1.63624,5.27385,5.06401,-1.86588,-0.0321419,1.67054,-1.13147,2.01077,1.47234,-0.194155,-0.424593,-0.331057,1.38282,0.254496,-0.568728,1.58383,-0.441396,-1.91112,-2.04834,0.595051,-0.67359,0.36538,-0.0455093
-729.903,0.990702,0.0252464,6,127,0,733.586,-1.10882,-0.749883,-1.6833,0.318012,-1.38203,-0.73365,1.88435,-2.20818,5.52894,4.70964,0.663353,-0.347704,1.08456,-0.929624,-0.993097,-1.21189,0.423976,0.688416,0.148776,-1.2778,9.19195,-0.466556,-1.23324,0.710796,-1.37776,-0.223609,1.37592,-3.07339,0.868908,-2.525
-729.273,0.999638,0.0256599,7,127,0,734.417,-1.66958,-0.202523,0.20745,-1.0667,0.115366,0.521662,1.37947,-0.427197,5.65215,4.74377,0.411619,0.153411,-0.190352,-0.576776,0.452156,0.046862,-0.881483,1.49146,-2.36582,0.958736,-18.4518,-4.10046,-2.89852,-2.95877,-4.69606,-0.985944,5.64685,6.36089,0.958546,-0.680473
-726.891,0.996227,0.0265767,6,63,0,732.047,-1.35125,0.303634,0.0611516,-0.488583,0.767228,0.244108,0.735401,-0.955831,6.17643,5.04633,1.2059,1.07969,-0.402158,1.45244,0.850919,-0.929309,-1.1238,-1.25148,0.633971,0.775913,-9.30982,0.964575,0.986894,-0.322881,2.77991,0.53807,-6.38364,-4.05858,1.78013,0.0653441
