# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-730.262,0.99823,0.0144309,7,255,0,738.051,-1.0745,-0.310408,1.59337,0.291992,-0.919334,-2.26552,0.36647,1.16719,-0.591057,0.3198,5.09578,4.64675,0.993915,0.990498,0.125,0.236175,0.362405,0.27267,0.202862,0.141971,0.277419,0.33154,0.220369,8
-724.493,0.992081,0.0145031,7,127,0,734.887,-1.24379,0.191511,2.2121,-0.0131517,-1.71459,-1.24888,-0.24187,1.21396,-0.377069,0.350295,5.25036,5.35743,0.994782,0.995309,0.125,0.235646,0.384877,0.222979,0.136532,0.156929,0.209406,0.306073,0.201673,8
-726.107,0.99601,0.0144724,7,127,0,731.114,-1.16852,0.930221,2.18038,-0.574983,-1.51561,0.310149,0.305382,0.199699,-0.699141,0.416041,5.62802,4.77347,0.996417,0.99162,0.125,0.313995,0.435022,0.196591,0.141964,0.26125,0.260867,0.252479,0.188561,8
-724.316,0.999982,0.0147578,7,127,0,731.175,-1.20614,-0.403346,0.938999,-0.0848187,-0.740703,-1.04653,-0.245404,0.978847,-0.507399,0.432096,5.36329,5.28361,0.995336,0.994952,0.125,0.20094,0.309939,0.22395,0.17855,0.159984,0.212122,0.313633,0.193818,8
-724.929,0.999503,0.0153425,7,127,0,732.028,-1.08669,-0.530104,1.60686,-0.179589,-1.79984,-1.09761,-0.0127266,0.581673,-0.814607,0.416774,4.10849,5.95381,0.983833,0.997411,0.125,0.212885,0.397237,0.238388,0.137428,0.175934,0.251243,0.300638,0.193692,8
-725.641,0.989917,0.0160073,7,127,0,732.795,-0.849409,-0.0789895,0.66044,-1.28013,-1.9737,-0.657969,-1.04596,-0.599197,0.0036363,0.534893,4.82625,4.80396,0.992047,0.991869,0.125,0.290767,0.378447,0.177389,0.129529,0.231235,0.19641,0.23687,0.299965,8
-726.494,0.999648,0.016276,7,191,0,731.825,-1.31045,0.0732964,2.65884,-0.332114,0.570295,-0.819293,0.425438,1.26712,-0.329694,0.243826,6.13036,5.58966,0.997829,0.996278,0.125,0.215417,0.340256,0.19918,0.236603,0.180907,0.230283,0.268648,0.199274,8
-729.32,0.999596,0.0171018,7,127,0,733.192,-1.3022,0.570677,2.6287,-1.07307,0.955693,-0.110699,-0.394279,1.51739,1.25498,0.381202,5.07257,4.92274,0.993773,0.992773,0.125,0.252626,0.425525,0.153001,0.281327,0.206788,0.189617,0.326564,0.304958,8
-726.306,0.992703,0.0180009,7,127,0,736.775,-1.27057,0.741668,2.78503,-1.09702,0.114412,-0.059452,-0.368139,1.42191,0.925844,0.338836,5.13844,4.85848,0.994167,0.992297,0.125,0.26517,0.418995,0.162155,0.225866,0.215732,0.198562,0.312431,0.277507,8
-728.978,0.999424,0.0185823,6,63,0,735.815,-1.41568,0.77308,1.82589,-0.075326,0.825365,0.138307,1.12166,1.43573,0.528885,0.268438,5.10628,5.9886,0.993978,0.997499,0.125,0.230027,0.283829,0.19218,0.232522,0.201241,0.247017,0.26303,0.218623,8
-724.347,0.9995,0.019593,7,127,0,733.315,-1.33966,0.710184,2.66813,-0.458507,0.916156,-0.494038,0.0800798,0.900163,0.652788,0.527534,5.24963,5.14843,0.994778,0.994225,0.125,0.275876,0.516962,0.170578,0.298102,0.167943,0.214601,0.296339,0.269869,8
-727.887,0.998272,0.0206719,6,63,0,731.322,-1.38385,0.127042,2.03039,-0.896668,0.440483,0.142647,0.543668,1.24968,0.384611,0.312252,4.76989,4.02426,0.99159,0.982437,0.125,0.206824,0.320853,0.159248,0.223341,0.207625,0.228979,0.270195,0.220329,8
-725.77,0.983673,0.0217342,6,63,0,734.843,-1.34651,0.903116,2.01701,0.387344,-1.03374,-0.380648,0.513076,0.474249,0.774081,0.484672,5.13334,6.46212,0.994138,0.998441,0.125,0.287246,0.408801,0.238889,0.136162,0.177847,0.250145,0.246632,0.274614,8
-726.288,0.979228,0.0219006,6,63,0,730.853,-1.42591,1.09798,1.79197,0.423885,-0.900523,-0.51995,0.268249,0.655451,0.695796,0.570602,5.27696,6.41662,0.994918,0.998368,0.125,0.310154,0.400494,0.234327,0.125676,0.151538,0.218771,0.258859,0.2633,8
-723.67,0.999828,0.0217979,6,127,0,733.383,-1.15831,0.603867,1.86239,-0.241706,0.319852,-0.867138,0.186639,0.103477,-0.532729,0.399979,5.84542,5.88927,0.997115,0.997239,0.125,0.285615,0.398098,0.221837,0.263011,0.181659,0.252814,0.246582,0.202395,8
-726.533,0.998493,0.0230235,5,31,0,728.976,-1.27376,0.513395,2.07525,-0.246383,0.507009,-0.863154,0.287282,-0.0702151,-0.735633,0.499364,5.98938,6.26467,0.997501,0.998101,0.125,0.265537,0.440914,0.198325,0.264915,0.153841,0.244106,0.212684,0.162314,8
-725.58,0.99294,0.0242121,6,63,0,733.342,-1.1043,0.422509,2.0858,-0.90433,0.700027,-1.18527,-0.670968,1.15364,-0.315193,0.326553,6.29007,5.45972,0.998149,0.995763,0.125,0.275613,0.395758,0.197878,0.294069,0.183719,0.210252,0.325727,0.230192,8
-722.106,0.994063,0.0250528,7,127,0,729.904,-1.1682,0.20506,1.56832,-0.38146,-1.67121,-0.731772,0.234474,0.918688,-0.862663,0.501882,4.97639,5.55911,0.993148,0.996163,0.125,0.256302,0.405865,0.204298,0.118475,0.177196,0.259126,0.330235,0.167821,8
-722.48,0.999966,0.0259933,6,127,0,726.411,-0.933576,-0.315978,2.2659,-0.874661,-0.585665,-1.20734,-0.572245,0.240002,-0.664593,0.459556,5.32822,5.83318,0.995171,0.99708,0.125,0.253736,0.526907,0.208246,0.230991,0.184159,0.232089,0.305068,0.224611,8
-721.615,0.998944,0.0273981,6,127,0,725.659,-1.05686,-0.581309,2.20502,-1.00232,-0.719087,-1.26397,-0.439016,0.198861,-0.791831,0.351528,4.99447,5.49111,0.99327,0.995894,0.125,0.220766,0.430029,0.19636,0.212547,0.18225,0.229491,0.271514,0.208299,8
-728.337,0.996224,0.0287742,6,63,0,733.073,-1.25879,-0.0254141,2.41153,-1.03947,0.622172,0.371994,0.306775,0.755418,0.682294,0.305917,3.82549,4.33552,0.978658,0.987074,0.125,0.219846,0.372604,0.171252,0.255697,0.241405,0.23777,0.263531,0.259213,8
-724.552,0.994346,0.0299726,6,63,0,731.977,-1.37077,0.731207,1.62139,0.192295,-0.839006,-0.908618,0.395137,0.777598,0.0490673,0.509441,6.33897,5.96124,0.998237,0.99743,0.125,0.269283,0.367079,0.218777,0.142071,0.137803,0.23695,0.273958,0.206562,8
-725.684,0.997081,0.0310417,6,63,0,732.145,-1.39411,0.692643,3.24313,-0.321985,-0.46864,0.428188,0.673357,0.737753,0.485201,0.370306,4.92339,4.33624,0.992778,0.987083,0.125,0.242757,0.451858,0.180443,0.172551,0.225211,0.241446,0.245841,0.228916,8
-726.097,0.983029,0.032364,6,63,0,732.694,-1.46254,1.80924,2.47532,0.156637,-0.00369209,0.285894,0.894778,0.912693,0.251844,0.336858,4.42621,5.05586,0.988182,0.993668,0.125,0.298786,0.347802,0.196269,0.187889,0.203228,0.238462,0.23956,0.201377,8
-728.899,0.994924,0.0324844,6,63,0,735.056,-1.15762,0.910397,2.71943,0.394368,0.310825,-1.72656,0.160815,0.993222,0.223005,0.144007,5.08137,4.99169,0.993827,0.993252,0.125,0.26376,0.317344,0.249584,0.247338,0.196825,0.243338,0.266082,0.244991,8
-727.997,0.988644,0.0336353,6,63,0,733.53,-1.25671,1.06573,2.5927,0.430698,0.420194,-1.45544,0.171159,1.12,0.312863,0.17776,5.20868,5.2186,0.994561,0.994614,0.125,0.255923,0.310917,0.235025,0.234689,0.180135,0.226832,0.257764,0.23128,8
-728.178,0.986079,0.0342379,6,63,0,732.039,-1.2718,0.994492,2.81506,1.0972,0.706201,-1.01463,-0.108734,1.03192,0.279515,0.348538,5.36803,5.22428,0.995358,0.994645,0.125,0.283904,0.427847,0.291237,0.263927,0.164457,0.212538,0.286564,0.236065,8
-722.651,0.997972,0.0346063,6,63,0,736.327,-1.50041,0.185228,1.99137,-0.511128,-1.18896,-0.107602,0.524785,0.805339,0.202441,0.760493,4.09719,4.99302,0.983652,0.993261,0.125,0.204314,0.503502,0.131345,0.082822,0.170478,0.249493,0.291532,0.20645,8
-722.002,0.996805,0.0360521,6,63,0,725.516,-1.25384,0.559702,1.77159,-0.943187,-0.751197,0.119768,0.0444404,1.01081,0.251762,0.39259,4.39925,5.05934,0.987863,0.99369,0.125,0.26229,0.363935,0.164637,0.175267,0.230265,0.225065,0.297966,0.239578,8
-723.558,0.992293,0.0374174,6,63,0,729.782,-1.1501,0.842205,1.85913,-0.707558,-0.76103,0.0491054,-0.154595,1.15808,-0.103421,0.41334,4.02951,5.03334,0.982528,0.993525,0.125,0.309602,0.40573,0.191149,0.187755,0.244198,0.228994,0.338179,0.23275,8
-723.688,0.987244,0.0383658,6,63,0,727.369,-0.887728,-0.576572,0.509272,-0.340389,-0.884098,-1.00845,-0.533805,0.176962,-0.262136,0.454589,6.39158,5.34861,0.998327,0.995268,0.125,0.24052,0.34159,0.260675,0.215916,0.206499,0.244089,0.30847,0.267589,8
-724.167,0.983005,0.0388214,5,63,0,728.055,-1.15537,0.051867,1.88273,-1.67162,-0.788091,-0.867689,0.289305,0.0732018,-0.681571,0.425979,4.2648,4.70345,0.98614,0.991017,0.125,0.243558,0.412567,0.133838,0.18376,0.178729,0.262672,0.245236,0.190664,8
-726.399,0.951011,0.038856,5,31,0,730.49,-1.06224,-0.171732,1.24383,-1.15741,-0.909375,0.0986672,-0.591861,0.535087,-0.576959,0.58403,3.77958,4.88531,0.977677,0.9925,0.125,0.238206,0.416828,0.149541,0.168914,0.268034,0.196564,0.320879,0.197943,8
-730.226,0.852014,0.0359234,6,63,0,736.614,-1.15861,0.0815723,1.72238,-0.208327,-2.21788,-1.53279,-1.01893,0.0730381,-0.387001,0.356537,5.45953,5.14062,0.995762,0.99418,0.125,0.244249,0.367138,0.225677,0.124623,0.1538,0.179183,0.243688,0.21474,8
-726.645,0.998211,0.0260665,5,47,0,735.161,-1.09218,-0.051235,1.27488,-0.592641,-2.719,-0.80328,-0.832925,0.156513,-0.177259,0.453042,4.81049,4.8457,0.991922,0.992199,0.125,0.246867,0.374114,0.204131,0.0891545,0.189065,0.187014,0.264779,0.236406,8
-729.732,0.999677,0.0271369,6,63,0,735.183,-1.17349,0.205502,0.99117,-1.35759,-2.66599,-0.110549,-0.461444,-0.185547,-0.60645,0.53542,5.27665,4.28782,0.994916,0.986451,0.125,0.256649,0.344615,0.130067,0.0690799,0.225713,0.194575,0.218773,0.182695,8
-731.15,0.986264,0.0283301,6,63,0,742.312,-0.863897,-0.697856,2.01995,-0.165621,-1.42784,-0.793494,-0.241483,0.891079,-1.35566,0.440184,3.46034,5.21381,0.969538,0.994589,0.125,0.23666,0.506312,0.281547,0.183561,0.229139,0.274842,0.384224,0.18837,8
-727.382,0.998156,0.0286141,6,63,0,737.549,-0.927806,0.049035,0.754622,-1.39634,-1.54653,-0.897241,-0.641849,-0.457277,-0.0321864,0.776199,6.44211,5.43027,0.998409,0.995637,0.125,0.291162,0.415307,0.117986,0.106384,0.164621,0.193721,0.217084,0.278324,8
-723.08,0.999474,0.0297238,6,63,0,732.633,-1.09648,-0.450048,1.38972,-0.0171234,-0.175307,-0.649781,-0.140486,0.4928,-0.792832,0.618406,3.68373,5.11721,0.975487,0.994043,0.125,0.201847,0.441008,0.248418,0.230607,0.182678,0.234449,0.311798,0.169839,8
-721.516,0.992038,0.0309513,5,31,0,727.483,-0.952994,-0.591103,0.966825,-0.590898,-0.538097,-0.838337,-0.453639,0.215442,-1.29063,0.473943,4.26739,4.99473,0.986175,0.993272,0.125,0.225632,0.37877,0.225649,0.230051,0.205818,0.237218,0.299247,0.172976,8
-723.092,0.986619,0.0316463,6,63,0,728.38,-1.04807,0.151876,1.10561,-1.47012,-1.59547,-0.544021,-0.0248948,0.171138,0.297035,0.632243,4.2086,5.47598,0.985351,0.995831,0.125,0.278474,0.413612,0.121581,0.113368,0.199086,0.256583,0.280928,0.297284,8
-723.453,0.993373,0.0319335,6,63,0,727.75,-1.07954,-0.119613,2.18654,0.236657,0.264871,-0.691945,-0.534255,0.671335,-0.890595,0.348992,4.9319,5.00435,0.992839,0.993336,0.125,0.245773,0.421539,0.269542,0.271485,0.210648,0.219944,0.30043,0.199352,8
-732.617,0.981577,0.0327234,6,63,0,735.534,-1.06605,-0.132473,1.79952,-2.86174,-2.10479,-1.31145,0.0670379,-1.22258,0.0898894,0.327675,5.97306,5.32078,0.99746,0.995135,0.125,0.247972,0.383105,0.118808,0.147325,0.183056,0.260363,0.187451,0.261808,8
-731.864,0.996754,0.0326147,6,63,0,738.13,-0.997902,-0.780575,2.16023,-2.03588,-1.41416,-0.959335,-1.54636,-1.77236,-0.127404,0.179543,5.64052,4.56927,0.996462,0.989741,0.125,0.242679,0.352049,0.203683,0.222388,0.236829,0.21831,0.211465,0.264876,8
-723.032,0.999757,0.0336545,6,63,0,734.383,-0.650014,-0.533491,1.03094,-1.02305,-0.725636,-1.62686,-0.648743,-0.122823,-0.952665,0.711735,6.08932,5.67765,0.997738,0.99659,0.125,0.263139,0.520924,0.201305,0.237493,0.140891,0.247545,0.323566,0.209481,8
-720.267,0.997841,0.0349459,6,127,0,727.362,-1.59907,0.327077,1.86471,-0.320896,-0.504693,0.104628,0.447522,0.83391,0.468775,0.896118,5.00718,4.74198,0.993355,0.991354,0.125,0.213163,0.517975,0.13163,0.113918,0.181635,0.231825,0.299059,0.235234,8
-721.247,0.991624,0.0361061,6,63,0,724.097,-1.19092,0.278477,1.19931,0.132812,-0.673179,-0.336621,0.0150901,0.380292,-0.00504624,0.613332,3.85078,5.43986,0.97918,0.995679,0.125,0.265005,0.388091,0.247972,0.167451,0.198233,0.234754,0.277345,0.232542,8
-718.064,0.99965,0.0367645,5,31,0,723.617,-1.11674,-0.00536796,1.09162,-0.695618,-1.24834,-0.252781,-0.0695057,0.344136,-0.327692,0.692507,4.70615,5.31994,0.991041,0.995131,0.125,0.245927,0.410771,0.168197,0.121189,0.21555,0.237783,0.293505,0.206908,8
-723.194,0.972339,0.038099,6,63,0,725.46,-0.930472,-0.120445,0.902924,-1.3377,-1.58608,-1.38668,-0.509961,0.496996,-0.405571,0.637677,6.513,4.81803,0.998518,0.991982,0.125,0.267513,0.412244,0.143873,0.125441,0.140068,0.221721,0.35125,0.233421,8
-724.449,0.836603,0.0371304,6,63,0,731.485,-1.30207,0.40533,2.10957,0.110765,-0.520747,0.0983327,0.476416,0.551715,0.145366,0.409642,3.59376,5.41156,0.973241,0.995555,0.125,0.24305,0.392241,0.221543,0.180141,0.220666,0.248447,0.254251,0.223997,8
-721.197,0.997529,0.0268005,6,63,0,728.63,-1.32416,-0.00630144,1.51904,-0.287465,-1.50283,-0.38669,0.251515,0.912419,0.291206,0.649102,4.77429,4.35155,0.991627,0.987277,0.125,0.209449,0.416259,0.180827,0.0911517,0.171482,0.238503,0.324776,0.243214,8
-720.569,0.994729,0.0276642,6,127,0,726.38,-1.11443,0.234725,1.87396,-0.690454,0.0631364,-0.367682,-0.257132,0.91304,-0.0761982,0.401141,4.65538,5.05047,0.990579,0.993634,0.125,0.264975,0.410305,0.199185,0.251788,0.220644,0.228364,0.32122,0.241405,8
-720.284,0.997476,0.028366,6,127,0,725.434,-0.978154,0.00858756,0.979351,-1.05438,-1.27888,-0.522708,-0.147199,-0.265416,-0.318966,0.602572,4.58445,4.80622,0.989894,0.991888,0.125,0.274287,0.404193,0.166105,0.148202,0.215325,0.256002,0.242672,0.236791,8
-721.746,0.999155,0.0292464,6,63,0,726.441,-0.886928,-0.357955,1.31576,-0.559551,-1.39128,-0.315934,-0.410032,-0.296446,-0.70237,0.856916,4.90437,4.78684,0.99264,0.99173,0.125,0.232604,0.559854,0.203199,0.111141,0.239093,0.224734,0.242145,0.184102,8
-722.976,0.991388,0.0302481,6,63,0,725.695,-0.812421,-0.838135,1.09512,-1.57495,-0.757358,-1.01094,-0.503145,-0.763874,-0.380238,0.495264,5.56778,5.69643,0.996196,0.996653,0.125,0.226616,0.432896,0.169041,0.233704,0.211969,0.257002,0.233127,0.268796,8
-723.734,0.996851,0.0307495,6,63,0,733.36,-0.961868,-0.418716,0.850703,-0.980404,-0.382823,-1.47164,-0.0826522,0.0813894,0.200165,0.569844,5.04673,5.82323,0.993611,0.997051,0.125,0.231392,0.382937,0.179381,0.235049,0.141794,0.267182,0.285878,0.299893,8
-722.448,0.999965,0.0316155,6,63,0,726.814,-1.44902,0.266985,1.80877,-0.41544,-0.563763,-0.0548874,0.53422,0.382056,-0.523883,0.702609,5.30201,4.42093,0.995043,0.98812,0.125,0.220727,0.455577,0.149197,0.136446,0.184285,0.254706,0.234947,0.139782,8
-726.957,0.987824,0.0327066,6,63,0,729.161,-1.26949,0.78565,1.4821,0.631693,-0.380306,-0.0980554,0.102841,1.40307,1.04665,0.289527,5.51646,5.55625,0.995996,0.996152,0.125,0.26076,0.301455,0.25226,0.201074,0.214522,0.224486,0.296659,0.275588,8
-723.497,0.998311,0.0329605,6,95,0,729.881,-1.18994,0.0698793,2.35327,-1.61232,-0.536461,-1.35454,0.175904,0.276809,-0.526855,0.34934,4.88281,4.62811,0.992481,0.990321,0.125,0.237665,0.409061,0.147646,0.201436,0.159342,0.24444,0.251009,0.201976,8
-725.247,0.999941,0.0339492,6,63,0,728.397,-1.03072,-0.969445,1.85099,0.189086,0.567377,-0.700012,-0.71594,0.288894,-0.220426,0.311171,5.40627,5.34759,0.995532,0.995263,0.125,0.208765,0.388232,0.274505,0.298558,0.222952,0.222094,0.280733,0.249868,8
-724.204,0.987645,0.0350706,6,63,0,729.268,-1.25482,1.4101,2.10659,-1.25497,-1.39839,-0.232426,0.278974,1.02267,-0.0790222,0.38181,4.77746,4.89942,0.991653,0.992604,0.125,0.328179,0.389241,0.150079,0.143227,0.206924,0.240798,0.29643,0.216701,8
-722.17,0.998869,0.0352967,6,63,0,726.066,-0.896373,-1.05778,0.887197,-0.344055,-0.199532,-0.930053,-0.380062,-0.203918,-0.277143,0.72806,5.37567,5.26044,0.995393,0.994834,0.125,0.158892,0.437715,0.241062,0.260833,0.171717,0.236299,0.260218,0.250087,8
-722.145,0.966427,0.0363516,5,63,0,730.58,-0.914541,-0.318642,1.76399,-1.72355,-0.55074,-0.557142,-0.751536,0.216518,-0.0297296,0.376337,4.96302,4.97293,0.993057,0.993125,0.125,0.262221,0.437654,0.173191,0.245677,0.245231,0.231943,0.302999,0.283792,8
-722.183,0.892154,0.0350035,6,63,0,729.262,-1.12284,-0.253145,1.26409,-0.0676697,-1.19812,-0.460867,-0.236357,1.20454,-0.260101,0.419136,5.5723,4.96018,0.996213,0.993037,0.125,0.226367,0.355945,0.24027,0.164515,0.211484,0.227602,0.350244,0.225857,8
-726.899,0.993573,0.0289563,6,127,0,732.69,-0.893561,-0.160375,1.82892,-1.45123,0.586317,-2.57776,-1.02779,-0.130404,-0.542348,0.285731,4.27275,5.14717,0.986248,0.994218,0.125,0.281025,0.408304,0.212784,0.326066,0.163816,0.233754,0.282758,0.259508,8
-725.453,0.937597,0.029506,6,127,0,733.128,-0.852397,-0.855645,0.992838,-1.73938,-0.418795,-2.09501,-1.3198,-0.800327,-0.624894,0.345379,4.83837,4.92956,0.992142,0.992822,0.125,0.24087,0.375313,0.189518,0.269524,0.171367,0.212783,0.24438,0.255741,8
-724.781,0.999312,0.0268318,6,63,0,730.425,-0.760716,-0.16771,0.725203,-0.88411,-0.422542,-1.56282,-0.677809,-1.011,-0.475625,0.469587,5.70485,5.70442,0.996681,0.99668,0.125,0.301646,0.396476,0.235793,0.277051,0.183233,0.253694,0.225226,0.272086,8
-724.794,0.999373,0.0276574,6,127,0,730.206,-1.21379,-0.640586,1.99758,-1.44648,-0.647949,-0.343152,-0.043824,1.66321,-0.138174,0.325852,5.29267,4.57458,0.994997,0.989795,0.125,0.194266,0.362883,0.156418,0.193891,0.209887,0.22652,0.338088,0.221178,8
-723.574,0.99485,0.0284994,5,63,0,728.253,-1.07765,-0.646607,1.35268,-1.08563,-1.1742,-0.324707,-0.134607,1.16818,0.170826,0.449692,5.76251,4.61767,0.996867,0.990221,0.125,0.202875,0.384768,0.172809,0.16719,0.227292,0.242654,0.365325,0.268778,8
-727.211,0.999381,0.0290906,6,63,0,733.432,-1.44621,1.13478,1.73301,-0.281514,0.353808,-0.156102,0.56495,-0.215553,0.738957,0.506415,6.43048,5.53522,0.998391,0.99607,0.125,0.294933,0.361563,0.169556,0.219765,0.178688,0.238647,0.174312,0.255024,8
-725.668,0.916389,0.0299529,6,63,0,733.308,-0.965877,-0.195531,2.80312,-0.752349,-0.506368,-1.00227,-0.566751,0.940124,0.148403,0.361916,6.02048,4.80234,0.997577,0.991856,0.125,0.261798,0.512152,0.224756,0.240646,0.209388,0.236675,0.348502,0.286556,8
-724.701,0.937704,0.0261609,6,127,0,733.658,-1.01231,0.135265,1.92336,-0.430352,-0.642977,0.020238,-0.455166,0.560085,-0.197518,0.267958,5.05956,4.77439,0.993692,0.991627,0.125,0.273674,0.378263,0.2446,0.234227,0.26759,0.243374,0.296874,0.256311,8
-728.901,0.999163,0.0238561,6,63,0,734.698,-1.57861,-0.00275533,2.60702,0.173416,-0.0699987,1.23301,0.511629,0.925923,-0.322003,0.450479,4.875,5.0628,0.992423,0.993712,0.125,0.170817,0.400304,0.182353,0.166569,0.264412,0.206176,0.238395,0.1514,8
-729.499,0.999802,0.0245565,7,127,0,734.721,-1.09491,-1.7882,2.14567,-2.11628,-1.07372,-1.36365,-0.6684,-0.618454,-0.89561,0.205295,5.32204,4.99278,0.995141,0.993259,0.125,0.188158,0.341995,0.178085,0.211594,0.201835,0.225809,0.227606,0.217759,8
-726.194,0.999844,0.0252989,7,127,0,731.811,-1.31122,1.00161,0.660001,0.212737,-1.11191,-0.554848,0.312035,0.777664,-0.135261,0.663138,4.59156,5.16176,0.989965,0.994301,0.125,0.343664,0.294517,0.236829,0.114197,0.157207,0.248936,0.310985,0.197671,8
-719.118,0.99455,0.0260554,5,31,0,728.991,-1.10971,0.214596,1.03935,-0.057347,-0.981721,-0.45988,-0.156702,0.182165,-0.0381736,0.598414,4.8715,5.23206,0.992396,0.994686,0.125,0.272636,0.380425,0.241582,0.154834,0.200222,0.230857,0.268804,0.243691,8
