# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1220920576
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/loc_coded_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,se,sp,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,p_se,p_sp,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1,g_se,g_sp
-730.262,0.99823,0.0144309,7,255,0,738.051,-1.0745,-0.310408,1.59337,0.291992,-0.919334,-2.26552,0.36647,1.16719,-0.591057,-1.14006,5.09578,4.64675,1.83578,0.930098,-0.0296226,0.833162,1.7706,-0.240802,-2.29179,-0.292422,0.16254,-0.514763,1.34042,-0.168871,29.3887,-0.643077,-0.788631,3.25199,-0.361852,-3.85192,9.73614,2.2821,-0.549908,4.28417,0.258566,-3.47908
-724.493,0.992081,0.0145031,7,127,0,734.887,-1.24379,0.191511,2.2121,-0.0131517,-1.71459,-1.24888,-0.24187,1.21396,-0.377069,-1.04898,5.25036,5.35743,-2.16722,0.883142,0.996434,-1.29813,-0.934755,2.59555,-1.73397,-0.635412,0.531321,0.213574,0.169274,1.12044,-23.778,-0.320279,0.139016,1.47357,-1.64084,-2.5291,-5.78405,1.56097,-0.770897,-1.97049,0.152977,1.79022
-726.107,0.99601,0.0144724,7,127,0,731.114,-1.16852,0.930221,2.18038,-0.574983,-1.51561,0.310149,0.305382,0.199699,-0.699141,-0.87697,5.62802,4.77347,0.890474,-1.37981,-0.232794,-0.956069,1.4722,0.896052,-0.852467,-0.0905957,1.17491,1.03996,-0.420986,0.0776383,30.8135,3.71082,1.51163,0.25257,-1.34989,4.79236,8.14305,-1.23417,-1.38443,3.79387,1.13945,-2.6962
-724.316,0.999982,0.0147578,7,127,0,731.175,-1.20614,-0.403346,0.938999,-0.0848187,-0.740703,-1.04653,-0.245404,0.978847,-0.507399,-0.839107,5.36329,5.28361,-0.0244982,1.37264,0.0892672,0.806471,-1.24269,0.556371,0.982626,1.60547,-1.62666,1.58973,0.673624,-0.388172,-29.3572,-2.51188,-4.22252,1.80454,-0.241756,-2.42427,-6.21883,1.71351,-1.17309,-1.12929,0.349695,1.63341
-724.929,0.999503,0.0153425,7,127,0,732.028,-1.08669,-0.530104,1.60686,-0.179589,-1.79984,-1.09761,-0.0127266,0.581673,-0.814607,-0.87521,4.10849,5.95381,1.7765,-0.598954,-1.65104,1.00298,0.984747,-0.495572,1.62788,0.962142,-0.0441084,-0.901182,1.14929,0.164746,-0.371448,-2.2632,-0.624461,2.04668,-1.73396,-1.77206,3.34894,0.614808,-1.5646,-2.44059,-2.80606,3.25917
-725.641,0.989917,0.0160073,7,127,0,732.795,-0.849409,-0.0789895,0.66044,-1.28013,-1.9737,-0.657969,-1.04596,-0.599197,0.0036363,-0.625688,4.82625,4.80396,-1.24567,0.153236,-0.829384,-2.22908,1.03921,-0.0909036,0.31943,0.396641,-0.0727695,-0.23318,1.66909,-1.69768,-18.9158,2.17095,-2.71088,-1.23694,-1.91383,2.85062,-12.9745,-3.22504,2.40418,8.7076,-0.791465,-0.728406
-726.494,0.999648,0.016276,7,191,0,731.825,-1.31045,0.0732964,2.65884,-0.332114,0.570295,-0.819293,0.425438,1.26712,-0.329694,-1.4113,6.13036,5.58966,-0.929975,0.468698,-0.293946,-0.996207,-1.08452,-2.34884,-0.0713977,-0.441269,0.186435,1.12232,0.497177,-0.253123,-16.617,-0.782433,0.333608,0.141135,1.17109,-0.935458,-0.204068,0.698323,-0.640452,-7.60675,1.69164,2.36813
-729.32,0.999596,0.0171018,7,127,0,733.192,-1.3022,0.570677,2.6287,-1.07307,0.955693,-0.110699,-0.394279,1.51739,1.25498,-0.964425,5.07257,4.92274,-0.232333,0.327082,-0.570124,-0.637367,-0.336137,0.407359,0.102957,-0.587235,1.12459,1.22406,-1.54608,-1.03174,-18.0878,0.725111,1.66804,-1.93003,2.28085,1.13377,-10.634,2.63132,3.0756,7.00471,-0.170543,0.010277
-726.306,0.992703,0.0180009,7,127,0,736.775,-1.27057,0.741668,2.78503,-1.09702,0.114412,-0.059452,-0.368139,1.42191,0.925844,-1.08224,5.13844,4.85848,-1.53208,0.250382,0.0420719,0.114201,-3.16177,-0.2072,0.934737,-0.872309,-1.62067,-2.04185,0.203101,-0.0470861,-13.1797,1.31635,1.76532,-1.55305,0.872821,1.47092,-7.47325,2.00248,2.02743,1.88226,0.000402886,-0.631772
-728.978,0.999424,0.0185823,6,63,0,735.815,-1.41568,0.77308,1.82589,-0.075326,0.825365,0.138307,1.12166,1.43573,0.528885,-1.31514,5.10628,5.9886,0.416903,-0.126464,-0.157161,-2.05923,0.144903,-0.253377,2.49479,0.792062,0.898435,1.09912,0.071214,0.51166,-8.76746,0.174807,-2.01541,0.219439,1.45249,0.690739,2.99732,0.626971,0.453747,-6.73312,-0.0444819,3.40974
-724.347,0.9995,0.019593,7,127,0,733.315,-1.33966,0.710184,2.66813,-0.458507,0.916156,-0.494038,0.0800798,0.900163,0.652788,-0.639542,5.24963,5.14843,-0.509663,0.852792,0.356218,0.201052,0.881395,0.398879,-0.393464,1.541,0.462648,3.05262,-0.134644,1.94027,-1.69839,2.10905,5.23266,-0.830948,2.94836,-1.57481,-6.2125,1.00185,2.11206,10.4702,0.334745,0.563548
-727.887,0.998272,0.0206719,6,63,0,731.322,-1.38385,0.127042,2.03039,-0.896668,0.440483,0.142647,0.543668,1.24968,0.384611,-1.16395,4.76989,4.02426,-0.0285176,0.806774,1.03421,0.264321,1.28561,-0.4533,-0.520368,-0.070985,0.771485,-0.473032,0.520841,-1.36166,-7.59475,-0.876813,-1.14749,-1.15469,1.14673,1.47069,1.30469,0.818233,0.521133,-6.60863,-0.828775,-8.13769
-725.77,0.983673,0.0217342,6,63,0,734.843,-1.34651,0.903116,2.01701,0.387344,-1.03374,-0.380648,0.513076,0.474249,0.774081,-0.724283,5.13334,6.46212,2.214,-1.9512,-0.655432,-0.0311476,-0.986169,0.708566,1.48312,0.614627,-1.53819,-1.26518,0.483412,0.868613,9.41466,2.60205,-0.0019035,3.09692,-0.964533,-0.979447,4.67771,-1.73129,2.17063,0.324602,0.156047,4.37675
-726.288,0.979228,0.0219006,6,63,0,730.853,-1.42591,1.09798,1.79197,0.423885,-0.900523,-0.51995,0.268249,0.655451,0.695796,-0.561064,5.27696,6.41662,-1.39438,0.526451,-1.15724,-0.209065,0.763693,-0.512884,-1.45308,1.01329,-0.644279,0.458439,0.693358,-0.660279,-12.8006,4.44431,-0.957462,3.37294,-0.952016,-3.26018,-6.30188,-1.3024,1.97912,-1.11363,0.286545,4.45588
-723.67,0.999828,0.0217979,6,127,0,733.383,-1.15831,0.603867,1.86239,-0.241706,0.319852,-0.867138,0.186639,0.103477,-0.532729,-0.916343,5.84542,5.88927,0.293886,1.92418,-0.179163,1.8134,-1.75123,-0.200463,0.755637,0.272815,1.92911,0.607637,-0.599685,2.02861,9.89663,2.00708,-0.0916568,1.38554,1.54047,-1.06777,4.73137,-1.65443,-0.994211,-2.30862,1.36514,2.95976
-726.533,0.998493,0.0230235,5,31,0,728.976,-1.27376,0.513395,2.07525,-0.246383,0.507009,-0.863154,0.287282,-0.0702151,-0.735633,-0.69442,5.98938,6.26467,-0.499477,0.533572,-0.873393,0.0971016,-0.604619,-0.323448,-0.222251,0.372672,0.64167,-0.94495,-0.457944,-1.18566,-6.43175,1.22089,1.3755,0.613282,2.05043,-3.05941,2.98061,-3.81549,-2.47398,3.19235,1.52462,4.10796
-725.58,0.99294,0.0242121,6,63,0,733.342,-1.1043,0.422509,2.0858,-0.90433,0.700027,-1.18527,-0.670968,1.15364,-0.315193,-1.11916,6.29007,5.45972,-0.667189,1.1618,0.239324,0.824662,1.05253,-0.477903,-0.249821,-0.692067,-0.742972,-0.771893,1.02604,2.98547,-9.61182,1.27827,0.465385,-0.297836,1.93387,-1.19475,-5.60179,2.07417,-0.14927,0.952844,1.93596,1.88373
-722.106,0.994063,0.0250528,7,127,0,729.904,-1.1682,0.20506,1.56832,-0.38146,-1.67121,-0.731772,0.234474,0.918688,-0.862663,-0.689391,4.97639,5.55911,-0.317313,-1.3899,1.0772,-1.80799,-0.130699,-0.764281,-2.00889,0.175704,0.304316,-0.735477,1.74589,-0.886637,11.2704,0.458649,-0.594746,0.797768,-1.77646,-1.27308,7.8737,2.44693,-2.41063,0.814231,-0.145374,1.89253
-722.48,0.999966,0.0259933,6,127,0,726.411,-0.933576,-0.315978,2.2659,-0.874661,-0.585665,-1.20734,-0.572245,0.240002,-0.664593,-0.777494,5.32822,5.83318,-0.130247,-0.367336,0.155161,-0.705337,1.45039,0.0944943,-1.39202,-0.968327,0.812402,0.583885,0.297999,-1.05377,8.39884,-0.209973,4.83559,0.371597,0.477182,-1.2954,-1.59355,0.609777,-0.621042,4.28675,0.539893,2.85581
-721.615,0.998944,0.0273981,6,127,0,725.659,-1.05686,-0.581309,2.20502,-1.00232,-0.719087,-1.26397,-0.439016,0.198861,-0.791831,-1.04547,4.99447,5.49111,-0.198336,-0.923721,-0.548769,-0.498494,-0.555992,-0.0667457,0.701053,-0.143545,-0.401691,-1.02242,-1.35372,-1.66794,-9.80032,-1.64793,1.3864,-0.437904,-0.0520872,-1.39182,-1.69241,-0.559316,-1.07215,-2.09581,-0.302106,1.95164
-728.337,0.996224,0.0287742,6,63,0,733.073,-1.25879,-0.0254141,2.41153,-1.03947,0.622172,0.371994,0.306775,0.755418,0.682294,-1.18444,3.82549,4.33552,0.714294,1.56075,-0.8041,0.7546,0.731472,0.724259,0.60034,0.726014,1.16323,0.304184,0.608763,1.24331,2.91064,-0.838585,0.325877,-1.13889,1.49239,2.76403,1.4344,-0.0243364,1.34591,-3.95876,-3.93468,-5.40223
-724.552,0.994346,0.0299726,6,63,0,731.977,-1.37077,0.731207,1.62139,0.192295,-0.839006,-0.908618,0.395137,0.777598,0.0490673,-0.674442,6.33897,5.96124,0.646513,1.5605,-0.973034,-0.685262,-1.33002,-0.144008,-0.515501,0.243749,-2.40506,0.426507,1.30914,-0.886043,-10.9293,1.68201,-2.15386,2.1194,-0.682249,-4.20221,1.00779,-0.20536,-0.415952,-3.22991,1.99745,3.41195
-725.684,0.997081,0.0310417,6,63,0,732.145,-1.39411,0.692643,3.24313,-0.321985,-0.46864,0.428188,0.673357,0.737753,0.485201,-0.993427,4.92339,4.33624,-0.12696,-1.28361,-1.5208,-0.931787,0.531332,-0.698529,1.10927,1.11421,-0.116579,-1.40929,-1.66715,-0.233648,11.3528,0.632586,3.17828,-0.0487211,-0.0559755,2.71609,3.66267,-0.648859,0.753826,0.936908,-0.25724,-5.81812
-726.097,0.983029,0.032364,6,63,0,732.694,-1.46254,1.80924,2.47532,0.156637,-0.00369209,0.285894,0.894778,0.912693,0.251844,-1.08809,4.42621,5.05586,0.889021,0.273852,2.01733,-0.616972,-0.469894,1.04152,-0.00416637,-0.872151,0.241205,1.06822,0.0698168,-2.14673,-3.69572,3.41666,-0.544571,0.714563,0.450192,1.1429,1.71853,-0.73817,-0.129653,-5.76512,-1.75676,-0.075657
-728.899,0.994924,0.0324844,6,63,0,735.056,-1.15762,0.910397,2.71943,0.394368,0.310825,-1.72656,0.160815,0.993222,0.223005,-1.9379,5.08137,4.99169,-0.0969601,-2.85573,-0.412008,-0.843937,-0.133721,-1.09735,-0.110671,-0.0709829,-0.191917,-0.965752,1.01438,0.176368,6.12338,1.1235,1.10036,1.38829,0.700901,-1.4547,1.11044,0.642709,0.422509,-5.17203,0.0194582,-0.67981
-727.997,0.988644,0.0336353,6,63,0,733.53,-1.25671,1.06573,2.5927,0.430698,0.420194,-1.45544,0.171159,1.12,0.312863,-1.72732,5.20868,5.2186,-0.409277,-0.832807,0.807048,-0.105102,-0.584587,-1.7446,-0.0994404,-0.710626,-0.502449,-1.76954,-0.751956,-1.30129,-12.201,1.17568,0.485534,1.39831,0.849738,-1.53925,-0.614015,0.542239,0.414214,-6.19888,0.142013,0.904609
-728.178,0.986079,0.0342379,6,63,0,732.039,-1.2718,0.994492,2.81506,1.0972,0.706201,-1.01463,-0.108734,1.03192,0.279515,-1.05401,5.36803,5.22428,-1.03939,0.537954,-0.26614,-0.759184,-0.331295,-1.36036,0.00334784,0.334077,0.187844,-1.86873,-0.26357,0.187375,-1.98165,2.19627,1.98772,4.89979,1.78014,-1.90424,-4.77463,0.792984,0.575584,4.39144,0.534121,0.859311
-722.651,0.997972,0.0346063,6,63,0,736.327,-1.50041,0.185228,1.99137,-0.511128,-1.18896,-0.107602,0.524785,0.805339,0.202441,-0.273788,4.09719,4.99302,0.189578,-0.390573,-1.25384,-2.03617,-1.52665,1.62916,-1.77315,-0.161384,-0.124604,1.30021,-0.0593876,3.40311,-2.48971,-3.31608,4.50628,-3.87074,-1.88345,-1.51119,7.23797,0.456304,-0.469968,9.91978,-2.80313,-0.100283
-722.002,0.996805,0.0360521,6,63,0,725.516,-1.25384,0.559702,1.77159,-0.943187,-0.751197,0.119768,0.0444404,1.01081,0.251762,-0.93499,4.39925,5.05934,-0.535509,-0.663836,0.62985,0.0216995,-1.03444,0.175203,1.17156,0.0777975,0.0392948,1.41395,-1.18237,-0.160994,-6.77066,1.00793,-1.24594,-1.46548,-0.332342,2.52987,-2.31669,1.08348,0.637017,-5.17021,-1.89623,0.0481267
-723.558,0.992293,0.0374174,6,63,0,729.782,-1.1501,0.842205,1.85913,-0.707558,-0.76103,0.0491054,-0.154595,1.15808,-0.103421,-0.883486,4.02951,5.03334,0.382092,-1.26182,-0.491753,-1.30849,0.0317157,0.686326,0.975331,-0.572737,1.93496,-0.449652,1.74617,0.096103,10.0829,3.18296,0.00115239,-0.262452,-0.215193,3.28339,-1.90811,2.62463,0.118591,-0.694489,-2.86034,-0.479755
-723.688,0.987244,0.0383658,6,63,0,727.369,-0.887728,-0.576572,0.509272,-0.340389,-0.884098,-1.00845,-0.533805,0.176962,-0.262136,-0.788361,6.39158,5.34861,-1.02543,-0.322756,-0.770176,-1.46992,0.753233,-0.696304,0.36238,-0.129797,-0.937627,-0.696375,0.665712,0.666333,12.8247,-0.978418,-3.73805,3.29524,0.0285236,0.409438,2.57998,0.770978,0.946628,-7.82491,2.11826,0.958398
-724.167,0.983005,0.0388214,5,63,0,728.055,-1.15537,0.051867,1.88273,-1.67162,-0.788091,-0.867689,0.289305,0.0732018,-0.681571,-0.853366,4.2648,4.70345,-1.11051,0.117073,-0.945629,-0.257954,-0.109777,-0.620133,-1.08759,0.259003,-0.0384824,1.12622,1.60816,-0.259502,4.0892,-0.179618,0.303143,-3.34258,-0.24268,-1.06153,8.14243,-1.73156,-1.3654,1.57754,-2.13402,-2.21159
-726.399,0.951011,0.038856,5,31,0,730.49,-1.06224,-0.171732,1.24383,-1.15741,-0.909375,0.0986672,-0.591861,0.535087,-0.576959,-0.537804,3.77958,4.88531,0.839947,-0.314101,-1.10922,1.76066,-0.147457,0.654778,-1.05986,0.713293,0.542237,0.29416,0.179866,0.743777,-20.8371,-0.977638,-0.923945,-2.7705,-0.381923,6.44546,-14.7687,1.67884,-1.38048,8.50597,-4.79042,-0.133354
-730.226,0.852014,0.0359234,6,63,0,736.614,-1.15861,0.0815723,1.72238,-0.208327,-2.21788,-1.53279,-1.01893,0.0730381,-0.387001,-1.03132,5.45953,5.14062,1.17909,1.14955,-0.775445,-0.108814,-0.28789,-0.093466,1.56368,-0.343591,-0.922117,0.641554,-2.27494,-0.599407,-47.0508,-0.0918564,-0.865896,1.43011,-2.22769,-2.92303,-13.162,-1.50683,-0.503033,8.99823,0.447055,1.74141
-726.645,0.998211,0.0260665,5,47,0,735.161,-1.09218,-0.051235,1.27488,-0.592641,-2.719,-0.80328,-0.832925,0.156513,-0.177259,-0.791771,4.81049,4.8457,-1.86554,0.553907,0.932353,1.33065,0.542924,-1.66176,-2.23636,-0.216648,-0.338644,-0.174446,1.41079,0.604109,-35.0972,-0.127553,-1.74827,0.574251,-3.05528,-0.389064,-13.6615,-0.982966,0.239742,5.92586,-1.00492,0.0839868
-729.732,0.999677,0.0271369,6,63,0,735.183,-1.17349,0.205502,0.99117,-1.35759,-2.66599,-0.110549,-0.461444,-0.185547,-0.60645,-0.624704,5.27665,4.28782,0.383668,-0.202839,0.360922,1.72833,-0.737606,-0.887611,-1.59023,0.605975,1.03654,-0.879837,-1.12973,0.493064,-34.2647,0.893358,-3.59164,-3.32962,-3.17658,3.2974,-11.1185,-3.36156,-1.52146,4.85797,0.141211,-3.16935
-731.15,0.986264,0.0283301,6,63,0,742.312,-0.863897,-0.697856,2.01995,-0.165621,-1.42784,-0.793494,-0.241483,0.891079,-1.35566,-0.820563,3.46034,5.21381,0.831748,0.925865,-1.48971,-1.34294,-2.42211,1.63424,-0.213554,-1.23835,0.401942,-0.638599,1.49731,-1.95563,42.1899,-1.52917,3.2785,3.86878,-0.9182,1.54389,9.23717,3.97395,-2.27426,1.01542,-4.09668,-0.114203
-727.382,0.998156,0.0286141,6,63,0,737.549,-0.927806,0.049035,0.754622,-1.39634,-1.54653,-0.897241,-0.641849,-0.457277,-0.0321864,-0.253347,6.44211,5.43027,-1.21915,-2.07344,-0.0690579,0.272654,1.22131,-0.618036,0.437458,-0.558259,1.30607,-0.401465,2.21401,2.30754,-38.0001,3.3191,-1.84424,-5.87288,-1.89641,-2.90703,-20.4626,-5.77798,2.4988,21.644,2.0826,2.53009
-723.08,0.999474,0.0297238,6,63,0,732.633,-1.09648,-0.450048,1.38972,-0.0171234,-0.175307,-0.649781,-0.140486,0.4928,-0.792832,-0.48061,3.68373,5.11721,2.04438,1.4877,1.23441,0.0855373,0.88805,-0.0377956,1.94187,-0.450133,0.194322,-1.73901,-1.09911,-1.46607,-4.3132,-3.58782,0.175668,3.85721,1.19577,-0.981042,-1.47199,1.127,-2.64709,1.22163,-4.83321,0.374844
-721.516,0.992038,0.0309513,5,31,0,727.483,-0.952994,-0.591103,0.966825,-0.590898,-0.538097,-0.838337,-0.453639,0.215442,-1.29063,-0.746667,4.26739,4.99473,0.523292,-0.778887,0.496214,2.05829,0.893098,0.308528,0.577302,0.994941,-0.199951,0.536669,-2.00243,0.13193,-1.24005,-1.76463,-2.12342,1.50573,0.540278,0.521651,0.281042,0.347149,-2.56427,-4.4405,-2.2521,-0.427392
-723.092,0.986619,0.0316463,6,63,0,728.38,-1.04807,0.151876,1.10561,-1.47012,-1.59547,-0.544021,-0.0248948,0.171138,0.297035,-0.458481,4.2086,5.47598,0.0819034,-0.281901,-0.315235,-1.14903,0.718654,0.686677,-1.19116,0.820731,-1.49611,1.48698,-1.23803,0.0919866,8.33818,1.75148,-1.3638,-5.00698,-1.80664,0.528463,7.82316,-0.784842,2.88471,2.50772,-2.24237,1.69879
-723.453,0.993373,0.0319335,6,63,0,727.75,-1.07954,-0.119613,2.18654,0.236657,0.264871,-0.691945,-0.534255,0.671335,-0.890595,-1.05271,4.9319,5.00435,0.437146,-0.289816,0.418186,1.29666,1.49965,-0.113377,0.300973,0.377968,-0.817789,0.173614,1.50033,-1.00851,2.44788,-0.238659,1.17425,3.30474,1.39687,0.599669,-3.44726,0.865762,-1.30136,-0.665333,-0.32585,-0.406884
-732.617,0.981577,0.0327234,6,63,0,735.534,-1.06605,-0.132473,1.79952,-2.86174,-2.10479,-1.31145,0.0670379,-1.22258,0.0898894,-1.11573,5.97306,5.32078,-0.875614,-0.117824,0.868328,0.272789,0.686015,0.0598971,1.1986,-1.14292,-0.659246,-0.327806,0.402746,-0.550795,-2.32205,-0.179863,-0.15911,-4.70899,-1.95339,-1.33305,5.70547,-4.30947,0.850263,5.02568,1.5133,1.33482
-731.864,0.996754,0.0326147,6,63,0,738.13,-0.997902,-0.780575,2.16023,-2.03588,-1.41416,-0.959335,-1.54636,-1.77236,-0.127404,-1.71734,5.64052,4.56927,0.437009,-0.435028,0.158951,1.92443,1.41257,0.385204,-1.61095,0.738529,-0.419211,1.39751,-0.969706,0.265328,-7.97479,-0.831358,0.695067,-1.53548,-1.01939,0.410382,-2.80219,-2.9968,0.35127,-2.78585,0.965645,-2.86456
-723.032,0.999757,0.0336545,6,63,0,734.383,-0.650014,-0.533491,1.03094,-1.02305,-0.725636,-1.62686,-0.648743,-0.122823,-0.952665,-0.34005,6.08932,5.67765,-0.0844097,-0.341635,2.11099,-1.23934,-0.728359,0.115779,-2.33595,-2.63475,0.828541,-1.53388,0.245314,-0.738476,14.7771,0.382799,4.76395,0.488463,1.04001,-5.84563,5.30331,1.70395,-1.45917,3.50401,1.74056,2.35114
-720.267,0.997841,0.0349459,6,127,0,727.362,-1.59907,0.327077,1.86471,-0.320896,-0.504693,0.104628,0.447522,0.83391,0.468775,-0.109683,5.00718,4.74198,-0.449989,-0.446845,0.123938,2.01751,0.108972,-1.06153,1.77655,1.35275,0.518085,0.106445,-1.40128,1.15531,-2.5565,-2.69687,6.3233,-3.97121,-0.690085,0.158906,0.609778,1.34614,1.2831,9.37315,-0.166024,-1.59847
