# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=307650850
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/sero_prev/job_grouped_unadjusted_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,sigma.1,se,sp,se_t,sp_t,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,marginal.10.1,index.1
-741.165,0.999959,0.00338458,10,1023,0,745.783,-1.09056,1.11957,-0.627908,-0.523677,1.22325,0.377249,1.73388,-1.11298,-1.97789,1.35673,-0.0750248,0.0240082,3.9113,6.06838,0.980378,0.99769,0.1,0.256607,0.248686,0.249154,0.257082,0.253222,0.25943,0.246516,0.24268,0.257695,0.251174,10
-731.267,0.999912,0.0036013,9,767,0,742.74,-1.16176,0.196827,-0.561299,-0.312222,0.534269,0.204702,0.289203,-1.00327,-0.304164,0.225058,-0.452855,0.27701,5.7094,4.26896,0.996696,0.986197,0.1,0.248387,0.211277,0.223004,0.266245,0.248794,0.253195,0.191596,0.223391,0.24985,0.216327,10
-732.114,0.999998,0.00384039,9,511,0,735.871,-1.23171,0.447245,-0.468999,-0.354621,0.688672,0.0867247,0.281245,-1.02492,-0.283586,0.196108,-0.606826,0.25182,5.57612,4.24466,0.996227,0.985862,0.1,0.246181,0.205901,0.21065,0.257637,0.229724,0.238506,0.183951,0.21364,0.234634,0.200284,10
-727.166,0.999902,0.00410289,9,511,0,735.335,-1.04228,-1.40535,-1.04454,0.996734,-0.20257,-0.552834,0.282541,-0.699645,-0.63955,1.31501,-0.434412,0.446679,4.77219,5.99108,0.991609,0.997505,0.1,0.158422,0.181109,0.355017,0.243651,0.215985,0.285758,0.205087,0.209498,0.388198,0.225077,10
-726.387,0.999989,0.00438633,9,511,0,733.02,-0.947991,-0.102177,-1.44308,-0.130667,-0.963932,-0.234363,-0.0978037,-0.0598684,0.159908,0.944649,-0.583128,0.54381,4.06367,5.37042,0.983105,0.995369,0.1,0.268243,0.150236,0.265213,0.186611,0.25437,0.26871,0.272783,0.297124,0.393104,0.220097,10
-725.245,0.999991,0.00469291,8,255,0,729.876,-1.05434,-0.403136,-1.56496,0.374583,-0.987818,-0.103263,-0.113288,-0.0563005,0.065445,0.705488,-0.726373,0.503247,4.20426,5.07484,0.985288,0.993787,0.1,0.221454,0.136826,0.296123,0.174876,0.24856,0.247619,0.253001,0.264754,0.331967,0.19468,10
-723.893,0.999933,0.00502157,8,255,0,728.402,-0.891379,-1.12249,-1.80995,0.162021,-0.2752,-0.821611,0.0827543,-0.675732,-0.315456,0.860307,-0.540204,0.62667,3.89625,5.23464,0.980087,0.994699,0.1,0.168709,0.116539,0.312202,0.256577,0.196825,0.301636,0.211678,0.251794,0.412837,0.226198,10
-724.375,0.999958,0.00537144,9,511,0,729.037,-1.21395,-0.738161,-2.53844,0.372364,0.124692,-0.520802,0.191538,0.380378,0.131494,1.26217,0.245069,0.665497,6.51965,5.00002,0.998528,0.993307,0.1,0.153788,0.0519918,0.275649,0.243982,0.173568,0.25228,0.276715,0.244818,0.407578,0.25906,10
-722.598,0.999933,0.00574386,9,511,0,731.005,-1.56397,0.431094,-2.54337,0.995536,0.372261,0.475796,0.761846,-0.18109,-0.400042,1.25482,0.124495,0.873355,4.19586,5.54754,0.985166,0.996118,0.1,0.233711,0.0221995,0.33303,0.224635,0.240776,0.289336,0.151597,0.128605,0.385073,0.189196,10
-725.925,0.999173,0.00613816,9,1023,0,730.378,-0.965381,-1.21186,-1.28474,0.221463,-0.392013,-0.183989,0.0461369,-0.450497,0.537912,0.578036,-0.19367,0.99184,5.54157,4.83826,0.996095,0.992141,0.1,0.102721,0.0962467,0.321754,0.205185,0.240879,0.285035,0.195887,0.393683,0.403221,0.239127,10
-722.893,0.999305,0.00654078,7,127,0,730.315,-1.00228,-0.175483,-1.35342,0.287276,-0.168343,-0.243436,0.0580387,-1.24975,-0.0482012,0.765071,-0.687592,0.520174,5.61388,4.88915,0.996366,0.992528,0.1,0.250949,0.153646,0.298837,0.251648,0.244363,0.274465,0.160789,0.263598,0.353359,0.204249,10
-726.102,0.999913,0.00696699,8,255,0,731.294,-1.36629,-0.660289,-2.04632,0.595664,-0.199171,-0.123457,0.700979,-1.81844,0.0760196,1.78142,-0.0583237,0.520442,5.70925,4.42254,0.996696,0.988139,0.1,0.153172,0.080818,0.25802,0.18695,0.193013,0.268651,0.0900775,0.209701,0.391939,0.198348,10
-726.455,0.999243,0.00742713,8,255,0,730.783,-1.35362,-0.441855,-2.03744,0.863388,0.941725,-0.0785486,0.381246,-1.19961,-0.160743,1.90034,0.320426,0.351876,4.98234,5.31037,0.993189,0.995084,0.1,0.181073,0.111993,0.259261,0.26459,0.200807,0.22803,0.144831,0.196206,0.335161,0.224285,10
-726.715,0.999366,0.00789551,7,255,0,731.377,-1.28204,-0.0204106,-1.60056,0.893128,0.888767,0.134636,0.150539,-0.660913,0.019329,1.87229,0.426032,0.301007,4.72487,5.42453,0.991206,0.995612,0.1,0.216161,0.146313,0.266354,0.266098,0.224173,0.225006,0.18528,0.218194,0.327731,0.239796,10
-730.407,0.999469,0.00838818,7,127,0,735.352,-1.59124,-0.295996,-2.14924,1.05697,0.978059,0.270968,1.05122,-1.08812,-0.74816,2.34643,0.0392227,0.72538,4.52943,5.66448,0.989328,0.996545,0.1,0.141129,0.0410815,0.304803,0.292811,0.198662,0.30392,0.084669,0.105842,0.527676,0.173247,10
-731.339,0.997704,0.00890516,8,511,0,738.099,-1.1815,0.15782,-1.51661,-0.0107877,-1.09971,-0.00809837,-0.282291,-1.83859,0.0414402,1.72035,0.107342,0.208097,5.384,4.69471,0.995432,0.990939,0.1,0.240735,0.182859,0.23438,0.19618,0.23448,0.224394,0.173059,0.236336,0.305021,0.23882,10
-724.432,0.99997,0.00939955,8,255,0,734.551,-1.13249,-0.495016,-1.09169,-0.110126,-0.143072,-0.282429,0.386804,-1.54874,-0.402961,1.68682,-0.403367,0.680319,4.64048,4.62136,0.990439,0.990256,0.1,0.187055,0.132942,0.230159,0.226212,0.210048,0.295391,0.101003,0.196765,0.50377,0.196722,10
-727.249,0.999689,0.00997207,8,255,0,730.76,-1.23874,0.0314899,-2.8833,0.388563,0.724236,0.00804972,0.662493,0.959455,0.266714,0.577689,-0.106552,0.350625,5.78882,5.53292,0.996948,0.996061,0.1,0.226584,0.0953753,0.249271,0.271939,0.225147,0.267674,0.288571,0.241362,0.261886,0.218214,10
-728.24,0.99979,0.0105604,8,255,0,734.671,-1.03132,-0.15543,-0.669204,-0.34386,-0.079009,-0.309402,0.0763246,-1.83757,-0.250466,1.89802,0.0172593,0.692429,4.30641,5.25774,0.986697,0.99482,0.1,0.242515,0.183218,0.219357,0.252367,0.22347,0.273196,0.0908166,0.230632,0.570263,0.265151,10
-723.793,0.999295,0.0111747,7,255,0,731.873,-1.08636,-1.0882,-2.43745,0.717521,-0.432242,-0.346225,-0.000940675,-0.99768,0.21807,0.447622,-0.242444,0.61545,4.5428,4.73843,0.989469,0.991324,0.1,0.14728,0.0700132,0.344171,0.205481,0.214259,0.252195,0.154416,0.278453,0.307705,0.225208,10
-723.507,0.998748,0.0117972,7,255,0,729.508,-1.12349,-0.223463,-2.22185,-0.3197,0.120035,-0.251644,0.316871,-0.745707,-0.860905,1.61221,-0.111964,0.566219,4.35296,5.28341,0.987295,0.994951,0.1,0.222696,0.0845908,0.213406,0.258165,0.219946,0.280078,0.175704,0.166456,0.447536,0.233816,10
-723.551,0.988613,0.0124241,7,127,0,733.009,-1.09162,-0.761629,-1.72427,0.735865,-0.397502,-0.546526,-0.0419954,-0.23028,-1.12592,0.803626,-0.430449,0.442585,4.71493,5.18467,0.991119,0.994429,0.1,0.1933,0.135315,0.317358,0.219677,0.20858,0.247832,0.232626,0.169393,0.323891,0.217188,10
-723.013,0.999226,0.0127357,7,255,0,729.068,-1.56187,0.304161,-1.59345,1.23708,0.288102,0.188665,0.753352,-0.457415,1.18675,1.03812,0.397738,0.778855,4.78941,4.97022,0.991751,0.993106,0.1,0.209991,0.0571656,0.354717,0.207924,0.195457,0.273861,0.12807,0.345797,0.320097,0.222338,10
-720.855,0.999322,0.0134054,7,127,0,726.882,-1.24894,-0.0681663,-1.98885,0.779294,-0.0280496,-0.0998693,0.319692,-0.0503373,-0.510479,1.35452,0.158038,0.910083,4.74157,5.63823,0.991351,0.996453,0.1,0.212323,0.0448322,0.368253,0.218493,0.207538,0.27728,0.215049,0.152708,0.495946,0.248783,10
-727.68,0.996826,0.0141002,7,255,0,732.973,-1.26429,0.193631,-0.701686,0.57705,-0.57324,0.338055,0.742048,0.0222708,-0.958767,1.5746,0.341073,0.239121,4.65955,5.00805,0.990618,0.99336,0.1,0.228291,0.192775,0.244844,0.1976,0.234432,0.252212,0.221153,0.18339,0.291571,0.234562,10
-728.62,0.998552,0.0147242,7,127,0,734.816,-1.24564,-0.415984,-0.831507,1.5225,0.312375,0.0367102,0.873575,-0.198807,-0.295985,2.02338,0.394486,0.265662,5.398,4.22119,0.995495,0.985531,0.1,0.204866,0.187469,0.301288,0.238185,0.225152,0.266282,0.214425,0.210108,0.330017,0.242166,10
-724.072,0.998556,0.015429,7,127,0,731.922,-1.32252,-0.700995,-0.876981,0.650324,0.354277,0.170144,0.533592,-0.5861,0.0880924,2.08945,0.78325,0.570486,5.82104,5.60899,0.997044,0.996349,0.1,0.151558,0.139095,0.278579,0.245935,0.226977,0.265395,0.160181,0.21887,0.467416,0.294072,10
-726.679,0.999428,0.0161534,7,127,0,732.902,-1.85847,0.572848,-3.39642,0.805678,0.755453,0.716638,0.631508,0.244585,0.659766,1.16219,-0.0614493,1.13597,6.6857,5.06522,0.998753,0.993727,0.1,0.230103,0.00327977,0.280246,0.268884,0.260304,0.24212,0.170707,0.248059,0.368593,0.126942,10
-725.982,1,0.0169333,7,127,0,730.312,-1.35327,-0.33137,-0.0243743,0.623277,0.174274,0.0805491,0.803059,-0.23849,0.238001,1.48411,0.483358,0.574625,3.87749,5.29971,0.979717,0.995032,0.1,0.176001,0.203061,0.269903,0.22216,0.212993,0.290737,0.183876,0.228552,0.377433,0.254356,10
-724.423,0.99161,0.01776,7,127,0,731.521,-1.02481,-0.817689,-3.4769,0.109769,-0.170929,-0.384778,0.164238,-0.28459,0.554545,0.83418,-0.223278,0.867813,6.22153,4.79077,0.998018,0.991762,0.1,0.150024,0.0172574,0.283015,0.236286,0.204447,0.292704,0.218952,0.367357,0.425337,0.228187,10
-729.872,0.999889,0.0182362,7,127,0,736.364,-1.13738,-0.739677,-0.0346818,0.74413,-0.22566,-0.254213,0.496637,-0.764976,-1.22111,1.59385,-0.513872,0.488501,3.79742,5.73113,0.978063,0.996767,0.1,0.182618,0.239701,0.315643,0.223114,0.220706,0.290127,0.180781,0.150091,0.411255,0.199663,10
-731.425,0.995902,0.0190908,7,127,0,738.406,-1.05415,-0.969315,-0.419672,0.186134,-0.563071,-0.842545,-0.409956,-0.010335,-0.322438,2.03,-0.176714,0.153554,4.07335,5.52654,0.983265,0.996036,0.1,0.230942,0.246272,0.263943,0.242207,0.234418,0.246549,0.258124,0.249054,0.322471,0.253262,10
-727.599,0.999788,0.0197794,7,127,0,736.073,-1.15579,-1.18265,-2.13217,0.445184,0.0409899,0.0892799,0.196422,-0.983489,1.09281,1.37569,-0.127124,0.258261,6.0259,4.69482,0.99759,0.99094,0.1,0.188281,0.153626,0.260993,0.241367,0.243658,0.248793,0.196268,0.294515,0.309919,0.233506,10
-729.123,0.999003,0.0206684,7,127,0,737.519,-1.46416,0.523493,0.378511,0.923705,0.515973,0.404573,0.589576,-1.09121,-0.0928572,2.38148,0.091052,0.636214,4.7808,5.69454,0.991681,0.996647,0.1,0.243958,0.227349,0.293907,0.243076,0.230275,0.251795,0.103549,0.178986,0.512741,0.19683,10
-724.398,0.984192,0.0215404,6,63,0,733.964,-1.3608,-0.373561,-1.35818,1.31314,0.149465,0.278497,0.954818,-1.45393,-0.322894,1.45458,-0.13506,0.363682,5.42098,4.89993,0.995597,0.992608,0.1,0.182925,0.135317,0.292509,0.213083,0.221058,0.266286,0.131294,0.185695,0.303266,0.196247,10
-726.278,0.996368,0.0216677,6,63,0,731.903,-1.26,-0.142256,-1.45395,0.8854,0.300111,0.0451486,0.303931,-0.846911,0.330534,1.60995,0.0529901,0.242705,5.45357,5.43482,0.995737,0.995657,0.1,0.215087,0.166189,0.260165,0.233767,0.222866,0.233933,0.18762,0.235092,0.295409,0.223196,10
-724.022,0.996102,0.0224156,6,63,0,732.511,-1.27833,0.0157327,-2.11838,0.254343,0.0122618,0.0899305,0.428096,-0.54234,-0.654198,2.12744,0.246371,0.872364,4.14779,5.35903,0.984446,0.995317,0.1,0.220183,0.0420344,0.257989,0.219663,0.231497,0.28805,0.147865,0.135987,0.640509,0.25666,10
-723.028,0.967982,0.0231603,6,63,0,729.816,-1.17322,-0.655485,-1.75027,0.812766,0.0646834,-0.288412,0.322619,-0.0889515,0.672608,0.895523,0.288175,0.512782,4.64053,4.52438,0.99044,0.989275,0.1,0.181036,0.111974,0.319417,0.242311,0.210633,0.267413,0.228142,0.304,0.328712,0.263967,10
-723.626,0.996724,0.0224196,6,63,0,727.231,-1.19021,-1.06515,-1.79958,0.730503,-0.0582103,-0.115198,0.248817,-0.145146,0.895449,1.61779,0.244455,0.395997,5.42739,5.01825,0.995625,0.993427,0.1,0.16631,0.129787,0.288858,0.229124,0.225163,0.251302,0.2231,0.302459,0.365964,0.250977,10
-722.772,0.999657,0.0231787,6,127,0,730.408,-1.53206,0.531161,-1.1905,0.477424,0.37351,0.632056,0.745672,0.46348,0.0787074,1.51864,0.121444,0.745862,4.09757,4.87077,0.983658,0.992391,0.1,0.243076,0.0816596,0.235778,0.2221,0.257189,0.273708,0.233909,0.186433,0.401465,0.191317,10
-728.905,0.989927,0.0241087,6,63,0,734.968,-1.44137,-0.21617,-0.18418,1.27475,0.658172,0.22569,1.01305,0.690632,0.0333993,0.512377,0.198978,0.539694,4.29848,5.96095,0.986593,0.997429,0.1,0.173929,0.176423,0.320083,0.252342,0.210891,0.290154,0.255662,0.194138,0.237789,0.208501,10
-730.146,0.984401,0.0245157,6,127,0,738.255,-1.49053,0.601148,0.479269,0.882477,0.704085,1.22116,1.34751,0.0172072,1.03921,2.37129,0.363703,0.35803,4.85044,4.98035,0.992236,0.993175,0.1,0.21835,0.210994,0.236028,0.224706,0.258588,0.267355,0.184768,0.246296,0.344898,0.204189,10
-734.013,0.994581,0.0246132,7,127,0,740.919,-0.884419,-1.83855,-3.09063,0.585309,-0.110605,-1.34834,-0.950628,-0.368299,-1.6912,-0.535827,-0.822025,0.309748,5.28392,4.73395,0.994953,0.991285,0.1,0.189401,0.136846,0.331121,0.285227,0.213817,0.235255,0.269237,0.196508,0.25915,0.242497,10
-728.468,0.98579,0.0252717,7,127,0,740.51,-1.46221,0.590478,-0.220537,0.743664,0.00668918,1.03962,0.979259,-0.697449,0.152103,2.16902,-0.230823,0.37176,5.80527,4.97546,0.996997,0.993142,0.1,0.223967,0.175926,0.23402,0.188509,0.254316,0.250084,0.151679,0.196918,0.341671,0.175372,10
-730.811,0.896374,0.0254353,6,63,0,739.976,-1.24046,0.0169364,-1.84622,1.4365,0.822221,0.705681,0.869889,0.350694,0.366206,1.89059,1.45364,0.413262,4.38371,5.33742,0.987675,0.995215,0.1,0.225577,0.118843,0.34371,0.288914,0.279121,0.292978,0.250579,0.251784,0.387189,0.345309,10
-738.456,0.992672,0.021023,6,63,0,740.979,-1.85817,0.761565,-1.63491,2.21154,0.9821,0.214635,1.71508,0.138117,0.256564,1.86255,1.71895,0.398586,4.51041,5.6475,0.989126,0.996486,0.1,0.17442,0.0751727,0.273551,0.187442,0.145217,0.236032,0.141472,0.147304,0.246795,0.23631,10
-735.297,0.999838,0.021494,7,127,0,744.756,-1.64252,0.354838,-0.596234,1.27593,1.26319,1.26564,0.899183,-1.07658,-0.871836,2.00689,0.77266,0.301189,5.4751,4.87963,0.995828,0.992458,0.1,0.177169,0.139182,0.221279,0.220619,0.220746,0.202346,0.122736,0.129531,0.261523,0.196265,10
-729.579,0.999373,0.0223109,7,127,0,741.519,-1.23362,-0.295591,-0.165389,1.57752,0.688701,-0.681588,0.877983,-1.2834,-0.199565,1.71521,-0.175551,0.322945,4.14627,4.88311,0.984423,0.992484,0.1,0.209312,0.216356,0.326476,0.266744,0.189427,0.278869,0.161368,0.21449,0.336328,0.2158,10
-729.795,0.990397,0.0231218,7,127,0,737.625,-1.2594,0.378564,-1.61154,0.258398,0.163926,0.851122,0.515773,-1.29558,-1.57638,1.73304,-1.075,0.305366,5.57627,5.28325,0.996228,0.99495,0.1,0.241623,0.147857,0.234963,0.229817,0.26904,0.249384,0.160431,0.149215,0.325153,0.169712,10
-729.199,0.99944,0.0234906,7,127,0,735.338,-1.00727,-0.705553,-2.57245,-0.0528378,-1.44679,-0.473087,-0.199935,-0.0319698,0.972682,0.725623,-0.0755403,0.242825,4.85632,5.03377,0.992281,0.993528,0.1,0.235305,0.163567,0.265008,0.204471,0.245614,0.25811,0.265997,0.316247,0.303419,0.263936,10
-732.896,0.998718,0.0243229,7,127,0,735.991,-1.39024,0.645089,-0.519572,1.34126,0.0770466,0.889558,1.66076,-0.915696,-1.12604,2.57142,1.59795,0.199284,5.28048,4.83948,0.994936,0.992151,0.1,0.220684,0.183355,0.245465,0.201832,0.229177,0.257448,0.171829,0.165945,0.293635,0.255062,10
-731.972,0.999655,0.0251322,7,127,0,744.141,-1.19171,-0.163464,-2.3991,1.12804,0.92774,0.407923,-0.0489196,0.0857933,1.90408,1.33578,-1.45456,0.319305,4.96183,4.94045,0.993049,0.992899,0.1,0.223757,0.12371,0.303324,0.289981,0.257031,0.230174,0.237884,0.358076,0.317521,0.160278,10
-737.669,0.999387,0.0260065,7,127,0,739.432,-1.09111,-0.129766,-0.886538,0.510609,0.394237,-0.332358,-1.11865,-1.01877,-2.57452,1.45556,1.9359,0.121363,5.27314,5.46698,0.994899,0.995794,0.1,0.248458,0.231707,0.263252,0.260522,0.243895,0.22673,0.228862,0.197252,0.286089,0.298143,10
-731.208,0.991346,0.0268817,7,127,0,743.155,-1.07196,-0.117648,-1.87518,0.575716,-0.109768,-1.25793,0.289904,0.0572012,-0.240803,0.169008,-1.42351,0.0944514,4.85741,5.14311,0.992289,0.994194,0.1,0.252926,0.222861,0.265499,0.253067,0.233122,0.260269,0.256059,0.250734,0.258076,0.230337,10
-731.661,0.999397,0.0273092,6,127,0,739.889,-1.04694,-0.45266,-1.52797,-0.526166,-0.196225,-2.13165,-0.453134,-0.669071,0.360696,0.437458,-0.120334,0.164809,4.70128,4.93171,0.990998,0.992838,0.1,0.245725,0.214373,0.243486,0.253642,0.198093,0.24571,0.239174,0.271407,0.273916,0.256017,10
-729.262,0.999463,0.028203,7,127,0,738.88,-1.49948,0.0171093,-3.0657,1.50878,0.619595,1.03836,0.605318,-0.412793,0.604145,1.9576,-0.279754,0.510534,6.72255,5.45757,0.998798,0.995754,0.1,0.18381,0.0445902,0.32537,0.234485,0.275008,0.233179,0.153135,0.233072,0.377526,0.162152,10
-729.78,0.999292,0.0291159,7,127,0,738.016,-1.11046,-1.82142,-0.024046,0.409855,-0.0538169,-0.393139,0.623499,-0.259627,-0.735002,0.271151,0.225172,0.318375,4.8121,5.47065,0.991935,0.995809,0.1,0.15573,0.246362,0.272898,0.244606,0.225199,0.286601,0.232702,0.206777,0.264224,0.261388,10
-732.712,0.993013,0.0300335,7,127,0,736.996,-1.18541,1.34194,-1.42676,0.319962,-0.294992,-0.19081,0.283575,0.378829,0.295246,0.611977,-0.82532,0.0517679,5.34778,5.39863,0.995264,0.995498,0.1,0.246766,0.2211,0.237064,0.231355,0.232315,0.236724,0.237616,0.236833,0.239809,0.226509,10
-736.884,0.959049,0.0305701,6,127,0,743.317,-1.06781,-0.722247,0.90197,-1.19775,0.710762,0.436349,-0.728278,-0.36518,-1.11732,-1.11438,-1.60583,0.0740106,5.22029,5.16359,0.994623,0.994311,0.1,0.245777,0.268734,0.239312,0.265962,0.262016,0.245694,0.250708,0.240397,0.240437,0.233857,10
