# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_sigma.1
-212.905,0.998866,0.0148741,7,127,0,215.268,-0.0471587,1.14857,0.812898,-1.1837,-1.90964,-0.265112,-1.26199,-1.65779,0.746167,-1.05659,0.471927,-0.948135,1.01691,0.722936,0.321351,-0.610853,0.883242,0.198754,0.133155,-0.856588,13.1444,1.93613,2.28214,-1.19362,-1.91377,0.115855,0.140461,-1.85845,1.50652,0.495291
-211.389,0.999171,0.014978,8,255,0,220.248,-0.355198,0.987236,-1.26592,1.08049,-1.00066,-0.398031,0.808026,0.771368,0.135373,-2.59735,-0.597775,1.24942,0.520908,-1.38011,-1.84039,-0.568171,-0.86064,-2.01542,0.982316,2.03653,9.15363,0.851781,-1.42972,1.13794,-0.987062,-0.433109,1.63837,0.883437,0.16437,-0.0281549
-211.434,0.999956,0.0152824,8,255,0,216.597,-0.304782,-1.19755,0.835516,0.996167,-1.2413,-0.897549,-0.249457,-1.52203,-0.571806,-1.7317,-0.973789,0.939401,-1.72068,0.941001,-0.721924,-0.367572,1.5294,1.12557,0.264597,-0.563165,6.53929,-1.77911,0.926203,1.24795,-1.22087,-1.06759,1.36364,-1.57025,-0.536695,-0.0217961
-209.211,0.999732,0.0157739,8,255,0,214.993,-0.256648,-0.680388,0.590327,0.0800306,1.68762,-0.422556,-0.836794,0.199026,0.486451,-1.64567,0.0150181,-1.74954,0.741922,1.13953,-1.55057,-1.06912,0.561134,-1.54818,-0.619895,0.0981742,8.73021,-1.16068,0.714901,0.25744,1.79402,-0.45675,0.423193,0.591074,0.673933,-1.0837
-208.494,0.999844,0.0163801,7,255,0,211.828,-0.29409,-0.297548,1.29174,0.022793,0.0712053,0.953561,-0.838579,0.223563,-0.848737,-1.73671,0.617614,-1.27984,0.724259,0.149607,1.7508,-0.389845,-0.65213,0.453798,0.496086,-0.0768057,8.54458,-0.69023,1.53254,0.146719,0.122313,1.16153,0.157215,0.538756,-0.834361,-0.968031
-213.479,0.998091,0.0171008,6,63,0,214.609,-0.236345,-0.850182,1.96583,1.03923,0.766509,1.31274,-0.899571,0.15672,-1.41905,-1.49221,-0.597564,0.0821371,-0.327873,0.723879,0.515988,-0.308421,0.452379,-0.297031,-0.00405594,-0.781568,13.4535,-1.46575,2.85353,1.4863,0.86816,1.84849,0.398009,0.639553,-1.47756,1.73056
-216.693,0.996933,0.0178225,8,255,0,219.763,-0.216786,2.33227,-1.12319,-1.40409,-0.982465,0.0418614,0.514745,-0.718961,1.88351,-2.04647,-0.173961,-0.344245,1.41024,0.299646,0.369471,1.82135,0.0996238,-0.339453,-0.525012,0.244655,19.7386,2.4032,-1.30418,-1.37419,-0.950849,0.123398,2.67059,-0.534699,2.08844,0.791488
-212.719,0.999976,0.0185598,8,255,0,220.668,-0.227958,-1.22243,1.438,0.184762,-0.295776,-1.76758,-0.906752,0.725371,-1.04907,-2.29782,-1.85609,1.58407,-0.729967,-1.57863,-1.31221,-1.29415,0.771601,-0.310431,1.59157,-0.546845,12.6127,-1.44921,1.55932,0.291385,-0.264848,-1.82793,0.122141,0.972078,-1.00622,-1.12957
-211.62,0.999944,0.0195455,7,127,0,219.292,-0.102391,-0.46484,-0.890049,-1.16718,-0.283724,-0.663842,-2.27387,-1.38811,1.21241,-1.37,-1.72918,-1.45752,1.71493,0.609001,-0.180249,-1.74969,-0.410604,1.33085,-1.34792,-0.257017,-2.01756,-0.827587,-1.16792,-1.10923,-0.18984,-0.600643,-3.00732,-1.26616,1.76284,1.69966
-208.745,0.999874,0.0206072,7,127,0,216.922,-0.0923487,0.921868,-0.822029,-1.073,0.0100867,-0.172992,-1.55972,-0.823643,0.649486,-1.10809,0.732501,-2.52193,-0.445003,-0.458986,-0.558071,-0.964574,-1.95406,-1.2818,1.49066,-0.351705,3.97602,1.37526,-1.29031,-1.06544,0.153151,0.167188,-1.67102,-0.471077,1.27564,0.357466
-209.923,0.999939,0.0217387,7,127,0,213.927,-0.582787,0.0332255,1.30172,1.50084,0.219877,0.915378,0.911638,0.271023,-0.0633364,-1.95161,-0.345481,1.01451,-0.353393,0.62281,0.505733,1.26541,0.0803516,-1.32553,1.44117,-0.805899,-1.63677,-0.486121,1.05587,1.55133,0.233586,0.788434,1.65448,0.258827,-0.115761,-0.555423
-213.499,0.999764,0.0229455,7,127,0,218.883,-0.32724,1.84162,-0.957989,-0.378257,-1.00465,-2.05871,-1.95475,-0.682458,-0.157353,-2.52795,0.12869,1.3101,0.555849,2.23735,-0.197242,-0.998373,0.208898,0.271156,-0.0396181,1.60233,1.68472,1.74836,-1.10039,-0.345653,-0.988797,-2.1491,-1.62514,-0.606287,-0.124932,-1.49907
-211.698,0.999036,0.0242092,7,127,0,217.919,-0.887905,0.20584,2.02723,0.353176,-0.321925,0.299442,0.947813,1.17905,0.866956,-1.02495,0.251452,1.23871,-0.153507,-0.408589,-1.21849,-2.99725,-0.203635,0.093835,0.240902,-0.277455,-7.84037,-1.59442,2.19891,-0.102151,-0.391961,-0.716096,1.5892,1.32889,0.750562,-0.422395
-210.474,0.995374,0.0254851,7,127,0,216.756,-0.278716,0.776826,-0.620095,-0.0960782,-0.564965,1.57784,-0.966131,1.08647,-0.422419,-2.40596,0.927351,-0.487319,1.65681,0.215931,-0.412488,0.46916,1.91325,1.84755,0.777954,0.777309,10.5473,0.654957,-0.723773,-0.0315447,-0.541972,1.67835,-0.201441,1.29238,-0.379233,-1.33412
-208.89,0.997616,0.0265393,7,127,0,213.481,-0.391502,-0.047871,0.459699,-0.0584019,0.355157,-1.23626,-0.105912,-1.02168,0.120338,-0.666686,-1.59262,0.314974,0.62438,-1.51443,-0.182493,0.686717,-0.125568,-1.01941,-0.961211,1.17503,-2.54134,-1.4167,0.729659,0.00880432,0.531614,-3.36212,2.71932,-2.19447,0.345219,3.31595
-209.523,0.98937,0.0278082,7,127,0,216.783,-0.459266,-0.241978,0.301964,0.196227,1.37581,0.116855,-1.29906,-1.15201,0.962216,-1.63195,0.848998,-0.0165897,-0.359019,0.303737,1.21225,2.3313,-1.75376,0.241656,1.00012,-1.59398,-10.0858,-0.872453,-0.0406593,0.222324,1.44577,-0.0381196,-2.08613,-1.33745,1.08429,0.681452
-207.586,0.972645,0.0284519,5,47,0,216.24,-0.321923,-0.164304,0.532574,0.339477,1.07199,0.0409102,-1.29437,-0.751384,0.446849,-1.38861,3.05326,0.413624,0.737175,0.412925,-1.16731,-0.205573,0.529052,1.46667,-1.75379,0.433636,-1.76047,-0.746283,0.584701,0.573272,1.1865,0.0384342,-1.70683,-0.717852,0.650996,0.174727
-209.129,0.995998,0.0277705,7,127,0,212.468,-0.35999,0.835941,-0.841677,0.0466129,-1.39633,-1.07416,-0.523429,0.636274,0.0529681,-1.83026,0.904059,0.0724784,0.542808,-0.735158,-0.35018,1.14067,1.65855,-0.00407519,-0.827765,0.401652,2.40526,0.601426,-1.26001,0.115558,-1.38445,-1.29551,0.370585,0.91988,0.112187,-0.743546
-211.824,0.995111,0.0289435,7,127,0,216.808,-0.230616,-0.179483,-0.325286,-1.90743,-1.80944,1.01549,-1.182,-0.196857,1.24026,-1.3722,0.64874,-0.513824,1.5873,0.0465394,1.21965,0.865823,0.54292,-1.38164,-0.42244,-1.46372,3.93863,-0.631683,-0.566236,-2.18229,-1.80881,1.56686,-0.568682,0.213576,1.68963,0.247743
-214.288,0.999955,0.0300742,7,127,0,216.404,-0.256267,-0.582858,-0.0711064,-1.486,-2.17902,1.3235,-2.04771,0.241509,1.5722,-1.83327,0.14218,-0.386153,0.533018,1.24923,0.02306,0.0256713,-0.813959,0.596003,0.00486792,-1.0947,2.58328,-0.942393,-0.155444,-1.51451,-2.16945,1.59689,-1.96719,0.567144,1.80949,0.0456212
-217.423,0.972572,0.0316478,7,127,0,225.128,0.0275023,-0.228566,-0.222408,-1.75127,-2.00649,1.28626,-2.08433,-0.0207834,1.72135,-1.66875,-0.399026,-2.27436,0.962358,1.5518,-1.25088,0.385036,0.168609,1.71019,-0.776407,-1.21454,21.2108,-0.247651,0.12874,-1.62901,-1.96132,1.99195,-0.482636,0.668909,2.21747,-2.78111
-214.494,1,0.0308906,7,127,0,221.535,-0.116323,-0.409475,-1.84206,-1.45148,-1.50386,1.16929,-1.68818,0.416983,0.773081,-1.95684,1.90769,-0.0667364,1.29355,-1.05728,-1.32949,0.826243,-1.23435,-0.247769,1.76508,0.704571,13.8384,-0.569056,-2.05913,-1.37151,-1.46774,1.4968,-0.431797,0.856814,0.981784,-1.95717
-214.765,0.988572,0.0324753,7,127,0,221.237,-0.16591,0.263862,0.565559,-2.18055,-1.78541,-0.658664,-0.159333,0.415059,0.792384,-2.63278,-0.515594,-0.624008,-2.04611,-1.40244,-1.41983,1.16118,-1.37975,0.481222,0.772855,-0.194688,20.5271,0.195332,0.623895,-2.14026,-1.76522,-0.614165,0.965215,0.600713,0.874774,-1.10327
-214.713,0.9996,0.0330855,7,127,0,217.759,-0.0808653,0.127892,-0.257608,1.96249,1.76898,0.683861,-0.594326,-0.672129,-0.833312,-0.982562,-0.780818,0.68671,0.614496,0.248073,-0.188341,-0.0406199,0.134119,1.97619,0.257934,0.737837,21.2761,0.0476284,-0.137802,3.77493,2.11493,1.85764,3.46156,-0.194372,-0.74365,1.49846
-217.601,0.999563,0.0346934,7,127,0,224.648,-0.235606,-0.560155,1.80816,0.587859,1.78867,-2.59539,-0.209719,1.34541,0.105507,-3.40762,-1.6965,0.00383281,-0.717118,1.95986,1.49474,1.06862,-0.370552,-0.893671,-0.881928,1.33042,15.8933,-0.614578,1.81925,0.622011,1.80086,-2.59778,0.225704,1.41875,0.130314,-0.858267
-218.434,0.992229,0.0363445,6,127,0,222.604,-0.726339,-0.677545,1.21324,0.190101,2.01477,-2.77873,-0.0205465,1.44879,0.310866,-2.56375,0.156836,0.0798529,1.64706,0.979504,-0.0862801,-0.213233,-0.428199,0.0825527,-0.419387,-2.05375,-19.7959,-1.04871,0.919079,0.107388,2.02116,-3.06356,-0.368971,1.40846,0.257468,-0.30766
-213.371,0.997221,0.0373206,6,63,0,221.814,-0.710967,0.0755426,1.96034,-0.722543,0.371897,-1.52209,-0.702962,0.0879506,-0.376386,-1.95216,-0.506953,0.971992,-0.881348,-0.322155,-2.00588,2.7502,-0.536846,-1.56951,-0.397434,0.555017,-21.4133,-0.54546,1.66968,-0.931455,0.375227,-2.03721,-1.73963,-0.0585554,-0.499899,0.223847
-213.348,0.999708,0.0387999,7,127,0,218.057,-0.686187,-0.0974491,0.141841,1.37826,-0.433105,2.22588,1.10533,-0.101401,0.623665,-2.75774,-1.94286,0.312324,-2.19545,0.024138,-0.196313,0.54918,-0.549524,-0.0890977,0.0670714,0.262918,-13.4742,-0.37205,-0.124474,1.33914,-0.433969,2.13343,1.0644,-0.164635,0.589966,-1.26674
-209.517,0.991386,0.0405658,6,63,0,215.81,-0.324516,0.0949173,-0.0997288,-0.0253595,-0.367967,1.06794,-0.090711,0.856132,-0.883213,-2.92584,-1.77337,0.233888,-0.0967276,-1.44674,0.340325,-2.00501,-1.44447,0.312031,-0.896985,0.398851,9.36224,-0.0154749,-0.15901,0.00393837,-0.354866,1.08259,0.437481,0.943611,-0.866851,-0.928342
-209.59,0.999967,0.0414873,6,127,0,213.681,-0.567734,0.328732,0.0955015,0.692621,0.42171,0.920969,0.00998667,0.6272,-0.782509,-3.22389,0.457189,0.540115,0.489571,1.63676,1.86869,-0.549041,0.221125,-0.702471,0.416723,-0.504485,-8.33209,0.188814,-0.0326445,0.677763,0.425568,0.86632,0.0532491,0.624162,-0.798038,-1.06675
-212.346,0.999652,0.0433391,6,63,0,215.303,-0.338043,0.935872,2.35706,0.196098,0.212326,-0.468831,-1.88067,0.396142,-0.17262,-1.37361,-0.740616,0.163203,0.692007,0.827324,0.476927,0.805011,-0.908225,0.966755,-0.774583,0.968934,-1.70813,0.769648,3.48235,0.376155,0.285298,-0.701335,-3.75833,0.8779,-0.103203,5.61994
-211.498,0.987396,0.0452008,6,127,0,218.06,-0.617151,1.38566,2.15896,0.11583,1.21714,0.354159,-0.931545,0.94477,-0.012475,-1.71286,0.350455,0.365839,-1.30095,-0.198322,1.27396,1.32417,2.32269,0.468817,0.26629,-1.43958,-11.4105,0.959923,2.13107,0.00646446,1.25423,0.0823189,-2.09525,1.04099,-0.0938254,-0.357628
-212.125,0.999823,0.0456879,6,63,0,215.694,-0.303633,-0.505108,-2.00536,-0.180031,-1.28002,-0.287926,-0.184894,-1.62099,-0.0229288,-2.21659,-1.04514,1.16787,-1.19026,0.522409,0.581466,0.395471,-0.167051,-0.318444,0.353276,1.49747,6.00575,-0.756496,-2.31606,-0.119231,-1.26117,-0.305083,0.911649,-1.58622,0.0329527,-0.431492
-208.228,0.996911,0.0476065,6,63,0,214.02,-0.293795,0.913911,1.41023,0.177558,-0.0797934,0.105477,-1.08557,-0.256367,-0.0661333,-0.90148,0.793711,0.586252,1.63799,-0.161832,1.47814,0.403356,0.447822,2.30548,-0.0818249,0.178178,3.04786,1.11759,3.29017,0.586109,0.0247454,0.258598,-3.01304,0.0883975,0.123351,4.31509
-208.469,0.999937,0.0492144,6,63,0,210.92,-0.457805,0.776939,0.354448,0.764269,0.840198,-1.25783,-0.417365,-0.395797,-0.378519,-2.03077,-0.133372,0.463483,1.48468,-0.156284,-0.560852,0.707984,-0.952103,-0.017198,0.157566,0.832433,-2.79396,0.476559,0.11126,0.817831,0.871949,-1.51016,-0.0156072,-0.378496,-0.393584,-0.972174
-213.75,0.971163,0.0512203,6,63,0,216.013,-0.622185,-0.374143,0.413842,-0.468922,-1.19001,1.52382,1.31201,0.820121,1.22817,-4.00383,-0.840229,0.521551,0.820474,0.620506,-0.0531793,-0.272556,1.27002,0.35028,0.800739,-0.187866,-11.596,-0.446376,0.347029,-0.482567,-1.18941,1.49183,1.31174,0.811413,1.221,-1.04175
-214.894,0.999819,0.0496824,6,63,0,221.108,-0.605462,-0.228095,1.85093,0.0281981,-0.210082,0.72195,2.23973,1.11097,0.456337,-4.2151,0.710263,-0.333362,-1.77699,-0.815801,-1.69682,1.5698,-0.754554,-0.107564,1.43529,0.0691194,-9.97873,-0.284808,1.80154,0.0187067,-0.209238,0.696011,2.25312,1.10558,0.45058,-1.06152
-210.146,0.994314,0.0516424,6,63,0,223.621,-0.538156,0.254336,0.531206,0.0875008,-0.216039,1.31924,1.16305,-0.974947,1.00418,-2.18987,1.28365,-0.411321,2.20522,0.0562903,-0.346009,1.47771,3.9225,0.720083,1.06983,-0.956877,-0.664423,-0.108665,0.255549,0.0512555,-0.206075,1.26255,1.93612,-1.05585,1.0195,-0.213558
-209.645,0.999061,0.0529408,6,63,0,213.465,-0.111701,0.512549,0.249362,-0.118803,-1.44118,-0.392773,-1.96402,0.159164,-0.686764,-1.08558,-0.265768,-0.377322,0.368382,0.0994699,-1.06306,1.39109,1.53122,-1.06681,0.855051,0.0306061,1.21898,0.647263,0.836585,0.326331,-1.41952,-0.251063,-4.02807,1.20907,-0.553682,3.54298
-210.907,0.999425,0.0548586,6,63,0,213.404,-0.525576,1.0618,-0.921444,-0.620856,0.0338155,0.854808,1.44557,0.905571,0.100747,-2.44386,-0.190091,-0.47371,0.487352,0.319794,1.46372,0.287204,0.926754,-0.66205,0.700993,-0.617517,-0.598014,0.820974,-1.23258,-0.667487,0.0439484,0.777967,2.0708,0.951791,0.0883066,0.0258244
-208.81,0.99964,0.0568576,6,63,0,213.531,-0.245147,0.408412,1.25301,0.166193,-0.00861318,-0.293831,-1.79958,0.291324,-0.696973,-1.37535,0.119557,-1.1715,0.26612,0.623481,-0.123855,-0.737545,-0.118039,-2.47263,0.50831,-0.806526,1.78602,0.175645,1.93024,0.441436,0.0711162,-0.308669,-2.70161,0.884051,-0.658896,1.82508
-210.663,0.980367,0.0589211,5,31,0,215.281,-0.392708,0.367025,1.33991,0.429514,0.214049,-0.319016,-0.944841,0.602042,-1.49747,-3.36053,-0.18489,0.134468,0.342055,-0.238865,-0.2582,-0.101166,-1.62007,-0.228242,0.675615,2.40807,3.20814,0.2823,1.29629,0.440618,0.221498,-0.339481,-0.727658,0.637412,-1.49476,-1.2299
-209.268,0.994754,0.0583455,6,63,0,214.047,-0.293987,0.450641,-0.733229,-0.369677,-0.261358,0.561177,-1.11744,-0.251301,1.44001,-0.853692,0.868444,0.217486,-0.655921,-0.470647,-0.589319,-0.12876,-2.4412,1.296,0.239063,-0.212981,-5.28357,0.168315,-2.26158,-0.36863,-0.176135,1.26061,-3.64709,0.101693,2.51686,5.07779
-211.396,0.999962,0.0597264,6,63,0,214.47,-0.508117,0.160292,-0.905028,-0.171237,1.48828,-0.740546,-0.657343,-1.07065,1.45503,-2.83304,0.296383,-0.225977,1.07797,0.319308,0.331276,-0.627779,0.758273,0.103676,-1.5568,-1.11004,-6.75293,-0.0265588,-1.09313,-0.187772,1.49941,-0.828661,-0.550003,-1.08556,1.46368,-0.758247
-208.89,0.999889,0.0618469,6,63,0,213.401,-0.48482,0.530008,0.826752,0.0709481,-1.07469,0.424177,-0.165326,0.497473,-1.54341,-0.486292,1.32344,0.97341,0.230522,0.244309,1.25853,-1.5183,-1.10468,0.344331,-0.904546,0.404259,1.22991,-0.10383,2.19413,0.0993673,-1.2445,0.762438,0.082895,1.90897,-3.07915,3.76886
-206.267,0.982271,0.0639934,5,31,0,213.151,-0.459214,0.651033,-0.106236,0.318592,-0.200203,-0.470806,-0.206151,-0.486626,0.269433,-1.20144,0.0467123,-0.19616,-1.46334,-0.132067,1.19034,-0.635614,0.34543,-1.31635,2.3612,-1.52312,-3.46024,0.139039,-0.880543,0.433629,-0.164425,-1.00974,0.620343,-0.627117,0.355258,-0.745973
-211.791,0.994744,0.0635838,5,31,0,212.673,-0.369004,2.44594,-1.22131,0.835749,0.104352,-1.22462,-0.616161,0.2684,0.403906,-2.0972,-0.454368,-0.636721,0.204826,-0.0208015,-0.264196,-0.057145,0.484,-0.633878,0.125519,0.62085,3.37531,2.39117,-1.56792,0.935014,0.133289,-1.38452,0.0650699,0.422244,0.461704,-0.661168
-212.784,0.995814,0.0649729,6,63,0,219.346,-0.300814,-1.24175,-0.473827,-2.32334,-0.746054,0.475313,-0.899355,-1.86562,-0.0975907,-1.59861,0.57301,1.79869,-2.39695,0.171561,0.0180271,-1.26657,1.25987,-0.272648,0.583342,0.424578,-2.27281,-1.94912,-0.821404,-2.58728,-0.712309,0.611575,-0.0598376,-2.04938,-0.00316179,0.476638
-212.162,0.999891,0.0665237,6,63,0,215.756,-0.366551,-1.43019,0.353941,-2.45111,-0.139187,-0.0968801,-0.912618,-1.20693,0.577017,-1.85034,9.34556e-05,0.394956,1.26727,0.708383,1.01745,-0.900966,0.00883326,1.49629,0.852333,-0.337044,-2.90095,-2.01736,0.207737,-2.64482,-0.105819,-0.167905,-0.416704,-1.23222,0.67276,0.0554201
-213.229,0.999563,0.0687026,6,63,0,219.027,-0.477618,2.13286,0.0670169,2.57447,-0.00698921,0.301925,-0.0908179,1.12671,-0.592883,-2.44738,0.369113,1.72222,-0.653058,-1.73843,1.07009,-0.19774,-0.475468,-1.86533,-0.0673764,0.387982,0.184703,1.9692,-0.140713,2.64882,0.00581718,0.22528,0.259487,1.21016,-0.608455,-1.03685
-208.17,0.935707,0.0708633,5,31,0,216.874,-0.402102,-0.243711,0.140756,0.153054,-0.167071,1.05604,-0.442795,-1.11308,0.805203,-0.816346,-1.97007,1.64067,-0.448955,2.76444,0.0420371,0.303313,0.0274152,1.10855,-0.626626,-1.12954,-2.57824,-1.67768,-0.388879,0.377997,-0.100931,2.12601,-0.44279,-2.06923,1.40196,2.41506
-213.27,0.904268,0.0634797,6,63,0,215.041,-0.661936,-0.236028,0.228136,-0.581889,0.104395,-0.875029,-1.10079,1.22233,-1.87242,-2.75485,-0.61723,1.21203,-0.117181,0.253366,0.0818058,-0.673,0.853575,0.231511,0.533967,0.29593,-18.2309,-0.50574,-0.0227963,-0.646984,0.106011,-1.03243,-1.39736,1.20104,-1.93074,-0.344553
-214.161,0.999873,0.053147,6,63,0,215.187,-0.143685,-0.287087,0.159487,-0.54342,0.270339,-1.38734,-1.3209,1.18711,-1.9431,-2.71591,-0.0433649,-0.0619835,-0.210684,0.201628,0.401901,-1.14281,-0.455311,-0.345019,0.169323,0.372481,18.8818,-0.356874,0.208241,-0.464454,0.297179,-1.35582,-0.422237,1.38953,-1.90204,-2.01195
-213.063,0.993723,0.0548834,6,63,0,217.073,-0.149614,-0.403169,-0.0801505,-0.0856134,0.0422757,-0.199032,-0.784439,1.43679,-1.44205,-3.09549,0.261666,-0.00117985,-0.327269,0.777254,-0.389962,2.02658,1.08013,-0.100456,1.31402,-0.276505,21.0611,-0.452428,-0.0553948,-0.0263025,0.0598983,-0.155086,-0.0899287,1.56935,-1.40565,-1.35678
-210.532,0.999822,0.0558992,6,63,0,216.732,-0.386113,-0.797682,0.639092,0.621218,0.409337,-0.144974,0.969647,1.14923,-0.760233,-2.41457,-2.32355,-0.0873002,0.722872,0.65988,0.303761,0.15448,1.63793,-0.946619,1.2539,0.876262,8.43263,-1.05897,0.54098,0.66823,0.43084,-0.19505,1.95162,1.29227,-0.755845,0.393621
