# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-223.57,0.999588,0.0179159,8,255,0,236.248,0.311954,1.70469,0.461248,0.0897501,0.595773,0.579937,-1.3446,-0.646739,0.265465,-0.272409,-0.774951,-0.480691,0.698746,-0.531152,0.140583,-1.007,0.0896357,-0.408835,-0.0691978,2.00087,-4.91141,0.794628,-3.26199,-0.872282,-0.338335,0.983186,-2.36447,0.295355,0.0883449,-0.0510428,-2.15408,0.374415,-0.648402,0.245154,-1.14429,0.581189,1.33789,-0.526271,2.05626,0.59404,-0.014876,1.46419,-0.445575,0.900164,0.0843932,0.935018,0.100187,-0.993541,-7.648,1.67201,0.442562,-0.00329367,0.565278,-0.164359,-3.16783,-3.20371,2.44515,-2.02125,-17.2175,-0.480691,0.698746,-0.531152,0.140583,-1.007,0.0896357,-0.408835,-0.0691978,2.00087,-1.07795,14.2766,-0.937601,3.79616
-225.699,0.999692,0.0180785,8,255,0,239.065,-0.557277,-1.60841,-1.1706,0.16339,-0.971573,0.45301,0.952974,-0.338089,-0.199699,1.69363,-1.44595,0.507627,-0.983329,0.137528,-0.311317,-0.109668,-1.06106,-0.364774,0.689,-1.54907,-4.70823,-2.88099,-0.971092,-4.25731,-0.943584,0.633027,-0.901459,2.37459,-1.08392,-0.483553,-0.451519,0.842312,-1.28182,-0.992924,-0.516887,-0.112986,-0.186473,-0.729861,-0.199676,-1.91303,-1.3599,-1.23431,0.863881,1.27613,-1.2903,-0.0791625,-0.675418,1.27115,1.68968,-1.63592,-1.18711,1.85908,-1.42969,0.285015,0.796208,-0.344149,-0.164144,1.59755,-1.2192,0.507627,-0.983329,0.137528,-0.311317,-0.109668,-1.06106,-0.364774,0.689,-1.54907,-0.87382,-1.4424,-0.224145,-0.937108
-221.878,0.99925,0.0184656,7,127,0,235.9,-0.356313,1.87217,0.853971,-1.41618,-0.426393,0.36088,-0.755327,-1.2833,0.537747,0.867169,1.31756,0.187864,-0.0826763,-0.198582,-0.154318,0.38389,1.32477,-0.51258,-0.689899,-0.695933,-3.07893,-0.820268,-0.987615,-3.07897,-0.834694,2.11996,1.42161,-0.971845,1.06682,-0.656394,-1.13043,0.0646502,0.273438,-0.878639,0.659504,-0.47791,0.989475,-0.185993,0.284234,0.199408,1.38801,0.257883,-0.862718,1.4306,1.97047,1.73538,0.52557,1.56097,1.01393,1.78302,0.7873,-1.51331,-0.475737,1.08516,-0.628512,-1.31565,0.628933,-2.49764,5.31452,0.187864,-0.0826763,-0.198582,-0.154318,0.38389,1.32477,-0.51258,-0.689899,-0.695933,-1.37958,1.76372,0.138515,-1.07857
-222.944,0.998485,0.0190016,7,255,0,236.316,-0.393391,0.873652,-0.0342952,-0.286788,0.435911,-0.420328,0.061585,-0.0409011,-0.0938898,-0.0773174,0.16762,1.65863,-1.57082,-2.30061,-0.314297,0.118013,0.195631,-1.21518,-0.931169,-1.5614,-2.12871,-2.36584,-1.9235,-3.24891,-0.442636,1.55943,0.903946,-1.42526,-0.781672,0.560258,-0.713082,-1.47656,0.705578,0.0567443,2.44758,-0.745028,0.815688,1.10507,0.00393206,0.375334,1.41801,0.112385,-0.257366,0.101266,-1.54302,1.94314,0.465245,-0.324432,0.836663,0.617475,-0.294237,0.178036,0.393822,-0.826238,0.825525,-0.0167581,-0.0158526,-0.494233,0.706992,1.65863,-1.57082,-2.30061,-0.314297,0.118013,0.195631,-1.21518,-0.931169,-1.5614,-0.985476,-0.782945,-1.01014,-0.858222
-222.15,0.999902,0.0196351,8,255,0,233.296,1.45958,0.200759,-0.0312252,-0.941979,-0.369167,-0.330237,-1.11516,-0.331743,-0.773076,0.292379,-1.11494,-0.883608,1.77811,2.17438,0.651914,-1.04146,-0.363686,1.28973,1.08284,1.93802,-0.738705,-0.570989,0.55678,-3.44083,-2.15648,0.922333,-0.9319,0.384717,-0.402484,-0.571666,0.401884,0.452971,-0.757414,-1.33761,1.19854,-1.58081,0.253565,0.939232,-0.340504,1.18036,0.156337,0.309528,0.112274,0.026689,-1.87025,-0.965156,-0.409811,1.19741,3.1028,-0.0812078,0.977594,-0.738758,1.34931,4.04133,-5.32222,0.553137,-0.750219,1.21223,-1.12207,-0.883608,1.77811,2.17438,0.651914,-1.04146,-0.363686,1.28973,1.08284,1.93802,0.177815,-0.153567,2.23917,-1.14401
-214.741,0.994887,0.0204793,7,127,0,231.812,-0.433863,0.63952,-0.566894,-0.949678,-0.749104,-0.327017,-0.0640401,-0.895814,-0.180517,0.543066,-0.00140698,1.38596,-1.01138,1.63243,-0.364712,0.312599,-0.156954,1.36471,-0.316973,0.189894,-2.02822,0.371198,-0.406353,-1.66768,-0.595855,-0.459221,0.466282,0.990199,0.10101,1.99342,-0.333552,1.06619,0.694935,0.452183,1.85321,0.764644,-1.69565,-2.32683,-0.622218,1.01786,0.378938,-1.41515,-1.05901,-1.96222,-1.70019,-0.424375,-0.858346,1.34247,-1.00632,0.224367,-0.791803,-0.137185,-1.10227,-1.92501,1.16225,-1.5384,0.370476,2.38737,-2.59608,1.38596,-1.01138,1.63243,-0.364712,0.312599,-0.156954,1.36471,-0.316973,0.189894,-0.89013,1.41158,-0.766047,-0.039219
-216.917,0.996625,0.0211079,8,255,0,224.303,-1.45154,2.555,1.20381,-0.506376,0.296151,1.16421,-0.600842,-0.37922,-0.549411,0.410184,0.102823,0.512799,-0.97406,1.16492,-0.804983,-0.0284363,-0.87657,0.098583,-0.527563,0.320674,-1.18071,1.06795,-0.719192,-1.149,0.193823,-0.481667,-1.07149,-1.11184,-0.951853,-0.312849,0.3449,-1.38842,0.0510853,-0.155517,0.647601,1.28959,-0.665272,1.26104,-0.0313057,0.35711,0.230258,1.45664,-0.106307,0.0615638,-0.815501,0.914471,0.836585,-0.637411,-10.5505,2.73952,1.55863,-4.69137,0.257954,1.47795,-3.90015,-2.25298,-1.85492,-17.264,-8.95717,0.512799,-0.97406,1.16492,-0.804983,-0.0284363,-0.87657,0.098583,-0.527563,0.320674,2.13804,-6.1645,2.25539,0.392288
-219.518,0.999426,0.0219329,7,127,0,227.421,0.116109,-1.03491,0.0112492,0.791101,0.348375,-0.379208,-0.382958,-0.404947,-0.293421,-0.683712,-1.48008,-0.0499981,2.18214,1.58921,0.735178,-0.886814,0.136615,0.581549,-0.76874,-0.280103,-1.45657,-0.374152,-2.45184,-2.53848,0.462192,-1.8606,-1.16655,-0.482907,-0.297601,-0.326892,-0.566937,0.777117,0.420884,-0.588869,-1.36695,-0.510433,0.721999,-1.36152,0.723376,0.133822,0.866458,-0.168248,0.622413,-0.289679,0.360268,-1.38896,-0.731574,0.0249,-2.76226,-2.11088,-0.331506,1.08394,0.333607,-1.30348,0.679859,-0.652545,-0.14178,-1.77658,-2.41513,-0.0499981,2.18214,1.58921,0.735178,-0.886814,0.136615,0.581549,-0.76874,-0.280103,0.283417,1.78624,-0.715488,-0.801532
-220.029,0.993583,0.0230295,7,127,0,228.681,0.0893705,-1.33097,-0.0473919,0.09114,0.158129,-0.261388,0.0827243,-1.07955,-0.252396,-0.743927,-1.15067,-0.377638,1.48821,1.97536,0.622161,-0.632079,-0.631599,0.120055,-0.846211,0.996858,-1.94517,-0.478337,-2.57717,-2.15014,1.15216,-0.0552223,0.0331904,1.49056,0.394258,-0.505076,-0.253518,0.870544,-0.0247094,0.183658,-0.628351,0.489914,1.71506,-0.124325,0.39177,-0.654978,1.22385,0.883099,-0.108268,-2.05005,0.887949,-0.499535,0.00247688,-0.882988,-2.46523,-1.94831,-0.343406,0.13892,0.128292,-1.2613,1.38162,-1.55729,0.00782815,-3.40992,-0.110983,-0.377638,1.48821,1.97536,0.622161,-0.632079,-0.631599,0.120055,-0.846211,0.996858,0.187972,0.374838,-0.908957,-0.257461
-224.506,0.994632,0.0237893,7,127,0,236.884,0.80978,0.9621,-0.371502,-1.88362,0.545881,-0.976274,-1.9763,-1.17034,-1.7983,0.103807,-1.05889,1.16773,0.537304,1.01696,-0.685663,0.235703,-0.467048,-0.492628,-1.66407,-1.24227,-0.746109,-1.21873,-1.79477,-2.45855,0.50454,-1.10352,0.77499,0.776373,0.227183,-0.204979,0.167024,-0.757653,0.250959,-2.40107,0.927989,-0.839297,1.38785,1.72867,0.920234,-0.762741,-0.499721,0.312168,-0.281664,1.52811,1.64668,0.407763,-1.33215,-0.48407,14.7777,3.22673,1.64743,0.209219,1.11578,-0.168805,-0.976745,-0.023137,-1.64,2.71336,0.541458,1.16773,0.537304,1.01696,-0.685663,0.235703,-0.467048,-0.492628,-1.66407,-1.24227,-1.14162,-2.13648,-4.79686,-2.92044
-225.679,0.982912,0.0246771,7,127,0,248.248,0.357789,0.0875743,0.539805,-1.24395,-0.11064,-2.35059,-1.73073,-1.70032,-1.56332,-0.718664,-1.06977,-1.20936,1.18364,-0.405975,1.14587,0.642298,0.0190315,-1.23028,-0.254817,-1.04737,-2.08084,-2.48827,-1.16253,-2.43912,1.87054,1.48518,-0.64701,-0.97305,0.98884,0.551759,-1.35765,0.0254834,-1.00396,0.754203,-0.182002,2.8432,-0.416876,1.83443,-2.10147,-0.304874,-0.676508,0.526024,-2.09053,-0.710869,2.9181,1.06645,-1.29044,-0.520923,2.51599,-0.132085,0.540522,0.38874,-0.0649263,-3.48403,-1.07012,-1.79411,-1.38173,-0.861151,-0.689926,-1.20936,1.18364,-0.405975,1.14587,0.642298,0.0190315,-1.23028,-0.254817,-1.04737,-1.54121,-1.17913,-0.798447,-0.835714
-225.746,0.997595,0.0247421,7,255,0,248.213,-0.729963,0.171829,-0.899816,-0.159648,0.575127,1.47289,0.697281,2.03277,-0.460546,0.577344,0.186592,-0.748774,-1.59752,2.26839,-1.90631,-0.349423,0.481632,1.23691,-0.503009,1.75163,-2.26517,-1.4476,-1.8501,-2.44503,-0.292513,-0.0222643,-1.34164,-0.484767,0.434967,-0.547126,-2.08797,-3.23523,-0.546077,-2.18898,1.6549,-1.64194,0.598072,0.539759,0.423224,0.548583,0.229265,-0.805025,-0.49544,-0.382869,2.97592,2.21577,-0.229236,0.966613,-2.92642,-0.152336,-1.26488,-0.339104,0.496654,0.971734,1.35714,2.18003,-0.55595,-1.05401,1.27425,-0.748774,-1.59752,2.26839,-1.90631,-0.349423,0.481632,1.23691,-0.503009,1.75163,-0.0571979,-1.48805,-0.908206,-1.38101
-223.333,0.986345,0.0259227,7,127,0,237.75,0.00487788,0.212229,1.15803,-0.29603,-0.213597,-1.1623,-0.991682,-1.31175,-1.24238,0.431126,-1.08224,-0.26888,1.0279,-0.481864,1.84412,0.901585,-1.0482,-0.604786,-0.447612,-1.15374,-0.858629,-4.00454,-1.12999,-2.23466,-1.72485,-0.880394,0.457212,0.603139,0.490169,0.492298,-0.205794,-0.207089,1.63783,-0.928885,-0.346514,-1.25426,-1.22431,2.62464,-0.901221,0.345625,-0.300088,1.12115,-1.08458,1.31823,0.867868,-0.087871,-0.564603,2.0111,-1.73089,-0.192958,3.06604,0.396126,-0.225992,-3.14838,-1.3717,-2.29249,-1.646,0.417067,-1.01396,-0.26888,1.0279,-0.481864,1.84412,0.901585,-1.0482,-0.604786,-0.447612,-1.15374,4.49286,-1.09875,0.190435,-0.397948
-225.58,0.996877,0.0262854,7,127,0,236.873,-0.524344,0.284105,-1.70742,-0.285193,0.510535,2.13348,-1.247,1.44974,0.306005,-0.268402,0.500664,-0.731558,-2.17525,-0.615222,-1.08857,-0.453554,0.746621,1.1319,0.521029,2.04905,-2.12942,-2.25057,-2.52934,-1.19864,0.567001,0.128754,1.10849,-0.135653,-0.253441,0.51577,0.973862,2.08073,0.752827,-0.611018,0.659401,1.35456,1.0878,1.55058,-1.59487,-0.878843,0.745357,-0.453575,0.0634569,-0.726317,-0.0274283,1.89984,0.320299,-0.523067,1.88029,0.130452,-2.09062,0.0578005,0.499223,3.06542,-1.81751,2.75997,0.495398,-1.10101,1.13355,-0.731558,-2.17525,-0.615222,-1.08857,-0.453554,0.746621,1.1319,0.521029,2.04905,0.18098,-0.475917,-0.740107,3.34514
-221.32,0.999189,0.0274842,7,127,0,237.456,-0.478471,-0.272266,0.368827,-0.0160272,0.445077,0.240052,0.622092,-0.379787,0.240718,0.868286,1.04417,0.529321,0.733413,0.349923,0.146428,-0.132095,0.829412,-0.680992,-0.950562,-0.611876,-3.73212,-4.52085,-2.34187,-2.49732,0.873545,0.00333157,1.93525,0.167872,-0.771807,-0.251478,-2.40425,-0.863384,-0.687288,0.578737,-1.35169,0.546594,2.07417,0.510529,1.1558,0.584702,-1.28935,-0.919424,-0.0829564,-1.99602,-0.194157,-0.250983,1.18318,-1.83733,0.465905,-0.34264,0.320127,0.269939,0.392693,-0.281378,1.1611,-0.53238,0.408843,0.862402,1.10386,0.529321,0.733413,0.349923,0.146428,-0.132095,0.829412,-0.680992,-0.950562,-0.611876,-0.89292,-0.969701,-1.01014,-0.574889
-225.327,0.998758,0.0289193,7,127,0,233.169,-0.681458,-0.231916,0.376307,-0.0764125,-1.1817,1.0186,-0.940047,0.80157,0.233182,-0.0998627,-0.00260969,2.25522,0.124292,1.35778,0.850643,-0.862247,-0.786332,-1.06355,-1.33989,-1.94514,-2.88776,-2.32532,-1.02942,-0.235862,-0.0705397,0.290947,-0.218608,-0.449644,-0.621672,-0.0277073,0.752169,-0.379397,-1.13625,-0.533608,-1.23217,0.0735207,-0.72646,0.0118584,0.0829422,-0.101013,-1.07743,0.412787,0.616126,0.0977152,1.33829,2.27888,1.10525,-0.822026,-2.9542,-0.357739,0.247179,-0.155012,-1.62539,3.7338,-8.04406,4.65068,0.302455,-2.15854,0.347912,2.25522,0.124292,1.35778,0.850643,-0.862247,-0.786332,-1.06355,-1.33989,-1.94514,-1.051,-0.845973,0.935438,11.523
-218.185,0.999452,0.030376,7,127,0,234.195,-0.161397,0.690903,-0.00361486,-0.472411,0.0909552,0.271228,-1.94398,-0.694645,-0.956924,1.02181,-0.325898,-0.435641,0.242823,-0.266498,0.179057,0.548816,-0.548536,0.618122,0.528212,0.359801,-0.868956,-0.852039,-3.64629,-3.20472,-1.23311,0.282826,-0.11397,0.101388,1.30755,-0.376733,-0.972014,0.418171,-0.306257,0.592721,-1.56161,-2.35382,-0.284344,-1.4147,-1.08681,0.678445,1.22658,0.870924,1.24238,2.03943,-2.2606,1.1051,-0.248494,-0.95801,11.724,1.56261,1.59288,0.492339,0.323059,1.78827,-2.63089,0.199116,-0.579906,5.18438,0.592124,-0.435641,0.242823,-0.266498,0.179057,0.548816,-0.548536,0.618122,0.528212,0.359801,1.18351,3.36955,-1.07708,-1.68219
-217.856,0.988996,0.0319493,7,127,0,228.327,0.138461,-0.180723,0.134322,-0.299099,0.451479,0.528431,-0.839659,1.80645,1.53015,-0.375135,-0.478769,0.447439,-0.274119,0.269467,-0.206318,-0.583107,0.479141,-0.566818,-0.480487,-0.382947,-3.74433,0.604317,-0.31445,-1.55068,-0.36295,0.010215,-0.0551014,-0.947417,1.5611,-1.46474,0.710022,0.504155,0.650325,-0.880234,0.722672,-0.268966,0.732843,-0.064356,0.639028,0.796957,1.64797,-1.22287,-1.13658,0.538158,-0.155159,1.01691,-2.0663,-0.26644,-11.3331,-0.274496,0.0481534,-7.46786,0.287968,-0.745018,-2.98126,1.72326,1.94474,-24.3627,2.03062,0.447439,-0.274119,0.269467,-0.206318,-0.583107,0.479141,-0.566818,-0.480487,-0.382947,-0.992326,8.44518,3.50885,-0.683482
