# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-220.457,0.99956,0.0136048,8,255,0,226.581,0.0494925,-0.321515,0.625882,-2.06351,-1.4068,-0.0883394,-0.194082,-0.677881,-0.181588,-0.294428,-0.455094,-0.704457,0.0927548,-0.752042,0.813984,0.164294,-0.00678684,0.0510813,0.0697588,-0.667888,-2.76473,0.22393,-6.06779,-1.76385,0.813563,2.29989,-0.442511,1.36835,-0.890973,-0.597489,0.275507,-0.204969,-0.225118,0.023727,-0.25029,-0.0404423,0.103068,0.172446,0.361105,0.121895,0.429461,-0.940327,0.1236,0.375336,0.337279,0.277154,-1.10056,-0.177736,1.99757,-0.507998,0.548131,-2.08403,-1.40153,-0.949271,1.21262,-1.02853,0.336381,-1.79684,3.51183,-0.704457,0.0927548,-0.752042,0.813984,0.164294,-0.00678684,0.0510813,0.0697588,-0.667888,-0.966875,-1.10389,-1.01691,-0.794718
-213.806,0.999433,0.0137313,8,255,0,226.771,-1.55193,1.08916,-0.336874,0.949552,0.848216,0.789824,-0.308387,0.415719,-0.253248,0.511406,-0.416443,1.5561,-0.11373,-0.205945,-1.01473,-0.114224,-0.068032,-0.182797,-0.214245,-0.0116872,-1.46846,-0.666478,-0.166593,-0.755459,0.695395,0.277671,2.22048,0.727252,-1.41301,-1.17274,-1.87551,0.0212426,-0.23149,0.131158,0.443207,0.760314,0.00868752,-1.41675,0.056343,0.119487,-0.0917625,-0.13863,-0.147082,-1.05387,0.945643,0.144234,-2.0029,-2.01591,-4.51944,0.724913,-0.99518,2.98224,0.335787,-1.33033,-2.42316,0.300175,-1.10587,-0.665399,-0.647709,1.5561,-0.11373,-0.205945,-1.01473,-0.114224,-0.068032,-0.182797,-0.214245,-0.0116872,-0.823832,-1.05122,0.765599,-0.86989
-216.669,0.998676,0.0140255,8,255,0,228.8,0.0600731,0.684587,0.953396,-1.54999,-0.153096,8.47743e-05,-0.545395,0.756521,0.249894,0.0198913,-0.573449,-0.55009,-2.0208,1.124,0.404571,-0.498779,1.52571,0.255644,1.51943,-0.163329,-1.51979,0.0334409,-1.55428,-1.90439,-1.1795,0.0129211,0.828138,0.846262,0.327421,1.57,2.14878,-1.17643,-0.0975572,0.850728,0.384602,1.47783,-1.28535,0.404906,-0.937488,-0.416471,0.793208,-0.0644809,0.621239,-0.106761,1.35085,1.97277,0.463605,-0.0151275,8.88082,0.329257,1.31591,0.256162,-0.126859,-0.324877,1.49444,1.52846,1.01502,8.2186,0.364363,-0.55009,-2.0208,1.124,0.404571,-0.498779,1.52571,0.255644,1.51943,-0.163329,-0.766516,-0.341012,-3.78214,-0.910524
-215.641,0.999979,0.0144241,8,255,0,223.262,-0.625745,0.28328,0.396893,-0.119546,-0.800045,0.842853,-0.268028,-0.704652,0.557389,0.232363,-0.558406,0.624401,1.10508,-1.264,-0.939485,1.04116,-1.89473,0.97831,0.186714,0.00623424,-1.38807,-0.199258,-0.33405,-1.58723,0.657279,0.0697478,1.11161,-0.930866,-1.00655,0.461713,-0.0617,0.164892,1.27811,0.0441425,-0.16017,-0.402547,-1.79638,0.825684,0.167745,-0.238089,1.07296,0.525983,1.62258,-0.167388,-0.909347,-0.00309099,-0.170509,-0.826448,-10.2791,-0.682681,-0.00277015,-5.01082,-1.86373,-0.165464,-1.88227,-2.28871,0.981631,-6.12038,-2.30723,0.624401,1.10508,-1.264,-0.939485,1.04116,-1.89473,0.97831,0.186714,0.00623424,-0.863529,-0.6356,1.58462,-0.656736
-219.781,0.998997,0.0149973,8,255,0,228.356,-0.56509,1.22214,0.0867154,-0.593817,0.631734,-0.346658,0.073857,0.679276,-1.13717,0.835833,-0.786252,-0.833058,-0.35147,1.91647,1.02042,-0.372049,1.02472,0.322006,0.157762,1.97391,-1.50411,-1.00839,-2.7399,-2.53803,-0.952837,1.11982,0.475659,-0.230359,-0.845916,1.20535,0.0113789,-0.0190833,-0.492879,0.203429,-0.508996,0.141086,1.12805,-0.105638,-0.394549,1.03081,-1.60394,1.49392,0.360452,1.55195,0.0983716,-1.05548,0.482184,-0.880644,4.45526,0.908643,-0.137943,-0.204809,0.659699,-0.998158,2.26378,1.05606,-1.13127,2.56529,-0.647669,-0.833058,-0.35147,1.91647,1.02042,-0.372049,1.02472,0.322006,0.157762,1.97391,-0.47655,0.670793,-1.23509,-0.871097
-219.222,0.99757,0.0156248,8,255,0,230.279,-0.278196,-0.0516355,-0.221747,-0.194539,-0.253122,-0.117444,0.353471,-0.0586672,1.48717,-0.213638,-0.841898,0.675327,0.939766,-1.43718,-1.02943,0.243277,-0.900461,-0.174876,0.388616,-2.47213,-1.97199,-0.769083,0.248584,-2.67539,-0.101481,0.344326,-0.559015,-1.73691,-1.17103,-0.881002,0.711036,0.409478,-0.450647,0.515904,-2.38741,0.53767,-1.2913,-1.50685,-0.189787,0.375353,-0.499642,-0.40758,-1.29926,0.747489,-0.603033,0.370146,0.917911,-1.12054,-11.254,-0.676828,-0.756092,-10.5873,-1.61223,-2.73166,-0.044956,-0.464836,1.55251,-5.60083,-0.633265,0.675327,0.939766,-1.43718,-1.02943,0.243277,-0.900461,-0.174876,0.388616,-2.47213,-0.583033,0.419051,2.57466,-0.677922
-224.255,0.999036,0.0162684,8,255,0,231.368,-0.286404,0.592989,0.00641703,-0.0991117,1.34028,-0.219126,-0.719258,-2.02355,-0.882613,0.459152,-0.636017,-0.575003,-0.736543,1.60653,1.10211,-0.311056,0.860409,0.136096,-0.321705,2.52717,-2.78074,-1.5182,-3.88156,-1.86674,-0.695083,1.27868,0.906028,-0.81252,0.20733,0.140956,0.297799,-0.098825,-0.345552,-0.243295,0.106097,0.722167,1.43108,1.02777,0.410461,-0.43598,-0.335133,-0.272756,0.477064,0.18519,0.414387,1.55495,1.04365,1.47092,3.86476,0.443504,-0.0535183,0.0478739,1.34528,-0.757128,0.659885,-2.54548,-0.396298,0.862457,0.106942,-0.575003,-0.736543,1.60653,1.10211,-0.311056,0.860409,0.136096,-0.321705,2.52717,-1.35628,-1.17694,-0.98184,-0.659986
-222.006,0.998423,0.017062,8,255,0,235.958,1.60605,-0.112474,0.362036,-0.446622,-1.18577,0.899939,-0.476167,1.17293,0.263096,-0.887958,-1.19313,1.8448,0.609959,0.274241,-0.870767,1.41304,-1.04108,1.81366,-1.05747,-1.27063,-0.720561,0.840243,-1.42718,-1.47129,0.151081,-0.339724,0.073604,-0.045696,0.863926,0.426767,-0.999086,1.07218,-1.31405,-1.11073,-1.0172,0.106879,-0.551712,1.83369,0.842017,0.220853,0.515443,0.858613,-0.760991,2.21595,0.291043,-1.2256,-2.10271,1.93694,-8.49061,-2.18203,-0.214028,-2.82097,-1.64094,0.220566,-4.31845,2.37621,0.0972287,-17.8235,-8.34479,1.8448,0.609959,0.274241,-0.870767,1.41304,-1.04108,1.81366,-1.05747,-1.27063,3.93909,24.2716,0.379133,-1.53565
-221.364,0.974194,0.0178955,8,255,0,235.398,-0.380726,1.26753,-0.703302,-0.377189,1.21815,0.188824,-0.774629,0.053677,-0.764214,1.37167,0.587007,-2.01103,-0.515379,-0.380114,-0.664881,0.376109,-0.0357493,-1.79448,1.41108,-1.50323,-2.23057,-1.72806,-0.187974,-2.14392,0.411009,-0.205742,0.611772,0.705677,0.243558,0.198842,-0.128476,1.62236,0.46217,0.600026,0.630332,-0.79095,-0.374789,-0.0561019,1.59597,-2.05749,1.33308,-0.915919,0.257715,2.7326,0.469297,-0.416929,-0.206974,-2.26495,-3.27854,1.06428,-0.960397,-2.94551,2.24268,0.32572,-1.83884,-0.0712421,-0.837827,0.158473,1.36318,-2.01103,-0.515379,-0.380114,-0.664881,0.376109,-0.0357493,-1.79448,1.41108,-1.50323,-1.01199,-2.13745,3.41864,-1.20703
-226.554,0.998673,0.0174746,8,255,0,237.903,-1.08513,0.269523,-0.729214,-0.313259,-1.56459,1.23191,0.742952,0.387569,0.0871269,2.87744,-1.59678,0.573481,0.0743508,2.13853,1.06665,0.495587,1.56696,0.917078,-1.57697,-0.987549,-2.13252,-1.4564,-0.961015,-1.28216,-0.760349,0.955139,-0.806603,0.228869,0.944852,-0.422409,-0.36478,-0.474058,-0.939763,1.71348,0.650827,-2.08087,-0.525778,-0.602968,-0.778545,0.326915,-0.197758,-1.89866,1.58138,-1.40919,-0.612357,-0.446699,0.657593,-0.106956,2.27486,-0.167712,-0.905289,1.82846,-2.08389,0.398708,2.5678,-0.155487,0.320455,5.21882,-2.23037,0.573481,0.0743508,2.13853,1.06665,0.495587,1.56696,0.917078,-1.57697,-0.987549,-0.0158792,4.32132,-0.888305,1.63465
-219.731,0.999968,0.018393,7,127,0,235.463,-0.20365,0.216864,0.084191,0.0252443,0.951557,0.245977,-0.44179,-0.672125,-1.05007,-0.636951,0.0394093,1.46854,0.896984,0.694127,-0.544143,1.37947,0.998363,-1.13595,-0.894925,1.38377,-1.42442,-0.733117,-0.438305,-2.27539,-1.27961,-0.165742,-1.03375,-0.53814,-2.15057,1.93458,1.32585,0.356859,0.242527,1.82153,-0.478978,0.325669,-0.0811776,2.04959,1.17777,0.262155,1.41625,1.1293,-1.44448,-1.24412,-0.930399,-0.769584,0.661297,0.0061115,-5.98579,-0.279249,-0.471966,-2.99466,1.22316,-0.2719,-1.1462,-1.03417,-1.35183,-7.23397,3.82947,1.46854,0.896984,0.694127,-0.544143,1.37947,0.998363,-1.13595,-0.894925,1.38377,-0.606743,3.81317,0.291079,-0.905402
-219.135,0.99963,0.019443,8,255,0,229.273,0.832216,1.3092,0.515891,-0.964464,-1.09247,-0.438608,-0.652234,0.577943,-0.366021,0.990772,-2.44933,0.507578,-0.42736,-0.183901,-1.45743,-1.31309,-2.01688,0.0432956,-0.766294,0.152506,-1.01726,-1.81477,0.310676,-1.46719,0.164194,-0.240307,-0.062727,0.628698,0.429651,0.0843828,-0.887584,-0.0635988,1.60506,1.56557,-0.598547,-1.63368,-0.819417,-0.669627,0.9125,-1.10147,-0.539077,1.15821,1.10615,-1.46055,0.463315,0.827994,-1.0074,0.827141,-0.755817,1.22982,0.782076,-3.41478,-2.57542,0.140957,-1.48422,1.6224,-0.686664,0.6577,-2.20684,0.507578,-0.42736,-0.183901,-1.45743,-1.31309,-2.01688,0.0432956,-0.766294,0.152506,0.908067,-1.92757,3.54083,-0.29971
-223.632,0.999388,0.0205344,7,127,0,234.581,-1.17704,-1.43464,-0.575166,0.853408,1.60339,1.11476,0.142027,-0.0503058,0.234373,-0.670194,-0.221845,0.701455,1.0001,2.65953,0.49017,1.28118,0.400559,-0.111511,1.50567,0.830447,-1.97085,-1.75836,-0.270045,-0.929527,0.0173607,0.467589,-0.0357881,-1.39234,-0.952309,-0.472714,0.398482,-1.0176,1.4176,-0.346516,-1.8969,0.55945,-0.35633,0.00740675,-1.42579,-1.22404,-1.99312,0.0353648,-0.659672,0.212777,0.682127,-0.956664,1.32822,0.339767,-4.62026,-1.95158,-1.01785,-0.363488,1.83933,0.524901,0.274039,-1.71404,0.697577,-2.9636,0.609833,0.701455,1.0001,2.65953,0.49017,1.28118,0.400559,-0.111511,1.50567,0.830447,0.24877,-0.0571224,-1.14996,-0.329923
-221.173,0.995974,0.0216692,7,127,0,232.917,-0.936976,-1.42068,-0.607231,0.917825,1.06194,0.698646,0.25156,0.192473,0.388788,-0.522492,-0.0351497,0.992681,0.645904,2.34474,-0.0180644,1.05968,0.307524,0.11869,1.49701,0.543765,-2.04206,-1.72365,-0.638302,-0.977915,0.169467,0.311423,0.0153352,-0.615061,-2.09407,-1.49113,0.0297751,0.900681,0.270263,0.686402,0.519868,0.906793,-1.36563,-1.46473,-1.82556,-0.946951,-0.378248,0.811205,-0.243376,-1.10829,-0.312658,0.246711,-1.84373,-0.201651,1.80967,-1.87308,-0.973137,3.91431,0.883406,-0.903337,2.33604,-0.291996,1.74824,-1.57075,0.986171,0.992681,0.645904,2.34474,-0.0180644,1.05968,0.307524,0.11869,1.49701,0.543765,0.374482,-0.579896,1.50076,-0.305074
-224.096,0.99928,0.0226359,7,127,0,231.984,-0.273421,2.45345,1.53301,-1.79682,-0.107865,-0.526341,-0.671495,0.682581,-0.977748,0.772853,-1.46637,-0.0714489,-0.116374,-2.90244,1.05307,-0.722088,0.540249,0.402072,-0.563012,-0.59377,-1.19444,-1.24151,-1.84595,-2.34859,0.101182,-0.182352,0.940259,1.3,1.19387,0.740079,-0.654625,-0.132138,-0.283946,1.08002,-1.55605,1.20996,0.731894,0.691434,0.811544,0.779798,0.820542,0.470094,1.46387,0.22322,-0.128574,0.104725,-0.181119,0.422804,-1.17375,2.82212,2.38753,-2.33216,-0.112226,-1.52133,-0.887256,1.10749,-1.34768,0.616647,-1.59884,-0.0714489,-0.116374,-2.90244,1.05307,-0.722088,0.540249,0.402072,-0.563012,-0.59377,3.92126,-0.615469,-0.933169,-0.956683
-221.919,0.9967,0.0238635,7,127,0,236.453,-0.610429,-0.426137,0.797464,-0.0858824,0.417472,0.57574,1.02486,-0.117443,1.42105,0.297806,-0.499802,-0.867965,-0.988063,0.990125,1.58911,1.69136,-0.419248,1.21368,-0.782453,-0.246251,-2.5479,-1.68371,-0.966406,-4.37584,-0.302087,2.0982,1.54201,-1.63198,-0.173431,-0.938569,-0.083889,0.666769,-0.909321,0.853514,-1.54572,-0.0958629,-0.144177,-2.87556,1.09807,-0.674792,0.528643,0.436308,-0.585182,-0.600882,0.454583,-0.0227172,-1.6076,0.548317,-5.86352,-0.740073,0.600192,-1.55032,0.211321,0.31905,1.03755,-0.170201,1.42944,-1.2582,0.0753313,-0.867965,-0.988063,0.990125,1.58911,1.69136,-0.419248,1.21368,-0.782453,-0.246251,-0.72751,-1.56353,-0.935693,-0.967648
-227.121,0.998718,0.0249607,7,127,0,234.988,-0.807563,0.495379,-0.604059,0.147201,0.828137,0.148124,2.05736,-0.639284,2.80965,0.719555,-0.925144,-1.82855,0.145639,-0.703452,0.49102,1.76346,0.316958,1.07675,-0.0404521,-0.331175,-2.36445,-0.522787,-1.13668,-4.19893,0.135241,-1.1126,1.38747,0.270883,-0.191715,0.292529,-0.0137555,0.318688,-0.380471,0.21049,-0.178906,0.345899,-1.37856,1.82508,1.64002,0.758136,-0.787988,0.69415,-0.967722,-0.0511529,0.101791,-0.983497,-0.334702,-0.537178,6.13661,0.154111,-0.785073,3.33178,0.746635,-0.661902,3.17306,-0.691586,2.96078,6.82483,-2.91348,-1.82855,0.145639,-0.703452,0.49102,1.76346,0.316958,1.07675,-0.0404521,-0.331175,1.75718,5.82547,-0.78065,-0.571596
-218.899,0.997062,0.0262432,7,127,0,234.054,-0.0984233,0.15991,1.25357,-0.757039,0.156891,0.559867,1.375,-0.233837,0.995511,-0.42578,-0.829958,0.283758,0.864802,-0.0976126,0.159001,-0.373784,0.814328,-0.0836572,-1.69429,0.336329,-3.55619,-1.2068,-0.808072,-3.13392,-1.25608,-0.33544,0.751863,-0.359892,-0.8152,-0.333894,-2.80355,0.644368,-2.84537,-0.195774,-0.214107,1.84437,-0.103699,0.699472,-0.483819,-1.78359,-0.277664,-1.082,-0.0419836,0.347912,-0.594505,0.708827,-0.0874453,1.06855,-1.41327,0.0667642,1.20097,-1.9627,0.0758798,0.885143,1.82639,-0.297987,1.05275,-2.38039,0.713133,0.283758,0.864802,-0.0976126,0.159001,-0.373784,0.814328,-0.0836572,-1.69429,0.336329,-0.89684,-1.15705,0.786013,-0.669682
