# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=536066880
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,index.1
-212.905,0.998866,0.0148741,7,127,0,215.268,-0.0471587,1.14857,0.812898,-1.1837,-1.90964,-0.265112,-1.26199,-1.65779,0.746167,0.347638,8,0.125,0.587133,0.558588,0.387304,0.329373,0.465226,0.380866,0.348993,0.552861,8
-211.389,0.999171,0.014978,8,255,0,220.248,-0.355198,0.987236,-1.26592,1.08049,-1.00066,-0.398031,0.808026,0.771368,0.135373,0.0744705,8,0.125,0.430042,0.389486,0.431745,0.394194,0.40496,0.426774,0.426107,0.414567,8
-211.434,0.999956,0.0152824,8,255,0,216.597,-0.304782,-1.19755,0.835516,0.996167,-1.2413,-0.897549,-0.249457,-1.52203,-0.571806,0.176983,8,0.125,0.373617,0.460853,0.467925,0.371807,0.386124,0.413641,0.360278,0.399876,8
-209.211,0.999732,0.0157739,8,255,0,214.993,-0.256648,-0.680388,0.590327,0.0800306,1.68762,-0.422556,-0.836794,0.199026,0.486451,0.192883,8,0.125,0.404227,0.464364,0.439988,0.517209,0.416259,0.396983,0.445651,0.459385,8
-208.494,0.999844,0.0163801,7,255,0,211.828,-0.29409,-0.297548,1.29174,0.022793,0.0712053,0.953561,-0.838579,0.223563,-0.848737,0.176098,8,0.125,0.414234,0.483352,0.427985,0.430074,0.468499,0.391321,0.436662,0.390895,8
-213.479,0.998091,0.0171008,6,63,0,214.609,-0.236345,-0.850182,1.96583,1.03923,0.766509,1.31274,-0.899571,0.15672,-1.41905,0.224875,8,0.125,0.394716,0.55125,0.499338,0.484011,0.51471,0.392066,0.449893,0.3646,8
-216.693,0.996933,0.0178225,8,255,0,219.763,-0.216786,2.33227,-1.12319,-1.40409,-0.982465,0.0418614,0.514745,-0.718961,1.88351,0.12919,8,0.125,0.521117,0.410502,0.401749,0.414908,0.447351,0.462499,0.423195,0.506636,8
-212.719,0.999976,0.0185598,8,255,0,220.668,-0.227958,-1.22243,1.438,0.184762,-0.295776,-1.76758,-0.906752,0.725371,-1.04907,0.100478,8,0.125,0.413192,0.479144,0.447842,0.435935,0.399977,0.420903,0.461309,0.417422,8
-211.62,0.999944,0.0195455,7,127,0,219.292,-0.102391,-0.46484,-0.890049,-1.16718,-0.283724,-0.663842,-2.27387,-1.38811,1.21241,0.254107,8,0.125,0.445095,0.418591,0.401558,0.456489,0.432643,0.336217,0.388144,0.551242,8
-208.745,0.999874,0.0206072,7,127,0,216.922,-0.0923487,0.921868,-0.822029,-1.073,0.0100867,-0.172992,-1.55972,-0.823643,0.649486,0.330188,8,0.125,0.552813,0.410047,0.39016,0.47776,0.462702,0.352664,0.409918,0.530488,8
-209.923,0.999939,0.0217387,7,127,0,213.927,-0.582787,0.0332255,1.30172,1.50084,0.219877,0.915378,0.911638,0.271023,-0.0633364,0.142046,8,0.125,0.359377,0.401821,0.408638,0.365504,0.388704,0.388578,0.36719,0.356226,8
-213.499,0.999764,0.0229455,7,127,0,218.883,-0.32724,1.84162,-0.957989,-0.378257,-1.00465,-2.05871,-1.95475,-0.682458,-0.157353,0.0798228,8,0.125,0.455062,0.400421,0.411581,0.399528,0.379523,0.381479,0.405713,0.415858,8
-211.698,0.999036,0.0242092,7,127,0,217.919,-0.887905,0.20584,2.02723,0.353176,-0.321925,0.299442,0.947813,1.17905,0.866956,0.358814,8,0.125,0.307029,0.45996,0.31839,0.26827,0.314221,0.366371,0.385837,0.359663,8
-210.474,0.995374,0.0254851,7,127,0,216.756,-0.278716,0.776826,-0.620095,-0.0960782,-0.564965,1.57784,-0.966131,1.08647,-0.422419,0.0901788,8,0.125,0.448023,0.417113,0.428645,0.418322,0.465946,0.409547,0.454938,0.421454,8
-208.89,0.997616,0.0265393,7,127,0,213.481,-0.391502,-0.047871,0.459699,-0.0584019,0.355157,-1.23626,-0.105912,-1.02168,0.120338,0.513407,8,0.125,0.397455,0.461206,0.396161,0.447899,0.26382,0.390341,0.285766,0.418309,8
-209.523,0.98937,0.0278082,7,127,0,216.783,-0.459266,-0.241978,0.301964,0.196227,1.37581,0.116855,-1.29906,-1.15201,0.962216,0.195548,8,0.125,0.375995,0.40126,0.396303,0.452586,0.392596,0.328871,0.335249,0.432636,8
-207.586,0.972645,0.0284519,5,47,0,216.24,-0.321923,-0.164304,0.532574,0.339477,1.07199,0.0409102,-1.29437,-0.751384,0.446849,0.249421,8,0.125,0.410257,0.452868,0.440964,0.486367,0.422695,0.34417,0.37535,0.447576,8
-209.129,0.995998,0.0277705,7,127,0,212.468,-0.35999,0.835941,-0.841677,0.0466129,-1.39633,-1.07416,-0.523429,0.636274,0.0529681,0.160372,8,0.125,0.443757,0.378723,0.412773,0.358031,0.369991,0.390804,0.435868,0.41302,8
-211.824,0.995111,0.0289435,7,127,0,216.808,-0.230616,-0.179483,-0.325286,-1.90743,-1.80944,1.01549,-1.182,-0.196857,1.24026,0.253549,8,0.125,0.431404,0.42236,0.328662,0.334167,0.506715,0.370445,0.430324,0.52095,8
-214.288,0.999955,0.0300742,7,127,0,216.404,-0.256267,-0.582858,-0.0711064,-1.486,-2.17902,1.3235,-2.04771,0.241509,1.5722,0.15989,8,0.125,0.413513,0.433488,0.378984,0.353276,0.488839,0.358088,0.445801,0.498778,8
-217.423,0.972572,0.0316478,7,127,0,225.128,0.0275023,-0.228566,-0.222408,-1.75127,-2.00649,1.28626,-2.08433,-0.0207834,1.72135,0.188482,8,0.125,0.496106,0.496396,0.424927,0.413216,0.567078,0.409664,0.505896,0.58709,8
-214.494,1,0.0308906,7,127,0,221.535,-0.116323,-0.409475,-1.84206,-1.45148,-1.50386,1.16929,-1.68818,0.416983,0.773081,0.141304,8,0.125,0.456564,0.406944,0.420329,0.418527,0.512223,0.412202,0.485654,0.498229,8
-214.765,0.988572,0.0324753,7,127,0,221.237,-0.16591,0.263862,0.565559,-2.18055,-1.78541,-0.658664,-0.159333,0.415059,0.792384,0.0718783,8,0.125,0.46333,0.468726,0.420031,0.426966,0.446888,0.455775,0.466033,0.472788,8
-214.713,0.9996,0.0330855,7,127,0,217.759,-0.0808653,0.127892,-0.257608,1.96249,1.76898,0.683861,-0.594326,-0.672129,-0.833312,0.374351,8,0.125,0.491754,0.45579,0.657865,0.641379,0.543673,0.424738,0.417638,0.403039,8
-217.601,0.999563,0.0346934,7,127,0,224.648,-0.235606,-0.560155,1.80816,0.587859,1.78867,-2.59539,-0.209719,1.34541,0.105507,0.0331198,8,0.125,0.4368,0.456183,0.446175,0.456022,0.420294,0.439658,0.452383,0.442231,8
-218.434,0.992229,0.0363445,6,127,0,222.604,-0.726339,-0.677545,1.21324,0.190101,2.01477,-2.77873,-0.0205465,1.44879,0.310866,0.0770152,8,0.125,0.314639,0.346853,0.329224,0.360967,0.280831,0.325651,0.350974,0.331281,8
-213.371,0.997221,0.0373206,6,63,0,221.814,-0.710967,0.0755426,1.96034,-0.722543,0.371897,-1.52209,-0.702962,0.0879506,-0.376386,0.141967,8,0.125,0.331758,0.39349,0.307136,0.341151,0.283523,0.307728,0.332149,0.317691,8
-213.348,0.999708,0.0387999,7,127,0,218.057,-0.686187,-0.0974491,0.141841,1.37826,-0.433105,2.22588,1.10533,-0.101401,0.623665,0.0634352,8,0.125,0.333506,0.336889,0.354628,0.32879,0.367028,0.350676,0.333451,0.343751,8
-209.517,0.991386,0.0405658,6,63,0,215.81,-0.324516,0.0949173,-0.0997288,-0.0253595,-0.367967,1.06794,-0.090711,0.856132,-0.883213,0.0536198,8,0.125,0.420816,0.418274,0.419244,0.414778,0.433582,0.418392,0.430795,0.408088,8
-209.59,0.999967,0.0414873,6,127,0,213.681,-0.567734,0.328732,0.0955015,0.692621,0.42171,0.920969,0.00998667,0.6272,-0.782509,0.0397999,8,0.125,0.364786,0.362638,0.368149,0.365644,0.370265,0.361852,0.367543,0.3546,8
-212.346,0.999652,0.0433391,6,63,0,215.303,-0.338043,0.935872,2.35706,0.196098,0.212326,-0.468831,-1.88067,0.396142,-0.17262,0.253191,8,0.125,0.474749,0.564327,0.428397,0.429404,0.387758,0.306994,0.440843,0.405705,8
-211.498,0.987396,0.0452008,6,127,0,218.06,-0.617151,1.38566,2.15896,0.11583,1.21714,0.354159,-0.931545,0.94477,-0.012475,0.18035,8,0.125,0.409206,0.443299,0.3552,0.40188,0.365104,0.31321,0.390131,0.349918,8
-212.125,0.999823,0.0456879,6,63,0,215.694,-0.303633,-0.505108,-2.00536,-0.180031,-1.28002,-0.287926,-0.184894,-1.62099,-0.0229288,0.10898,8,0.125,0.411279,0.372343,0.419883,0.390995,0.417022,0.419754,0.382184,0.424059,8
-208.228,0.996911,0.0476065,6,63,0,214.02,-0.293795,0.913911,1.41023,0.177558,-0.0797934,0.105477,-1.08557,-0.256367,-0.0661333,0.405968,8,0.125,0.519296,0.56923,0.444798,0.419168,0.437584,0.324208,0.401824,0.420519,8
-208.469,0.999937,0.0492144,6,63,0,210.92,-0.457805,0.776939,0.354448,0.764269,0.840198,-1.25783,-0.417365,-0.395797,-0.378519,0.131234,8,0.125,0.411966,0.398603,0.411563,0.413979,0.349128,0.37459,0.375253,0.375785,8
-213.75,0.971163,0.0512203,6,63,0,216.013,-0.622185,-0.374143,0.413842,-0.468922,-1.19001,1.52382,1.31201,0.820121,1.22817,0.0182457,8,0.125,0.347735,0.351003,0.347343,0.344366,0.35563,0.354745,0.352693,0.354395,8
-214.894,0.999819,0.0496824,6,63,0,221.108,-0.605462,-0.228095,1.85093,0.0281981,-0.210082,0.72195,2.23973,1.11097,0.456337,0.0147708,8,0.125,0.352326,0.359365,0.35319,0.352387,0.355535,0.360688,0.356852,0.354636,8
-210.146,0.994314,0.0516424,6,63,0,223.621,-0.538156,0.254336,0.531206,0.0875008,-0.216039,1.31924,1.16305,-0.974947,1.00418,0.111932,8,0.125,0.375267,0.38256,0.370899,0.363007,0.403599,0.399398,0.343602,0.39514,8
-209.645,0.999061,0.0529408,6,63,0,213.465,-0.111701,0.512549,0.249362,-0.118803,-1.44118,-0.392773,-1.96402,0.159164,-0.686764,0.337706,8,0.125,0.515343,0.493128,0.462117,0.354711,0.439216,0.315407,0.485516,0.414929,8
-210.907,0.999425,0.0548586,6,63,0,213.404,-0.525576,1.0618,-0.921444,-0.620856,0.0338155,0.854808,1.44557,0.905571,0.100747,0.0868252,8,0.125,0.393318,0.353068,0.359052,0.372235,0.389038,0.401297,0.390086,0.373594,8
-208.81,0.99964,0.0568576,6,63,0,213.531,-0.245147,0.408412,1.25301,0.166193,-0.00861318,-0.293831,-1.79958,0.291324,-0.696973,0.25275,8,0.125,0.464579,0.51788,0.449389,0.438482,0.420819,0.331814,0.457226,0.396204,8
-210.663,0.980367,0.0589211,5,31,0,215.281,-0.392708,0.367025,1.33991,0.429514,0.214049,-0.319016,-0.944841,0.602042,-1.49747,0.0347167,8,0.125,0.406135,0.414306,0.406658,0.404855,0.400404,0.395199,0.408104,0.390623,8
-209.268,0.994754,0.0583455,6,63,0,214.047,-0.293987,0.450641,-0.733229,-0.369677,-0.261358,0.561177,-1.11744,-0.251301,1.44001,0.42584,8,0.125,0.474501,0.352921,0.389025,0.400043,0.48625,0.316514,0.401072,0.579136,8
-211.396,0.999962,0.0597264,6,63,0,214.47,-0.508117,0.160292,-0.905028,-0.171237,1.48828,-0.740546,-0.657343,-1.07065,1.45503,0.0588337,8,0.125,0.37785,0.363232,0.373275,0.396384,0.365473,0.366609,0.360981,0.395916,8
-208.89,0.999889,0.0618469,6,63,0,213.401,-0.48482,0.530008,0.826752,0.0709481,-1.07469,0.424177,-0.165326,0.497473,-1.54341,0.614902,8,0.125,0.460354,0.505888,0.391457,0.241284,0.444235,0.357443,0.455388,0.192497,8
-206.267,0.982271,0.0639934,5,31,0,213.151,-0.459214,0.651033,-0.106236,0.318592,-0.200203,-0.470806,-0.206151,-0.486626,0.269433,0.300762,8,0.125,0.434526,0.379619,0.410138,0.372986,0.354157,0.372568,0.35307,0.406566,8
-211.791,0.994744,0.0635838,5,31,0,212.673,-0.369004,2.44594,-1.22131,0.835749,0.104352,-1.22462,-0.616161,0.2684,0.403906,0.122799,8,0.125,0.482846,0.373091,0.433797,0.411882,0.372996,0.390629,0.416771,0.420821,8
-212.784,0.995814,0.0649729,6,63,0,219.346,-0.300814,-1.24175,-0.473827,-2.32334,-0.746054,0.475313,-0.899355,-1.86562,-0.0975907,0.202177,8,0.125,0.365431,0.402127,0.316362,0.388969,0.448999,0.381628,0.336708,0.420543,8
-212.162,0.999891,0.0665237,6,63,0,215.756,-0.366551,-1.43019,0.353941,-2.45111,-0.139187,-0.0968801,-0.912618,-1.20693,0.577017,0.157183,8,0.125,0.356324,0.422891,0.320424,0.404095,0.405698,0.375194,0.364413,0.431471,8
-213.229,0.999563,0.0687026,6,63,0,219.027,-0.477618,2.13286,0.0670169,2.57447,-0.00698921,0.301925,-0.0908179,1.12671,-0.592883,0.0865203,8,0.125,0.42725,0.384186,0.436624,0.382672,0.389005,0.38096,0.406094,0.37077,8
-208.17,0.935707,0.0708633,5,31,0,216.874,-0.402102,-0.243711,0.140756,0.153054,-0.167071,1.05604,-0.442795,-1.11308,0.805203,0.442044,8,0.125,0.375233,0.415838,0.417159,0.383208,0.516173,0.354839,0.290258,0.48846,8
-213.27,0.904268,0.0634797,6,63,0,215.041,-0.661936,-0.236028,0.228136,-0.581889,0.104395,-0.875029,-1.10079,1.22233,-1.87242,0.0636186,8,0.125,0.336942,0.343571,0.332044,0.341797,0.327921,0.324763,0.357973,0.314092,8
-214.161,0.999873,0.053147,6,63,0,215.187,-0.143685,-0.287087,0.159487,-0.54342,0.270339,-1.38734,-1.3209,1.18711,-1.9431,0.0661449,8,0.125,0.459421,0.466765,0.455213,0.46859,0.441408,0.442492,0.483715,0.432364,8
-213.063,0.993723,0.0548834,6,63,0,217.073,-0.149614,-0.403169,-0.0801505,-0.0856134,0.0422757,-0.199032,-0.784439,1.43679,-1.44205,0.0452529,8,0.125,0.458134,0.461765,0.461703,0.463142,0.460428,0.453854,0.478864,0.446488,8
-210.532,0.999822,0.0558992,6,63,0,216.732,-0.386113,-0.797682,0.639092,0.621218,0.409337,-0.144974,0.969647,1.14923,-0.760233,0.0894057,8,0.125,0.387596,0.41849,0.418101,0.4135,0.401535,0.425699,0.429629,0.388391,8
-212.449,0.966701,0.0576649,6,63,0,217.173,-0.610269,0.707446,-0.605885,-1.09824,-0.692504,-0.0712729,-0.784023,-0.826002,0.47266,0.00803606,8,0.125,0.353296,0.350888,0.349987,0.350729,0.351867,0.350562,0.350485,0.352865,8
-210.642,0.997551,0.0553927,6,63,0,214.563,-0.370833,-0.544102,0.599229,0.50272,1.05482,0.228679,0.775837,0.791885,-0.371846,0.0192317,8,0.125,0.405814,0.411127,0.410678,0.41325,0.409403,0.411949,0.412024,0.406613,8
-213.791,0.998287,0.0568343,6,63,0,217.377,-0.574153,1.29005,-1.06862,0.623815,0.844349,-1.52444,1.19958,0.939141,1.56017,0.0631673,8,0.125,0.379266,0.344873,0.36941,0.372661,0.338397,0.377922,0.374062,0.383292,8
-211.454,0.954874,0.0583798,5,63,0,221.486,-0.699276,0.675728,-0.522861,1.02312,1.2136,-0.556065,0.238266,0.847511,-0.0452134,0.0904717,8,0.125,0.345667,0.321567,0.352809,0.356754,0.320912,0.33677,0.34919,0.331066,8
-209.27,0.999741,0.0547116,6,63,0,216.511,-0.12538,-0.1679,0.812282,-1.0035,-1.22721,0.707307,-1.06059,-0.93523,0.0837967,0.433094,8,0.125,0.450637,0.556363,0.36355,0.341441,0.545115,0.357848,0.370418,0.477743,8
-212.394,0.997116,0.0563507,6,63,0,214.564,-0.347056,0.857688,-0.737333,1.57686,-0.289262,-1.08484,-0.047816,1.11092,-1.8642,0.129374,8,0.125,0.441249,0.391158,0.464298,0.405047,0.380505,0.412596,0.449341,0.35704,8
-211.58,0.99998,0.0576969,6,63,0,215.649,-0.529273,0.0527171,1.0789,-1.57418,-0.64436,1.16522,-0.327256,-1.43894,1.53896,0.196932,8,0.125,0.373112,0.421455,0.301687,0.341601,0.425606,0.355782,0.307327,0.443689,8
-209.688,0.999468,0.0594042,6,63,0,215.801,-0.310786,-0.9747,-1.704,-0.32616,0.285577,0.407641,-0.924473,-0.156667,-0.487683,0.188457,8,0.125,0.37884,0.347076,0.407997,0.436109,0.441775,0.38107,0.415734,0.400665,8
-207.047,0.994751,0.0610712,6,63,0,212.449,-0.261265,0.944788,0.413429,-0.318757,0.384476,-1.01738,-0.836025,-0.223194,-0.0782778,0.483362,8,0.125,0.548698,0.484648,0.397632,0.481153,0.320162,0.339535,0.408747,0.425777,8
-208.947,0.997646,0.0621558,6,63,0,211.202,-0.428536,0.642392,-0.445809,1.10948,-0.625683,0.68597,-0.199827,-1.32504,-0.844736,0.167559,8,0.125,0.420457,0.376781,0.439638,0.36973,0.422237,0.386507,0.342864,0.361219,8
-214.123,0.987909,0.0636149,6,63,0,217.663,-0.475371,2.09992,0.587133,-2.36584,-0.223892,-1.68408,-0.435187,1.17711,-0.241527,0.104399,8,0.125,0.436312,0.397935,0.326873,0.377836,0.342722,0.372664,0.412781,0.377403,8
-214.376,0.968166,0.0638129,6,63,0,219.44,-0.57563,-1.7562,-0.104284,2.26771,-0.159938,1.51815,-0.287689,-1.05743,0.443781,0.0573419,8,0.125,0.33708,0.358562,0.390409,0.357829,0.380229,0.356147,0.346091,0.365822,8
-214.342,0.999705,0.0615032,6,63,0,219.574,-0.335802,1.75465,1.20816,-1.49313,0.2132,0.288185,0.0691429,-0.504408,-0.90895,0.00479489,8,0.125,0.418876,0.418238,0.41509,0.417078,0.417166,0.41691,0.416242,0.415771,8
-211.505,0.94745,0.0631669,6,63,0,218.758,-0.590009,0.0216352,0.730707,-0.857166,1.62096,1.27958,0.289806,0.0859819,-0.0969189,0.0322939,8,0.125,0.356793,0.362065,0.350307,0.368732,0.366169,0.358783,0.35727,0.355915,8
-211.917,0.981907,0.0584239,6,63,0,216.319,-0.215067,-0.924366,-0.24507,0.587934,-2.0629,-0.983408,-1.31941,-0.0188098,0.165093,0.09005,8,0.125,0.425972,0.440992,0.459558,0.401113,0.424672,0.417297,0.446021,0.450117,8
-212.635,0.993731,0.0579051,6,63,0,216.266,-0.358067,2.56931,1.32806,-0.278192,1.83146,1.09312,-0.869099,-0.710343,0.212881,0.187744,8,0.125,0.531036,0.472844,0.398841,0.496445,0.461864,0.372564,0.379557,0.421139,8
-209.905,0.999807,0.0587475,5,31,0,215.911,-0.342854,0.497416,1.12841,0.0983302,1.56122,1.07756,-0.773697,-0.801205,0.439492,0.098469,8,0.125,0.427056,0.442323,0.417469,0.45286,0.441088,0.396747,0.396099,0.425661,8
-207.468,0.979282,0.0603045,6,63,0,213.952,-0.286144,-0.148993,0.0705116,-0.497407,-1.46299,-0.392547,-0.556885,0.25697,-0.592294,0.2782,8,0.125,0.418826,0.43376,0.395435,0.333333,0.40243,0.391486,0.446541,0.389142,8
-209.101,0.972035,0.0594417,6,63,0,212.376,-0.477132,1.10578,0.75907,0.492377,1.5177,0.602992,-0.92685,-0.810133,0.677396,0.152608,8,0.125,0.42351,0.410647,0.400834,0.438927,0.404895,0.350105,0.354169,0.407634,8
-210.572,0.99977,0.0577708,6,63,0,214.595,-0.266354,-1.04866,-0.721958,-1.40902,-1.66162,-0.725927,-1.05696,0.228266,0.152743,0.204932,8,0.125,0.381955,0.39788,0.36468,0.352773,0.397685,0.381554,0.445326,0.441506,8
-215.319,0.972402,0.0592617,6,63,0,220.764,-0.485002,-1.27279,1.43601,1.81232,1.34577,2.09691,-0.128314,-0.876459,1.09618,0.0450643,8,0.125,0.367639,0.396447,0.400512,0.395475,0.403595,0.379709,0.371801,0.392789,8
-211.672,0.9975,0.0576408,6,63,0,219.303,-0.435026,-0.0912663,0.394666,0.000935977,0.125185,1.13566,-1.20484,0.996912,1.90405,0.0307554,8,0.125,0.392257,0.395826,0.392934,0.393845,0.401289,0.384124,0.400264,0.406979,8
-212.81,0.997522,0.0588457,6,63,0,216.55,-0.405776,1.38182,-0.440685,-0.471163,0.96584,-0.219532,-0.833841,-1.34113,-0.0950985,0.00497706,8,0.125,0.401577,0.399399,0.399363,0.401079,0.399663,0.39893,0.398325,0.399812,8
-208.533,0.993936,0.060061,6,63,0,216.441,-0.614045,0.134717,0.565745,0.240008,-0.900563,-0.292067,0.749345,0.359846,-0.0211305,0.34459,8,0.125,0.361786,0.396733,0.370204,0.284068,0.328564,0.41197,0.379883,0.34948,8
-209.514,0.991526,0.0608669,6,63,0,211.331,-0.403351,1.60635,1.08236,-0.219766,-0.40931,-0.0245394,-1.96911,-0.0876491,-0.183677,0.165477,8,0.125,0.46567,0.444172,0.391808,0.38436,0.399533,0.325372,0.39703,0.393232,8
-209.128,0.983507,0.061389,6,63,0,213.809,-0.324079,-1.08022,0.150314,0.149615,-0.0592245,0.143758,0.277912,0.5812,0.318286,0.0805586,8,0.125,0.398648,0.422634,0.42262,0.41852,0.422505,0.425144,0.431126,0.425939,8
-209.593,0.9983,0.0609745,6,63,0,211.267,-0.541649,1.19841,-0.0760524,-0.170887,0.0566503,-0.0987056,-0.481748,-0.590219,-0.325146,0.0254677,8,0.125,0.374929,0.367354,0.366793,0.36814,0.36722,0.364956,0.364316,0.365881,8
-209.332,0.997185,0.0622692,5,63,0,210.869,-0.394907,1.3371,-0.162287,-0.307112,-0.387884,-0.0736019,-0.745617,-0.370334,-0.329742,0.0314947,8,0.125,0.412705,0.401308,0.400212,0.399602,0.401979,0.396902,0.399735,0.400041,8
-209.977,0.999886,0.0634414,6,63,0,212.004,-0.475279,-0.355779,-0.800003,-0.890562,0.0731591,0.262211,0.384592,0.293491,-0.697531,0.0168165,8,0.125,0.381954,0.380192,0.379833,0.383658,0.38441,0.384898,0.384535,0.380598,8
-210.11,0.999167,0.0649457,6,63,0,215.86,-0.42406,-0.105558,-0.0956541,0.812424,-0.283968,0.876386,-0.82952,0.252031,1.70127,0.0470101,8,0.125,0.39436,0.394471,0.404712,0.392358,0.405437,0.386261,0.398382,0.414818,8
-213.37,0.98104,0.066378,6,63,0,217.673,-0.571034,1.25876,-0.254908,-0.929328,-0.849445,0.913065,0.724431,0.835949,-2.57265,0.12172,8,0.125,0.397039,0.353872,0.335335,0.337506,0.387011,0.381578,0.384786,0.292313,8
-214.337,0.986884,0.0655883,6,63,0,221.348,-0.489817,-0.30014,0.438606,1.04194,0.785969,-0.898608,-2.24108,0.0114674,2.01554,0.0213775,8,0.125,0.378426,0.382148,0.385198,0.383903,0.375422,0.368717,0.379994,0.390138,8
-212.096,0.977497,0.06551,6,63,0,219.293,-0.306691,-0.172399,0.318307,-2.14013,-0.885269,0.500412,-0.496156,-0.903454,-0.838928,0.623372,8,0.125,0.397915,0.472959,0.162358,0.297644,0.501313,0.350696,0.295279,0.303718,8
-211.154,0.961814,0.0643107,5,31,0,217.502,-0.618966,0.609562,1.08116,-0.552321,-1.54924,0.104408,-0.745156,-0.319455,-1.30719,0.0944494,8,0.125,0.363225,0.373589,0.338243,0.317499,0.352263,0.334179,0.343184,0.322473,8
