# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-215.866,0.999824,0.0063601,9,511,0,226.268,0.362795,0.179724,1.02891,-2.15811,0.323103,0.400205,0.0675932,0.0183869,-0.0781823,0.19263,-1.07067,-0.313737,-0.491388,0.799132,-1.28955,0.322172,1.46029,-1.38977,-0.0494933,-0.809184,-2.03794,-0.468596,-0.827892,0.331827,-1.84464,-0.118554,1.12262,-0.303434,-0.849449,-1.10371,-0.304022,-0.680957,-1.05828,-1.67598,-0.116227,-1.68379,-0.228056,-1.31592,1.43402,0.0228522,-0.956098,-0.470841,0.813515,0.723494,0.531708,0.341057,0.446768,-0.0360613,9.28615,-0.0925169,1.27618,0.0147445,0.781601,6.34671,9.34951,-1.40353,-0.342696,6.34119,-0.285933,-0.313737,-0.491388,0.799132,-1.28955,0.322172,1.46029,-1.38977,-0.0494933,-0.809184,-0.350577,-0.289645,-4.87888,3.1161
-219.603,0.999789,0.00643016,9,511,0,229.449,0.0552663,0.207732,-0.355076,0.780523,-0.717882,0.421725,-1.09175,-0.808079,-1.28722,-0.439898,-0.652196,1.2419,-1.64692,-1.19007,-0.461045,-0.924061,-0.51363,-0.89184,-0.0849549,-1.9,-0.781115,-0.457506,-0.99243,-2.10007,0.180724,0.383081,-0.870845,1.27551,-0.0731637,0.358012,0.745778,-0.867007,-1.16347,1.33728,1.06793,0.150136,0.716448,-0.646812,1.36284,-0.201234,-1.40451,1.52168,0.0613185,1.07099,0.553586,-0.493378,-1.17535,-1.08697,6.97492,0.298781,-0.391099,6.13059,-1.02461,1.16489,-0.688837,-0.542364,-1.27664,0.827317,2.51975,1.2419,-1.64692,-1.19007,-0.461045,-0.924061,-0.51363,-0.89184,-0.0849549,-1.9,0.652536,-2.96693,3.40591,-2.06087
-216.61,0.999996,0.00659034,9,511,0,227.816,0.321612,-0.255016,0.00342433,-1.3334,-0.461437,0.33047,0.109955,0.135963,-1.26568,1.15795,-0.841849,1.21255,-0.934917,1.01423,-1.03653,-0.782004,-0.0659533,0.143784,-0.491346,-0.951954,-1.48177,-0.919468,-0.243423,-1.98448,0.36246,-0.0694583,-0.553646,1.29626,-0.777099,1.45938,-0.762389,-0.809663,-0.950452,-1.75169,0.487616,0.739693,-1.36304,-1.94425,0.0582904,-0.618632,-0.553184,-1.10716,0.181252,-1.64439,0.807595,-0.136992,0.291667,-0.716377,10.586,-0.877628,0.184171,3.24617,-0.165192,2.7877,3.86427,0.932641,-1.12798,4.59477,0.0241057,1.21255,-0.934917,1.01423,-1.03653,-0.782004,-0.0659533,0.143784,-0.491346,-0.951954,0.133416,2.40615,-5.7718,-0.894573
-215.317,0.999189,0.00682852,9,511,0,224.156,-0.675775,0.0106288,1.13828,0.356357,-0.483859,-0.0229039,-1.08688,-0.350879,-0.70417,0.823821,-0.279682,0.406338,-0.154273,0.459838,-0.860418,0.722733,1.15409,-1.18653,-0.546818,0.74527,-1.14635,-1.13567,-0.832144,-2.00259,-0.746297,0.932155,-0.105897,0.40407,0.767395,-0.20041,-0.0662075,-0.322269,1.15402,-1.34125,1.04523,-1.14246,0.936207,-0.913864,0.798108,1.07944,0.471372,-0.565067,0.32998,1.26722,-0.0176447,-0.304919,-1.83068,0.772665,-7.20635,-0.914718,1.71975,-0.149295,-0.955575,-1.63734,-3.22129,-0.854634,-0.95358,-1.17413,-0.354624,0.406338,-0.154273,0.459838,-0.860418,0.722733,1.15409,-1.18653,-0.546818,0.74527,1.71897,-2.3242,0.558267,-0.959623
-220.538,0.999977,0.00711155,9,511,0,227.716,-0.394542,-0.164464,0.0384261,0.102486,0.633778,1.31982,0.0837225,0.430017,0.209126,-0.7033,-1.65085,-2.17953,1.52111,-0.176003,-1.26832,0.449268,0.0307512,-0.122127,-0.403263,2.56837,-1.46289,-0.946142,-2.50952,-0.598464,-0.622871,-0.975594,1.20587,1.06873,-0.606138,-0.552192,0.0394453,-0.823302,-0.35429,0.784921,-0.462451,0.560715,-0.261695,0.473358,-0.773288,0.6929,1.15477,-1.18086,-0.519789,0.566371,0.271969,-0.110817,0.719552,-1.58252,0.372593,-0.807262,-0.393459,0.361183,0.632844,2.87286,1.78765,0.0199488,0.76943,-2.61747,-1.36746,-2.17953,1.52111,-0.176003,-1.26832,0.449268,0.0307512,-0.122127,-0.403263,2.56837,-0.23605,-1.08976,-1.004,2.70724
-224.449,0.999956,0.0074667,9,511,0,233.11,-1.06399,-1.0032,-0.871179,-0.491608,0.977928,-0.145868,-0.34718,0.941062,-0.540293,1.21895,-0.536552,2.15461,-1.04936,0.604343,1.23204,-0.414288,-0.712715,-0.085966,0.337634,-2.61337,-3.23721,-0.346437,-1.67107,-1.57016,-0.766773,-0.383433,0.754948,0.799364,1.79752,-0.228097,0.54756,0.709105,0.457895,-0.0957817,-0.169553,-0.429481,1.65734,1.25116,-0.315016,0.177701,-2.03262,-0.641653,-0.261782,0.283933,-0.294109,-0.444167,-0.857682,0.839658,-2.80063,-1.16461,-0.932672,-0.00102144,0.912719,-1.90826,-0.023496,1.11932,-0.341661,4.62831,-5.07073,2.15461,-1.04936,0.604343,1.23204,-0.414288,-0.712715,-0.085966,0.337634,-2.61337,-0.804664,6.1699,-0.953571,-0.564793
-220.844,0.999504,0.00787167,9,511,0,234.678,-0.100721,1.13646,-1.16121,-1.06371,-0.0374023,1.43024,-0.503389,-0.402706,0.513929,-0.324799,0.240812,-0.695833,0.418238,1.83231,0.0311032,0.608947,0.526957,0.379036,-1.9647,-1.37622,-2.40599,-2.09361,-1.31322,-1.31993,-0.190709,-0.922656,-1.24904,-0.692001,0.962193,1.14367,-0.0139713,0.986508,-1.24452,0.464283,0.552591,2.05953,-0.987587,0.972775,1.26126,-0.303411,-0.623427,-0.0137187,-0.0388839,-2.9307,-1.27653,0.706373,-0.0509704,0.713585,8.7306,1.04724,-1.30012,0.895931,-0.0373157,2.62591,1.08393,-0.747322,1.8918,-0.284071,1.27155,-0.695833,0.418238,1.83231,0.0311032,0.608947,0.526957,0.379036,-1.9647,-1.37622,-1.11869,-0.647269,-1.61869,0.102532
-218.94,0.999275,0.00831202,9,511,0,232.854,-0.368571,-0.392183,1.34917,-0.0148245,0.247838,1.62528,-0.596616,-0.977547,-1.07743,-0.0304412,-0.54854,1.01697,0.302728,-2.11316,0.26185,-0.229916,-0.793018,-0.618129,1.38425,1.51717,-1.42644,-0.925825,-0.875237,-1.96762,-1.79053,-1.41434,-1.68178,-0.334045,-0.496406,0.737152,-0.020629,0.921363,-0.499746,-0.811234,2.35922,0.664849,1.87552,-0.344834,0.735244,1.06124,-0.5604,-0.521872,-1.82475,0.0847706,0.198185,1.06159,0.763789,0.387448,-0.773748,-1.11699,1.79511,-0.0934558,0.146061,2.5054,-0.76241,-1.45478,-1.21787,-1.59885,0.899145,1.01697,0.302728,-2.11316,0.26185,-0.229916,-0.793018,-0.618129,1.38425,1.51717,0.853799,-1.34895,1.01917,-1.06843
-214.381,0.999815,0.00878955,8,255,0,233.01,-0.365563,-0.200622,0.3821,0.168804,0.885514,0.794747,-0.594308,-0.391716,0.209143,-0.0948624,0.135952,1.2497,-0.397773,-0.513953,0.330016,0.189834,-0.382401,0.30671,-0.419962,-1.38213,-1.09967,-2.55401,-1.2177,-1.57035,-0.375637,0.832763,-1.73746,-0.192889,0.341284,-1.94766,0.525378,1.17424,1.38162,0.238919,0.467649,-0.29421,-0.713956,2.30614,-0.0690471,0.450883,0.711216,1.04648,-2.12634,-3.08063,-0.588237,-1.45744,-0.573589,1.04107,5.06138,-0.95602,0.500098,2.32685,1.04196,1.21659,0.833875,-0.498008,1.26627,-0.08865,0.615458,1.2497,-0.397773,-0.513953,0.330016,0.189834,-0.382401,0.30671,-0.419962,-1.38213,-0.400739,-0.85159,0.0336977,-1.35347
-210.257,0.999958,0.009323,9,511,0,223.94,0.0759807,0.180128,-0.00626294,-0.736742,-0.350779,-0.0846371,-0.715479,0.135939,-0.0442919,0.403785,0.00138566,-1.32133,0.383736,0.517839,-0.405695,-0.223571,0.496542,-0.312293,0.399971,1.43048,-0.635385,-0.742961,-0.39733,-0.171805,0.359462,-2.22714,-0.200178,0.248227,1.34372,0.304122,-1.24476,-1.49568,0.627844,0.736852,-1.37659,-1.23783,-0.260653,0.0546174,-1.33567,-0.594228,2.01774,-0.0906058,-0.367081,0.82029,-0.0937705,-0.498742,1.23902,1.79931,-5.30595,-0.847204,-0.568964,-4.17279,-0.649753,-4.0455,-5.67193,1.34863,0.491048,-2.0694,1.40812,-1.32133,0.383736,0.517839,-0.405695,-0.223571,0.496542,-0.312293,0.399971,1.43048,0.867711,-2.12414,2.67016,2.5867
-213.204,0.999912,0.00990168,9,511,0,218.352,0.052653,-0.375203,0.197447,-0.360823,-0.962191,0.45514,-0.49441,-0.198465,-0.946189,-0.370137,-1.22601,-0.428471,-0.0807803,-0.15123,-1.66403,-0.740223,-0.389227,-0.138032,-1.01638,0.997673,-1.18846,-0.64687,-2.52832,-0.682276,-0.405844,-0.299803,-0.153604,-0.491469,-0.128825,-0.105472,0.25869,-0.753011,0.371459,-0.302,1.19114,-1.25003,0.43631,0.603862,0.163432,0.0269326,0.666235,-0.282313,0.787644,1.16267,0.0844607,-0.56807,1.25591,0.958751,-2.8877,-1.25771,0.106439,-0.433513,-1.05691,0.456275,0.871648,-0.666164,-3.00396,-2.22236,-1.23117,-0.428471,-0.0807803,-0.15123,-1.66403,-0.740223,-0.389227,-0.138032,-1.01638,0.997673,-0.26538,0.0980314,-0.850716,0.919087
-216.179,0.999832,0.0105195,8,255,0,222.839,-0.655238,0.974485,1.34219,0.29567,-0.223725,0.494576,-0.668892,0.418704,0.885606,0.189067,-0.0761887,0.701721,0.104938,0.1756,-2.39155,0.0546619,0.266653,0.430497,0.602518,-1.40295,-1.74052,0.0209324,-2.25764,-1.74324,1.12834,-0.884872,0.713952,0.116017,-1.06491,-0.0884317,-0.409465,0.989307,-0.828148,-0.309311,-0.482304,-0.345079,-0.0684362,-0.130695,-1.97192,-0.739084,-0.359254,-0.0859262,-0.949691,0.832017,0.159646,-0.641461,-0.781769,0.287213,1.53676,0.61093,1.37762,0.848106,-0.272091,-0.251312,0.131912,0.424968,1.68772,0.0356282,2.27369,0.701721,0.104938,0.1756,-2.39155,0.0546619,0.266653,0.430497,0.602518,-1.40295,-1.26063,-0.178966,-0.645281,-0.971176
-214.547,0.997442,0.0111744,7,255,0,224.94,-0.665443,-0.287094,-0.42956,-0.558244,0.654313,1.17873,0.153719,0.22023,-0.763301,0.930999,-0.787582,-0.95521,0.146416,0.199095,1.35325,-0.134603,0.189407,0.0315292,0.255509,0.669924,-2.27288,-0.772732,-0.427319,-0.501929,-2.00443,0.792059,1.35708,-0.267002,-0.395941,0.177549,-0.0358973,-0.304125,0.0603078,-0.549583,0.274649,0.905439,0.0778707,0.139438,-2.70751,0.0825033,0.2342,0.432652,0.563492,-1.56365,-0.294883,0.786183,-1.16553,-0.560466,-2.54421,-0.574862,-0.499262,-2.98668,0.924081,4.47208,1.56101,-0.891576,-5.52452,1.15612,-0.748008,-0.95521,0.146416,0.199095,1.35325,-0.134603,0.189407,0.0315292,0.255509,0.669924,-0.787407,-1.41392,2.81183,6.52273
-217.429,0.999662,0.0117863,8,255,0,224.027,-0.486548,1.9211,-0.742829,-0.482533,-0.0247604,0.573371,-0.10647,0.65873,1.14757,-0.047243,-0.615466,0.701526,1.15601,-1.02929,1.09448,1.02304,0.785198,0.691893,-0.758398,-0.21116,-2.89348,-0.757777,-1.39336,-1.34332,-0.880542,-1.33546,-0.196343,-0.243693,0.687404,0.588039,0.743148,-0.4663,-1.19487,1.10339,-0.817816,-1.38507,-0.381466,0.70367,0.980875,-0.629475,-0.159711,-0.290303,0.638703,0.839426,-0.0407506,0.119857,0.427925,0.547265,-4.63948,1.75439,-0.914115,-0.95429,-0.175151,-1.19245,0.108659,0.198586,2.14275,-3.13151,0.153351,0.701526,1.15601,-1.02929,1.09448,1.02304,0.785198,0.691893,-0.758398,-0.21116,-1.16187,-0.876193,-0.533282,-0.880941
-216.039,0.999134,0.0125085,8,255,0,227.228,-0.109262,-0.585881,1.08667,-0.370814,0.382274,0.588102,-0.244441,-0.0789298,-0.640681,-0.00826816,-0.381545,0.155295,1.29666,-0.721117,-0.738719,1.7156,-1.85992,0.995421,-0.275754,-1.91258,-2.47757,0.0146894,-0.351869,-0.826886,0.895663,-1.7151,0.699484,0.59015,0.0572163,-1.60196,-0.579099,-1.14219,0.34276,1.07244,1.15784,-0.719006,-1.28172,1.10086,-1.03041,-1.18718,-0.615406,-0.787553,0.787338,0.390146,1.09277,-0.14782,0.684443,-1.29657,0.850688,-0.816861,1.07421,-0.0282919,0.499149,1.45114,0.959496,-0.448914,-1.46081,-1.70939,2.37658,0.155295,1.29666,-0.721117,-0.738719,1.7156,-1.85992,0.995421,-0.275754,-1.91258,-0.90195,-1.0228,0.494328,-0.560964
-216.419,0.994118,0.0132483,8,255,0,230.061,-0.323979,0.463652,0.228589,-1.44155,-1.15992,0.247514,-0.639296,0.648414,0.469804,0.299787,-0.269638,1.49383,-0.880798,0.714124,-0.290165,-0.490715,-1.56973,0.274949,-1.21196,0.839066,-1.64352,-0.760147,-2.46295,-1.12095,0.681336,1.6019,-1.66137,1.26491,-0.195733,-0.310689,0.254811,-1.32878,0.546678,0.181413,0.329529,-0.303671,-1.21591,0.654043,0.770976,-1.67542,2.02406,-1.02742,0.396859,1.83894,-1.13679,-0.392735,-1.31895,0.458377,9.0046,0.154214,0.191718,-0.615284,-1.18982,-0.515069,1.75758,2.01725,2.42927,3.078,1.54019,1.49383,-0.880798,0.714124,-0.290165,-0.490715,-1.56973,0.274949,-1.21196,0.839066,-1.47103,-0.255287,-2.09535,0.0173355
-216.265,0.997505,0.0138257,8,255,0,228.053,-0.883849,-0.0359639,0.580566,0.762784,1.34138,0.255661,0.0072701,-0.0773489,-0.557144,0.138593,-0.385847,0.145711,0.683309,0.785689,1.09666,0.800853,0.627699,0.653362,0.368322,-0.423371,-1.00227,-2.90486,-0.857987,-0.267274,-2.04424,-1.00474,0.740513,-0.550841,0.641437,-0.669984,0.378155,-0.881165,-1.16632,0.734632,0.221183,2.01944,-0.582581,1.53147,0.497107,0.00759946,-1.50475,0.867018,-1.25375,0.734884,-0.516842,-0.285927,1.12925,0.209607,-10.167,-1.28625,0.0764848,-1.43291,1.39323,-4.10271,1.72213,-3.01062,-5.77209,-0.299083,-0.215906,0.145711,0.683309,0.785689,1.09666,0.800853,0.627699,0.653362,0.368322,-0.423371,-0.469745,-1.10482,-2.70616,1.94334
-221.828,0.998925,0.0145595,8,255,0,231.72,-1.01934,1.09986,-0.146885,-1.28341,-1.59187,-0.678122,-0.797166,-0.3757,1.30699,1.19857,0.152458,-0.442096,-0.0851058,-1.40405,-1.36635,-0.477153,-0.350224,-0.446066,0.501716,0.465173,-1.83753,-0.409673,-1.90897,-5.54672,0.245376,0.56239,0.0757336,-0.345505,-0.428115,1.74053,-0.195282,0.890028,-0.433933,1.3587,1.05601,-0.409844,1.11839,-0.711573,-0.08571,0.733614,0.611337,0.511659,1.44026,-0.0622027,-0.167792,-2.39617,0.0634296,1.06436,-11.4072,0.629172,-0.538286,-2.38266,-1.75039,-1.27311,-1.24074,-0.50578,1.36678,-3.60937,-1.94132,-0.442096,-0.0851058,-1.40405,-1.36635,-0.477153,-0.350224,-0.446066,0.501716,0.465173,-0.504624,-6.41136,0.88116,-0.98478
