# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=917402092
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_adjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,sigma.1,sigma.2,sigma.3,sigma.4,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_beta.10,p_beta.11,p_beta.12,p_beta.13,p_beta.14,p_beta.15,p_beta.16,p_beta.17,p_beta.18,p_beta.19,p_beta.20,p_sigma.1,p_sigma.2,p_sigma.3,p_sigma.4,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_beta.10,g_beta.11,g_beta.12,g_beta.13,g_beta.14,g_beta.15,g_beta.16,g_beta.17,g_beta.18,g_beta.19,g_beta.20,g_sigma.1,g_sigma.2,g_sigma.3,g_sigma.4
-216.331,0.999802,0.0172618,7,255,0,230.42,-0.128047,-0.966306,0.16798,-0.306079,0.196945,0.552261,-0.174604,-0.428966,-1.43065,0.619641,-0.337438,-1.74019,1.26017,-0.367644,-0.0793996,0.581367,0.172557,-0.294413,0.554366,0.0738225,-0.309476,-2.75555,-0.668407,-0.929976,-2.78069,-1.3185,1.01814,2.09992,0.911991,0.537782,-0.425309,-0.232331,-0.824067,-0.528421,0.372084,-1.42165,-0.606446,3.52624,-0.418246,1.6434,-0.0242025,-0.232541,0.214836,-0.129742,0.200144,0.0605689,-0.58833,0.498514,-0.241778,-0.167589,-6.08956,-1.09554,-0.399424,-1.89584,-0.0592532,0.60938,-0.649614,-0.727895,-1.31423,0.661848,-2.18724,-2.9458,1.26017,-0.367644,-0.0793996,0.581367,0.172557,-0.294413,0.554366,0.0738225,-0.309476,-0.43104,2.23471,-0.360937,-1.11989
-209.869,0.995188,0.0174309,8,255,0,231.884,-0.556464,1.01057,1.39657,0.215852,0.113109,-0.833318,0.187305,0.916493,-0.09586,-0.912345,0.772247,0.2384,-0.827584,0.165344,0.160832,-0.464286,-0.205977,0.698584,-0.729396,-0.224061,0.149886,-0.320123,-2.29361,-0.748193,-1.34851,0.832523,-1.67091,-1.53828,1.06758,0.61175,3.00474,0.0214049,0.640626,-2.08095,-0.368425,0.749082,1.00764,-2.51293,1.15536,-0.444749,-0.701611,0.170014,-2.21631,0.921637,0.827031,0.913179,-0.233475,-1.95607,0.177585,-1.2736,3.25242,3.64168,2.27688,1.34455,1.51435,-6.14496,1.0801,1.28263,3.05845,-0.498494,0.759746,0.635224,-0.827584,0.165344,0.160832,-0.464286,-0.205977,0.698584,-0.729396,-0.224061,0.149886,3.83587,-0.814149,1.05404,2.1086
-215.859,0.997206,0.0175554,7,255,0,223.906,-0.141387,-0.114619,1.1037,0.0768391,-0.754636,-0.614659,0.846274,-0.524338,-1.78217,-1.38966,-0.0186955,-2.39007,0.146595,0.689103,0.64904,0.424533,0.451584,0.952481,-0.929936,2.5044,-0.199767,-0.756548,-1.22086,-0.801773,-2.46637,-1.50583,1.22933,0.322996,-1.2247,-1.10415,1.82628,0.0437976,0.430086,1.05822,-0.465464,0.765717,0.696147,-0.90704,-0.0325546,-0.0253397,-0.610718,-0.349274,0.4454,-0.484255,-0.978999,0.21582,-0.229505,-0.728236,-0.202965,0.425704,0.288932,-0.42124,0.284106,0.926623,-2.37762,1.90291,0.844705,-1.44028,-1.26984,-1.17116,1.04569,-3.32752,0.146595,0.689103,0.64904,0.424533,0.451584,0.952481,-0.929936,2.5044,-0.199767,-3.61388,1.51565,0.528558,-0.776589
-216.442,0.998983,0.0179535,8,255,0,223.956,-0.345367,-0.0897399,1.07175,0.090409,-0.83151,-0.52595,0.809134,-0.558917,-1.80602,-1.28766,0.250119,-2.11642,-0.0375325,0.62232,0.838148,0.246874,0.616582,0.830071,-1.007,2.52668,-0.440565,-0.780589,-1.11422,-0.730523,-2.26142,0.545822,-0.199557,0.1519,-0.27322,0.146012,-0.440703,0.25646,0.0403201,-0.00595655,-0.677625,-1.52938,-1.85763,1.02768,0.429976,-0.983508,1.01705,-0.868442,0.76017,0.340898,0.102661,1.30874,-0.0997796,-0.367742,-0.359645,-1.17131,-7.94005,-0.726236,-0.433135,-2.81724,-3.34211,0.353374,0.485603,-1.76607,-1.60957,-1.20193,-0.587296,-3.77137,-0.0375325,0.62232,0.838148,0.246874,0.616582,0.830071,-1.007,2.52668,-0.440565,-2.38846,2.62129,0.38952,-0.202862
-214.807,0.999738,0.0185867,8,255,0,230.923,-1.22263,0.857978,2.03915,1.33772,0.778064,-0.688859,-0.379149,0.194117,-1.79442,-1.4618,0.944305,0.0374891,-0.140786,-0.537011,-0.679979,-0.0616899,-0.530656,-1.00144,0.800492,-2.46504,0.480022,-0.65788,-0.080523,-2.83691,-2.17098,-0.91322,1.58151,1.81842,0.618131,-1.37096,-0.640156,-0.924716,1.81094,1.31838,1.10513,0.126748,-0.199213,1.60008,-0.799105,-1.46405,-1.67325,-0.804316,1.48955,1.90662,-0.692905,-0.329089,0.320955,0.15826,0.544649,0.335832,5.60207,1.51504,2.75351,2.42039,2.28582,0.109578,-0.337897,-0.399146,-1.35898,-1.39225,9.16853,-1.89004,-0.140786,-0.537011,-0.679979,-0.0616899,-0.530656,-1.00144,0.800492,-2.46504,0.480022,2.64796,7.61656,-0.0335428,-1.84576
-216.583,0.991748,0.0193827,8,255,0,227.786,-0.510787,-1.45173,1.03021,0.439193,-0.277518,-0.237245,0.253135,-0.235402,0.158302,-0.395219,-0.528516,-0.266056,-0.326035,0.503973,1.05021,-0.604229,0.584265,0.761082,-0.330986,2.11877,0.073769,-1.08981,-2.37934,-1.33012,-2.79035,-1.05448,-0.517399,0.139747,-1.75567,0.472985,-0.690989,0.175499,-1.41499,-1.0502,-1.57039,-0.537753,-1.03466,1.00494,0.191011,-0.616944,1.4019,0.00898077,0.728739,-1.1606,1.28239,-1.26337,-0.0190715,-0.0989973,0.122741,-1.31307,-2.27181,-2.79172,-0.821611,-0.560248,-0.249876,2.15975,0.211778,-1.05472,1.20143,0.02292,-1.07149,0.113827,-0.326035,0.503973,1.05021,-0.604229,0.584265,0.761082,-0.330986,2.11877,0.073769,-1.97308,-0.721488,-0.450072,-0.710215
-210.11,0.999795,0.0197931,7,127,0,226.679,-0.625401,0.0678069,1.0786,0.650846,-0.227551,-0.64562,0.20881,-0.305986,-1.13675,-0.897042,0.971514,0.133963,0.142417,0.472937,-0.323816,0.390748,1.30058,1.03706,-0.244126,2.00135,-0.0614616,-0.270395,-2.6387,-0.719308,-2.09087,-0.943268,-3.47171,0.91031,1.21954,-1.19004,0.132374,0.0507198,-1.01282,1.77493,0.470885,-1.70286,-0.439103,-0.571161,0.25074,1.71674,-1.17418,-0.39546,0.0842021,-0.225307,1.04223,0.155899,1.27557,-0.126972,-0.0781712,-1.12413,-0.00838505,-0.198725,1.08916,3.69593,-0.49807,-1.81689,0.231236,-2.02602,-0.419609,-0.416277,0.851082,0.298484,0.142417,0.472937,-0.323816,0.390748,1.30058,1.03706,-0.244126,2.00135,-0.0614616,-1.1773,-1.02351,2.38768,-0.759181
-210.549,0.996672,0.0207767,7,255,0,221.904,-0.55264,0.470194,1.42827,0.00618087,0.255333,-0.0169683,0.714161,0.755921,-1.02058,-1.73537,0.209883,-1.6824,-0.27363,-0.68228,-0.295753,-0.0871617,-1.66578,-0.274044,1.03688,0.343713,0.393247,-0.286596,-1.31277,-1.15674,-1.98719,0.0282121,-0.631137,-0.689966,0.421142,1.11534,1.67478,0.520956,-1.38906,-0.78381,-0.993638,0.894228,0.60601,0.181531,0.571578,-0.286044,0.406464,1.54278,1.08466,-0.389559,1.97278,-0.116325,-0.755705,-1.83992,0.59173,-0.334951,1.83092,0.39343,1.44199,-3.27281,1.14304,5.52926,1.20046,0.320433,-0.661575,-2.37108,0.93403,-1.7652,-0.27363,-0.68228,-0.295753,-0.0871617,-1.66578,-0.274044,1.03688,0.343713,0.393247,0.689566,-0.439643,-0.888233,-0.748226
-212.043,0.994577,0.0216433,7,255,0,220.079,-0.844186,0.124231,1.09006,1.03931,-0.22983,-0.760376,-0.064275,1.37377,-1.38375,-1.49401,0.830973,1.06197,-0.336329,-1.16783,-0.934922,0.888475,-0.905497,-1.3331,-0.0619498,-0.0017824,-0.147328,-0.541785,-0.8047,-1.19786,-2.48757,0.0730129,0.123142,0.433508,1.09349,1.37833,-0.257465,0.746797,0.372558,-0.63202,-1.759,-0.378529,-1.1857,-0.21525,-0.474901,-0.125372,-0.255491,-1.52479,-0.0285279,1.06657,0.350033,0.427756,-0.718327,-0.599505,1.40161,-0.0277587,12.9314,0.530521,0.755488,7.68634,1.36054,2.09435,0.351826,1.74491,-0.376065,-1.13648,4.24947,3.80421,-0.336329,-1.16783,-0.934922,0.888475,-0.905497,-1.3331,-0.0619498,-0.0017824,-0.147328,-3.57645,5.20008,5.21361,-1.05799
-213.257,0.997314,0.0224354,6,63,0,217.749,-0.854089,0.0450111,1.12579,1.09221,-0.279705,-0.701238,-0.00672539,1.40349,-1.36765,-1.53716,0.885334,1.0864,-0.390026,-1.17995,-0.999053,0.935586,-0.906128,-1.4063,-0.0752617,0.0217257,-0.107624,-0.560852,-0.804663,-1.18839,-2.47155,0.677766,1.1925,-0.497798,-0.489198,0.787523,-0.774649,-0.838427,-0.378845,-0.246775,0.603066,-0.624579,-0.229808,0.785209,0.140373,0.919835,-0.668923,-0.0211274,1.04098,0.195381,-0.348774,-0.593915,0.15801,0.219496,0.0719659,-0.27518,16.0659,0.389481,1.0165,8.95207,1.30474,3.28559,0.524833,1.88877,-0.201586,-1.14507,5.60017,3.93883,-0.390026,-1.17995,-0.999053,0.935586,-0.906128,-1.4063,-0.0752617,0.0217257,-0.107624,-3.72409,6.72033,6.49651,-1.09434
-213.307,0.999671,0.0234708,7,127,0,224.998,-1.44159,0.458391,0.550863,0.373069,0.782347,-0.159094,0.0330407,1.06374,-0.799281,-1.27535,0.928374,-0.142807,0.472352,-1.48701,-0.585326,0.643762,0.0194479,-1.9873,-0.957755,1.13297,-0.461458,-0.223304,-0.55925,-0.583565,-1.61069,-0.0405501,-0.405426,-0.591292,2.23969,0.176414,-1.55795,-0.129715,0.963096,-1.08488,-1.15111,-0.105678,2.03005,-1.0403,-0.167467,-0.830231,0.679779,-1.31537,0.0201529,0.871087,-1.12667,0.317672,0.0332509,-0.638036,0.179816,-1.11896,-16.6213,-0.525919,-5.86026,-10.1299,2.1381,-3.04351,-1.10536,0.0630765,-1.69314,-2.45812,-6.24427,-1.64745,0.472352,-1.48701,-0.585326,0.643762,0.0194479,-1.9873,-0.957755,1.13297,-0.461458,-4.21526,-6.87238,-2.73209,0.244063
-216.874,0.997669,0.0247384,7,127,0,227.77,-0.325043,0.416968,1.6137,0.601827,-0.707976,-0.311386,1.48327,0.318555,-0.494417,-0.651871,-0.0691298,-0.181615,-0.0174639,-1.49283,0.239881,0.0934405,-0.427055,-1.98221,-0.683811,3.19148,-0.598915,-0.24943,0.73517,-1.30998,-1.93699,0.552994,-1.49342,1.80956,-0.331233,-1.27351,0.0268548,-0.297578,-0.725695,-0.0461001,1.31591,-1.87589,-1.23561,-0.542266,0.896871,0.786205,-0.677674,-0.245502,1.20535,0.723023,0.391913,0.207312,-0.780089,0.322333,-0.914049,-0.947895,12.7096,1.3812,4.52867,5.23303,-3.49291,4.87103,3.27637,-0.108177,1.95117,0.181315,23.2698,3.66757,-0.0174639,-1.49283,0.239881,0.0934405,-0.427055,-1.98221,-0.683811,3.19148,-0.598915,4.85782,-1.22665,2.04812,0.309777
-211.594,0.998561,0.0259244,7,127,0,225.656,-0.0148462,-0.0316767,0.382096,0.36249,0.159568,-0.53257,-1.94434,1.01589,-1.5724,-0.280979,-0.667593,-1.24493,-1.27054,-0.452224,-0.0588905,1.1562,0.655082,0.161716,-1.02455,-0.391977,-0.227139,-0.623722,-0.603972,-1.62865,-1.69821,0.806364,0.649337,0.641385,-0.102128,1.72482,0.216355,0.138482,0.21586,-1.05218,0.368563,0.0196368,0.601915,-0.369572,-1.67386,0.23258,0.416768,-0.261851,-2.01176,-0.992843,3.20264,-0.684188,0.0612737,1.24456,0.582634,-1.02541,-9.59921,-0.731388,-3.23224,-2.94247,0.150727,-0.262216,-3.13139,0.683993,-2.01038,0.262302,-5.58407,-1.56761,-1.27054,-0.452224,-0.0588905,1.1562,0.655082,0.161716,-1.02455,-0.391977,-0.227139,-3.0107,3.23056,-0.232663,0.963139
-211.937,0.999321,0.0272372,7,127,0,223.435,-0.512312,0.0226832,0.681215,-0.318017,0.552162,-1.07892,0.096209,-0.363811,0.0413617,-1.26439,0.636251,0.0426228,0.17758,0.300067,-1.29697,-1.84344,-0.66455,-0.275361,0.979752,0.294204,-0.293436,-0.746311,-0.221895,-1.1481,-3.21688,-0.139489,0.349966,-0.00799052,1.02467,2.14588,-0.314064,-1.65953,1.33102,-0.0623923,0.631344,0.660074,0.424266,1.68193,0.341672,1.494,0.294096,-0.245537,0.0601466,0.448693,0.259143,0.653482,-0.481705,-0.500473,-1.54643,-1.6307,7.17745,0.278403,-0.563505,0.794385,3.32964,1.06292,0.104266,-1.1412,1.81899,-0.921891,4.43092,2.40744,0.17758,0.300067,-1.29697,-1.84344,-0.66455,-0.275361,0.979752,0.294204,-0.293436,-2.14688,2.31616,-1.31196,-0.758775
-216.677,0.998935,0.0286721,7,127,0,225.604,-1.10795,0.372925,1.15678,1.02451,-0.632473,-0.0108617,1.16404,1.64034,-1.4892,-0.869212,1.14241,0.880707,0.462264,-0.622518,-1.28614,2.32948,0.980317,0.124863,0.64033,-0.968088,-0.643763,-0.627415,-1.16912,-2.27531,-3.13098,-0.827219,-0.554894,0.516997,0.339749,0.285051,-0.127199,0.995393,-0.101226,0.109505,-2.05424,1.62176,0.237766,0.393012,0.0580203,-1.96793,-1.00193,-0.300501,-0.245993,1.34358,-0.0975795,-0.597564,-0.235757,0.49825,0.20247,-0.872154,-8.31516,-0.37115,-1.52752,-0.607096,-2.97569,2.70625,1.32141,1.28621,-1.61045,-0.76899,-1.17206,0.956335,0.462264,-0.622518,-1.28614,2.32948,0.980317,0.124863,0.64033,-0.968088,-0.643763,-3.89539,-3.26682,-1.316,-1.01417
-218.187,0.995021,0.0301364,7,127,0,226.064,0.741563,0.00610635,0.389331,0.145372,0.96745,0.316173,-1.56527,-0.598584,-0.811277,-0.304442,-0.96123,-1.3485,0.0966874,0.155131,1.35796,-2.10799,-0.824471,0.0143366,-0.252318,0.873356,0.38243,-0.766141,0.111602,-2.00695,-1.75497,1.2418,0.0529022,-1.46357,0.812801,-0.873617,0.901389,0.385995,0.545484,-1.00975,-1.27071,0.0102612,0.85518,-1.04241,0.938192,0.245484,-1.01828,-0.530735,-0.262347,-0.813696,0.427568,0.607958,-0.905246,-0.562499,0.440001,-0.246903,6.45791,-0.61343,-2.80994,-1.33721,3.2654,7.25006,-1.58482,-1.74909,0.20611,0.331441,3.05415,1.02738,0.0966874,0.155131,1.35796,-2.10799,-0.824471,0.0143366,-0.252318,0.873356,0.38243,3.28052,-6.94551,-0.47158,-2.38595
-215.18,0.999295,0.0313101,7,127,0,228.828,0.523248,0.374353,-0.142536,0.358556,-0.0214156,-0.314028,-1.52691,-0.532654,-0.935942,0.181087,-0.848076,-1.4069,0.369527,0.512608,1.06236,-1.96532,-1.28943,-0.0605891,0.247904,0.743583,0.00200825,-1.03696,-0.227246,-2.14532,-1.61133,-0.462457,0.974652,-0.818316,0.827192,-2.77578,-2.34116,0.433445,0.500007,-0.310542,1.15814,0.769538,0.0630271,0.673185,0.876603,-1.0074,0.762328,-1.02179,-0.192638,1.31587,-0.494946,-1.03694,-0.630665,-1.12225,-0.281295,0.65814,4.76752,0.574852,-2.71504,0.0483638,0.281324,3.30769,-1.41092,-1.20674,0.28684,1.12282,1.95432,-0.827787,0.369527,0.512608,1.06236,-1.96532,-1.28943,-0.0605891,0.247904,0.743583,0.00200825,-1.69307,-3.39468,-0.199275,-2.04174
