# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=639647342
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/loc_coded_adjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,sigma.1,sigma.2,sigma.3,sigma.4,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.1.2,marginal.2.2,marginal.3.2,marginal.4.2,marginal.5.2,marginal.6.2,marginal.7.2,marginal.8.2,marginal.1.3,marginal.2.3,marginal.3.3,marginal.4.3,marginal.5.3,marginal.6.3,marginal.7.3,marginal.8.3,marginal.1.4,marginal.2.4,marginal.3.4,marginal.4.4,marginal.5.4,marginal.6.4,marginal.7.4,marginal.8.4,index.1,index.2,index.3,index.4
-221.364,0.974194,0.0178955,8,255,0,235.398,-0.380726,1.26753,-0.703302,-0.377189,1.21815,0.188824,-0.774629,0.053677,-0.764214,1.37167,0.587007,-2.01103,-0.515379,-0.380114,-0.664881,0.376109,-0.0357493,-1.79448,1.41108,-1.50323,0.107468,0.177628,0.828636,0.117195,320,0.000315844,0.444153,0.394621,0.402694,0.442893,0.416831,0.392863,0.413442,0.39312,0.42187,0.389597,0,0,0,0,0,0,0.369341,0.686004,0.48301,0.296689,0,0,0,0,0.416724,0.390608,0.413028,0.390887,0.449447,0,0,0,8,10,6,9
-226.554,0.998673,0.0174746,8,255,0,237.903,-1.08513,0.269523,-0.729214,-0.313259,-1.56459,1.23191,0.742952,0.387569,0.0871269,2.87744,-1.59678,0.573481,0.0743508,2.13853,1.06665,0.495587,1.56696,0.917078,-1.57697,-0.987549,0.118539,0.233074,0.382504,0.277437,320,0.000315844,0.373688,0.348577,0.35895,0.328143,0.398488,0.38582,0.3767,0.369051,0.465875,0.241166,0,0,0,0,0,0,0.346129,0.252295,0.478442,0.435425,0,0,0,0,0.391053,0.361557,0.340689,0.323475,0.494548,0,0,0,8,10,6,9
-219.731,0.999968,0.018393,7,127,0,235.463,-0.20365,0.216864,0.084191,0.0252443,0.951557,0.245977,-0.44179,-0.672125,-1.05007,-0.636951,0.0394093,1.46854,0.896984,0.694127,-0.544143,1.37947,0.998363,-1.13595,-0.894925,1.38377,0.240648,0.480409,0.645129,0.102757,320,0.000315844,0.424169,0.416509,0.413118,0.467151,0.425855,0.386563,0.373698,0.352974,0.369607,0.446981,0,0,0,0,0,0,0.390191,0.536252,0.424221,0.321898,0,0,0,0,0.419291,0.402486,0.396906,0.387809,0.397757,0,0,0,8,10,6,9
-219.135,0.99963,0.019443,8,255,0,229.273,0.832216,1.3092,0.515891,-0.964464,-1.09247,-0.438608,-0.652234,0.577943,-0.366021,0.990772,-2.44933,0.507578,-0.42736,-0.183901,-1.45743,-1.31309,-2.01688,0.0432956,-0.766294,0.152506,0.361585,0.162875,1.36435,0.230571,320,0.000315844,0.514709,0.446321,0.32557,0.315887,0.366808,0.349786,0.451631,0.372668,0.45254,0.325884,0,0,0,0,0,0,0.361475,0.323606,0.530043,0.460208,0,0,0,0,0.381172,0.370236,0.434643,0.384914,0.456862,0,0,0,8,10,6,9
-223.632,0.999388,0.0205344,7,127,0,234.581,-1.17704,-1.43464,-0.575166,0.853408,1.60339,1.11476,0.142027,-0.0503058,0.234373,-0.670194,-0.221845,0.701455,1.0001,2.65953,0.49017,1.28118,0.400559,-0.111511,1.50567,0.830447,0.139338,0.172327,0.763345,0.39474,320,0.000315844,0.339122,0.365837,0.412011,0.436931,0.420652,0.388774,0.382571,0.391765,0.379382,0.397266,0,0,0,0,0,0,0.377318,0.515856,0.424525,0.261711,0,0,0,0,0.469484,0.377529,0.360128,0.385999,0.306627,0,0,0,8,10,6,9
-221.173,0.995974,0.0216692,7,127,0,232.917,-0.936976,-1.42068,-0.607231,0.917825,1.06194,0.698646,0.25156,0.192473,0.388788,-0.522492,-0.0351497,0.992681,0.645904,2.34474,-0.0180644,1.05968,0.307524,0.11869,1.49701,0.543765,0.129761,0.178414,0.528189,0.376094,320,0.000315844,0.346309,0.370413,0.417287,0.421809,0.410437,0.396572,0.394751,0.400811,0.382995,0.403563,0,0,0,0,0,0,0.402391,0.420703,0.375065,0.321852,0,0,0,0,0.430076,0.38964,0.384395,0.401919,0.323322,0,0,0,8,10,6,9
-224.096,0.99928,0.0226359,7,127,0,231.984,-0.273421,2.45345,1.53301,-1.79682,-0.107865,-0.526341,-0.671495,0.682581,-0.977748,0.772853,-1.46637,-0.0714489,-0.116374,-2.90244,1.05307,-0.722088,0.540249,0.402072,-0.563012,-0.59377,0.302874,0.288948,0.157876,0.0955038,320,0.000315844,0.547105,0.479529,0.25631,0.362275,0.334234,0.324756,0.417659,0.305218,0.442421,0.298718,0,0,0,0,0,0,0.366296,0.426334,0.411192,0.405976,0,0,0,0,0.376295,0.373235,0.402132,0.366809,0.404084,0,0,0,8,10,6,9
-221.919,0.9967,0.0238635,7,127,0,236.453,-0.610429,-0.426137,0.797464,-0.0858824,0.417472,0.57574,1.02486,-0.117443,1.42105,0.297806,-0.499802,-0.867965,-0.988063,0.990125,1.58911,1.69136,-0.419248,1.21368,-0.782453,-0.246251,0.0782456,0.185683,0.380448,0.0125776,320,0.000315844,0.360852,0.383075,0.366977,0.376116,0.379009,0.387263,0.366407,0.394598,0.391311,0.35684,0,0,0,0,0,0,0.353533,0.398343,0.412832,0.454696,0,0,0,0,0.376772,0.37809,0.37474,0.379255,0.375957,0,0,0,8,10,6,9
-227.121,0.998718,0.0249607,7,127,0,234.988,-0.807563,0.495379,-0.604059,0.147201,0.828137,0.148124,2.05736,-0.639284,2.80965,0.719555,-0.925144,-1.82855,0.145639,-0.703452,0.49102,1.76346,0.316958,1.07675,-0.0404521,-0.331175,0.0940008,0.592866,0.320884,0.0150116,320,0.000315844,0.36123,0.338985,0.35412,0.368078,0.354139,0.39379,0.338283,0.409807,0.452363,0.239351,0,0,0,0,0,0,0.348533,0.396936,0.348597,0.488557,0,0,0,0,0.361176,0.367434,0.358608,0.369911,0.363045,0,0,0,8,10,6,9
-218.899,0.997062,0.0262432,7,127,0,234.054,-0.0984233,0.15991,1.25357,-0.757039,0.156891,0.559867,1.375,-0.233837,0.995511,-0.42578,-0.829958,0.283758,0.864802,-0.0976126,0.159001,-0.373784,0.814328,-0.0836572,-1.69429,0.336329,0.0285474,0.299154,0.445716,0.0435466,320,0.000315844,0.412812,0.420195,0.406651,0.412791,0.415508,0.421017,0.410163,0.41845,0.42727,0.398734,0,0,0,0,0,0,0.360568,0.458589,0.503343,0.592969,0,0,0,0,0.415482,0.423896,0.407337,0.419973,0.405375,0,0,0,8,10,6,9
-223.752,0.999005,0.027446,7,127,0,232.544,0.00266749,-0.395108,-0.0754776,0.210996,0.810002,-0.416147,0.82418,1.68014,-0.0392885,-0.422993,-0.678547,1.31729,1.82501,1.84929,2.20888,-0.157249,1.29959,-0.0224383,-0.481083,-0.242718,0.241835,1.50543,0.37278,0.0318205,320,0.000315844,0.310857,0.327456,0.342705,0.375618,0.309781,0.376413,0.425442,0.329363,0.389305,0.303506,0,0,0,0,0,0,0.355333,0.407135,0.304475,0.408391,0,0,0,0,0.347694,0.356528,0.362681,0.350368,0.347646,0,0,0,8,10,6,9
-226.21,0.990354,0.0288395,7,127,0,239.174,-0.227317,-0.416732,-0.56025,-0.756894,0.303803,0.811262,-0.480251,-0.728388,0.0872021,0.150464,-0.385047,0.106727,-2.27476,-1.98172,-0.532214,0.567834,-1.65312,1.34918,2.06048,-1.30036,0.0108195,0.976458,0.30992,0.00803542,320,0.000315844,0.401179,0.400815,0.400317,0.403007,0.404297,0.401018,0.400389,0.402457,0.452221,0.329675,0,0,0,0,0,0,0.371238,0.449351,0.487859,0.391153,0,0,0,0,0.403071,0.400637,0.40017,0.401706,0.401825,0,0,0,8,10,6,9
-231.154,0.987505,0.0295711,7,127,0,243.309,-0.153582,0.650809,1.00369,0.0123636,-0.286886,0.647719,1.06565,2.10148,-0.301642,-0.902675,-1.67739,-0.838402,1.77653,1.47528,1.92021,-0.214884,1.5489,-0.80247,-1.7493,-0.985384,0.0126736,0.260252,0.266479,0.00230682,320,0.000315844,0.399916,0.400984,0.397985,0.397081,0.399906,0.401172,0.404315,0.397036,0.420467,0.372391,0,0,0,0,0,0,0.388123,0.369406,0.42891,0.456311,0,0,0,0,0.400498,0.400728,0.4013,0.399975,0.399644,0,0,0,8,10,6,9
-221.154,0.999028,0.0300751,7,127,0,238.752,0.801279,-0.118398,0.0713433,-1.59228,-1.84953,-0.573354,-1.07301,0.0151728,-0.560994,-0.34523,-0.791379,0.0409103,-0.990384,0.436807,0.808285,-0.185882,-0.402569,-0.129948,0.479954,0.863077,0.0329946,1.33975,0.482247,0.00137556,320,0.000315844,0.36442,0.365829,0.353547,0.351665,0.361049,0.357362,0.365412,0.36114,0.416102,0.282815,0,0,0,0,0,0,0.335646,0.309046,0.449885,0.39242,0,0,0,0,0.360827,0.360673,0.361009,0.360831,0.360897,0,0,0,8,10,6,9
-215.252,0.999814,0.0315422,7,127,0,230.675,-0.426073,2.3216,0.994029,-0.917499,1.0079,0.348026,0.834389,0.160647,0.543288,0.18159,-0.548279,-0.262201,0.70769,-0.189419,-0.0129549,0.264458,0.6025,0.498044,0.72073,1.10667,0.278654,0.966252,0.484755,0.0687536,320,0.000315844,0.48791,0.402001,0.288778,0.402878,0.361896,0.39195,0.350573,0.373852,0.447167,0.291569,0,0,0,0,0,0,0.322888,0.538948,0.462411,0.518855,0,0,0,0,0.381144,0.38854,0.378308,0.384107,0.378625,0,0,0,8,10,6,9
-216.749,0.955824,0.0331226,7,127,0,231.727,-0.130927,-1.59163,0.0198096,-1.6132,-0.35453,0.308909,-1.04916,0.00333094,-0.225699,0.421996,-0.415233,0.17566,-0.744287,0.125337,-0.125212,-0.426511,-0.639176,-0.368355,-0.823703,-1.16521,0.113015,0.302178,0.0504494,0.83287,320,0.000315844,0.384082,0.425851,0.383532,0.41604,0.433465,0.397998,0.425418,0.41941,0.433774,0.375685,0,0,0,0,0,0,0.403695,0.418313,0.426073,0.410228,0,0,0,0,0.506347,0.24979,0.443334,0.397159,0.529721,0,0,0,8,10,6,9
-214.126,0.998567,0.0309273,7,127,0,228.58,-0.273682,1.42964,0.861088,1.04084,0.930469,1.14181,-0.760089,0.701193,-0.394735,-0.388886,-0.536442,-0.438859,0.775999,0.343044,0.00547944,0.455631,-0.399562,0.0813332,0.614526,1.29691,0.146041,1.3909,0.403264,0.26099,320,0.000315844,0.426374,0.406609,0.412829,0.409007,0.416335,0.352024,0.4011,0.364055,0.414157,0.366366,0,0,0,0,0,0,0.406516,0.395984,0.416227,0.250723,0,0,0,0,0.459474,0.342555,0.431495,0.364055,0.364404,0,0,0,8,10,6,9
-212.861,0.993173,0.0323439,7,127,0,225.877,-0.485432,-0.46226,-0.176967,-1.00118,0.0187077,0.645681,-0.906308,0.0612451,0.00946891,0.762518,0.291863,0.630842,-1.02785,0.108551,-0.239465,-0.924348,0.349338,0.720705,-0.946432,-0.267814,0.347419,0.311957,0.0650507,0.502327,320,0.000315844,0.380807,0.403894,0.338661,0.419978,0.472467,0.345923,0.423497,0.419214,0.407731,0.373811,0,0,0,0,0,0,0.387555,0.402936,0.412486,0.388977,0,0,0,0,0.467491,0.288563,0.396315,0.39017,0.481976,0,0,0,8,10,6,9
-218.76,0.978741,0.033325,6,127,0,223.977,-1.08901,0.158848,-1.1127,-0.452932,-0.509932,0.572994,-0.582648,0.405972,0.745113,0.894478,0.705542,0.627532,-1.20326,-0.887974,0.54028,-0.419698,-1.11541,1.01283,-0.915499,-0.830879,0.161671,0.54993,0.0188622,0.27047,320,0.000315844,0.370032,0.323756,0.347408,0.345333,0.385683,0.342694,0.379341,0.39226,0.368361,0.344698,0,0,0,0,0,0,0.357752,0.357507,0.362176,0.357194,0,0,0,0,0.374199,0.304504,0.363712,0.385131,0.394712,0,0,0,8,10,6,9
-219.022,0.99312,0.0330568,7,127,0,227.097,0.256069,0.477547,1.44015,-0.076863,0.627307,0.284028,0.170002,-0.653552,-0.354589,-0.833139,-1.99497,-0.682681,1.40739,0.113773,-0.687589,0.0867028,0.684262,-1.28532,0.789214,0.81585,0.310648,0.458793,1.72325,0.0505161,320,0.000315844,0.476264,0.547379,0.435601,0.48733,0.462005,0.453631,0.394213,0.41552,0.510286,0.384611,0,0,0,0,0,0,0.399312,0.684588,0.549278,0.501576,0,0,0,0,0.463961,0.462608,0.452852,0.456389,0.450729,0,0,0,8,10,6,9
-218.673,0.990719,0.0340234,7,127,0,228.673,-1.01019,-0.0763373,-0.110735,-0.538139,-0.454014,0.9781,-1.25206,0.122238,-0.0667122,0.899466,0.896111,-0.141717,-0.590153,0.102408,0.986396,-0.377476,0.100137,0.91855,-1.14025,-0.667444,0.103791,0.874995,0.0437328,0.63776,320,0.000315844,0.446864,0.446039,0.435806,0.437817,0.472268,0.418824,0.451634,0.447095,0.442854,0.442177,0,0,0,0,0,0,0.440134,0.440982,0.455457,0.432952,0,0,0,0,0.588842,0.257077,0.453664,0.42404,0.576665,0,0,0,8,10,6,9
-219.102,0.99974,0.0347836,6,127,0,228.084,-0.806775,-0.574113,-0.224361,0.411934,-0.51441,-0.629116,-0.369077,-0.0917664,-0.654552,0.943326,-0.0721685,1.90236,-0.749283,0.592602,-0.361481,-0.156105,0.424742,1.46821,-1.01637,0.0921423,0.0388279,0.425482,0.0527188,0.198801,320,0.000315844,0.344035,0.347068,0.352618,0.344552,0.343559,0.345812,0.348221,0.343339,0.386206,0.290218,0,0,0,0,0,0,0.350377,0.339477,0.338139,0.341176,0,0,0,0,0.329738,0.341147,0.353518,0.328632,0.401313,0,0,0,8,10,6,9
-219.919,0.998915,0.0363634,7,127,0,227.49,-0.167849,0.627584,1.02994,0.092667,-0.0956268,1.28989,0.0403534,-0.709444,1.23288,-0.181159,-0.969586,-1.6268,1.32684,0.434495,-0.506988,0.346443,0.56683,-0.649062,-0.107891,-0.378652,0.055844,0.930891,0.138002,0.00877645,320,0.000315844,0.367891,0.372976,0.361175,0.358823,0.376276,0.360521,0.351202,0.375551,0.433031,0.268464,0,0,0,0,0,0,0.358012,0.35223,0.395653,0.356401,0,0,0,0,0.366669,0.364201,0.362724,0.366556,0.363764,0,0,0,8,10,6,9
