# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,l,prod_val,marginal.1.1,marginal.2.1,marginal.3.1,marginal.4.1,marginal.5.1,marginal.6.1,marginal.7.1,marginal.8.1,marginal.9.1,index.1
-199.86,0.999848,0.0290656,7,127,0,204.689,-0.0105848,-0.345395,0.594385,-0.234078,-0.721176,-0.707625,-0.277261,1.00659,-1.83041,-1.26172,0.917111,9,0.111111,0.418885,0.630539,0.443922,0.338053,0.340839,0.434168,0.713525,0.155872,0.237267,9
-201.906,0.991165,0.0306165,7,127,0,207.693,-0.7346,-0.219611,1.78105,1.73696,0.0230047,-0.143646,0.105334,-0.254686,0.0831645,-0.083495,0.608991,9,0.111111,0.2956,0.586628,0.580102,0.327263,0.305323,0.338395,0.291171,0.335379,0.313147,9
-202.934,0.997955,0.0314572,6,127,0,207.359,-0.241872,1.32714,1.25739,0.127204,-0.88545,-1.29425,0.589896,-0.212239,-1.6325,0.167465,0.416522,9,0.111111,0.577108,0.570002,0.452918,0.351904,0.314114,0.500958,0.418174,0.284582,0.457076,9
-205.822,0.988028,0.0329209,6,63,0,207.42,-0.0755027,1.49233,0.87402,0.375977,-1.17876,-1.87095,0.454519,-0.427387,-1.34036,0.59462,0.317738,9,0.111111,0.598367,0.55038,0.510988,0.389351,0.338503,0.517222,0.447371,0.377215,0.528327,9
-204.526,0.997639,0.0335047,7,127,0,211.665,-0.271742,-0.197214,1.68787,-0.0801856,0.0952065,-0.811261,-0.783652,1.48808,0.428289,-1.0644,0.350208,9,0.111111,0.415613,0.579169,0.425601,0.440681,0.364508,0.36675,0.562028,0.4696,0.344229,9
-206.318,0.976423,0.0349907,6,63,0,212.49,-0.178272,-0.0777129,1.96158,1.58671,-1.07329,-1.0014,0.691568,-0.14661,-1.06418,0.864608,0.274391,9,0.111111,0.450266,0.589033,0.563925,0.38396,0.388637,0.502872,0.445591,0.384551,0.514738,9
-207.096,0.997385,0.0344869,6,63,0,211.963,-0.58479,-0.237767,1.70172,1.13456,-0.692714,-2.2243,-0.435721,-0.0331679,-1.28924,0.1549,0.213427,9,0.111111,0.346256,0.444826,0.415167,0.324617,0.257402,0.336756,0.356206,0.29735,0.365463,9
-206.753,0.999777,0.0359545,6,63,0,210.751,-0.31946,0.281169,1.7342,0.255927,-0.772636,-2.12214,0.490477,-0.933624,-1.80979,-0.238644,0.523038,9,0.111111,0.457007,0.642813,0.453733,0.326606,0.193189,0.484275,0.308364,0.219934,0.390722,9
-203.291,0.98806,0.0376944,6,63,0,212.956,-0.238065,0.423069,0.134272,0.923822,-0.776943,-0.752444,-0.25519,0.701136,-0.0686786,-1.31665,0.348363,9,0.111111,0.477345,0.452323,0.520928,0.375493,0.377496,0.41898,0.501546,0.434875,0.332536,9
-206.159,0.991,0.0382865,5,31,0,212.504,-0.399817,1.32477,0.482525,0.486148,-0.807852,-0.196776,0.42006,1.00926,-0.306277,-1.39191,1.01033,9,0.111111,0.718826,0.521909,0.522823,0.228638,0.354658,0.506145,0.650188,0.329763,0.14111,9
-204.788,1,0.0391728,5,31,0,211.711,-0.327844,0.589022,1.10594,0.350057,-0.588976,-0.658709,-0.696814,1.55513,0.239021,-0.451308,0.229299,9,0.111111,0.451953,0.481445,0.43842,0.386299,0.382515,0.380454,0.507186,0.432162,0.393809,9
-202.534,0.988531,0.0410041,5,47,0,208.838,-0.558829,0.33672,0.911026,0.347595,-0.291867,-0.258804,-0.475021,1.20005,-0.284744,-0.129738,0.362117,9,0.111111,0.392481,0.443016,0.39342,0.339725,0.342416,0.32501,0.468972,0.340304,0.353016,9
-205.289,0.993248,0.0416394,6,127,0,209.088,-0.158825,1.17275,0.894906,1.03835,-1.10125,-1.07844,-0.385485,1.68754,-0.808289,-1.58945,0.738883,9,0.111111,0.669893,0.623025,0.647574,0.274379,0.277748,0.390871,0.748018,0.319503,0.208623,9
-201.929,0.9976,0.0427795,6,63,0,208.329,-0.247828,0.269789,0.772643,0.705323,-0.395554,-0.797812,0.159099,0.97597,0.0666455,-0.269713,0.354652,9,0.111111,0.462036,0.506547,0.500579,0.404172,0.370337,0.452295,0.524556,0.444186,0.414964,9
-202.21,0.998884,0.044412,4,31,0,206.014,-0.49948,0.182816,0.902151,0.793461,-0.0633744,-0.76728,0.0498664,0.983445,-0.21498,-0.445036,0.2787,9,0.111111,0.38971,0.438303,0.43086,0.373521,0.328865,0.380935,0.443889,0.363687,0.348983,9
-201.563,0.998031,0.0462221,6,63,0,206.664,-0.248753,-0.261775,0.824256,-0.119857,-1.30369,-1.23406,0.322622,-0.345732,-1.53645,-1.07835,0.569941,9,0.111111,0.401805,0.555032,0.421391,0.270561,0.278463,0.483786,0.39036,0.245189,0.29664,9
-200.149,0.999741,0.0479674,5,63,0,204.84,-0.325398,0.0705028,1.30139,0.225423,-0.567182,-1.28042,0.52833,-0.253288,-0.0913521,-0.94219,0.598124,9,0.111111,0.429662,0.61135,0.452502,0.339697,0.251383,0.497652,0.382986,0.406118,0.291328,9
-199.89,0.993094,0.049954,6,63,0,202.387,-0.159959,-0.754447,0.7693,0.691736,-0.585373,-0.75546,0.286792,-0.0825424,-0.342768,-1.53058,0.741024,9,0.111111,0.327608,0.601114,0.587256,0.355778,0.327443,0.513137,0.444943,0.397963,0.21515,9
-203.012,0.972255,0.0511415,6,63,0,205.854,0.0664085,0.419551,0.96283,-0.283339,-0.769822,-1.40022,-1.44526,0.229853,-0.24626,-1.58561,0.593613,9,0.111111,0.578217,0.654291,0.474576,0.403581,0.317609,0.311843,0.55054,0.480067,0.294251,9
-204.711,0.996112,0.0497369,6,63,0,208.056,-0.131304,0.413789,0.974582,-0.170955,-0.530601,-1.55527,-0.347512,0.507729,0.800371,-1.58686,0.318661,9,0.111111,0.500139,0.544695,0.453688,0.425463,0.348212,0.439783,0.507622,0.530896,0.345931,9
-206.031,0.987363,0.0512595,6,63,0,209.543,-0.100077,1.32889,0.951293,-0.0711705,0.0012274,-1.69777,-0.827924,-0.266399,0.225793,-0.940002,0.325703,9,0.111111,0.582428,0.552249,0.469225,0.475101,0.342303,0.408605,0.453425,0.493367,0.399815,9
-211.087,0.992315,0.0516977,6,63,0,215.531,-0.227979,1.48371,2.71491,1.20825,-1.68974,-0.824186,-0.286663,0.578839,-2.27663,-0.544246,0.494796,9,0.111111,0.623904,0.753125,0.591424,0.256535,0.346201,0.408585,0.514603,0.205144,0.378183,9
-209.22,0.999362,0.0527447,6,63,0,216.506,-0.579909,-0.355828,0.381161,0.727703,-1.10607,-0.631259,0.165349,0.556921,1.21614,0.100229,0.0731149,9,0.111111,0.352989,0.365391,0.371286,0.340564,0.348404,0.36174,0.368376,0.37966,0.360641,9
-211.072,0.99283,0.0546959,6,63,0,218.016,-0.347504,-0.0278593,2.28469,1.72884,-0.757812,-1.47683,1.39351,2.22127,0.197472,1.23379,0.14133,9,0.111111,0.413033,0.493848,0.474231,0.388266,0.364422,0.462431,0.491608,0.420774,0.456825,9
-210.561,0.981051,0.0558157,6,63,0,215.613,-0.363468,0.0612795,-0.454746,0.000222456,0.251778,-0.497022,-0.987205,-1.09462,-1.32772,-2.51743,0.39183,9,0.111111,0.415941,0.367804,0.410141,0.434181,0.36396,0.320759,0.31166,0.29241,0.205891,9
-203.787,0.999635,0.0553847,5,31,0,212.913,0.00917722,-0.229733,1.17061,-0.102481,-1.09364,-1.69557,-0.885291,-0.210675,-0.824797,-2.53183,0.68225,9,0.111111,0.463177,0.691645,0.48482,0.32367,0.240923,0.355531,0.466412,0.365043,0.152108,9
-200.28,0.999208,0.0573808,6,63,0,207.65,-0.835314,0.898975,1.64222,1.14323,0.213213,0.107596,0.161678,2.18103,-0.0717003,-0.337276,0.783174,9,0.111111,0.467232,0.610836,0.515004,0.338871,0.320593,0.329888,0.705331,0.290807,0.249841,9
-200.102,0.985817,0.0593531,6,63,0,204.533,-0.453415,-0.0651105,0.887219,0.960292,-0.603071,-0.638954,0.947948,0.178559,-1.44147,0.236187,0.7794,9,0.111111,0.376563,0.559242,0.573229,0.284256,0.2786,0.570874,0.422079,0.171235,0.433072,9
-204.181,0.971884,0.0594984,5,31,0,207.346,-0.349381,-0.444803,0.476685,0.707918,0.329173,-1.06081,-0.371562,-1.27206,-1.64122,0.147761,0.458559,9,0.111111,0.365088,0.467348,0.493811,0.450553,0.302415,0.372907,0.282379,0.249369,0.430056,9
-203.809,0.996988,0.0577664,5,31,0,206.781,-0.327479,-0.125398,0.609528,0.605613,0.267942,-1.12002,-0.118417,-1.06039,-2.16378,0.184106,0.48457,9,0.111111,0.40414,0.491971,0.491497,0.45075,0.295211,0.404955,0.301259,0.201655,0.440714,9
-202.061,0.994956,0.0593824,5,63,0,210.751,-0.437578,1.23089,0.740064,0.97812,-0.689392,-0.4313,-0.52403,0.26786,0.312167,-0.0724319,0.656858,9,0.111111,0.591687,0.512132,0.551048,0.291025,0.327199,0.313934,0.434962,0.442128,0.381035,9
-206.813,0.994364,0.0607343,6,63,0,209.234,-0.332583,-2.06224,1.62639,0.150081,0.277926,-0.870197,0.202559,0.627613,-0.553972,-1.26988,0.26037,9,0.111111,0.295353,0.522704,0.427146,0.43531,0.363743,0.430492,0.457808,0.383003,0.340016,9
-204.759,0.99672,0.0620078,6,63,0,213.321,-0.41852,0.998464,1.46459,0.908292,0.233812,-1.10143,0.371207,2.13134,0.651925,-0.347483,0.280413,9,0.111111,0.465421,0.498043,0.459136,0.412666,0.325771,0.422034,0.544664,0.441343,0.373798,9
-202.219,0.995412,0.0636152,5,47,0,209.722,-0.223435,0.745802,1.01458,0.263406,-1.47769,-1.08831,-1.02586,-0.326823,-0.474662,-0.737862,0.418122,9,0.111111,0.522086,0.550028,0.471705,0.301263,0.3366,0.342456,0.410938,0.396062,0.370062,9
-202.962,0.96991,0.0650458,5,31,0,206.513,-0.149189,0.66385,0.917834,0.256581,-1.38123,-1.11817,-0.99756,-0.114218,-0.41881,-0.875652,0.349938,9,0.111111,0.520767,0.542893,0.485154,0.346936,0.368076,0.377946,0.452851,0.426597,0.388027,9
-203.12,0.982495,0.0628539,5,31,0,207.945,-0.539723,0.606107,2.49693,1.35516,-0.547516,-1.25118,-0.602857,0.333866,0.176808,-0.580802,0.317206,9,0.111111,0.413998,0.562747,0.472563,0.328848,0.281587,0.324986,0.393215,0.381393,0.326522,9
-201.11,0.993888,0.0624466,5,31,0,207.301,-0.641702,0.39129,1.25876,1.52588,-0.653682,-0.570152,0.0691509,0.340242,0.381775,-0.808731,0.608316,9,0.111111,0.40043,0.530965,0.571143,0.261276,0.271202,0.354427,0.392998,0.399041,0.243485,9
-208.121,0.984037,0.0635939,5,31,0,211.946,-0.313947,-0.737304,1.26381,1.9929,-1.10296,-1.99208,-0.769463,2.63957,-1.67688,0.159582,0.377601,9,0.111111,0.356095,0.540727,0.607919,0.325101,0.256134,0.353315,0.664354,0.27946,0.436916,9
-205.495,0.998334,0.063375,5,31,0,213.025,-0.317197,0.0278835,2.8581,1.27039,-0.205846,-1.56808,0.188827,1.45134,-1.89881,-1.22752,0.358678,9,0.111111,0.423799,0.669946,0.534561,0.40347,0.293254,0.437954,0.550667,0.269284,0.319193,9
-212.152,0.94835,0.0651218,5,63,0,218.124,-0.251481,1.51236,-0.730862,2.1202,0.562944,-1.29128,0.560941,0.634125,0.544764,-1.87289,0.180218,9,0.111111,0.505268,0.405356,0.532608,0.462563,0.381263,0.462473,0.465754,0.461749,0.356862,9
-205.807,0.999331,0.0601081,5,63,0,216.759,-0.463608,-0.654559,2.84518,-0.195247,-0.727827,-0.613443,0.316388,-0.0438883,-0.692288,0.329047,0.286258,9,0.111111,0.342769,0.586823,0.372969,0.338059,0.345425,0.407807,0.383157,0.34034,0.408682,9
-201.113,0.98551,0.0618783,5,63,0,209.228,-0.621288,0.220685,1.10467,1.6518,0.378436,-0.545134,0.0640931,1.14721,-0.804638,-1.39388,0.761265,9,0.111111,0.388579,0.554695,0.653887,0.417463,0.261869,0.360661,0.56268,0.225512,0.156778,9
-203.198,0.986701,0.0618379,5,31,0,206.269,0.00145271,0.441189,0.906935,-0.0548374,-1.28318,-1.26199,-0.151502,1.6904,-1.95638,0.0100431,0.675908,9,0.111111,0.574358,0.648957,0.491098,0.296117,0.299111,0.474784,0.758414,0.210671,0.50206,9
-200.216,0.997756,0.0619447,5,31,0,206.773,-0.352282,0.558447,1.53642,0.62929,-0.0320703,-1.05455,0.437174,0.646762,-1.2226,-0.299517,0.398976,9,0.111111,0.467676,0.564812,0.474719,0.409731,0.315826,0.455652,0.476458,0.30152,0.384194,9
-201.764,0.987635,0.0634937,6,63,0,204.595,0.157196,-0.886776,0.296735,0.117229,-0.516193,-1.217,-0.832965,0.582804,-0.820872,-0.910636,1.27462,9,0.111111,0.274262,0.630746,0.576059,0.377364,0.198767,0.288124,0.710959,0.291296,0.268251,9
-203.164,0.998531,0.0637005,5,63,0,207.674,-0.156686,0.963214,1.6933,0.901801,-0.635343,-1.24251,-0.490146,0.623379,-0.760929,-1.03742,0.699394,9,0.111111,0.626441,0.736449,0.616337,0.354106,0.263921,0.37766,0.569375,0.334283,0.292711,9
-202.105,0.999993,0.065355,5,63,0,207.049,-0.428588,0.420177,1.04064,1.30735,-1.14953,-0.878675,-0.237151,0.491645,-1.5504,-1.11545,0.350789,9,0.111111,0.430161,0.484119,0.507503,0.303258,0.3237,0.374777,0.436317,0.274392,0.30579,9
-204.966,0.998241,0.0672281,6,63,0,206.215,-0.153832,-0.678601,0.480681,-0.721796,-0.159956,-0.749569,-0.667626,-0.439957,0.116601,-0.550675,0.526995,9,0.111111,0.374853,0.524851,0.369534,0.440748,0.366131,0.37621,0.404756,0.47692,0.39078,9
-206.583,0.909582,0.0688788,5,31,0,212.282,-0.168268,-0.6989,0.216662,0.613385,-0.282292,-1.70726,-1.10361,0.13512,0.411787,-1.99854,0.240109,9,0.111111,0.416762,0.470971,0.494753,0.44126,0.359348,0.393349,0.466096,0.482658,0.34341,9
-209.362,0.990172,0.0588845,6,63,0,214.802,-0.10311,0.901621,1.368,-0.903552,0.0897603,-2.08687,-0.092937,0.259696,-2.92648,0.371004,0.294774,9,0.111111,0.540577,0.574477,0.408673,0.480847,0.327775,0.46742,0.493361,0.275726,0.501563,9
-213.751,0.901371,0.0593626,6,63,0,221.061,-0.601588,1.82991,0.915863,0.372237,-1.61127,-2.41361,-0.548665,1.89292,-1.86728,0.797233,0.22819,9,0.111111,0.454124,0.403092,0.373637,0.275027,0.24006,0.3259,0.457691,0.263534,0.396596,9
-213.471,0.994134,0.0500199,6,63,0,219.519,-0.60335,0.914501,1.20176,1.45974,-1.16581,-1.79713,-1.39361,1.69516,-2.49868,1.48582,0.443706,9,0.111111,0.450765,0.482477,0.511085,0.245895,0.197698,0.227637,0.537132,0.152901,0.513976,9
-208.733,0.999815,0.0508538,6,63,0,220.259,-0.0576224,1.01516,2.25499,1.75041,-0.546887,-2.25527,0.839738,-0.349366,-1.11429,-0.896795,0.30193,9,0.111111,0.561902,0.650952,0.615591,0.444543,0.32332,0.548824,0.459314,0.40274,0.418632,9
-214.275,0.962886,0.0522769,6,63,0,218.883,-0.680716,1.6721,2.46696,0.716294,0.117739,-2.66154,0.438226,-0.666658,-0.937988,-2.0619,0.164152,9,0.111111,0.399814,0.431494,0.362822,0.340428,0.246454,0.352338,0.312137,0.302655,0.265187,9
-214.184,0.999392,0.0499175,6,63,0,222.773,-0.261239,1.81557,2.50877,-1.05868,0.134726,-1.95774,-0.746525,-0.992003,0.190604,-1.04506,0.0762502,9,0.111111,0.469338,0.482521,0.415333,0.437586,0.398788,0.421124,0.416568,0.438635,0.415585,9
-208.116,0.999951,0.0512506,5,63,0,218.416,-0.477224,0.209393,-0.0840733,-0.749173,0.382425,-0.845361,-0.603918,0.429739,-1.24268,0.83681,0.176388,9,0.111111,0.391672,0.37941,0.352203,0.398968,0.348342,0.358071,0.40097,0.332607,0.418333,9
-206.376,0.997805,0.0526581,6,63,0,214.12,-0.416748,0.0686682,0.850275,1.37832,0.453956,-1.37975,0.335763,1.74908,-1.74363,-0.335985,0.184437,9,0.111111,0.400332,0.435382,0.459456,0.417506,0.338223,0.412214,0.476479,0.323368,0.382555,9
-206.446,0.997835,0.0538576,6,63,0,210.45,-0.621504,0.828571,1.06272,-0.208197,0.337365,-0.237583,0.0784982,-0.604069,0.677438,-0.38251,0.287547,9,0.111111,0.405343,0.42167,0.335956,0.371802,0.334073,0.354588,0.311053,0.394912,0.324867,9
-217.941,0.964394,0.0550699,5,63,0,224.234,-0.240774,1.5113,-0.275721,-0.970283,1.53958,-1.45598,-1.73524,2.29748,0.818303,1.10353,0.0436739,9,0.111111,0.456418,0.437131,0.429682,0.456725,0.424491,0.421515,0.464949,0.44892,0.452004,9
-216.261,0.999979,0.0527543,6,63,0,221.112,-0.397572,0.188626,1.3003,2.01727,-2.73524,-0.943465,1.50962,-1.06011,-1.84777,-1.92183,0.0828321,9,0.111111,0.405657,0.428037,0.442634,0.348841,0.383263,0.432287,0.380982,0.365719,0.364297,9
-202.109,0.99982,0.0541483,5,31,0,218.485,-0.423632,0.632893,1.31333,1.91987,-0.382708,-1.21829,1.02138,0.131289,-1.22179,-0.886643,0.484857,9,0.111111,0.470841,0.553085,0.624157,0.352244,0.266134,0.51789,0.410965,0.265802,0.298693,9
-204.072,0.951961,0.0555433,5,31,0,206.889,-0.631981,0.956721,0.996863,1.42948,0.0905763,-0.841357,1.18228,0.309549,-2.14997,-0.617486,0.41014,9,0.111111,0.440387,0.444448,0.488578,0.355527,0.273476,0.463297,0.376361,0.180381,0.292094,9
-201.498,0.996459,0.0519688,6,63,0,206.965,-0.253552,0.15003,0.937179,0.810724,-0.645494,-0.957228,1.66698,0.634124,-1.65116,-1.061,0.464135,9,0.111111,0.45415,0.545232,0.530645,0.365134,0.332292,0.627184,0.510191,0.265045,0.321694,9
-205.315,0.999046,0.0529543,5,63,0,208.607,-0.448635,1.50447,1.61348,2.13064,-0.290638,-1.10272,0.682913,-0.434419,-1.51703,-1.32377,0.46342,9,0.111111,0.561824,0.574219,0.631521,0.358169,0.276947,0.467008,0.343,0.240187,0.256909,9
-201.323,0.999886,0.0542097,5,63,0,209.039,-0.304835,-0.0888596,1.15515,1.03082,-0.97201,-1.09369,-1.73626,0.735521,-0.32935,-1.18546,0.605601,9,0.111111,0.411287,0.59742,0.579186,0.290391,0.275444,0.20484,0.535092,0.376533,0.264492,9
