# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1929026750
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_2.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/c19zones_unadjusted_diag_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_sigma.1
-212.22,0.998881,0.0174094,7,127,0,214.489,-0.39307,1.42888,0.383066,-0.899029,-1.47175,1.62846,1.20531,-2.06601,-0.426433,-0.76997,1.24686,0.666194,0.436251,-0.804286,0.418757,-0.867001,11.8575,1.22503,0.0961589,-0.692355,-1.31878,2.69022,1.82669,0.792561
-213.511,0.999871,0.0175288,7,127,0,217.701,-0.826278,1.10687,1.7405,-1.65326,-1.19068,-0.0500774,2.51221,-1.65036,-0.966918,-0.746415,0.871446,-0.0349587,1.1054,-2.17259,-0.401714,0.157403,-10.0624,0.410972,0.966726,-1.5205,-1.61651,-0.38396,2.83569,-1.80814
-206.77,0.999366,0.0179159,7,127,0,215.558,-0.510482,1.22552,-0.131125,-0.38212,-0.700341,-0.686279,0.290436,-1.66157,1.03953,0.452968,1.45874,-1.44315,-1.02295,0.361333,3.2966,-0.184754,-5.3695,0.855467,-0.992396,-0.0959049,-0.565176,-0.473673,-0.0346659,-1.59509
-203.991,0.999993,0.018445,6,127,0,209.066,-0.56346,0.376234,0.45144,-0.414262,0.157604,-0.177741,0.0257722,0.0483595,-0.103887,1.02595,-1.02217,0.172754,-0.616505,-0.656653,-0.0602757,-2.68271,-2.15995,-1.07527,1.37515,0.514589,2.95,-0.70786,-4.31316,-0.0418545
-205.338,0.99327,0.0191529,6,63,0,211.204,-0.575196,0.739793,0.226873,0.494827,-0.113461,-0.20253,0.480329,-0.662821,-0.913242,-0.455642,0.827623,-0.589989,1.46274,-1.06317,-1.57363,1.97743,-0.263288,-0.0409548,-1.64409,1.49699,0.292182,0.0736205,1.60884,-0.550666
-205.182,0.999877,0.0195732,7,127,0,207.162,-0.462737,0.363722,0.484462,-1.73487,-0.239094,-0.19822,0.0890164,-0.748692,-0.358669,-0.151945,-0.0700794,-0.520151,-0.0896363,1.01499,1.42476,0.681058,0.120748,-0.589592,0.0555933,-1.48943,0.345699,0.942655,-0.22393,-1.90116
-206.876,0.995603,0.0204925,7,255,0,208.281,-0.386662,0.907919,0.112744,0.631787,-0.253441,-0.419104,0.477898,-0.566841,-0.505206,0.206456,0.372341,-0.78132,-0.978036,-0.278363,0.142671,0.841914,12.0357,1.00621,-1.02138,2.02204,0.650897,0.356961,5.49046,2.24807
-206.443,0.998272,0.0212317,7,127,0,210.124,-0.269179,0.872843,0.513027,-1.87873,-0.130064,-0.330366,-0.368858,-0.63012,1.2843,-0.763661,-0.118874,0.274357,0.282392,1.43728,0.825675,1.48715,8.13406,1.15179,1.60486,-1.59372,1.54761,1.88769,-1.44542,-0.7532
-205.23,0.999895,0.022221,7,127,0,207.982,-0.668985,0.627905,0.521414,-0.328697,-0.202726,0.346285,0.686714,-0.684646,0.646879,0.161083,-0.317915,-1.62549,0.36365,-0.704621,1.14803,0.607781,0.589316,-0.547516,-0.994944,0.235334,-0.328105,2.05274,1.86791,-0.782351
-207.296,0.998763,0.0234005,7,127,0,209.359,-0.342114,0.520751,0.780578,-1.07032,-0.272336,-1.82343,-0.32971,-1.45348,0.214565,-0.0788497,-0.946339,-0.396583,1.26845,1.0861,-0.0119406,-0.481886,0.714721,0.134501,0.782591,-0.721384,0.33484,-2.0039,-0.474082,-1.12798
-207.558,0.997635,0.024578,7,127,0,211.651,-0.481193,0.541324,-0.349821,0.223599,0.486152,0.434588,0.38939,-1.51926,1.01784,0.825871,-0.478704,-0.888751,1.43557,-1.54257,-0.327182,-0.949692,2.14689,0.0196093,-1.39969,0.607749,1.11018,1.55356,0.409045,0.186939
-209.587,0.99815,0.0257399,7,127,0,212.786,-0.518255,-0.449018,-0.331643,-0.384449,0.954041,-0.858399,-0.516216,-3.48305,0.193877,-0.0220162,-1.2904,0.364256,1.49229,0.876197,-0.0944313,1.24838,-6.15454,-0.548197,-0.468502,-0.335506,1.01316,-0.778647,-0.641099,-0.845772
-213.459,0.993256,0.0270031,7,127,0,215.163,-0.607365,1.30408,1.00008,0.176387,-1.16108,0.1033,0.750142,-5.64726,-1.03639,0.725217,0.555586,-0.352248,0.174546,-1.10377,0.0352286,-0.354734,-11.5793,1.29148,0.981295,0.181571,-1.15769,0.109063,0.728501,-1.05034
-220.856,0.999048,0.0279267,7,127,0,224.819,-0.29184,-2.05236,-0.714718,-2.12807,-0.331724,-0.734475,-3.69133,-3.86033,-1.09642,-0.697268,-0.789832,0.452712,1.28608,0.0601905,0.370983,1.9006,8.34426,-2.0996,-0.752761,-2.08771,-0.258458,-0.599837,-3.67243,-1.13366
-211.687,0.999868,0.0293685,7,255,0,223.158,-0.570832,0.395977,0.70399,1.31484,1.07292,0.231522,0.207071,-4.72509,0.195195,-2.0568,-0.583883,-1.81446,-0.0069214,-0.643859,-3.80389,-0.394776,-8.82282,0.36581,0.660744,1.32855,1.08489,0.251228,0.161892,-1.00743
-217.973,0.998627,0.0309444,6,63,0,220.399,-0.410935,0.0853781,2.99403,0.436422,1.11124,-1.23028,1.76339,-5.86376,1.18754,0.386414,-0.493091,1.247,0.705575,0.77492,-0.512175,0.366638,2.81509,0.0779179,2.98561,0.441514,1.11857,-1.21706,1.76279,-1.02997
-218.537,0.99365,0.0324723,4,15,0,219.233,-0.371271,0.118935,3.08702,0.453405,1.08079,-1.38405,1.70032,-5.90755,0.95528,-0.115883,0.0405109,-0.00619562,0.260806,0.419863,0.468357,0.036784,5.75862,0.11234,3.08026,0.458461,1.08869,-1.36967,1.703,-1.02346
-213.015,0.99984,0.0335831,7,127,0,222.859,-0.404422,-1.67214,-2.24316,0.606436,0.161793,0.401099,0.453546,-3.63853,0.710662,0.922674,-2.18737,-0.92539,-1.39702,1.31289,-2.23897,2.00053,2.74338,-1.74616,-2.3402,0.654511,0.231287,0.532201,0.458693,-0.536948
-211.707,0.97087,0.0353214,6,127,0,217.437,-0.332295,-1.11039,-0.918787,1.85608,0.105553,-0.117323,0.465466,-3.43729,2.08077,-1.32506,-2.11893,-0.388317,0.17002,0.623398,0.261107,-0.498584,8.4699,-1.1879,-0.998338,1.92121,0.20938,0.0731203,0.546118,-0.66165
-210.791,0.971103,0.0342675,7,127,0,217.225,-0.537787,0.351093,0.646849,-2.43878,-0.421144,0.110048,-0.255262,-2.8535,2.46833,1.78129,1.03672,0.213049,0.276938,-0.310578,-0.281519,1.49309,-6.93077,0.169055,0.408852,-2.3606,-0.34365,0.271566,-0.52093,-1.29794
-212.915,0.994628,0.0332846,6,127,0,217.234,-0.394729,0.641712,0.794462,-2.09927,0.258364,-1.04276,-0.929214,-4.60975,1.37887,0.131833,-0.124686,1.37324,0.78644,-1.13082,-0.485994,-1.63854,3.45856,0.616691,0.76683,-2.08152,0.285328,-0.994921,-0.930754,-1.1068
-211.593,1,0.0344794,7,127,0,215.154,-0.466779,-0.698515,-0.483181,1.89975,-0.0513557,1.32829,0.644322,-2.29872,0.255927,0.487546,-0.44476,0.656697,-0.941567,-1.31917,1.22331,1.43744,1.92822,-1.02507,-0.915069,2.10252,0.155581,1.92721,0.634553,0.701012
-210.54,0.995752,0.0362156,6,127,0,215.332,-0.484604,0.497917,1.4685,1.31784,1.2246,0.507773,0.502638,-2.79682,0.873942,-1.21214,-1.5324,1.51138,-0.660006,1.43426,0.409495,0.242195,0.521543,0.324391,1.29314,1.42777,1.381,0.753581,0.400754,-0.872899
-209.375,0.992452,0.0375775,7,127,0,216.758,-0.329007,0.242866,-0.813892,-1.60645,-1.82221,-0.698224,-0.701351,-1.72595,0.936973,-1.0994,1.29014,1.56009,1.31196,-2.22459,1.05593,-0.892525,-1.67467,-0.111398,-1.493,-1.34718,-1.70902,0.0199735,-0.998157,-1.27135
-207.156,0.998752,0.0386247,6,63,0,212.324,-0.245463,-0.390398,0.342136,-0.460189,-1.13008,-1.69802,-0.17289,-0.883968,0.257283,0.622428,1.26708,1.14061,2.11178,1.4376,-0.669265,-0.0493702,-0.965833,-1.46724,0.631234,0.262622,-1.05209,-3.05065,0.86908,1.62834
-208.817,0.997016,0.0403422,6,63,0,211.482,-0.450355,2.05293,0.364535,-1.04297,-1.13199,0.444009,-0.379085,-1.35073,-0.634255,0.801609,-0.28822,-0.14584,1.065,0.499068,1.47353,-0.790925,-0.236735,2.03413,-0.257872,-0.708556,-1.14354,1.98153,-1.54292,-0.218275
-209.888,0.996613,0.0419118,6,63,0,212.524,-0.378107,1.12638,1.32824,-1.86606,0.204043,-0.252097,-0.469755,-2.41968,-0.0314678,1.65458,-0.217922,-0.378874,-1.11061,0.90876,-0.525601,-0.0783785,5.22477,0.952947,1.21872,-1.72635,0.468491,0.181925,-0.526602,-1.54133
-208.997,0.995358,0.0434653,6,127,0,213.778,-0.267315,-0.0184403,-1.13417,0.98073,-1.11567,-0.823706,-0.169096,-1.21644,1.14893,1.0996,-0.875026,-0.875625,-0.138214,0.760548,-2.06637,-0.795663,1.71557,-0.588276,-2.71073,1.7335,-0.800343,0.0996662,0.573338,0.595219
-209.42,0.977622,0.0448995,6,63,0,213.308,-0.532633,0.366902,-0.324823,-0.556354,-2.13545,-0.00541339,0.35689,-2.17569,-1.16805,-0.468991,-1.57225,1.64239,-0.0178191,-0.621477,-0.386578,0.696688,-7.32493,0.0232375,-0.884812,-0.387519,-2.1669,0.309509,0.0370996,-0.973282
-207.446,0.999797,0.0443021,6,63,0,212.141,-0.543095,0.959719,0.564477,-0.613133,-1.26603,-0.80456,0.623064,-1.83002,0.588895,-0.806755,-1.47088,-0.02772,-1.87041,1.25642,-0.193107,-1.05488,-5.96946,0.555867,-0.00694151,-0.386244,-1.27625,-0.700779,0.407445,-1.89374
-208.288,0.996964,0.0462368,6,63,0,210.438,-0.525302,-0.606439,-0.163907,0.906022,0.0683529,-0.658605,0.441842,-2.30292,0.721238,0.444088,0.140137,-0.0514214,-1.13083,-0.814744,0.96114,-0.833915,-5.79738,-0.955425,-0.624778,1.08106,0.237212,-0.470968,0.19313,-0.676193
-210.868,0.992528,0.0478756,6,63,0,212.506,-0.342621,-0.100584,-0.219682,-0.4063,-1.20243,-1.84806,1.37442,-2.83746,0.71508,0.791644,0.404071,-0.988959,-0.110377,0.614131,-0.558853,0.544525,7.65108,-0.235972,-0.360107,-0.29701,-1.05376,-1.60946,1.6219,-1.22091
-207.115,0.984403,0.0489938,5,63,0,213.287,-0.637207,-0.0231448,1.1949,0.256883,-0.464548,-0.302072,0.683004,-1.59448,-1.08789,-0.345274,-1.12037,-0.480583,-1.05483,-1.84361,1.15954,-1.92339,-8.47191,-0.786246,0.612287,0.562295,-0.45535,-0.250661,0.0721399,-1.83405
-207.278,0.972575,0.0491152,6,63,0,210.548,-0.131314,0.761683,-0.344024,-1.73503,-0.693797,-0.789648,-0.499572,-0.00154355,-0.320573,1.8512,-0.622347,0.0275166,0.590336,-1.05396,-0.886737,0.61325,-11.726,3.45596,-4.16417,-1.79501,-1.326,-3.6895,-7.35847,9.62392
-207.977,0.999997,0.0478167,6,63,0,210.882,-1.01629,0.197207,1.38737,-0.708712,0.448917,0.448426,0.806495,-0.621415,-0.466577,0.824855,1.07332,1.512,-0.374684,0.499944,0.450193,-0.939076,-13.626,-2.47502,0.653001,-0.500255,0.299881,-0.0211089,-2.15051,-4.81864
-208.845,0.989882,0.0497831,6,63,0,214.062,-0.466443,-0.7166,0.983623,-0.412351,-0.451286,0.482424,0.503155,-0.770063,0.62134,1.12184,1.30536,-0.587698,1.817,0.793365,1.17476,1.19602,11.3398,-2.79144,1.84569,0.23089,-0.234628,3.93082,2.87371,4.2911
-207.818,0.997817,0.0505382,5,31,0,210.686,-0.732297,-0.449044,1.15308,-0.282529,-0.649357,-0.173351,0.669216,-1.13657,-0.184431,-1.12795,-0.242547,-0.293026,0.311536,1.77883,-0.264945,0.976059,-12.9867,-1.99831,0.357433,0.0820148,-1.11601,-0.511884,-0.477906,-1.4098
-209.799,0.997966,0.0522733,6,63,0,211.635,-0.244348,-0.465489,-0.945486,0.338161,0.0441709,-0.869599,0.140142,-2.77645,-0.389702,1.26364,-0.287433,-0.114774,0.390066,0.0197854,-1.15482,-0.583881,13.7259,-0.585406,-1.05515,0.469581,0.290489,-0.462605,0.454762,-1.03275
-209.578,0.999165,0.0540527,6,63,0,212.008,-0.324998,1.02585,0.611548,0.196861,-1.35891,0.373376,0.646515,-2.6108,0.989148,0.77916,1.24644,-0.393949,-0.347525,0.763884,0.0319838,0.927251,11.0941,0.893314,0.502944,0.340939,-1.17947,0.854808,0.921729,-0.986694
-211.494,0.994216,0.0560168,5,31,0,213.894,-0.400837,0.538849,1.12672,0.791869,-2.25551,0.598505,0.134587,-1.05948,-1.15031,0.485537,0.0832913,0.308278,-1.26168,1.21506,0.146871,-0.222318,8.74768,-0.0225289,1.77548,1.58192,-3.30393,3.46556,0.609745,4.54536
-208.437,0.994367,0.0573415,6,63,0,216.614,-0.40615,1.18431,0.269077,-0.196622,-2.05306,-1.03029,0.538993,-1.63481,1.28638,0.859449,-1.36027,-1.74791,1.18881,-2.57826,0.533566,-0.841886,1.67557,0.907904,-0.194125,0.141627,-2.15175,-0.71185,1.12652,-1.13229
-210.573,0.948321,0.0586903,6,63,0,214.068,-0.255499,-0.0967298,1.34636,0.0995462,1.43791,-0.600589,-0.257066,-2.19048,0.457156,-0.103174,-1.41166,1.29208,-0.264248,1.21839,-0.329482,1.20211,15.4918,-0.308149,1.42355,0.331604,2.01916,0.0864165,0.138389,-0.419136
-208.73,0.999817,0.0539436,6,63,0,212.092,-0.41447,0.58783,1.18473,-0.25154,0.564405,-0.88575,0.113237,-2.97887,-1.72394,0.705358,-0.693651,-0.396679,-1.49446,-0.0721419,0.463466,-0.40298,2.87028,0.460983,1.0636,-0.161867,0.704804,-0.685612,0.0980355,-1.28953
-209.422,0.997654,0.0558987,5,63,0,216.473,-0.472333,1.26934,0.424177,-0.134969,1.16649,-0.792013,-0.378573,-3.00914,0.372265,-1.87522,2.35718,-0.362285,-1.60764,-0.387419,1.41867,-0.108929,-2.10882,1.14001,0.249107,-0.052215,1.29101,-0.638294,-0.515906,-1.12476
-209.801,0.989076,0.0576016,6,63,0,212.144,-0.376623,0.406367,0.96381,0.165529,-0.547662,1.29987,0.433825,-3.21616,-0.435838,1.362,0.634175,-0.0120017,1.13918,-0.209423,-0.333917,-0.886217,6.91085,0.311248,0.87618,0.240124,-0.441127,1.54502,0.482588,-0.789185
-213.339,0.997213,0.0581742,5,63,0,216.363,-0.546583,0.54553,-0.135798,0.649175,-1.01664,1.4551,-1.43881,-5.35729,0.173922,-0.137425,-1.1697,0.173314,0.0331638,-0.68606,-1.31922,-1.54563,-7.47009,0.530033,-0.157833,0.656583,-1.00991,1.4677,-1.46066,-0.953022
-209.772,0.909155,0.0598295,6,63,0,220.747,-0.356856,0.020705,1.12048,-0.781975,0.0108605,-1.69884,1.20634,-1.45102,-2.34974,-1.00181,-2.40258,-0.478614,3.00926,-0.098081,0.352799,0.483419,12.3017,-0.525092,1.31314,-0.412399,0.718415,-1.83407,3.58387,2.25543
-210.176,0.999807,0.0504305,6,63,0,213.116,-0.60344,-0.284615,-0.622121,-0.676332,0.968375,-0.0467309,-0.000906017,-3.60567,-0.396107,0.221678,-0.81321,0.830498,-0.354694,1.59623,-1.2385,-0.339099,-11.489,-0.38276,-0.771955,-0.637057,1.00169,-0.00138864,-0.166611,-0.847954
-209.953,0.999606,0.0521787,6,63,0,215.502,-0.47668,-0.677268,1.98701,-0.353893,-0.569348,-0.101513,-0.758402,-1.27981,-1.02074,-1.15618,-0.00417663,-0.343496,1.45413,1.11554,-1.93346,1.227,-4.39106,-1.75296,2.80685,0.0689246,-0.353339,0.793371,-3.12482,3.0669
-210.8,0.996755,0.0539325,6,63,0,213.833,-0.402448,0.0375454,-0.554816,-1.06176,0.613241,0.332861,0.75417,-4.86945,-0.329888,0.858325,-1.82416,0.713983,0.270633,-0.228166,0.641204,-0.920186,3.41215,0.0177116,-0.577963,-1.048,0.633687,0.370402,0.754697,-0.969396
-211.633,0.923902,0.055364,6,63,0,218.115,-0.593211,0.0500981,-1.4397,0.68846,1.33054,-0.0985647,1.41586,-2.15679,-2.26199,0.108136,1.21903,0.809685,-1.17355,-0.581803,-1.29041,1.52109,-6.46858,-0.354631,-2.25713,0.875947,1.59955,0.094687,1.30851,0.588234
-210.559,0.995504,0.0483943,6,63,0,214.971,-0.520416,0.110405,1.52969,0.191278,0.473742,-0.104498,-1.55406,-3.13591,0.733996,-0.102379,-1.80246,0.761803,1.43033,0.126782,1.53479,0.165903,-6.53134,-0.0264332,1.37415,0.26181,0.553612,0.0216881,-1.79952,-0.789969
-211.694,0.99779,0.049544,6,63,0,213.283,-0.317169,0.478987,1.94602,0.608976,0.639422,0.117941,-1.64482,-2.68417,-0.0405617,0.777881,0.54407,0.805335,0.199455,0.421945,0.199358,1.16997,8.5456,0.343562,1.92572,0.746948,0.891335,0.552401,-1.70831,-0.635303
-209.377,0.984899,0.0509521,6,63,0,215.556,-0.497222,0.0102674,-0.55478,-1.05929,-1.58699,-0.90347,1.14509,-1.51145,1.6225,0.282289,1.95329,-0.0522371,-0.754048,-0.301433,-1.05509,-2.01364,-3.52056,-0.661814,-1.76943,-0.778041,-1.76347,-0.841007,2.19766,1.01854
-209.024,0.996615,0.0509361,6,63,0,213.839,-0.377045,1.14314,0.759376,-1.52973,0.22505,-0.960187,-1.21989,-1.82692,-0.551671,-0.316785,-0.42081,0.879966,0.200266,1.25607,1.18843,-2.28999,-0.902351,0.900067,0.571345,-1.29748,0.728795,-0.50957,-2.05992,-0.909596
-206.37,0.979701,0.0522114,5,31,0,210.744,-0.455702,0.345182,-0.269135,-1.41259,-0.359058,-0.905235,0.336021,-0.70749,-1.20129,-0.845664,-0.482048,0.829091,-0.927678,0.451859,1.17864,1.79304,-5.42403,-0.635219,-2.80715,-1.07696,0.0326565,-2.216,1.98908,0.964801
-208.648,0.966108,0.0515961,6,63,0,210.381,-0.86879,1.72217,1.21062,-0.150443,0.400468,0.163026,0.0604912,-0.743838,0.0319822,-0.135167,-1.01622,-1.04254,0.474809,-0.604134,-0.839583,-0.17571,-15.6732,1.35913,0.430469,0.30863,0.611791,-0.361446,-5.97856,-2.52964
-207.413,0.999467,0.0495352,5,31,0,210.144,-0.664408,1.8945,1.02315,-0.476216,0.285715,0.234626,0.532304,-0.358465,1.26337,0.234399,1.03161,0.877645,0.644838,0.253891,-1.22073,0.0696562,14.3819,3.87998,2.86178,0.143221,1.76643,2.53206,2.82417,7.22853
-208.219,0.966484,0.0510477,5,31,0,212.383,-0.983864,1.63927,0.680524,-0.132397,-0.071228,0.213706,0.720992,-0.740812,0.35743,-1.19265,-1.17421,1.32313,-1.33169,-0.0282526,1.00811,-0.926716,-19.198,0.896101,-2.1592,0.25787,-1.01258,-0.923109,-2.69138,-6.36188
-205.979,0.999376,0.0490584,3,15,0,208.806,-0.832323,1.64203,0.627541,-0.127381,0.0386084,0.261744,0.853375,-0.676175,1.84593,-0.067387,-0.221914,0.00950908,0.787569,0.340776,0.947109,0.748162,-4.85843,1.39509,-1.54787,0.395175,-0.241703,0.385401,0.862316,-2.29948
-206.587,0.992032,0.0505191,5,31,0,211.714,-0.708591,1.60566,0.943366,-0.439249,-0.482455,0.540463,0.880015,-0.999522,-1.08303,0.290372,-1.32285,1.24284,1.96102,-0.958334,-0.0422027,0.967167,-0.725573,1.19462,0.0347389,-0.046754,-0.878228,1.69731,1.03986,-1.36466
-206.707,0.995885,0.0512116,6,63,0,209.795,0.0821081,0.000476914,-0.231347,-0.915114,-0.524622,-1.56373,-0.792992,-0.503226,0.00307171,-1.84488,1.02175,-0.279542,-0.70414,-0.914278,-0.453706,0.336644,4.91843,-0.0404306,0.541434,0.106869,1.90039,-2.84803,-0.763633,-0.796658
-208.656,0.990894,0.0523147,5,31,0,211.338,-0.329186,0.161866,-1.12376,-1.81396,-0.520458,-0.795675,-0.576111,-1.28326,0.134462,0.243866,0.968098,-0.153945,-0.897795,0.969878,1.23719,-1.02352,-5.08562,-0.387615,-2.71576,-1.50282,0.0475042,-0.0979411,-1.32961,-0.00384615
-209.74,0.97713,0.0528767,6,63,0,213.27,-0.63099,0.268143,1.50124,1.61399,-0.279598,-0.868397,0.290068,-1.89864,0.52125,0.592317,1.9521,0.0111353,-0.666437,1.14692,0.917868,0.157933,-11.1413,-0.258256,1.0507,1.88767,-0.206645,-0.968143,-0.554021,-1.40466
-207.467,0.984884,0.0519468,5,63,0,211.735,-0.353276,0.542424,1.67358,0.19937,-0.395363,-0.63063,-0.0233594,-1.04319,-1.42357,0.329504,-1.30058,-2.05538,-0.133838,0.496502,-0.142246,0.445888,10.406,0.0669546,3.41445,0.906838,0.272573,0.115758,0.380256,1.40475
-210.418,0.999397,0.0518489,6,63,0,213.39,-0.663947,-0.525658,1.96813,-1.00617,0.307252,-0.779093,1.6945,-1.75558,-0.964959,-0.630799,-0.733708,-1.14991,0.569325,0.312602,1.00411,-1.15021,-5.24194,-1.26607,1.62027,-0.813675,0.473737,-0.987831,1.84141,-0.853579
-208.875,0.999961,0.053291,6,63,0,212.134,-0.470359,0.668485,-1.06201,-0.0712723,-0.42261,-1.48197,0.571955,-2.29641,-0.539821,1.78902,-0.303104,0.320287,-0.310696,1.15373,-0.610783,1.01492,-3.64657,0.408077,-1.56725,0.0977527,-0.248175,-1.33674,0.529325,-0.862264
-208.243,0.990186,0.0548139,6,63,0,210.821,-0.390694,-0.376325,0.2042,-0.34574,-0.100259,-0.838073,1.22399,-2.34959,-0.737284,-0.853193,1.53651,-0.206596,0.31914,1.08896,-0.0416171,0.438007,6.34346,-0.634529,-0.0426791,-0.176919,0.151858,-0.47944,1.59199,-0.791607
-211.443,0.964404,0.0552627,6,63,0,213.446,-0.833808,0.09513,0.259858,1.16262,1.36885,0.00315087,1.04165,-1.38231,-0.188407,-0.974048,-0.587661,-0.539019,-0.168941,-0.755029,1.32425,-0.179661,-15.9304,-1.0429,-1.53747,1.55771,1.84941,-0.423172,-0.261532,-1.56596
-209.364,0.993373,0.0529085,6,63,0,214.38,-0.157622,1.12032,0.694112,-1.08077,-2.1111,-0.894766,-0.588,-1.35718,1.51459,0.160478,1.20208,2.43287,-0.33046,0.288124,-0.0972273,-0.38296,12.1643,1.16804,1.27655,-0.63055,-2.04053,0.413419,0.124362,-2.50984
