# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2020433332
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.999
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=20
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/serobayes/include/asymp/job_grouped_unadjusted_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta_0,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,sigma.1,p_beta_0,p_beta.1,p_beta.2,p_beta.3,p_beta.4,p_beta.5,p_beta.6,p_beta.7,p_beta.8,p_beta.9,p_sigma.1,g_beta_0,g_beta.1,g_beta.2,g_beta.3,g_beta.4,g_beta.5,g_beta.6,g_beta.7,g_beta.8,g_beta.9,g_sigma.1
-205.792,0.999762,0.018243,8,255,0,220.504,-0.736873,-0.707648,2.18807,1.60574,0.0038163,-0.414251,-0.658977,0.066767,0.381664,-1.75958,-0.525584,-0.314306,2.41722,0.118978,-0.219896,-2.48638,1.39843,0.569866,2.40952,-0.664431,0.413744,-2.92214,-8.75953,-3.6706,2.65643,1.93901,-0.671652,-1.39454,-1.11772,-1.31719,1.7111,-2.1723,5.0949
-205.125,0.997541,0.0184182,7,127,0,210.545,-0.608069,1.51815,1.17372,0.61638,-0.235391,-1.01079,0.469414,0.65235,-2.41345,-0.463031,-0.502316,-0.765293,0.200612,1.99729,1.01297,0.748836,-0.411077,-0.663694,-0.721513,0.158197,-1.62174,0.924065,-14.7059,3.59122,-0.947019,-1.67194,-1.03602,-5.11465,0.529013,-0.209969,-3.27834,-0.0859056,4.56755
-203.86,0.995755,0.0186846,7,127,0,214.52,-0.151292,-0.829021,0.789862,1.01363,-1.46946,-1.68085,0.0419905,-1.31641,-1.41251,-0.0893687,-0.783567,2.20182,-1.53653,0.489775,-1.16187,1.79716,-0.153546,-0.634841,0.53364,2.44089,-0.382533,-1.57345,-3.85683,-1.62239,-0.336017,1.70555,-2.44143,-1.77577,0.195055,-2.43,-0.795459,0.855728,2.03069
-208.324,0.994231,0.0190163,7,127,0,214.36,-0.179451,-1.64968,2.30496,-0.290743,-0.598788,-1.89517,1.20833,1.49015,-1.55605,-1.2873,-1.26663,-1.72703,1.12288,-0.308321,-0.619037,1.00417,0.769369,0.0855371,2.01066,0.655425,-0.626301,0.936463,5.12047,-2.32401,2.30506,-1.42745,0.39276,-0.538196,1.40582,1.34322,-1.01966,-0.91842,-3.7303
-206.467,0.998939,0.0193913,7,127,0,214.143,-0.500994,1.12783,0.0339828,1.14677,-0.311313,-0.210025,-1.50542,1.42337,0.0178156,-1.56176,-0.565955,1.07742,-0.55911,0.732085,-1.45238,-0.95111,-0.563952,0.733095,2.20708,0.0837049,-1.74656,1.24299,0.200071,2.4735,-5.13759,1.12483,-0.588659,3.88867,-2.05926,1.20173,1.33266,-1.67654,0.831066
-202.654,0.999455,0.0201664,6,63,0,210.172,-0.285352,-0.154329,1.68607,0.320738,-0.581141,-1.12388,-1.15173,1.45497,-1.10058,-1.78588,-0.325405,-1.02734,1.52981,-1.72635,0.457527,-0.580762,1.90461,-1.34955,0.793026,1.14082,-0.845633,0.141988,-4.50797,-0.839042,4.56405,-1.1407,-1.16196,-4.1692,-1.70591,1.78743,-0.704459,-2.11572,9.24684
-207.273,0.990772,0.0210819,7,127,0,211.612,-0.390761,-0.390224,0.465962,1.4454,-1.55888,-0.82829,-0.26373,0.914122,-0.0922219,-2.77844,-1.19714,1.84792,0.237689,-1.03641,0.752922,0.245669,-0.216356,1.26627,-1.01293,0.831301,0.355671,0.106335,-4.57359,-0.877182,-1.62579,1.12726,-2.33096,1.18903,-0.287115,0.542883,0.679795,-2.76768,-2.84406
-206.219,0.999969,0.0215179,7,127,0,210.203,-0.248893,-0.149391,0.817135,1.25977,-1.63228,-0.892311,-0.609429,1.10831,-0.384029,-2.98853,-0.857461,-0.725314,-0.843895,-1.28025,0.803901,-0.236318,0.457502,0.98287,-0.483121,1.01019,0.160075,-1.39072,2.17367,-0.334352,-0.687865,1.79659,-3.07789,2.09023,-0.660773,0.871071,0.709947,-3.14996,-1.57268
-205.437,0.999188,0.0226343,7,127,0,212.607,-0.663708,0.854276,2.20932,0.965781,0.81073,-0.687333,0.504989,-0.24922,0.293174,1.48838,-0.987065,-0.800251,-0.0671229,1.17896,0.997497,-2.17121,-0.63904,-0.566423,0.00477781,1.18372,-2.03803,0.558237,-3.72931,0.616805,1.11112,-0.688644,2.0592,-0.771729,0.473893,-1.16036,1.07863,2.32872,-2.09171
-202.548,0.998903,0.0237817,7,127,0,211.719,-0.300739,0.0112449,0.360524,0.590414,0.121199,-0.961847,0.0283229,1.84452,-0.658993,-2.12442,-0.5636,0.517794,-0.640849,-0.296328,-1.01945,1.67178,-2.35004,-0.531584,0.749149,-2.01105,-1.82132,-0.118069,1.1932,-0.174555,-2.73048,-0.0674575,2.9673,-0.120233,0.111767,2.0903,0.320391,-2.33578,-2.14096
-201.304,0.995362,0.0249854,6,127,0,209.593,-0.432592,1.07834,1.30983,1.28315,-1.07076,-0.667934,-0.517176,0.0939026,-1.18449,-0.661892,-0.682007,1.17462,-0.25544,2.09141,-0.573063,0.961343,-1.097,-0.176707,-1.6548,-0.0477408,2.04958,-1.15326,-0.822587,2.19224,0.161819,1.58627,-2.96542,1.04486,-0.686232,-0.796384,-0.841096,-0.230271,-0.211907
-197.805,0.999365,0.0259878,6,63,0,202.125,-0.353125,0.419048,1.04896,0.568419,0.0478447,-0.708273,-0.74519,0.490937,-0.514023,-0.767544,-0.170807,0.121692,1.70537,0.400104,1.08505,-1.44745,0.138102,-0.306614,-0.701872,-0.728542,-0.0853106,-1.06789,4.75483,1.68419,1.52111,0.338534,3.39156,-1.49444,-1.28204,-0.249695,0.6502,-0.41332,0.62067
-199.171,0.998866,0.0273582,6,63,0,202.901,-0.391781,0.170819,0.851782,0.469916,-0.541331,-0.640578,-1.39805,0.584835,-1.19791,0.0248349,-0.328498,0.422518,-0.654592,-0.344904,-0.0361645,-1.22772,0.0969923,-0.972057,0.236428,-1.33603,1.54002,0.242086,-5.41712,0.0484904,-0.839586,-0.985152,-1.74564,0.340388,-2.12499,-0.0929766,-1.12057,1.22608,-1.84471
-202.203,0.998695,0.0287558,7,127,0,204.911,-0.638149,0.123722,1.83659,1.01737,-0.0260866,-0.380504,0.731434,0.392434,0.305969,-1.27874,-0.0649766,0.67167,-0.952425,0.347866,0.0998042,-0.2866,-0.0474287,1.68583,0.9015,-0.407739,0.130682,0.0593465,3.1305,-1.46147,6.64825,2.46817,-0.318301,-2.20979,1.25534,-1.04837,2.91342,-1.99349,12.2873
-202.168,0.999987,0.0302022,7,127,0,205.294,-0.0564346,0.938988,0.482727,-0.0224837,-0.706457,-1.54125,0.541852,0.811469,-0.972924,0.0309927,-0.433906,-0.864825,0.938613,0.431988,-0.759756,0.547186,0.0850567,0.910952,-0.0988975,1.35531,-0.721674,-0.595639,3.65131,4.09138,-0.822354,-1.44284,0.238869,-3.68093,1.1028,0.760854,0.119714,1.59793,3.88831
-202.688,0.994664,0.0318261,6,63,0,207.065,-0.56957,0.158063,2.63759,0.774205,-0.73093,-0.375969,-0.475344,0.0602707,-0.181678,-0.14627,-0.787015,1.44865,1.14282,-0.849328,-1.4664,-0.809215,-0.312343,0.859852,0.496511,-0.477684,0.540492,-0.469343,-2.71926,-0.546358,3.30059,-0.868588,-2.09373,1.50291,-0.673267,-0.876748,0.63527,0.361303,-0.0746145
-202.142,0.999316,0.0330168,6,63,0,207.137,-0.611992,1.25592,1.39052,0.564589,0.602186,-0.617032,0.866731,0.613581,-0.985712,-0.991881,-0.284577,0.136049,0.310024,2.21628,-1.45786,0.0220463,1.03766,-0.737643,-0.799179,0.372863,0.292452,-0.594822,0.435491,3.93532,1.14048,-1.93331,5.06955,-3.44891,1.28058,-0.36459,-1.0805,-1.11167,5.76777
-205.196,0.99652,0.0346891,6,63,0,209.858,-0.277938,-0.645309,1.20049,1.5122,-1.537,-1.73802,-0.317404,-0.377254,-0.430431,1.21901,-1.22678,-0.397412,1.47535,-0.599093,1.18832,-1.17137,1.42056,0.905412,-0.412687,-0.440969,0.258169,-0.760277,0.127999,-1.0464,0.0926469,1.54442,-1.85205,-0.870326,-0.30524,-0.895545,0.33327,2.00454,-1.93249
-201.987,0.996279,0.036139,6,63,0,209.597,-0.261629,0.46705,0.136068,-0.188512,-0.156952,-0.781752,0.978724,0.298506,-0.189091,-0.961685,-0.0836607,0.65806,-0.289929,-0.757732,1.14362,-0.9642,-1.54563,-0.411009,-1.04762,0.919812,2.4422,-1.194,-5.0894,2.80977,-5.22477,-5.40872,2.41236,-2.28282,2.14875,-0.597472,2.10957,-0.804624,2.33073
-198.757,0.997955,0.0376021,6,95,0,205.304,-0.656388,-0.252977,1.03705,0.97081,-0.0612562,-0.0039336,0.624582,0.689848,-0.439055,-0.356854,-0.087771,0.303262,0.167222,0.298756,1.24997,1.75483,0.698217,-1.4522,0.599072,-0.97111,1.01661,-1.81974,0.430481,-3.65351,-0.482145,1.66699,-0.876045,5.66161,0.986116,-0.271016,0.116221,0.0555305,-0.923773
-200.187,0.975934,0.0392801,6,63,0,204.304,-0.168295,0.616745,1.01229,0.30256,-0.531338,-1.65354,-0.325656,-0.0211998,-0.829113,-0.151928,-0.704828,1.15014,0.515747,0.639498,-0.0214409,-0.248014,-0.799016,0.789323,-0.363755,0.924585,1.03148,-1.69133,2.67146,1.77898,0.373472,-0.529179,0.696068,-2.51443,-0.280123,-0.69162,0.174783,0.814263,-0.895727
-200.703,0.991305,0.038623,5,63,0,204.112,-0.20876,0.6593,1.06975,0.12665,-0.694235,-1.47337,-0.21101,-0.0617997,-0.896973,-0.193623,-0.947508,-0.577036,0.160442,0.357004,-1.06975,-1.07539,1.22202,0.756765,-0.213416,-0.439574,-0.317564,-1.2745,3.7241,1.35437,0.100989,-1.05716,0.0434408,-0.253291,-0.156995,-0.62915,-0.0824274,0.529695,-4.49705
-202.084,0.993426,0.039592,6,63,0,205.717,-0.11679,-0.807517,0.496356,0.492254,-0.762033,-0.564998,0.515488,0.97554,-2.02247,-0.723074,-0.458556,-0.202113,-0.870016,0.0091318,1.09809,-0.0101049,0.328927,0.0738825,0.529376,0.40158,-0.633747,2.07465,8.71894,-2.25962,-1.13812,0.73853,-0.481849,6.46667,0.996226,0.962622,-2.16175,0.0627489,-4.12295
-203.799,0.993986,0.0407968,6,63,0,208.472,-0.518994,1.02355,1.5617,1.04291,-0.937825,-0.639793,-1.53056,0.378578,0.826369,-0.472009,-0.828154,1.48733,0.357674,-0.862629,-0.914988,0.740549,1.04121,-0.356837,0.884846,-1.59292,-0.553264,0.196408,-3.22875,1.48274,0.289615,0.117702,-2.36812,0.53538,-1.89385,-0.364051,2.33272,-0.0630019,-1.12854
-200.925,0.999343,0.0420769,5,63,0,206.135,-0.399099,0.182752,1.97805,0.975844,-0.544007,-1.2964,-1.03275,0.827169,-0.0538809,-0.563798,-0.767805,-0.0851449,-1.53483,-0.211109,-0.415606,1.10095,-0.381667,1.28175,0.624687,-1.96491,-0.138359,-0.754648,-1.60578,-0.0252921,2.18576,0.522795,-0.628706,-2.26478,-1.27979,0.348969,1.1236,-0.0695109,0.213702
-198.855,0.972084,0.0439863,6,63,0,205.365,-0.280277,-0.143142,0.333921,-0.0632038,-0.343729,-0.565741,-0.367026,-0.0689873,-1.20772,-1.05056,0.0341628,0.846572,1.12214,-0.556756,1.54308,-0.769533,0.0854954,-1.53814,-0.295095,1.02784,-0.440953,-2.01224,-11.7337,-1.31991,-3.66442,-5.0685,-0.343274,0.528737,-0.673694,-1.8241,-1.7334,-1.22912,-0.378828
-197.806,0.998627,0.042791,6,95,0,201.63,-0.278225,0.189232,0.882187,0.356211,-0.270873,-1.01549,0.0733011,0.449459,-0.909023,-0.947202,-0.0626674,-0.904074,-0.314809,-1.15567,-1.61446,0.589997,0.552871,-0.57239,-0.934523,-0.645068,-0.449256,-0.564276,-5.34228,1.00871,1.57223,-0.536787,0.888939,-7.61846,0.298,-0.219887,-0.521099,-0.820282,6.01885
-201.599,0.974171,0.0446018,5,63,0,208.761,-0.529891,0.11724,0.853969,0.927237,0.301145,-0.422514,0.599451,2.10366,0.433236,-0.579773,-0.213614,1.90037,1.06628,0.956245,1.59758,1.68107,-1.35511,0.215715,0.59958,0.471903,0.87961,-0.208269,6.54189,-0.834083,-1.52459,1.43345,3.77298,0.32619,0.957112,2.99526,3.15647,-0.23753,1.93488
-200.847,0.999776,0.0436245,5,31,0,204.391,-0.653466,-0.180301,1.28751,0.706185,-0.0332888,-0.171033,0.0598527,1.62567,0.669142,-0.683382,-0.151936,-0.756243,-0.267907,-0.879759,0.26551,0.762295,-0.904798,1.07653,1.57691,0.593081,0.0109334,0.450926,-0.0254944,-3.00995,1.14894,-0.974474,-0.495746,2.0997,-0.138265,1.98758,3.86898,-0.666968,1.33742
-201.258,0.992226,0.0455547,6,63,0,205.765,-0.329692,0.890664,1.00683,0.813975,-0.5453,-0.961665,-0.0854267,1.02713,-2.35578,-0.136001,-0.614057,0.270616,0.00408685,-0.194179,-0.875635,-0.618302,0.821109,0.0485766,-2.40951,-0.209123,-0.176193,-1.09356,1.28719,2.21648,-0.297494,0.586213,-0.473799,-0.186514,-0.0661856,0.729695,-2.71137,0.732385,-1.14861
-201.479,0.999387,0.0466325,5,63,0,204.319,-0.47429,1.26749,1.46837,0.321583,-0.284901,-0.487803,0.610125,1.0442,-1.78188,-0.447891,-0.475876,-0.18072,-0.316949,0.593906,-0.352985,0.63202,0.563304,0.986983,-0.175857,1.69632,-0.606909,0.318511,1.54397,3.40612,1.28452,-2.26287,-0.396681,1.50777,0.846916,0.639175,-2.16198,0.100336,0.44265
-203.428,0.99685,0.0485768,6,63,0,206.844,-0.279809,-1.43063,0.317532,0.42383,-0.439447,-0.774718,-0.734327,0.0256645,-0.0942802,-1.30248,-0.615138,-0.158571,0.667674,0.194941,1.05075,-0.7145,-1.39163,0.270478,0.570742,-0.083817,-1.52115,-0.225159,-4.28946,-3.88184,-2.68453,-0.654184,0.328393,2.0331,-0.904647,-0.800731,1.44781,-1.05972,-1.23323
-202.234,0.996411,0.0502445,5,63,0,208.318,-0.0358492,-0.963707,1.41416,0.257684,-1.21969,-1.92581,0.113979,0.456492,-1.37044,-0.933319,-0.561792,-0.140107,-1.56962,-1.19275,0.199072,0.873417,1.23155,-1.21376,-0.654935,1.85146,-0.702219,-0.34537,-3.4316,-2.1368,2.93166,0.0192907,-1.84955,-4.77932,0.41984,0.141178,-0.635545,-0.21759,7.26463
-201.243,0.948999,0.0518786,6,95,0,207.872,-0.753657,0.952672,1.06825,1.10201,0.0699138,0.0882389,-0.640823,0.251522,0.0717476,-0.615753,0.144971,1.78987,-0.131529,0.534506,-0.73043,2.38661,-1.20575,-0.571195,-0.855089,0.0900497,-1.0009,-0.0140298,10.8642,5.17338,1.188,5.1032,-0.428522,7.48782,-1.89362,-1.95599,2.0794,-0.975632,9.94554
-205.256,0.967493,0.0476459,6,63,0,207.898,-0.761366,0.0439534,1.85271,1.0564,0.142217,-1.06109,0.491911,1.31131,1.22795,-0.486053,-0.722192,-0.113695,-0.808275,0.6175,-0.158039,-0.449138,-1.30202,1.05596,0.815076,-0.678441,0.267602,0.0466609,-16.8595,-1.37668,0.32179,-0.841876,-0.176778,-4.9065,0.424593,0.704861,2.8909,-0.27963,-0.270152
-208.827,0.986478,0.0458251,6,63,0,214.595,-0.446205,0.296398,1.07534,-0.0590092,-1.13931,-1.14491,-1.40658,-1.1048,-2.94021,-0.046263,-0.842414,1.16594,0.177006,-1.02658,1.81508,0.875116,1.49209,-0.60887,-1.13166,0.103228,1.03766,-0.25927,-18.1304,0.092129,-0.791656,-2.64945,-2.5865,-1.43766,-1.71054,-2.27778,-3.31067,0.586734,2.28267
-206.006,0.997002,0.0461651,6,63,0,214.405,0.226677,-1.03082,0.731355,0.408089,-1.01488,-1.33362,1.18255,-0.452573,-2.20043,-0.233686,-0.573294,0.533067,-0.409167,-0.49759,0.800329,1.27277,-0.967268,2.05827,1.66,2.30699,-0.75907,0.109796,21.1667,-1.42079,1.59141,2.02977,0.988498,4.15791,2.05498,-1.04828,-1.7902,1.29582,-8.05919
-205.446,0.997395,0.0476864,6,63,0,212.35,-0.152876,0.818317,0.668014,0.283009,-0.966849,-1.92719,-0.669089,-0.636974,-0.800037,1.43501,-1.16417,2.17225,1.27417,0.602636,0.306885,0.730643,0.807401,-1.5205,0.800804,1.69132,-0.090499,0.00842332,5.99663,1.48658,-0.567414,-0.381596,-0.283616,-0.746679,-0.652645,-1.16653,0.0146078,2.42126,-3.00017
-205.677,0.999174,0.0492734,6,63,0,214.548,0.194647,-0.983008,0.640839,0.199559,-1.06838,-1.18325,1.4435,0.0869687,-1.96786,-2.33875,-0.126064,-0.886084,0.0537156,1.08375,0.652806,-1.09917,-0.480987,-0.92172,1.822,1.47399,-1.73358,-2.13707,2.75286,-3.22956,2.90581,2.02639,-2.20161,0.114377,3.26227,-0.319143,-2.43402,-3.03968,8.728
-202.226,0.997771,0.0510969,4,15,0,208.1,-0.0933625,-0.134581,0.431678,-0.00215019,-1.10031,-1.32789,1.15812,-0.0385619,-1.80219,-1.87302,-0.686089,0.471242,-2.22541,0.440385,0.368044,-0.273865,0.373235,1.14842,0.177464,-0.763251,-1.57508,1.27162,-0.856724,0.11473,-1.22623,-1.2208,-1.16792,0.481926,1.71216,-0.655562,-1.41805,-1.69354,-3.93492
-205.495,0.974044,0.0527779,5,63,0,210.441,-0.410727,-0.0350549,0.131938,1.2069,0.508829,-0.356211,1.01431,-0.255307,-1.48999,-1.46943,-0.49866,-0.191034,-0.380209,-1.00187,-1.54099,-1.49679,-0.387788,0.741984,-0.156657,-0.996337,-1.15521,-1.01944,4.60836,-0.738896,-4.54113,2.18794,4.56535,3.91958,1.4733,-1.53214,-1.51333,-1.51638,1.6358
-206.914,0.99748,0.0515372,5,63,0,213.174,-0.521836,0.788515,0.854554,1.48704,0.389844,-0.174052,0.792317,-0.766673,-2.48246,-0.131055,-1.18415,0.73112,-0.909337,-2.10323,0.0959348,1.07422,1.24003,0.705044,-0.0859752,0.205434,-1.75379,0.641278,0.323138,0.714462,-1.29485,0.828824,1.25783,2.39857,0.839145,-1.51475,-2.46956,0.256927,-3.14959
-204.507,0.940789,0.0531527,6,63,0,213.824,0.0824865,-0.828702,1.11643,-0.593511,-1.72003,-1.8063,0.0531598,1.22367,-0.183989,-1.17009,-0.829743,1.56835,1.91933,-0.322787,0.115944,-0.391751,-0.445781,1.39125,-0.974848,-2.11459,0.24451,-2.1456,8.57842,-0.930016,1.51187,-1.99588,-1.88212,0.384157,0.3288,1.30865,1.56407,-0.493281,-3.87878
-203.549,0.987266,0.0480596,6,63,0,207.837,0.0845399,-0.647717,1.18073,-0.240654,-0.958045,-1.67918,0.221785,1.51423,-0.585691,-1.7783,-0.736404,-0.26603,0.668334,-0.407495,1.29785,1.83174,0.844069,0.186608,0.0998819,-1.0997,-0.825035,-0.451753,13.3026,-0.601797,1.9577,-1.10219,0.570074,0.553502,0.575021,1.77099,1.00236,-1.36927,-5.82961
-205.493,0.998469,0.0484031,6,63,0,208.844,-0.199901,-0.591398,0.605998,0.019046,-1.20745,-2.40083,0.981977,2.08984,-1.16526,-0.42088,-1.01017,1.18749,-0.472615,0.621747,-0.856195,0.00136078,-0.480775,-0.257265,0.464389,0.591041,-1.57115,-0.785797,-8.30678,-0.976941,-0.95894,-1.2102,-1.22293,-3.7555,1.23569,2.12397,-0.479391,0.203114,1.15004
-200.665,0.981882,0.0499982,6,63,0,210.019,-0.853346,0.488045,1.11252,0.907328,0.196942,-0.212457,-0.379484,1.80885,-1.00587,-0.82941,-0.262065,-0.905335,0.693035,0.123418,1.60901,2.29296,-0.163386,-1.10317,-2.69538,0.97655,-0.0398462,0.288208,-14.7748,-0.612896,-2.32984,-1.40882,-0.392923,-2.09813,-0.989896,1.84863,-1.54544,-1.09625,-5.34694
-201.6,0.998506,0.0497109,5,31,0,206.831,-0.267362,0.975806,1.20603,0.772644,-0.105605,-0.950206,0.269373,1.05278,-1.81946,-1.4806,-0.686006,0.9878,0.822576,-0.708103,-0.0939399,2.11394,0.991387,-0.579279,1.42616,-0.396107,-0.240341,-0.512457,9.49937,2.43338,0.593278,0.614215,1.84239,1.06313,0.438376,0.812364,-1.67762,-1.28038,-2.8164
-202.498,0.999083,0.0513072,5,31,0,204.79,-0.368155,1.29524,0.744921,0.523943,-0.521835,-0.247756,0.578982,0.870676,-1.41131,-1.0751,-0.239592,0.422193,1.15478,0.120851,0.0327986,0.0788034,0.107524,-0.152683,0.452958,-1.2932,-1.03988,-0.236006,8.59164,5.56967,-1.12983,-0.317702,-1.81405,6.6182,1.05845,0.578549,-1.72723,-1.02739,2.87692
-203.452,0.979708,0.0529942,5,31,0,209.504,-0.733979,-0.560016,0.806136,0.835487,0.00662559,-0.230288,0.0216097,0.729389,0.659512,0.000149283,-0.52088,-1.2829,-0.30338,-0.0680046,-0.806518,1.21521,-0.385309,0.78473,0.499459,0.0648758,-1.14907,2.42818,-14.4967,-3.29174,-3.3365,-1.42571,-0.641053,0.325595,-0.19478,-0.219199,2.33087,0.546077,-3.83143
-203.939,0.999815,0.0523969,6,63,0,206.958,-0.0099783,-0.179118,1.11407,0.520534,-0.658773,-0.990223,-0.23207,0.602502,-3.00123,-1.14858,-0.175992,0.43967,0.784738,0.638426,-0.371166,-0.958287,0.957935,0.656141,-1.01618,-0.253668,-0.860866,-0.760586,8.27068,0.240983,4.40217,2.69842,0.075107,0.407541,-0.0264885,0.578034,-4.64835,-0.755946,7.12262
