# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_3.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
247.13,1,0.00976163,2,3,0,-236.435,0.187041,0.775025,-1.6068,4.42345,-0.0830829,1.34788,-196.693,201.81,-221.508
247.13,0.163424,0.0185054,3,7,0,-245.809,0.187041,0.775025,-1.6068,1.62066,0.0783496,-0.0913211,-196.693,201.81,-221.508
253.976,0.996969,0.00254036,2,7,0,-242.601,0.196756,0.761866,-1.59558,2.38672,-3.09731,2.73162,-182.263,199.339,-200.689
274.123,1,0.00488637,4,15,0,-251.294,0.215997,0.738816,-1.51089,2.90216,-3.06856,5.27442,-124.9,180.893,-105.611
379.773,0.962382,0.00950595,4,15,0,-271.668,0.75439,-0.103334,-1.44267,6.33833,-11.7817,-6.10139,-111.884,-61.3383,149.149
384.992,1,0.0164268,2,3,0,-379.771,0.772596,-0.110638,-1.47117,-1.39443,0.336277,2.89561,-34.8388,-13.1897,141.281
399.871,0.268847,0.0317761,1,3,1,-378.557,0.749213,-0.0449358,-1.6285,2.461,-0.351165,6.03725,108.58,108.036,68.3609
403.711,0.999579,0.00654733,4,15,0,-399.35,0.745078,-0.0400398,-1.71912,0.735098,-0.542182,-2.80861,118.767,125.169,17.0383
405.703,0.973489,0.0126892,3,15,0,-402.729,0.784651,-0.137461,-1.69448,-0.697446,2.18062,0.839734,-108.011,-63.7042,37.5873
405.703,0.0899374,0.0225516,1,3,1,-405.177,0.784651,-0.137461,-1.69448,0.0679126,0.636661,0.801304,-108.011,-63.7042,37.5873
405.153,0.981518,0.00285455,3,11,0,-404.172,0.802343,-0.125773,-1.69169,1.18826,0.741192,0.0195236,135.182,96.9665,38.5607
405.884,0.998855,0.00522679,2,7,0,-404.75,0.790118,-0.129776,-1.68568,-1.35705,-0.550876,0.351234,-7.10012,3.95794,43.7519
407.132,0.999048,0.00998033,3,15,0,-405.496,0.81106,-0.162395,-1.7205,-0.531741,0.803209,1.5309,-7.76192,-9.95148,23.9181
407.053,0.3603,0.0188773,2,5,0,-406.73,0.815515,-0.174397,-1.72459,-0.6247,0.289122,0.416101,-41.1833,-36.7263,21.1796
404.97,0.924876,0.00560913,3,11,0,-403.007,0.835874,-0.181952,-1.68205,-0.599824,-1.17986,1.47403,109.447,57.1034,45.0202
405.202,0.980986,0.00854302,3,15,0,-400.932,0.86426,-0.235781,-1.79678,-1.2962,0.0901813,2.61752,62.7674,-2.42023,-28.6318
405.543,0.37217,0.0151505,2,7,0,-403.631,0.841997,-0.224766,-1.78363,-0.601805,1.5574,1.01758,-114.536,-109.618,-19.7979
405.273,0.96142,0.00481391,5,31,0,-402.356,0.808832,-0.182425,-1.70505,0.211866,-2.02196,1.30377,-156.307,-113.755,30.2239
406.705,0.977247,0.00804942,3,15,0,-404.076,0.825869,-0.183054,-1.71182,-2.08342,0.0432154,0.95738,8.24924,-8.68785,28.956
406.121,0.980462,0.0139419,4,15,0,-405.073,0.78609,-0.126237,-1.69282,-0.677956,0.962345,-0.842944,-24.3029,-5.38969,39.5222
406.121,7.92807e-50,0.0241408,1,1,0,-400.036,0.78609,-0.126237,-1.69282,-3.174,-1.31201,0.611854,-24.3029,-5.38969,39.5222
406.122,0.991004,0.00288901,4,15,0,-405.58,0.788823,-0.124813,-1.6926,-0.93019,-0.467223,-0.0196458,10.8861,17.7495,39.7072
403.527,0.890691,0.00516636,5,31,0,-402.808,0.765536,-0.125485,-1.80646,0.844397,-0.794512,-0.305099,-275.426,-162.194,-39.8726
402.1,0.980748,0.00699974,5,31,0,-397.671,0.886799,-0.267358,-1.66863,-2.77313,0.188929,1.06411,71.8555,-0.97014,48.9657
404.569,0.652469,0.0119804,4,15,0,-400.142,0.880073,-0.25334,-1.76734,-0.359816,-1.89701,2.26413,110.748,21.9086,-10.446
407.012,0.969091,0.00857474,4,23,0,-403.087,0.778538,-0.121351,-1.77534,2.13609,-1.77408,-0.375127,-80.256,-36.1761,-12.4863
405.341,0.899302,0.0140898,3,7,0,-405.091,0.761912,-0.0717623,-1.71644,-0.0524232,0.178269,0.681701,82.7944,87.897,22.2536
405.341,0.0951386,0.0191736,1,3,0,-403.827,0.761912,-0.0717623,-1.71644,-0.579872,0.905208,1.36797,82.7944,87.897,22.2536
405.764,0.997764,0.00329104,6,63,0,-404.578,0.845468,-0.22869,-1.7449,0.000871469,0.972906,1.19441,-95.123,-96.7227,5.90353
404.639,0.934262,0.00579077,4,15,0,-401.67,0.872586,-0.232106,-1.7647,-1.68973,0.493263,1.68507,178.451,75.7815,-8.73826
401.808,0.812489,0.00860156,2,3,0,-401.465,0.847495,-0.256087,-1.75232,0.274058,0.126937,0.772151,-265.536,-219.31,-6.78359
404.451,0.872479,0.00935339,4,15,0,-397.848,0.833396,-0.222334,-1.71376,-0.51509,-3.45078,1.01589,-169.379,-139.722,23.3288
405.599,0.963919,0.0117942,3,15,0,-403.801,0.797017,-0.167294,-1.72808,-1.30042,1.09836,-0.836493,-185.967,-126.363,15.7115
405.599,1.10859e-09,0.0185813,1,1,0,-404.321,0.797017,-0.167294,-1.72808,-0.772027,-1.25104,0.62889,-185.967,-126.363,15.7115
406.26,0.99872,0.0027233,5,47,0,-403.972,0.83817,-0.181953,-1.73703,2.0103,-0.456125,-0.571179,145.397,79.2748,11.8692
404.659,0.997212,0.00468688,4,15,0,-403.784,0.8711,-0.261494,-1.74346,1.08525,0.615358,0.439818,-45.6294,-80.1046,5.10255
406.266,0.993658,0.00797379,4,15,0,-404.23,0.84675,-0.20525,-1.72208,0.683103,-1.87584,0.293133,76.3626,24.9287,21.764
406.878,0.775713,0.0133483,4,15,0,-405.773,0.772033,-0.101826,-1.77679,1.1648,-0.265805,0.884683,-11.8867,17.3585,-13.7868
407.456,0.948043,0.0131793,2,7,0,-405.652,0.790445,-0.133851,-1.74747,0.701141,-1.38758,1.09161,-33.5927,-13.1769,6.70702
407.323,0.321407,0.0195854,1,3,0,-406.977,0.782947,-0.124644,-1.75678,-0.125091,-0.668579,0.478068,-51.8673,-20.2678,0.273338
407.223,0.999341,0.0066088,3,15,0,-406.969,0.782547,-0.114053,-1.74538,-0.126578,-0.46889,-0.520867,17.9507,29.0078,7.47853
405.788,0.75322,0.011062,4,15,0,-405.01,0.854741,-0.208196,-1.73842,-0.182075,-1.03046,-0.678858,143.145,65.7749,10.3229
406.541,0.846657,0.0103724,2,3,0,-404.982,0.845009,-0.199621,-1.74181,-0.912266,-1.49233,0.241218,98.9593,41.2755,9.44605
407.072,0.983349,0.0120774,4,15,0,-405.228,0.834929,-0.199663,-1.7532,1.39584,-0.951736,0.913099,-9.01683,-28.3334,2.92392
407.072,0.258571,0.0192067,1,3,0,-406.13,0.834929,-0.199663,-1.7532,-1.11918,0.76823,0.20006,-9.01683,-28.3334,2.92392
405.833,0.956622,0.00580799,4,15,0,-405.002,0.834404,-0.180251,-1.80913,-0.609818,0.849789,0.753316,134.07,71.6152,-35.9483
405.23,0.838952,0.00867884,4,15,0,-403.846,0.789309,-0.156437,-1.78978,0.333386,-0.803066,-1.41816,-220.128,-143.05,-25.281
407.29,0.962419,0.00989629,4,31,0,-403.818,0.827041,-0.179679,-1.74483,-0.764795,-1.98938,1.54958,43.9787,15.1955,8.67174
407.162,0.966402,0.0148526,3,15,0,-406.378,0.813708,-0.172555,-1.73077,0.538924,-0.780613,-0.817951,-48.3143,-40.528,17.348
407.162,0.0668948,0.022375,1,3,0,-405.144,0.813708,-0.172555,-1.73077,0.0987056,-2.00632,-0.0467929,-48.3143,-40.528,17.348
407.263,0.998502,0.00458092,4,31,0,-404.586,0.783595,-0.117571,-1.77263,1.47304,-1.22735,1.29565,4.89612,20.1551,-10.1514
407.234,0.998611,0.00741865,4,15,0,-407.158,0.780664,-0.116257,-1.77185,0.325694,-0.156243,-0.141535,-18.7078,5.63361,-9.74325
407.079,0.875174,0.011947,3,11,0,-405.436,0.797386,-0.126688,-1.76085,-0.845239,1.3011,-0.936903,92.8205,71.642,-2.6508
405.987,0.227603,0.0146264,3,15,0,-404.703,0.830858,-0.210614,-1.76548,-1.50874,-0.121504,-0.525455,-133.224,-113.668,-7.29696
406.94,0.963283,0.00440403,3,7,0,-404.32,0.831375,-0.197755,-1.7774,1.31851,1.78622,-0.557575,-36.5172,-45.8604,-13.1397
406.989,0.974095,0.00653563,3,7,0,-406.424,0.832922,-0.182145,-1.76731,-0.776168,0.408991,0.599847,93.7769,45.5722,-6.45492
407.286,0.74794,0.00987988,4,21,0,-405.379,0.798785,-0.134043,-1.77684,0.910978,1.4545,0.931202,57.7451,46.0754,-12.615
407.094,0.946213,0.0091902,3,11,0,-406.479,0.782016,-0.127539,-1.74127,0.366396,0.506533,0.916484,-79.6997,-39.9803,9.89648
407.039,0.984903,0.0130087,2,7,0,-404.262,0.774741,-0.102971,-1.76127,0.627725,-1.69161,1.51621,10.5367,30.2838,-3.33539
407.039,0.00245973,0.0198957,1,3,0,-405.787,0.774741,-0.102971,-1.76127,0.78279,1.01558,0.927026,10.5367,30.2838,-3.33539
406.922,0.999598,0.00387959,5,63,0,-406.139,0.808998,-0.160841,-1.80311,0.619778,-1.05531,0.259291,-23.3735,-19.121,-30.2728
407.264,0.934193,0.00612729,3,7,0,-406.283,0.810009,-0.158498,-1.79105,0.999651,0.551779,-0.810855,6.8773,1.43981,-21.7235
407.211,0.966256,0.00840991,4,31,0,-406.217,0.829316,-0.179757,-1.75253,-0.503773,0.486631,-1.22396,68.7198,30.8995,3.54286
406.794,0.985579,0.0122877,4,15,0,-403.131,0.806789,-0.162508,-1.80243,1.52345,-1.93325,1.12538,-62.7087,-45.2069,-30.1185
406.794,3.56796e-10,0.0186021,1,3,1,-404.245,0.806789,-0.162508,-1.80243,-1.01029,-1.72273,-1.05369,-62.7087,-45.2069,-30.1185
405.728,0.989414,0.00376307,5,55,0,-404.625,0.844739,-0.2232,-1.79344,0.862697,-0.0287261,1.20869,-72.7696,-82.6448,-25.758
407.442,0.998654,0.00574975,3,15,0,-404.897,0.820516,-0.178426,-1.75901,1.64727,-1.01902,-1.15673,-18.0372,-24.1765,-0.358475
406.984,0.998191,0.00891099,5,31,0,-406.747,0.774124,-0.108562,-1.73598,-0.284018,0.592378,-0.204414,-33.849,-2.09843,12.9978
406.984,0.245659,0.0137352,2,7,0,-404.728,0.774124,-0.108562,-1.73598,2.08767,-0.20552,-0.334874,-33.849,-2.09843,12.9978
405.972,0.98759,0.00468875,3,15,0,-403.193,0.769856,-0.106091,-1.70042,-0.13326,-0.321752,-2.33141,-57.3716,-17.7743,34.0515
404.186,0.838536,0.00706651,5,31,0,-402.168,0.745395,-0.090188,-1.77881,0.681063,0.537607,-1.81212,-231.755,-117.695,-20.8373
402.373,0.85311,0.007898,4,31,0,-397.06,0.824513,-0.21586,-1.81967,0.610626,-3.19891,0.138004,-270.145,-206.879,-49.8752
405.626,1,0.0090732,2,3,0,-401.997,0.83903,-0.186365,-1.80945,-1.30265,-2.16276,-0.939562,142.755,73.956,-36.4924
404.401,0.550458,0.0138789,4,15,0,-403.401,0.857671,-0.203451,-1.79112,0.872277,-0.0872574,1.10892,228.212,120.487,-26.6887
404.401,0.583488,0.00879914,1,1,0,-402.713,0.857671,-0.203451,-1.79112,1.73704,0.538437,-0.261421,228.212,120.487,-26.6887
406.312,0.7664,0.00597246,2,3,0,-401.186,0.847436,-0.208365,-1.78925,2.81308,1.48623,-0.360516,70.7597,17.1338,-21.8235
407.085,0.999702,0.00579204,4,31,0,-404.036,0.799004,-0.144118,-1.79774,-0.923932,2.27988,0.217357,-14.3831,-4.7568,-26.6099
406.315,0.720783,0.00879887,2,3,0,-405.33,0.787213,-0.141356,-1.79824,-0.847901,-1.09292,-0.236418,-133.798,-79.8818,-28.6492
402.738,0.872964,0.00780568,4,15,0,-402.048,0.800128,-0.168228,-1.85468,0.421072,1.04794,-0.323136,-208.203,-141.788,-72.3138
403.714,1,0.00926326,1,1,0,-402.734,0.801801,-0.16421,-1.85206,-0.878627,-0.908956,-0.600683,-150.703,-102.599,-68.635
407.134,0.757778,0.0139661,3,11,0,-403.376,0.799513,-0.130577,-1.74808,0.558778,0.84216,2.54852,86.7255,65.4887,5.79608
405.521,0.734191,0.0132753,4,15,0,-404.09,0.823573,-0.155726,-1.70765,-0.720744,1.46656,0.438766,159.557,100.149,29.2558
407.436,0.927853,0.012075,4,15,0,-405.752,0.793461,-0.131044,-1.77232,1.35006,0.305323,1.20554,18.8014,22.4544,-9.45444
407.405,0.911437,0.0157954,4,15,0,-407.315,0.794692,-0.13235,-1.74012,0.198435,-0.322136,0.190504,22.2706,23.1268,11.4449
406.292,0.329023,0.0199906,1,3,0,-405.201,0.787999,-0.149424,-1.75089,-1.35027,-0.214772,0.559752,-168.59,-106.933,2.12257
406.844,1,0.00856268,2,3,0,-406.335,0.804404,-0.133182,-1.75664,-0.648113,-0.692321,0.346596,123.411,88.0219,-0.276477
406.844,0.0655523,0.0127694,1,1,0,-404.439,0.804404,-0.133182,-1.75664,1.88734,1.11404,-0.0813016,123.411,88.0219,-0.276477
406.459,0.988426,0.00339731,2,3,0,-406.365,0.805936,-0.131402,-1.75602,-0.191865,-0.341354,-0.184293,152.542,107.522,-0.618992
407.353,0.978433,0.00496139,2,7,0,-405.842,0.793039,-0.143612,-1.757,-1.23639,-1.2174,-0.102141,-74.5752,-43.8346,0.340761
405.121,0.866997,0.0070914,3,11,0,-404.302,0.764343,-0.11486,-1.7937,1.0166,-0.353587,0.691995,-201.981,-110.155,-28.4046
406.388,0.427504,0.528108,2,5,0,-403.844,0.793662,-0.114073,-1.75731,-26.2351,27.3592,-50.078,140.115,107.839,-1.79034
406.388,0,2.68281,0,1,1,-401.888,0.793662,-0.114073,-1.75731,-4.62575,-39.0869,-70.6809,140.115,107.839,-1.79034
405.763,0.884811,0.333048,3,11,0,-403.931,0.798894,-0.144911,-1.68145,-57.5884,-13.94,-18.8427,-15.6769,-7.86062,46.3987
402.214,0.709276,0.291063,4,15,0,-401.05,0.853933,-0.192832,-1.83085,-24.0536,35.7939,8.88195,285.395,161.341,-56.9728
396.946,0.744815,0.182181,5,31,0,-392.516,0.826178,-0.235862,-1.63302,-94.9529,15.6049,21.0959,-278.973,-211.152,60.7331
401.64,1,0.133489,2,3,0,-396.932,0.840749,-0.216906,-1.62955,71.426,60.3026,-7.59143,-49.667,-57.0465,72.6117
403.538,0.98796,0.222998,4,15,0,-399.477,0.768313,-0.0805339,-1.83697,-44.2015,25.549,-63.1253,113.567,113.404,-59.6667
405.417,0.911572,0.37983,3,7,0,-402.536,0.799897,-0.122935,-1.81026,-32.5029,38.9822,-44.919,161.696,119.55,-38.0788
405.199,0.175112,0.525816,1,3,0,-404.281,0.776887,-0.136525,-1.79145,-7.17049,-15.0442,-32.7449,-216.854,-130.815,-26.6074
405.185,0.999925,0.072274,6,95,0,-403.627,0.844093,-0.182959,-1.779,-22.7442,11.2945,-42.348,217.897,124.523,-17.4788
405.346,0.989942,0.135196,4,23,0,-402.915,0.870074,-0.239285,-1.76337,64.7462,23.9973,17.213,98.9527,21.4528,-6.50042
405.113,0.999777,0.247362,4,15,0,-405.03,0.864297,-0.250305,-1.77285,-4.41294,9.29793,-4.91681,-44.7663,-76.7666,-13.2365
405.355,0.87846,0.468343,2,3,0,-404.919,0.868009,-0.235181,-1.7737,-26.2326,12.8769,5.85544,107.241,28.0343,-13.2429
405.292,0.340858,0.605408,1,3,0,-405.225,0.86122,-0.245394,-1.77671,-0.658439,-9.89685,-1.09427,-44.3701,-74.4113,-15.4483
404.743,0.997756,0.146375,5,31,0,-403.029,0.830175,-0.180748,-1.66858,-27.5661,43.7762,-11.9873,61.438,27.0236,53.2311
404.558,0.996406,0.276304,4,15,0,-403.855,0.839545,-0.193796,-1.8397,19.2666,-27.5629,6.83428,96.1284,39.1596,-58.2897
404.742,0.736586,0.516083,2,3,0,-401.991,0.847158,-0.190002,-1.80352,33.6204,2.72125,-56.9167,210.951,115.925,-34.2609
403.193,0.97417,0.432595,3,7,0,-402.096,0.827024,-0.169677,-1.86079,-11.2584,34.9489,-18.0295,139.658,80.3978,-74.9616
403.193,2.97317e-26,0.74772,1,1,0,-402.992,0.827024,-0.169677,-1.86079,-17.5461,-7.97744,5.82618,139.658,80.3978,-74.9616
403.094,0.988829,0.0685667,4,15,0,-401.786,0.802918,-0.172435,-1.84931,9.79091,-25.2666,-34.7739,-204.682,-141.891,-68.0692
407.095,1,0.124773,4,31,0,-402.377,0.801489,-0.134245,-1.77729,55.5851,8.96627,-69.0117,87.1948,64.8665,-13.2474
407.493,1,0.232551,2,3,0,-407.103,0.798757,-0.142238,-1.77655,-15.6409,-20.1189,4.07293,-2.54708,3.3692,-12.0107
406.724,0.651753,0.42915,3,11,0,-405.987,0.807698,-0.174426,-1.75944,10.3454,-27.2808,16.6453,-131.115,-94.7544,-2.27321
406.974,0.516618,0.284939,2,3,0,-402.684,0.799212,-0.158315,-1.77293,51.2744,67.2312,-12.9419,-114.055,-76.0691,-10.6834
406.875,0.976585,0.129097,4,23,0,-405.576,0.8258,-0.166942,-1.76636,52.9529,3.68737,9.19478,122.952,71.6532,-6.18631
404.334,0.78637,0.220695,2,3,0,-403.741,0.829966,-0.153054,-1.76907,-8.34672,28.0206,-7.41651,270.472,172.969,-12.9698
406.003,0.825332,0.218162,3,11,0,-401.101,0.825842,-0.203319,-1.77733,-45.3869,-77.2666,-3.88305,-140.495,-115.266,-15.0531
405.859,0.906913,0.240675,2,3,0,-404.859,0.845084,-0.189201,-1.76348,34.3163,20.3675,-17.2153,178.047,96.2615,-6.01972
407.228,0.980513,0.332718,4,15,0,-405.746,0.784288,-0.116439,-1.77236,-19.2997,-36.997,24.1366,20.9454,30.9858,-10.0336
407.228,0.00202743,0.560601,2,5,1,-401.727,0.784288,-0.116439,-1.77236,0.217747,-64.1926,-62.9047,20.9454,30.9858,-10.0336
405.858,0.998868,0.0642229,5,63,0,-405.051,0.794705,-0.130205,-1.68632,-17.6499,9.37872,-29.673,33.9692,30.1129,43.3523
405.303,0.997804,0.114311,4,15,0,-404.997,0.799742,-0.134005,-1.67627,6.79356,-15.9064,12.9579,57.7487,43.5431,48.8569
403.859,0.976066,0.200967,3,7,0,-403.163,0.791328,-0.121686,-1.65165,-15.0829,-18.1767,23.2562,50.6895,43.2396,61.8608
402.416,0.521388,0.330328,2,3,0,-401.47,0.777428,-0.142549,-1.65765,15.8568,27.1881,22.1581,-194.186,-121.631,54.8719
405.634,1,0.161403,3,15,0,-401.796,0.809662,-0.131609,-1.72757,13.9606,28.8155,67.8492,181.713,125.307,16.293
405.925,0.995103,0.280759,3,11,0,-405.072,0.779764,-0.0943018,-1.77683,36.0698,10.4104,17.3545,131.428,112.951,-15.6151
407.116,0.792026,0.477962,2,3,0,-406.603,0.777706,-0.118747,-1.76677,29.1774,-7.76515,11.9592,-69.4071,-28.2973,-6.71643
407.088,0.972986,0.477027,2,7,0,-405.194,0.808091,-0.162698,-1.72192,-31.1012,38.5938,-26.1266,-40.1655,-30.8525,22.8638
407.088,3.25319e-05,0.757767,1,3,0,-403.901,0.808091,-0.162698,-1.72192,-4.96795,67.2823,14.793,-40.1655,-30.8525,22.8638
406.906,0.999008,0.100087,5,47,0,-406.468,0.774587,-0.103332,-1.77774,-19.0313,-5.5574,-19.3057,6.23914,28.2885,-14.3154
407.042,0.997407,0.170596,4,31,0,-406.441,0.83411,-0.19273,-1.73692,30.769,-16.2158,3.82044,29.7451,0.224428,13.445
407.338,0.95732,0.28729,4,15,0,-406.717,0.815003,-0.156254,-1.75355,12.9178,-24.5715,14.4334,77.0437,47.3192,2.89526
407.52,0.997896,0.434416,3,7,0,-407.443,0.808039,-0.160099,-1.74529,11.7237,3.06123,3.90106,-25.1573,-20.0253,8.52228
407.52,0.00057852,0.721855,1,3,0,-405.776,0.808039,-0.160099,-1.74529,-53.6883,4.5979,-25.8602,-25.1573,-20.0253,8.52228
407.419,0.999346,0.102731,4,31,0,-406.457,0.806215,-0.156816,-1.73516,7.6932,-13.8009,-34.1212,-21.5567,-16.2457,14.8789
406.975,0.956508,0.171796,3,7,0,-406.554,0.810545,-0.143858,-1.74868,16.0251,-1.75729,20.9926,114.007,76.7795,5.26424
406.525,0.99975,0.257085,4,15,0,-405.431,0.848706,-0.217576,-1.74267,-24.0704,-21.844,27.4011,15.8226,-20.3404,8.92826
407.433,0.999692,0.424463,3,15,0,-406.492,0.821431,-0.177754,-1.74862,-27.7711,28.1151,-10.3639,-2.9756,-14.0579,6.39661
407.433,0.0233105,0.695858,1,3,0,-404.896,0.821431,-0.177754,-1.74862,52.4218,-19.3526,-39.4501,-2.9756,-14.0579,6.39661
407.147,0.997177,0.111705,4,19,0,-407.07,0.824829,-0.185243,-1.73346,-8.89039,-6.85133,4.0321,-17.3294,-26.4549,15.7468
407.284,0.942202,0.364865,2,3,0,-407.034,0.827269,-0.181065,-1.74328,-8.52912,-11.7036,9.20717,36.8106,9.98264,9.67146
407.284,0,4.72518,0,1,1,-402.005,0.827269,-0.181065,-1.74328,-100.353,-18.2038,-32.0566,36.8106,9.98264,9.67146
406.458,0.286712,0.774073,1,3,0,-405.232,0.810013,-0.157114,-1.81692,37.9845,-16.0257,19.2364,17.8591,9.33583,-40.1704
405.74,0.984826,0.161019,4,23,0,-404.728,0.765138,-0.0824431,-1.70936,-14.1132,22.3921,19.9788,45.6093,58.8896,27.7008
407.203,0.999624,0.217941,4,31,0,-405.079,0.816756,-0.163655,-1.78848,-31.0764,41.8982,16.9862,47.0904,24.6013,-20.0681
405.712,0.632596,0.349608,3,15,0,-405.014,0.789687,-0.156716,-1.74385,18.3836,-15.5479,-16.8081,-198.053,-129.279,5.57159
406.77,1,0.19656,2,7,0,-404.977,0.79242,-0.151489,-1.75766,32.8406,25.485,-25.5649,-136.957,-87.5591,-1.25991
406.362,0.967127,0.348991,2,7,0,-406.066,0.797681,-0.120905,-1.73083,20.921,-3.69896,-9.66199,129.513,96.7786,15.444
406.362,0.0139372,0.57687,1,3,0,-405.136,0.797681,-0.120905,-1.73083,-46.9902,19.509,9.89601,129.513,96.7786,15.444
407.23,0.99872,0.0477698,5,63,0,-405.1,0.810761,-0.166442,-1.7294,-73.7796,-8.93586,9.13208,-38.0783,-31.2016,18.3214
406.886,0.991449,0.089013,4,31,0,-405.568,0.805563,-0.169566,-1.75066,-13.6212,2.31745,-30.1927,-118.087,-84.0236,3.72469
406.709,0.999024,0.163649,4,27,0,-405.635,0.775985,-0.118814,-1.7251,53.5295,-2.9087,5.34691,-81.4598,-37.7114,19.5554
406.055,0.877941,0.309151,3,15,0,-404.888,0.841211,-0.187335,-1.78534,-52.375,12.5394,6.56151,154.541,81.5863,-19.914
406.482,0.98608,0.399057,4,15,0,-405.639,0.823501,-0.185835,-1.70749,41.0546,0.488748,13.2166,-33.0078,-36.2534,31.292
406.482,0.311639,0.721592,1,3,0,-406.274,0.823501,-0.185835,-1.70749,-11.4528,13.8049,-2.90811,-33.0078,-36.2534,31.292
406.654,0.971967,0.160541,3,7,0,-405.429,0.818905,-0.168159,-1.7067,-15.2324,-33.8192,13.261,33.8629,14.234,32.0675
407.245,0.984447,0.278471,3,7,0,-406.41,0.824969,-0.173856,-1.7422,11.6986,5.87058,-23.5596,61.4741,29.1384,10.2571
406.125,0.478781,0.49854,2,7,0,-405.943,0.809493,-0.170769,-1.6986,-10.1193,13.577,-0.504478,-74.7974,-56.4685,36.1304
407.017,0.875737,0.191269,3,15,0,-402.279,0.830771,-0.182078,-1.7809,-78.6117,-22.6699,39.3401,71.8851,31.3232,-15.276
407.578,0.99703,0.245924,4,15,0,-406.227,0.795973,-0.138758,-1.757,38.1284,-6.49704,-24.1403,-8.22593,1.00294,0.833683
406.571,0.183117,0.452426,3,9,0,-404.842,0.820604,-0.192992,-1.75848,13.2998,45.0409,-6.99323,-119.797,-96.3422,-1.74707
404.351,0.981942,0.074311,5,47,0,-403.245,0.781423,-0.151544,-1.77714,49.6605,-16.0223,-3.71175,-268.698,-171.837,-18.9264
405.631,0.999052,0.130914,2,7,0,-403.693,0.785577,-0.148716,-1.78348,57.5196,22.1112,-16.3775,-203.204,-128.37,-20.433
404.56,0.991425,0.240186,3,15,0,-402.186,0.82698,-0.199765,-1.83429,-3.63274,49.6451,-17.6773,-114.69,-99.1378,-54.9761
407.073,0.624364,0.426784,3,7,0,-404.316,0.821637,-0.186417,-1.74065,-12.5213,-30.1505,-38.0999,-59.5922,-54.2278,10.8737
