# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_1.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
405.933,0.96184,0.00863936,4,15,0,-402.444,0.774024,-0.114128,-1.81282,1.19559,-2.35482,0.058101,-85.6071,-34.2306,-39.0878
405.629,0.955623,0.0127945,4,15,0,-403.943,0.80779,-0.145472,-1.68307,-1.27199,1.31963,0.114654,65.0734,43.6731,45.2061
405.629,0.00414014,0.0186075,3,9,0,-400.587,0.80779,-0.145472,-1.68307,-0.073905,2.84213,-1.4147,65.0734,43.6731,45.2061
407.404,0.998239,0.0034836,5,31,0,-404.542,0.820484,-0.179696,-1.75565,-1.08913,0.128202,2.12655,-27.1156,-30.5489,1.75442
407.05,0.994399,0.00556467,4,23,0,-406.686,0.834938,-0.19057,-1.74202,-0.090798,0.665514,-0.526573,53.5334,16.3327,10.153
406.81,0.987111,0.00876916,4,15,0,-406.476,0.8425,-0.20595,-1.77288,-0.398302,-0.360292,0.616705,30.3896,-6.8377,-10.2653
403.078,0.364764,0.0135373,3,7,0,-402.785,0.840365,-0.24091,-1.76224,0.189607,0.521452,0.526704,-242.229,-197.947,-10.8309
404.764,0.995854,0.00561817,2,7,0,-401.927,0.849708,-0.241146,-1.76885,2.0627,0.335829,-1.14339,-142.291,-134.49,-11.5953
405.49,0.736779,0.00880971,2,3,0,-402.412,0.857689,-0.242504,-1.76124,2.02544,1.33252,0.526818,-61.3257,-82.6779,-5.05297
405.752,0.996599,0.00801823,4,15,0,-404.324,0.859137,-0.22215,-1.72657,0.814719,-0.707797,-1.30096,93.0437,27.8829,18.0435
407.098,0.820362,0.0125048,4,15,0,-404.024,0.826499,-0.192216,-1.76708,-1.9221,1.26108,-0.928995,-50.4451,-51.7561,-6.18838
407.057,0.390239,0.0135024,3,9,0,-405.524,0.800883,-0.160821,-1.7555,-0.464909,-1.64747,-0.367426,-109.183,-74.2021,0.849604
406.138,0.931078,0.00603574,3,7,0,-405.467,0.805551,-0.174933,-1.78112,0.667295,0.805237,0.498796,-165.731,-117.446,-17.5796
405.861,0.907697,0.00818805,3,15,0,-404.03,0.806058,-0.127693,-1.77466,-0.00503392,1.86186,0.440606,186.457,131.65,-13.9428
405.529,0.990607,0.0105591,3,11,0,-403.759,0.808811,-0.141669,-1.6875,-1.11285,-0.28259,-1.49088,98.6111,66.8048,42.139
407.276,0.880342,0.0160521,3,7,0,-405.098,0.789564,-0.130478,-1.78358,-0.303343,0.0883022,-2.06326,-21.8232,-2.95828,-17.1552
407.097,0.206736,0.0194733,1,3,0,-406.568,0.793796,-0.123073,-1.76907,0.560955,0.256726,-0.823177,79.9323,65.4225,-8.01362
406.824,0.992789,0.00613976,4,19,0,-406.629,0.814185,-0.180499,-1.73662,-0.401911,0.474928,-0.0587222,-97.5886,-75.7905,12.8762
406.018,0.873808,0.00933721,2,3,0,-405.863,0.835234,-0.175343,-1.72827,-0.511044,-0.212659,-0.0614276,156.492,89.5015,17.0347
406.861,1,0.011175,3,15,0,-404.536,0.838229,-0.198691,-1.7333,-0.085162,2.0866,0.536831,32.7254,-0.475439,15.5054
406.664,0.304468,0.0171139,4,15,0,-405.485,0.783387,-0.105097,-1.7695,1.07752,-0.942431,0.555331,92.519,82.2656,-9.31704
405.743,0.996565,0.00668068,3,11,0,-405.488,0.757205,-0.0944534,-1.78864,0.3282,-0.439527,0.455282,-130.403,-54.1846,-23.9637
406.062,0.975926,0.0101438,4,15,0,-405.166,0.771939,-0.105349,-1.81008,-0.276514,-1.29827,-0.16975,-41.8727,-1.69763,-37.0765
405.362,0.49767,0.0147377,2,3,0,-405.198,0.76604,-0.103605,-1.81782,0.350351,0.404011,-0.204381,-101.868,-38.7675,-43.5953
405.787,1,0.00846872,4,15,0,-404.676,0.792216,-0.134044,-1.68291,-1.2804,0.752771,0.121302,-13.0524,-1.68602,45.3921
405.216,0.968698,0.0128501,3,15,0,-402.009,0.865151,-0.240873,-1.71534,-1.31953,1.48243,1.57282,30.7447,-19.6776,24.3914
405.216,1.67334e-06,0.0182925,3,9,1,-400.101,0.865151,-0.240873,-1.71534,-1.34403,-1.63974,2.39471,30.7447,-19.6776,24.3914
405.073,0.972183,0.00409648,5,31,0,-402.433,0.859177,-0.231358,-1.80972,1.76465,-0.204583,1.45725,36.7758,-17.7128,-37.4026
406.553,0.995163,0.00588003,4,31,0,-404.226,0.836592,-0.201446,-1.79585,-0.698085,1.80715,0.948765,-4.40561,-27.8042,-25.8274
404.629,0.960327,0.00878521,3,15,0,-402.278,0.841023,-0.211746,-1.67407,0.0488721,0.299302,2.14696,-21.7982,-38.9235,49.6249
407.543,0.824565,0.0122486,3,7,0,-403.959,0.801033,-0.143308,-1.74579,-1.4734,0.596198,-2.15481,15.1084,13.5949,8.13502
407.453,0.987268,0.0132039,4,15,0,-405.756,0.794516,-0.135395,-1.77604,1.11079,-1.4504,-0.240536,-0.87278,7.80918,-11.8227
407.453,8.56447e-08,0.0192636,1,1,0,-405.617,0.794516,-0.135395,-1.77604,-1.78476,-0.69035,-0.103015,-0.87278,7.80918,-11.8227
407.103,0.999648,0.00448027,5,31,0,-406.974,0.77672,-0.108164,-1.7704,0.0389924,0.0157615,-0.507393,-4.61792,18.551,-9.11387
406.321,0.897947,0.00669535,5,31,0,-405.562,0.770711,-0.11649,-1.72671,-0.301873,-1.18872,0.114199,-120.838,-61.8458,17.661
406.804,0.896318,0.00826821,2,7,0,-404.71,0.783207,-0.107305,-1.73799,-1.22005,-0.84039,1.41144,70.451,65.4233,11.4606
406.156,0.909969,0.010161,4,23,0,-404.577,0.844261,-0.192737,-1.73372,-0.244763,-0.249048,1.74275,135.894,68.3391,13.9224
406.628,1,0.012779,2,5,0,-406.048,0.817606,-0.188095,-1.74345,-0.264253,0.907794,-0.515961,-114.505,-90.2609,8.09697
407.495,0.333333,0.604549,1,3,0,-406.478,0.80891,-0.150401,-1.75436,29.6906,-21.0973,12.9206,51.606,33.788,2.5816
407.495,0,2.58785,0,1,1,-405.839,0.80891,-0.150401,-1.75436,41.3531,-20.9522,21.5747,51.606,33.788,2.5816
407.176,0.892747,0.305364,2,3,0,-407.058,0.799607,-0.157161,-1.75354,15.027,1.23693,-1.45806,-97.0635,-64.7083,2.3408
407.013,0.999723,0.264789,3,11,0,-406.874,0.78619,-0.135915,-1.7768,-1.86754,-10.5327,6.00103,-99.7397,-55.806,-13.3228
406.833,0.979531,0.373774,3,7,0,-406.168,0.819384,-0.167636,-1.80214,3.15904,-16.0767,23.2754,49.0853,23.8033,-29.6528
407.241,0.60595,0.565569,2,5,0,-406.567,0.796316,-0.134436,-1.72855,-16.9195,5.37428,25.9153,24.909,23.5661,18.6722
405.145,0.719497,0.292879,4,15,0,-404.401,0.838956,-0.178854,-1.70366,0.850958,20.1995,21.315,163.902,92.9971,31.36
405.38,0.993864,0.216798,4,15,0,-404.443,0.799396,-0.160551,-1.82325,-5.11603,-28.8991,11.1548,-142.575,-95.352,-46.5981
405.38,0.00897841,0.3861,1,1,0,-404.231,0.799396,-0.160551,-1.82325,-20.8049,-28.4409,12.8488,-142.575,-95.352,-46.5981
404.176,0.997679,0.0313379,5,47,0,-402.887,0.801544,-0.167676,-1.83799,-39.2934,-10.6983,22.8031,-178.295,-122.195,-58.5619
402.957,0.999852,0.0581277,6,63,0,-401.621,0.827207,-0.161343,-1.65154,18.5129,-11.3258,-37.2653,143.794,87.5287,60.6911
402.598,0.993312,0.109857,3,7,0,-401.796,0.823921,-0.158146,-1.64296,35.4848,11.094,-6.99375,130.671,80.3253,65.4991
405.174,0.912215,0.204388,3,11,0,-399.408,0.793401,-0.164832,-1.72547,-37.1389,-3.4989,-82.4133,-205.967,-138.068,16.5048
405.683,1,0.294953,3,11,0,-404.96,0.806449,-0.1261,-1.74161,3.02846,19.1178,-21.8241,190.046,133.586,7.21024
405.683,5.93891e-31,0.55948,1,1,0,-400.995,0.806449,-0.1261,-1.74161,-45.7114,-45.1678,46.2443,190.046,133.586,7.21024
406.708,0.999932,0.0476225,5,47,0,-405.007,0.803839,-0.131011,-1.75032,-28.633,-23.7145,-31.1883,130.908,93.6717,3.55311
406.716,0.998966,0.0911072,3,7,0,-406.424,0.805875,-0.133977,-1.7499,1.63934,17.0527,-1.23982,132.261,93.1349,3.87711
405.69,0.991694,0.172562,3,15,0,-404.18,0.81928,-0.160424,-1.82416,37.5581,5.56486,-31.9538,107.652,65.1576,-46.2634
405.269,0.864653,0.317116,4,15,0,-404.354,0.827413,-0.166554,-1.68931,13.3729,-24.8553,16.7679,124.405,72.9953,40.7498
405.561,0.849989,0.394366,2,3,0,-404.742,0.807005,-0.178761,-1.71066,-4.68758,9.39297,-31.1308,-152.943,-110.103,27.1239
405.191,0.429393,0.468136,2,7,0,-403.938,0.772652,-0.127726,-1.70505,31.6453,-25.7836,10.3827,-167.459,-97.3996,29.5184
404.063,1,0.159883,3,7,0,-403.776,0.780494,-0.0931318,-1.67612,20.5949,5.86846,-6.98077,122.543,101.655,46.1881
405.986,0.916997,0.296324,3,13,0,-403.08,0.826447,-0.158412,-1.74628,26.9629,-25.2747,-50.5345,184.109,114.894,5.10003
405.542,0.170432,0.427166,2,5,0,-401.702,0.829907,-0.162478,-1.78302,-36.359,-32.1086,-53.6325,207.388,127.955,-19.6262
407.341,0.99995,0.0712029,3,15,0,-405.191,0.820441,-0.167516,-1.77316,-50.4889,-19.506,25.1425,59.629,30.755,-9.76682
406.784,0.97545,0.130941,3,15,0,-405.488,0.835617,-0.184235,-1.77166,13.5011,-34.5405,4.58419,109.837,54.7656,-9.64814
406.505,1,0.222389,4,15,0,-405.966,0.804085,-0.161194,-1.70643,-7.12432,20.7616,-10.6557,-68.8807,-48.6057,31.7155
406.902,0.841415,0.401105,2,7,0,-405.701,0.81386,-0.151447,-1.72803,5.08888,0.173606,-39.956,93.6706,59.979,18.5993
406.902,8.39376e-05,0.460579,2,7,0,-404.743,0.81386,-0.151447,-1.72803,40.3056,19.036,-36.094,93.6706,59.979,18.5993
406.771,0.994914,0.0516779,7,127,0,-404.165,0.826105,-0.17881,-1.80094,9.22389,46.81,-22.6185,43.6794,14.5534,-28.8835
406.399,0.993542,0.091698,3,7,0,-406.267,0.829045,-0.177103,-1.80485,8.05932,0.939186,-11.4704,92.6703,46.7906,-32.1251
403.723,0.812618,0.160576,3,7,0,-403.105,0.807908,-0.18901,-1.80893,-34.2925,3.62743,-2.47053,-256.811,-183.599,-40.4589
406.787,1,0.171139,3,15,0,-402.354,0.79712,-0.155727,-1.72975,63.4106,18.1171,-52.5626,-108.5,-71.5059,16.9994
406.304,0.874678,0.300596,1,3,0,-405.894,0.798061,-0.161471,-1.72281,-23.3551,-4.09323,-12.425,-134.99,-91.0787,20.5612
406.031,0.97257,0.375327,3,15,0,-405.113,0.759045,-0.0836295,-1.71625,0.492199,-26.3796,17.3937,-23.1711,14.761,23.7229
406.031,0.0750316,0.604037,1,3,0,-405.099,0.759045,-0.0836295,-1.71625,-13.3745,-5.8943,-32.9169,-23.1711,14.761,23.7229
405.981,0.998922,0.0928072,3,7,0,-405.911,0.756348,-0.083297,-1.71838,-5.66303,-0.733887,8.42404,-48.5329,-1.20135,22.1996
405.526,0.966038,0.160436,2,3,0,-405.29,0.749947,-0.0789873,-1.71492,11.6086,12.9656,-0.697311,-84.8699,-22.8361,23.4632
405.916,0.69641,0.252717,3,15,0,-402.004,0.768071,-0.115632,-1.72057,-85.4129,8.64464,12.4034,-140.603,-74.3779,20.8094
406.499,0.940121,0.198812,4,15,0,-403.579,0.814237,-0.176551,-1.80441,-66.7232,-0.114972,29.4953,-81.7494,-64.7394,-31.8787
406.97,1,0.290761,4,15,0,-406.269,0.825584,-0.187918,-1.72705,-23.261,-0.0133994,23.9165,-26.913,-33.6697,19.5756
406.97,0.0457743,0.491397,1,3,0,-406.061,0.825584,-0.187918,-1.72705,27.332,15.9805,-19.1862,-26.913,-33.6697,19.5756
407.378,0.999972,0.0763785,4,31,0,-406.94,0.824214,-0.176536,-1.74687,-16.762,2.45873,-19.6833,35.387,11.1227,7.47003
406.221,0.973286,0.129315,3,15,0,-405.452,0.853222,-0.212539,-1.74159,-38.5068,3.47842,0.139528,98.213,34.8446,9.10152
406.832,0.771099,0.203476,4,19,0,-403.175,0.770901,-0.109835,-1.74007,82.8071,7.15067,11.9907,-77.0326,-30.1647,9.99279
406.44,0.912418,0.194238,2,3,0,-405.87,0.771359,-0.119235,-1.74555,-30.4201,-3.62444,10.6894,-137.664,-73.1368,5.64868
406.872,0.888241,0.261249,2,7,0,-404.953,0.790314,-0.115107,-1.75102,58.6786,-2.27026,-14.5004,94.9661,78.1284,3.22019
406.392,0.990198,0.330129,3,15,0,-405.775,0.817293,-0.177661,-1.70251,-4.93117,24.2495,4.96712,-42.1551,-38.5243,34.2446
407.315,0.659668,0.530472,2,5,0,-406.435,0.805078,-0.152086,-1.72751,16.1201,-10.4587,29.2907,-1.5108,-1.31526,19.6316
407.435,0.806146,0.386537,3,11,0,-406.76,0.787126,-0.125343,-1.76428,23.2938,-0.657179,23.1291,-11.2275,5.71219,-4.32336
406.19,0.590144,0.798904,2,3,0,-405.573,0.794121,-0.129546,-1.81865,0.906197,20.7596,21.433,40.0224,38.3431,-42.0733
406.19,0,5.4549,0,1,1,-405.913,0.794121,-0.129546,-1.81865,-20.2068,-7.81932,-12.045,40.0224,38.3431,-42.0733
406.19,0.0594506,0.739203,1,3,0,-406.028,0.794121,-0.129546,-1.81865,-20.0786,7.84952,-4.23025,40.0224,38.3431,-42.0733
406.813,0.999923,0.0753039,6,79,0,-405.563,0.805762,-0.155388,-1.80718,40.4621,-12.9149,27.9416,-20.4732,-14.3934,-33.1873
406.925,0.997861,0.09519,5,55,0,-405.701,0.807297,-0.162154,-1.79946,-18.303,33.5582,-25.5891,-53.5192,-39.1328,-27.9149
406.887,0.994688,0.141611,4,15,0,-406.63,0.812541,-0.15095,-1.79171,13.1015,0.129595,-15.2607,93.57,60.8615,-22.8736
406.171,0.956659,0.230532,3,7,0,-405.166,0.799292,-0.136412,-1.82003,-23.4241,-39.2081,-10.7739,49.6813,40.8919,-42.9349
406.201,0.788131,0.353968,3,15,0,-403.994,0.762797,-0.105671,-1.74386,-4.8859,-40.3919,-39.8294,-135.767,-65.7006,6.15562
406.314,0.996767,0.330901,3,7,0,-405.556,0.772409,-0.0963829,-1.71456,-36.1516,-14.1247,-17.8222,29.2584,42.6647,25.5694
406.314,0.0576003,0.606553,2,3,0,-405.41,0.772409,-0.0963829,-1.71456,51.593,16.458,-0.687504,29.2584,42.6647,25.5694
406.785,0.99998,0.0577741,5,31,0,-406.255,0.768887,-0.105141,-1.73787,12.266,-7.68823,-22.6859,-66.1536,-21.1459,11.3031
407.291,0.998959,0.109268,5,47,0,-405.49,0.811518,-0.164955,-1.72947,-51.6365,20.8461,30.2912,-20.3254,-19.1541,18.4097
406.849,0.986892,0.207117,4,23,0,-405.652,0.778518,-0.10639,-1.72868,-49.5344,16.9228,-19.7143,26.7456,37.3647,17.5379
405.541,0.950929,0.378185,2,7,0,-402.68,0.747225,-0.0739697,-1.78176,-41.2149,50.7542,-35.5273,-92.2023,-19.9329,-20.0238
406.395,0.796306,0.615684,1,3,0,-404.258,0.768257,-0.0857329,-1.74618,40.538,-40.9549,30.902,59.4439,68.8227,5.10195
406.251,0.763803,0.618596,3,7,0,-405.761,0.756085,-0.0893002,-1.7571,-32.9541,18.2288,3.97012,-98.0774,-33.0686,-2.44725
405.775,0.836601,0.563293,2,3,0,-405.498,0.754932,-0.079582,-1.71274,-30.4799,1.34721,2.58311,-38.2324,6.63716,25.4429
406.064,0.0867468,0.642401,3,7,0,-404.33,0.768661,-0.081786,-1.75491,-7.12207,33.2466,36.4985,92.4326,92.4553,-1.23655
405.556,0.997949,0.075436,3,15,0,-404.876,0.749555,-0.0856021,-1.76786,-43.3972,-3.99322,-11.8946,-146.991,-61.8877,-10.9219
406.07,0.872649,0.141991,2,7,0,-400.268,0.757884,-0.0750556,-1.77308,99.4416,73.1421,-19.7168,22.3753,52.2391,-13.1851
404.784,0.958949,0.18227,4,31,0,-403.782,0.75471,-0.0962773,-1.80364,-28.5912,24.0855,23.3437,-178.704,-85.0767,-35.6718
406.291,0.907454,0.300974,3,7,0,-404.182,0.761012,-0.0914028,-1.7848,-62.7048,-28.2581,-25.5684,-62.5222,-9.39434,-20.3201
407.308,0.850647,0.424003,3,15,0,-405.858,0.78594,-0.128578,-1.7412,-62.1832,14.68,-15.864,-45.0484,-18.252,10.4207
405.477,0.507741,0.503676,3,11,0,-404.626,0.83827,-0.175408,-1.77994,43.9355,-3.62986,17.8875,207.02,121.287,-17.6111
407.473,0.999939,0.22214,3,11,0,-405.155,0.809039,-0.155379,-1.73836,25.479,62.7352,16.0075,17.8466,9.68476,12.9525
