# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=758170905
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_4.csv
# diagnostic_file=/Users/davidhodgson/Dropbox/My Mac (David’s MacBook Air)/Documents/research/covid/HERO/hero-study/include/time/IgA_N_Serum_diag_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,p_a,p_b,p_sigma,g_a,g_b,g_sigma
86.3878,0.966723,0.0179087,2,3,0,-58.6366,0.403489,0.124756,-0.353304,2.1834,0.971516,-7.05631,-150.847,-87.1794,270.484
207.994,0.843457,0.0305415,2,3,0,-92.0563,0.653143,0.315896,-0.79197,-1.2862,-0.679552,15.1578,238.735,183.485,228.252
274.973,0.753914,0.0356365,2,3,0,-222.778,0.494956,0.185859,-1.01295,0.300924,1.64649,10.0791,-232.232,-112.384,217.656
314.28,0.333333,0.0316203,1,3,1,-279.482,0.611619,0.239173,-1.179,-0.538988,1.24204,8.23176,199.273,185.203,188.5
340.769,1,0.00761649,3,7,0,-313.369,0.533805,0.190053,-1.30713,1.69489,2.01501,6.9185,-232.229,-82.9334,157.778
388.68,0.395701,0.0148095,3,9,1,-337.784,0.64307,0.0846794,-1.57732,-0.341754,5.4727,8.46896,-78.8365,27.3488,78.2377
390.977,0.991249,0.00446559,4,15,0,-387.989,0.671188,0.0677488,-1.58759,-0.862052,1.85846,1.33345,54.6662,108.713,76.3712
406.537,0.989368,0.00847899,4,15,0,-389.626,0.788433,-0.11261,-1.72397,-1.6238,4.07306,3.82041,87.4619,73.272,20.1205
406.27,0.357461,0.0159002,3,15,0,-403.577,0.809862,-0.181311,-1.7419,1.6244,-1.46854,-0.768809,-150.283,-110.025,8.26114
407.239,0.969213,0.00442698,3,7,0,-405.102,0.825273,-0.172832,-1.74781,1.68523,0.970472,-0.700683,72.4275,36.5825,6.59853
404.507,0.838296,0.00781231,4,15,0,-402.555,0.77559,-0.0820909,-1.79633,0.375566,0.344073,-1.90915,179.748,151.522,-31.1951
406.362,0.711483,0.00928809,2,3,0,-403.583,0.761441,-0.0917641,-1.78233,-1.63077,-1.3937,0.978199,-59.8951,-8.0624,-18.5714
406.524,0.949357,0.00760083,4,15,0,-405.619,0.797539,-0.124993,-1.72015,0.563376,-1.19002,0.277747,98.7804,74.8795,22.7141
407.033,0.936603,0.012472,2,3,0,-406.384,0.78631,-0.133483,-1.72985,0.864646,0.408551,-0.619534,-72.709,-38.536,17.264
407.033,3.0565e-11,0.0195745,1,1,0,-404.755,0.78631,-0.133483,-1.72985,-1.21298,-1.57545,0.776046,-72.709,-38.536,17.264
406.786,0.999968,0.00209965,6,63,0,-406.292,0.767729,-0.102208,-1.77104,-0.0408783,-0.846328,-0.517839,-63.0066,-15.9339,-10.2922
407.097,0.996644,0.00397658,6,63,0,-405.686,0.822018,-0.186224,-1.77536,0.851722,-0.619914,-1.30923,-58.7123,-54.3369,-11.6528
407.293,0.990901,0.00738342,3,15,0,-405.711,0.822256,-0.170917,-1.73968,0.0738145,0.862295,1.554,52.41,24.7045,11.9463
403.573,0.683571,0.0133541,4,15,0,-402.962,0.82305,-0.170078,-1.64669,-0.918786,-0.25999,-0.555351,56.6049,28.314,65.0101
405.593,0.983664,0.0102353,3,7,0,-403.018,0.822834,-0.191579,-1.69166,0.108058,-0.411234,-2.22918,-73.6049,-64.369,39.7997
405.593,2.90479e-05,0.0179249,1,3,0,-403.341,0.822834,-0.191579,-1.69166,2.06408,-0.399214,-0.290233,-73.6049,-64.369,39.7997
404.875,0.996782,0.0021506,6,127,0,-399.317,0.752392,-0.0906371,-1.8024,-1.09249,2.15345,-2.29881,-162.648,-71.9361,-34.7135
406.271,0.985797,0.00391565,3,15,0,-403.785,0.760858,-0.0918722,-1.78504,-1.74126,-0.454479,-1.31612,-67.8252,-13.0126,-20.5218
407.304,0.96825,0.00685549,4,15,0,-405.692,0.807888,-0.145965,-1.77313,0.267917,-1.56237,0.843205,73.9249,50.494,-10.024
407.434,0.997991,0.0113531,2,5,0,-407.045,0.803429,-0.149964,-1.78244,-0.359246,-0.33793,-0.729995,-5.90701,-2.52796,-15.889
407.434,0.0430671,0.0201655,1,3,0,-406.395,0.803429,-0.149964,-1.78244,0.364193,0.686135,-1.21396,-5.90701,-2.52796,-15.889
406.767,0.977605,0.00293927,3,7,0,-406.274,0.797726,-0.15593,-1.78697,-0.881434,-0.4503,0.079804,-117.019,-76.7095,-20.2532
406.76,0.99782,0.00495856,5,31,0,-406.359,0.828684,-0.17295,-1.73189,-0.329355,-0.576491,-0.600239,105.212,57.6803,16.0509
405.364,0.926429,0.00873842,4,19,0,-403.181,0.776113,-0.0856953,-1.72439,1.30401,-1.61118,0.260117,138.207,117.821,17.3219
406.806,0.821028,0.0127246,3,7,0,-405.483,0.765962,-0.0971177,-1.74922,-1.39798,-0.278061,0.784054,-43.8703,-2.51621,3.92109
406.831,0.751583,0.0141093,2,7,0,-405.745,0.771365,-0.113003,-1.75787,-1.06928,0.816914,0.602236,-97.2876,-43.7992,-1.58251
405.699,0.854157,0.0131184,4,15,0,-405.273,0.837064,-0.220559,-1.75791,-0.0808356,0.156604,-0.906499,-132.953,-117.889,-2.83419
406.352,0.172728,0.0157641,3,15,0,-405.435,0.840131,-0.216336,-1.77016,-0.757488,-0.87517,0.702761,-71.4145,-77.052,-9.45024
407.317,0.999768,0.00349862,5,31,0,-406.082,0.810261,-0.150612,-1.77667,-0.295527,1.47766,0.444449,67.4733,44.12,-12.2636
406.56,0.930698,0.00605098,5,31,0,-404.995,0.850237,-0.214963,-1.75603,1.40555,0.490084,-0.955766,51.1306,2.86357,0.332458
405.005,0.632539,0.00877193,2,3,0,-404.356,0.839211,-0.227811,-1.76836,-0.807249,-0.506711,0.623869,-164.016,-141.898,-10.9828
404.66,0.989516,0.00614246,4,23,0,-402.646,0.78552,-0.0951136,-1.79556,-1.1234,1.57063,0.547706,198.229,156.631,-30.251
406.224,0.983283,0.0101991,4,15,0,-402.706,0.840688,-0.190469,-1.79132,-1.81679,0.177294,-1.92448,126.535,61.8964,-23.4721
406.202,0.313866,0.016565,3,7,0,-405.725,0.838515,-0.213413,-1.78723,0.458426,-0.753031,0.42014,-71.1807,-76.3166,-20.8798
406.761,0.982927,0.00545782,5,31,0,-404.954,0.829728,-0.178972,-1.72225,-0.184689,1.88395,0.172455,74.5376,35.4286,22.3474
407.123,0.999329,0.00883239,4,15,0,-406.48,0.809672,-0.148791,-1.72923,0.330262,-0.874607,0.64232,68.0714,44.7808,18.1995
405.493,0.552493,0.0147552,4,15,0,-404.897,0.795664,-0.109894,-1.7398,0.757466,-0.629025,-0.472483,185.164,137.848,7.83875
405.804,0.989993,0.00865749,4,23,0,-405.142,0.827747,-0.161322,-1.78432,0.34468,1.05809,-0.295529,191.459,118.324,-19.9862
405.804,0.348922,0.014056,1,3,0,-404.681,0.827747,-0.161322,-1.78432,-1.2182,-0.576461,0.656854,191.459,118.324,-19.9862
405.94,1,0.00520232,5,31,0,-404.581,0.792386,-0.124383,-1.69101,-1.06786,-1.1346,0.538943,47.7963,41.5316,40.433
407.326,0.996015,0.00861233,3,15,0,-405.66,0.801556,-0.143546,-1.72971,0.869318,-0.251966,-1.58527,18.7221,15.5229,18.1655
405.658,0.577402,0.0140373,3,7,0,-404.899,0.767691,-0.0781691,-1.73053,-0.57988,-0.396091,-1.01264,102.378,98.6724,13.8028
405.768,0.84354,0.00885141,4,15,0,-403.82,0.777021,-0.0932715,-1.79449,-0.650223,-1.80183,-0.476646,111.276,101.755,-27.4534
405.325,1,0.0101857,3,15,0,-403.67,0.84441,-0.227794,-1.7163,-0.951748,1.36588,-0.733305,-94.2541,-94.1049,23.611
405.904,0.865078,0.016574,2,3,0,-405.725,0.85523,-0.223838,-1.72023,0.312122,0.2869,-0.422523,41.1156,-5.81893,22.4026
406.527,0.361,0.019887,2,7,1,-405.379,0.826718,-0.191783,-1.71305,0.503723,-1.37768,0.381064,-39.4527,-43.0883,27.8207
407.125,0.994514,0.00785345,4,23,0,-404.932,0.779706,-0.121165,-1.73988,-0.601072,0.509182,-1.94053,-60.6283,-24.8693,10.8217
407.215,0.757557,0.0125302,4,15,0,-406.053,0.817881,-0.164876,-1.72987,0.408429,1.0877,0.987517,46.3192,23.594,18.1
407.166,0.874657,0.0118751,3,15,0,-404.836,0.785462,-0.127157,-1.7306,0.475885,-2.09211,0.234953,-39.4491,-14.3432,17.0259
406.207,0.990324,0.0145031,4,15,0,-405.632,0.83462,-0.1906,-1.81078,0.228846,-0.380868,0.976731,56.0667,16.1086,-36.2634
406.207,2.47431e-19,0.0226579,1,1,0,-401.822,0.83462,-0.1906,-1.81078,-2.24775,-1.50441,-1.20645,56.0667,16.1086,-36.2634
406.748,0.999852,0.00423872,5,47,0,-405.217,0.798434,-0.138036,-1.80714,1.01583,-0.89627,-1.10829,25.5711,24.2265,-33.4037
407.188,0.989597,0.00676773,3,15,0,-406.02,0.799447,-0.137586,-1.78919,0.250898,0.229301,-1.4901,40.1601,33.3573,-20.8347
406.887,0.671582,0.0105176,2,3,0,-406.102,0.795717,-0.146421,-1.79788,-1.17449,-0.41793,0.12433,-71.1012,-42.3027,-27.1428
407.366,0.998477,0.00833277,4,15,0,-406.671,0.78907,-0.132213,-1.74026,-0.397477,-0.318914,-1.06355,-36.4512,-14.4431,11.195
405.244,0.551178,0.0131105,3,7,0,-405.057,0.785952,-0.146202,-1.69625,0.242109,0.56222,-0.00341802,-150.214,-94.4036,35.5436
407.137,1,0.00809312,3,9,0,-404.775,0.80842,-0.143122,-1.74728,0.71479,0.885986,1.85188,95.9169,65.5034,6.4646
406.937,0.998703,0.0127101,3,11,0,-405.836,0.774457,-0.11707,-1.74958,0.528884,-1.37784,0.156518,-90.3319,-41.6252,4.06654
406.937,6.52629e-11,0.019811,1,3,1,-403.793,0.774457,-0.11707,-1.74958,-0.360498,-2.39991,-0.630929,-90.3319,-41.6252,4.06654
406.855,0.992242,0.00397417,5,63,0,-406.211,0.817953,-0.186068,-1.74592,0.839433,-0.274808,-0.711861,-97.4503,-78.4441,6.94844
406.131,0.985283,0.00611999,3,15,0,-404.74,0.853867,-0.210663,-1.75825,0.121118,-1.58139,-0.516534,121.564,49.9525,-1.9093
406.131,0.638482,0.00925019,3,11,0,-402.306,0.853867,-0.210663,-1.75825,-1.22236,-2.04716,-1.40183,121.564,49.9525,-1.9093
406.482,0.995927,0.00691601,4,23,0,-405.241,0.773382,-0.119824,-1.78015,-0.697505,1.38539,0.273181,-129.092,-66.5316,-16.7427
406.483,0.976462,0.0106252,4,15,0,-404.945,0.786041,-0.112701,-1.79789,0.813769,0.3186,-1.52104,71.0731,66.213,-28.1089
406.483,0.00196515,0.0156326,3,7,0,-404.227,0.786041,-0.112701,-1.79789,-2.11844,-0.158285,-9.30143e-05,71.0731,66.213,-28.1089
406.601,0.991979,0.00330241,5,55,0,-405.285,0.804887,-0.16571,-1.79659,-0.00971462,-1.24135,1.04504,-108.854,-76.4358,-26.7336
406.741,0.996124,0.00501826,4,31,0,-405.663,0.836211,-0.200259,-1.72567,-1.03369,-0.440089,-0.945735,1.18984,-21.1481,20.1976
404.234,0.948798,0.00765607,3,15,0,-402.998,0.879052,-0.261105,-1.78972,-0.279058,-1.05213,-1.13482,45.1067,-26.0655,-25.6895
406.832,0.931662,0.0106019,3,15,0,-402.714,0.77527,-0.118421,-1.77618,1.53473,-2.16393,-1.09454,-96.2481,-44.9482,-13.4384
406.076,0.521796,0.0141532,2,5,0,-405.34,0.779275,-0.1372,-1.76007,0.0853096,0.997149,-0.685169,-181.661,-109.355,-4.40915
405.719,0.923232,0.00850362,2,3,0,-405.198,0.81188,-0.133953,-1.7577,1.00413,-0.136841,0.120742,200.371,137.015,-3.10233
405.471,0.992957,0.0111472,3,15,0,-404.952,0.772847,-0.131147,-1.76701,0.553857,-0.782647,0.3442,-212.82,-126.23,-10.2271
406.613,0.0668941,0.0166659,3,15,0,-406.032,0.781766,-0.102228,-1.76479,0.249404,-1.03157,-0.186382,94.1574,84.4425,-6.38197
406.009,0.990424,0.00421586,5,39,0,-405.655,0.850608,-0.201432,-1.75733,-0.11404,0.654249,-0.516152,150.546,72.963,-1.61374
406.541,0.99983,0.00627571,2,7,0,-405.99,0.829034,-0.203359,-1.7553,-1.02492,0.201923,0.102273,-99.4578,-88.1274,0.403623
405.7,0.998916,0.00947519,3,15,0,-404.633,0.831,-0.196659,-1.69052,-0.916148,-0.0745948,1.13481,-26.2283,-36.1054,40.891
405.977,0.482012,0.0142274,3,7,0,-403.45,0.803797,-0.173744,-1.72674,1.46072,-0.615991,1.5939,-158.117,-111.399,17.4461
405.103,0.935262,0.0080512,2,3,0,-404.931,0.799763,-0.174952,-1.72794,-0.337463,-0.430185,0.209747,-208.307,-144.12,14.8527
406.638,0.973641,0.0106978,2,3,0,-405.286,0.816074,-0.161306,-1.70694,-1.43824,-0.766546,0.214441,49.3769,27.1305,31.8304
407.207,0.966073,0.0152295,3,15,0,-406.386,0.815072,-0.175819,-1.77707,0.0104474,0.0708622,-1.27951,-62.0787,-51.3883,-12.6602
406.836,0.120753,0.0213116,1,3,0,-405.856,0.818034,-0.153661,-1.76577,1.25861,-0.151657,-0.594186,131.156,83.3379,-6.01357
406.899,0.99995,0.00623134,3,15,0,-406.188,0.799686,-0.131482,-1.72628,0.367607,0.941486,0.633853,79.1458,59.5928,19.5108
406.184,0.994045,0.00928755,3,15,0,-405.796,0.766466,-0.100095,-1.79889,-0.533711,-0.30561,-0.630038,-65.9017,-15.0472,-29.6275
406.031,1,0.0136466,4,15,0,-405.499,0.854064,-0.223324,-1.72398,0.157749,-0.62794,0.803303,32.7694,-11.1363,20.1962
406.21,0.295455,0.020204,1,3,0,-405.464,0.851166,-0.210247,-1.73126,-1.05531,0.3316,-0.519452,90.2657,31.2418,15.7634
407.28,0.340947,0.52998,2,7,0,-404.443,0.821696,-0.177938,-1.73462,54.8074,-37.8288,10.9358,-1.13888,-12.7763,15.2058
407.28,4.72218e-108,2.30027,1,2,1,-406.146,0.821696,-0.177938,-1.73462,12.1741,-7.58163,46.8358,-1.13888,-12.7763,15.2058
406.819,0.862296,0.272546,3,15,0,-406.3,0.799654,-0.161804,-1.75013,9.20415,-18.2154,19.9638,-128.057,-86.7689,3.84715
406.919,0.963732,0.218423,3,15,0,-404.259,0.785565,-0.124648,-1.79636,54.2538,6.05505,49.8548,-25.6878,-2.03289,-26.2453
405.621,0.941536,0.276974,3,7,0,-405.457,0.785215,-0.11791,-1.82801,-7.33574,-11.6381,-6.12311,22.3737,33.7155,-49.4355
407.335,0.17929,0.371489,3,9,0,-401.337,0.802031,-0.154958,-1.73685,-60.1446,-8.40666,-94.5943,-53.2014,-35.6695,13.5477
407.039,0.996097,0.0516909,5,47,0,-406.255,0.8192,-0.157886,-1.75431,-29.9947,-6.01593,25.4827,111.536,68.6609,1.87023
404.98,0.961435,0.0881346,3,7,0,-404.52,0.805631,-0.185146,-1.74391,22.1009,4.88317,20.4774,-222.427,-158.078,4.3148
406.674,0.985895,0.140704,3,15,0,-403.573,0.823477,-0.165259,-1.72261,51.5291,36.0331,36.4972,100.584,58.2132,21.8304
406.169,0.988978,0.248676,4,31,0,-403.956,0.761892,-0.0814898,-1.72562,19.4584,-46.4407,15.6988,19.7395,43.8592,17.9422
406.702,0.97711,0.450116,2,3,0,-406.054,0.774353,-0.097397,-1.73614,17.9565,-19.1577,-18.7111,43.8738,52.8207,12.3312
406.702,0.000760505,0.789768,1,3,1,-406.005,0.774353,-0.097397,-1.73614,16.6963,-6.0801,-33.7569,43.8738,52.8207,12.3312
402.297,0.995237,0.0641047,6,63,0,-401.5,0.90311,-0.284509,-1.71689,-31.3596,0.845369,25.6025,132.04,25.9502,18.2972
403.401,0.999412,0.12056,3,7,0,-402.229,0.890428,-0.280735,-1.72023,46.3018,-5.32634,11.9149,28.1991,-39.2775,18.0799
407.195,0.972621,0.229224,4,15,0,-403.081,0.777168,-0.114883,-1.75457,38.9615,-56.3133,34.3616,-46.3957,-12.2192,1.37351
405.731,0.592689,0.399155,2,7,0,-402.335,0.750352,-0.0854341,-1.76184,-39.6098,52.5884,-18.4896,-135.131,-54.641,-6.64199
405.268,0.960489,0.214731,4,31,0,-403.712,0.85419,-0.240979,-1.77216,9.06656,-40.8245,9.20264,-91.3889,-102.027,-12.6622
406.58,0.972356,0.358981,3,15,0,-405.07,0.832939,-0.201385,-1.79096,49.2213,-17.1687,7.70672,-46.7078,-54.7036,-22.6535
406.58,0.0129377,0.61799,1,1,0,-405.368,0.832939,-0.201385,-1.79096,-35.7781,-19.922,21.6536,-46.7078,-54.7036,-22.6535
407.168,0.999988,0.0590097,6,63,0,-406.001,0.813517,-0.170228,-1.72703,-10.1573,23.4608,36.973,-34.4579,-30.5717,19.7836
403.97,0.885523,0.111155,4,23,0,-401.314,0.816902,-0.20261,-1.79547,44.3917,22.3861,-51.4998,-246.526,-183.609,-31.0651
405.403,1,0.147833,2,3,0,-403.998,0.818887,-0.196146,-1.79582,26.1682,34.5981,-0.511487,-174.039,-133.836,-28.401
405.603,0.842858,0.273866,3,15,0,-402.939,0.826695,-0.171221,-1.82325,-29.2245,-39.7299,42.6638,113.638,63.1491,-45.723
405.548,0.579492,0.318117,4,15,0,-402.631,0.78688,-0.0984929,-1.74773,-45.1818,3.5356,63.9097,172.104,135.184,2.65923
406.14,0.968502,0.172601,3,7,0,-404.744,0.78173,-0.0969763,-1.74942,-44.3213,-21.0231,-5.58982,127.509,107.411,2.67038
406.829,0.919245,0.287626,3,7,0,-405.745,0.767392,-0.0945991,-1.75981,-37.953,-19.1762,8.35407,-11.3532,20.1728,-2.90343
407.376,0.745089,0.413349,4,15,0,-406.659,0.784357,-0.125058,-1.76123,-34.4245,11.4475,-2.47342,-39.7381,-12.5339,-2.49736
405.252,0.339686,0.362031,3,9,0,-403.916,0.760767,-0.103488,-1.70126,-40.0626,-20.9673,-17.3273,-130.34,-63.3843,31.9411
406.635,0.999563,0.102763,5,31,0,-404.594,0.802478,-0.14533,-1.70302,-52.564,2.27767,37.3894,15.9613,12.5483,34.1634
405.763,0.991709,0.184314,3,7,0,-405.674,0.800364,-0.142532,-1.68147,-7.6793,-7.2173,-5.2051,12.5745,11.2179,46.4053
404.636,0.963819,0.320424,2,3,0,-404.622,0.794188,-0.142972,-1.66182,3.01727,-0.205202,4.52198,-46.2248,-26.9402,56.8459
406.772,0.478645,0.511711,2,7,1,-404.303,0.809241,-0.163349,-1.70923,-14.2261,10.3172,70.3372,-31.6566,-25.6811,30.5067
406.657,0.870623,0.219479,2,7,0,-403.116,0.815996,-0.151963,-1.72498,-18.2399,-21.4858,80.3354,111.727,71.2892,20.1314
406.872,0.998772,0.271994,4,15,0,-406.077,0.775823,-0.102296,-1.73585,-33.8949,-0.878665,-21.6218,26.2794,39.2921,12.8803
406.872,0.155783,0.471756,1,3,0,-406.043,0.775823,-0.102296,-1.73585,-34.9158,13.3661,11.0125,26.2794,39.2921,12.8803
406.656,0.995373,0.0883939,3,7,0,-406.59,0.77877,-0.100793,-1.73594,-11.2632,0.607265,1.64045,67.4287,66.3562,12.432
407.034,0.969486,0.151966,3,7,0,-405.93,0.775879,-0.115864,-1.74155,-42.4222,-12.2571,11.7059,-65.4271,-25.4372,9.50208
405.7,0.770833,0.242252,4,15,0,-404.076,0.827346,-0.200901,-1.70285,56.2992,2.44952,-6.55134,-89.8513,-79.0359,32.8155
406.324,0.99863,0.230163,4,15,0,-405.515,0.794329,-0.15056,-1.80409,-12.2642,20.2271,-28.4197,-120.796,-76.2188,-32.3304
406.662,1,0.39109,3,7,0,-406.14,0.79148,-0.119071,-1.79148,-4.90635,-5.77177,-32.3657,86.1839,72.3372,-23.4963
407.133,1,0.661488,1,1,0,-406.929,0.787932,-0.123977,-1.78779,-7.79907,-10.5614,12.75,7.5096,19.2628,-20.2072
407.133,1.63242e-09,1.11004,1,1,0,-407.036,0.787932,-0.123977,-1.78779,-11.3036,4.59553,-5.40613,7.5096,19.2628,-20.2072
406.667,0.990172,0.152866,4,23,0,-405.56,0.842595,-0.199994,-1.73432,23.4815,-20.4934,31.5357,69.8012,22.662,14.5286
406.785,0.947571,0.251105,4,15,0,-405.994,0.82823,-0.185903,-1.71644,39.2635,-0.420869,5.29951,13.6637,-6.54894,26.1534
406.898,0.976233,0.368812,4,15,0,-405.841,0.820964,-0.169701,-1.79881,29.0456,-26.2948,6.62158,51.8682,24.5374,-27.3271
406.898,2.29638e-06,0.577709,1,3,1,-402.898,0.820964,-0.169701,-1.79881,29.8117,14.5886,-85.5684,51.8682,24.5374,-27.3271
407.177,0.998154,0.0845034,6,63,0,-406.429,0.793262,-0.124669,-1.77464,17.9069,-11.3507,-32.041,63.0469,54.0262,-11.4898
406.765,0.998693,0.140064,5,31,0,-406.315,0.789871,-0.121589,-1.71584,-4.05654,21.7587,6.99102,42.5361,40.1866,25.8878
404.36,0.99673,0.23082,4,15,0,-403.833,0.728661,-0.0428915,-1.77366,-10.2615,-3.18167,-31.8368,-75.2102,5.53096,-17.3407
404.36,0.310551,0.376022,3,7,0,-403.081,0.728661,-0.0428915,-1.77366,-31.6891,-29.4658,3.10274,-75.2102,5.53096,-17.3407
404.36,0.0109934,0.482983,1,1,0,-403.823,0.728661,-0.0428915,-1.77366,-6.59429,-18.3362,12.3089,-75.2102,5.53096,-17.3407
404.36,2.99204e-08,1.15057,1,1,0,-403.075,0.728661,-0.0428915,-1.77366,40.0579,7.36904,22.645,-75.2102,5.53096,-17.3407
402.52,0.974769,0.114119,4,15,0,-401.277,0.715092,-0.0328185,-1.79086,-8.73536,19.4528,-33.5012,-161.53,-42.6803,-32.3574
400.872,0.982603,0.111504,6,63,0,-398.278,0.892912,-0.300255,-1.68019,10.915,17.0383,-57.5916,-67.574,-104.725,39.1279
402.021,1,0.143109,2,3,0,-400.845,0.892704,-0.285839,-1.68214,1.16037,29.8372,-10.9081,17.4504,-44.5348,40.1474
406.313,0.921766,0.222923,4,15,0,-400.891,0.829831,-0.191179,-1.70329,36.1509,-54.9594,38.691,-4.02088,-19.8848,33.788
405.664,0.810009,0.297874,4,15,0,-403.486,0.823118,-0.158502,-1.70192,-40.7254,32.0277,-1.43158,135.865,83.744,33.2635
404.207,0.931993,0.293423,4,15,0,-403.016,0.737403,-0.076305,-1.7347,-1.54368,12.2829,-39.1661,-202.156,-95.3483,7.80527
404.207,0.0172907,0.432418,2,3,0,-401.201,0.737403,-0.076305,-1.7347,65.7044,22.6369,-0.638223,-202.156,-95.3483,7.80527
405.883,0.999511,0.0360897,7,127,0,-403.247,0.856789,-0.236266,-1.76241,-18.2425,-39.0352,29.642,-27.1207,-57.842,-5.04467
406.663,0.999002,0.0673647,5,63,0,-404.176,0.842308,-0.213037,-1.76924,32.3946,-37.9614,14.2534,-23.0122,-44.3709,-8.19352
405.939,0.971035,0.12692,5,31,0,-405.179,0.769294,-0.115232,-1.71341,-32.393,11.1605,-6.74864,-123.637,-63.6165,25.5277
407.381,0.994837,0.21989,3,15,0,-403.203,0.817708,-0.163545,-1.77283,23.6827,-40.8354,-52.6465,57.4658,31.3168,-9.51742
406.839,0.456723,0.410612,4,15,0,-405.251,0.834127,-0.18614,-1.73055,-42.4314,16.7797,-19.5554,73.6175,31.4867,17.1758
405.549,0.998811,0.142712,4,31,0,-404.163,0.770658,-0.0933055,-1.69304,41.3024,-18.5693,5.84551,30.4464,43.5219,38.0165
405.068,0.587335,0.270163,4,15,0,-399.671,0.825997,-0.157183,-1.80507,13.1901,-49.6232,58.8391,210.138,132.504,-34.9833
406.113,0.834071,0.143258,3,7,0,-401.178,0.81155,-0.149771,-1.81676,-83.9119,-28.1761,-11.3322,95.0668,62.7611,-40.7294
405.752,0.80569,0.163161,3,9,0,-401.971,0.795091,-0.163302,-1.77726,-18.6534,-21.8577,-67.7116,-198.731,-132.8,-16.0033
405.357,0.987878,0.17042,3,15,0,-404.855,0.800786,-0.174755,-1.72923,-8.22607,-0.209118,-26.6342,-196.924,-136.75,14.5406
407.194,0.96832,0.307936,2,7,0,-405.126,0.809328,-0.169905,-1.74452,-37.316,-15.4455,39.2467,-78.5784,-58.8179,8.3926
406.871,0.348842,0.520274,1,3,0,-405.244,0.797873,-0.130019,-1.7224,38.128,-17.0431,-26.7783,69.6227,54.0328,21.9515
406.873,1,0.139649,3,7,0,-406.799,0.793626,-0.145685,-1.72061,-9.10869,1.24084,6.3006,-76.3851,-46.5299,23.0614
407.308,0.994221,0.258628,3,15,0,-406.776,0.803148,-0.159012,-1.74336,1.30964,-10.4599,-24.6086,-69.8181,-48.1522,9.28071
407.237,0.234069,0.466293,3,9,1,-404.079,0.794375,-0.129845,-1.78291,-26.0793,16.9804,-60.9142,38.4931,36.0043,-16.7337
